nombre_invocador,kills_player_kda,deaths_player_kda,assists_player_kda,rol_1,games_per_rol_1,winrate_per_rol_1,rol_2,games_per_rol_2,winrate_per_rol_2,rol_3,games_per_rol_3,winrate_per_rol_3
TL Honda Husky,8.0,5.3,9.8,Jungler,39,69.2,AD Carry,31.0,64.5,Mid,14.0,64.3
FREE999,5.4,4.4,4.8,Top,101,57.4,Mid,3.0,33.3,AD Carry,1.0,0.0
YSTM,6.1,5.3,8.7,Jungler,226,53.1,Support,97.0,55.7,Top,16.0,50.0
Kaimata,6.0,5.3,6.9,Mid,167,55.7,Jungler,61.0,52.5,AD Carry,17.0,35.3
Fxntasie,5.4,4.3,8.2,AD Carry,110,58.2,Support,26.0,61.5,Top,2.0,100.0
wlzz,4.1,4.4,5.5,Top,365,55.1,Jungler,32.0,28.1,Mid,17.0,47.1
pzxctqw,4.4,3.5,5.1,Top,565,51.9,Mid,8.0,50.0,Support,4.0,50.0
Neeko Lesbiana,5.3,5.6,4.4,Top,278,51.8,Mid,14.0,57.1,Support,4.0,50.0
month of rain,6.0,3.6,6.9,AD Carry,311,51.1,Support,51.0,54.9,Mid,11.0,45.5
wenwinwenwinwenw,5.5,4.3,7.8,Jungler,376,52.9,Mid,14.0,28.6,Top,12.0,33.3
B4nny,4.0,3.5,6.2,Top,284,56.0,Mid,12.0,41.7,Support,4.0,25.0
XOSKING,6.4,4.8,5.6,Mid,287,51.2,AD Carry,57.0,49.1,Top,14.0,35.7
불주먹 이준민,4.8,3.9,7.0,Mid,200,55.0,Top,18.0,50.0,AD Carry,17.0,58.8
Not AD Main,7.2,4.7,7.9,AD Carry,301,59.1,Mid,23.0,34.8,Jungler,22.0,36.4
Tokimitsu Aoshi,6.8,4.3,7.5,AD Carry,202,52.5,Support,35.0,65.7,Mid,2.0,50.0
LevelZeroProdigy,2.9,4.5,6.7,Top,202,55.0,Support,17.0,17.6,Mid,5.0,80.0
CuriousJoe,2.8,5.3,11.9,Support,277,52.3,Jungler,28.0,32.1,AD Carry,17.0,41.2
ZNT Mahonix,3.1,4.9,12.2,Support,271,53.1,AD Carry,15.0,53.3,Mid,9.0,44.4
Pentius,3.0,6.1,12.1,Support,251,52.2,Jungler,28.0,50.0,Top,19.0,63.2
TTV Reforge99,7.1,4.5,6.6,AD Carry,274,56.6,Mid,14.0,42.9,Jungler,2.0,100.0
Stop It App,8.0,5.0,6.0,Mid,180,55.6,AD Carry,14.0,42.9,Top,13.0,61.5
ThePowerOfEvil,6.7,4.3,7.4,Mid,234,53.8,AD Carry,22.0,59.1,Support,10.0,40.0
Winds Of Summer,4.6,3.4,5.6,Mid,233,51.5,AD Carry,37.0,51.4,Top,9.0,77.8
문영화,6.1,5.0,7.3,AD Carry,202,56.9,Jungler,24.0,54.2,Support,7.0,57.1
Dunker21,8.0,6.6,5.8,Mid,146,64.4,Jungler,24.0,45.8,Top,16.0,50.0
Empanadïta,7.8,5.4,7.8,Jungler,218,56.4,AD Carry,58.0,48.3,Support,42.0,50.0
Knightchovyfaker,7.8,5.3,7.8,Mid,118,54.2,AD Carry,38.0,65.8,Jungler,22.0,45.5
Detention,6.5,4.9,7.1,Mid,136,55.9,AD Carry,65.0,50.8,Top,6.0,66.7
sz1a béla,7.4,5.7,6.6,AD Carry,129,58.9,Jungler,6.0,33.3,Mid,5.0,80.0
RISE Namiru,6.2,4.6,6.0,Mid,219,54.3,AD Carry,27.0,48.1,Top,3.0,33.3
NICO QLF,6.1,5.3,11.0,Jungler,313,54.3,Top,7.0,85.7,Mid,6.0,33.3
Snow2,2.1,5.2,11.2,Support,194,52.6,Mid,11.0,27.3,Top,7.0,42.9
Soportando,3.1,4.9,14.2,Support,150,59.3,Mid,6.0,50.0,AD Carry,1.0,100.0
Oscaarin,5.9,5.3,8.4,Jungler,110,57.3,Mid,15.0,60.0,Top,12.0,58.3
AziriusJr,3.6,4.2,8.2,Mid,143,59.4,AD Carry,41.0,53.7,Support,15.0,46.7
NÃO SINTO NADA,1.6,4.6,13.4,Support,282,54.3,AD Carry,5.0,20.0,Mid,4.0,25.0
KDF 모함,3.6,5.1,12.6,Support,114,61.4,Jungler,4.0,50.0,Top,1.0,100.0
lf good girI,1.8,3.7,12.8,Support,162,51.2,Mid,19.0,78.9,AD Carry,7.0,42.9
ycx,2.6,5.3,11.1,Support,255,53.7,AD Carry,26.0,50.0,Top,1.0,100.0
jg start top ty,6.9,5.1,7.5,AD Carry,139,65.5,Support,16.0,50.0,Mid,15.0,53.3
loladc1,7.1,5.6,6.7,AD Carry,122,57.4,Top,2.0,0.0,Mid,2.0,100.0
RENGAR EATS BUTT,7.6,4.9,5.0,Jungler,54,68.5,Top,47.0,55.3,AD Carry,2.0,0.0
TEMP12345666,8.3,5.2,6.4,Jungler,241,56.8,Mid,12.0,58.3,Top,3.0,0.0
mikasa 7 e faixa,6.2,4.8,5.8,Top,146,55.5,Jungler,13.0,53.8,Mid,6.0,66.7
Cosmic Clown,6.7,6.1,6.8,Top,148,48.6,Mid,74.0,64.9,Jungler,41.0,48.8
未 来,6.5,4.4,6.2,Mid,341,52.5,Jungler,52.0,44.2,AD Carry,20.0,50.0
DOKURČILO MI XD,4.0,4.3,10.7,Support,187,54.5,Jungler,93.0,55.9,Top,33.0,54.5
Chaye,3.0,4.8,11.0,Support,192,53.6,AD Carry,17.0,58.8,Mid,14.0,35.7
Angelic Pretty,5.3,3.5,7.9,AD Carry,195,53.8,Mid,31.0,41.9,Top,1.0,100.0
PGE Snake,2.3,4.2,13.1,Support,381,53.0,Top,41.0,48.8,Jungler,23.0,43.5
Baroh,4.5,3.6,7.0,Mid,497,51.5,Top,64.0,51.6,Support,29.0,65.5
Father,6.3,5.5,8.5,Jungler,180,58.3,Support,10.0,30.0,Mid,4.0,50.0
Shién,5.1,4.9,6.2,Top,356,50.8,Jungler,42.0,50.0,Mid,10.0,40.0
Lucasjack89,6.4,4.7,7.7,Jungler,228,53.1,Support,36.0,44.4,Mid,35.0,51.4
1Sano,2.5,4.3,11.8,Support,194,55.7,Mid,30.0,53.3,Top,6.0,16.7
ye shan,5.8,4.7,7.0,Mid,215,58.6,Top,41.0,51.2,Jungler,9.0,55.6
LSB CLOZZZER,5.4,4.8,7.0,Mid,295,53.9,Jungler,28.0,39.3,Support,28.0,32.1
GUISAO DO GAS,9.1,6.0,7.0,AD Carry,114,61.4,Mid,37.0,70.3,Top,11.0,54.5
GranjeroHumilde,7.4,4.6,7.9,AD Carry,289,55.4,Support,71.0,56.3,Mid,11.0,36.4
Scala,5.7,3.9,5.8,Mid,108,56.5,Top,16.0,68.8,Jungler,14.0,50.0
LORASOTGAY69,6.3,5.1,9.2,Jungler,257,55.3,Mid,26.0,50.0,Top,21.0,47.6
Conduct0r,6.1,6.0,5.4,Top,291,54.3,Mid,24.0,50.0,AD Carry,14.0,71.4
Findo,2.5,5.4,11.9,Support,116,53.4,Jungler,13.0,53.8,Top,3.0,66.7
moxokx,6.4,3.7,6.5,AD Carry,124,58.9,Mid,11.0,54.5,Top,2.0,0.0
asap,5.4,5.4,8.7,Mid,166,51.2,Top,58.0,62.1,Jungler,31.0,58.1
MaruchanHabanero,4.5,4.8,5.1,Top,194,54.6,AD Carry,11.0,27.3,Mid,10.0,40.0
kalroc,8.0,4.9,7.1,AD Carry,181,60.2,Mid,13.0,38.5,Top,11.0,45.5
Elokrix Fanboy,7.9,5.0,6.8,Jungler,93,60.2,Top,65.0,55.4,Mid,17.0,47.1
Körömgomba,6.8,4.3,7.7,Jungler,77,62.3,Support,10.0,30.0,AD Carry,4.0,0.0
we boolin xd,6.4,7.5,4.7,Top,84,50.0,Mid,24.0,50.0,AD Carry,19.0,78.9
Agiłity,8.0,3.6,7.9,Jungler,91,60.4,Mid,19.0,47.4,AD Carry,7.0,57.1
Gustαv Elijαh,7.8,4.6,7.9,Jungler,433,52.4,AD Carry,32.0,50.0,Mid,14.0,42.9
Expelles,4.5,4.9,6.8,Top,417,53.5,Mid,74.0,59.5,AD Carry,26.0,42.3
lmperial,7.0,5.1,6.1,AD Carry,370,54.3,Jungler,30.0,43.3,Mid,8.0,62.5
tibor,6.0,5.0,7.2,Mid,76,61.8,Support,8.0,62.5,Top,1.0,0.0
Meszi,2.8,5.5,11.8,Support,346,53.2,Mid,40.0,47.5,Top,6.0,66.7
OSV Dunks,4.4,3.9,4.2,Top,467,52.2,Mid,7.0,42.9,Support,3.0,33.3
CrazyCat99,6.6,4.7,5.7,AD Carry,437,55.1,Top,25.0,44.0,Support,9.0,44.4
Seal04,3.8,4.3,12.6,Support,61,67.2,Mid,3.0,66.7,Top,1.0,100.0
JsMethod,4.5,4.9,7.3,Mid,285,55.8,AD Carry,17.0,23.5,Top,9.0,33.3
xZoldyk,6.8,6.6,7.7,Mid,252,56.0,AD Carry,59.0,52.5,Support,27.0,55.6
Mimilo285,3.5,5.6,10.6,Support,232,54.7,AD Carry,101.0,43.6,Mid,43.0,53.5
wananzoe,6.9,4.6,5.5,Mid,476,52.9,AD Carry,28.0,25.0,Jungler,21.0,52.4
IGNORE TΟP,5.5,6.1,9.4,Support,180,53.3,Top,73.0,54.8,Mid,3.0,33.3
i never glve up,7.7,5.6,7.7,Jungler,248,53.2,Top,18.0,38.9,AD Carry,6.0,33.3
baybayya,4.8,3.6,7.0,Mid,205,55.1,Top,28.0,60.7,Support,10.0,30.0
After Rain,6.4,6.0,8.7,AD Carry,162,55.6,Support,62.0,54.8,Top,2.0,0.0
spare change,6.4,6.4,6.7,AD Carry,314,54.8,Top,48.0,60.4,Jungler,46.0,45.7
felipppppe,7.7,6.1,7.6,Mid,171,55.0,Top,89.0,52.8,Jungler,70.0,54.3
WHERE AM I OMG,7.3,4.8,7.5,Jungler,182,53.8,Top,40.0,57.5,Mid,5.0,40.0
SPLY9,6.5,4.2,8.3,Jungler,261,54.0,Mid,22.0,27.3,Top,6.0,66.7
슈퍼빅고수,5.6,5.2,7.2,AD Carry,167,55.7,Support,26.0,65.4,Top,6.0,50.0
Swaggy,4.4,3.9,5.9,Top,244,53.3,Mid,10.0,50.0,Jungler,4.0,25.0
Hına,7.8,4.8,7.0,AD Carry,149,58.4,Mid,32.0,40.6,Jungler,25.0,52.0
PDT AskaMoon,2.7,5.5,12.4,Support,180,56.1,Top,62.0,41.9,Mid,7.0,57.1
Hope NF,6.5,6.9,6.0,Top,188,55.3,Jungler,19.0,52.6,Mid,7.0,71.4
Panghi,5.5,4.9,6.9,Top,234,54.3,Jungler,27.0,51.9,AD Carry,22.0,59.1
Lyer,7.0,5.6,7.0,Mid,173,65.9,AD Carry,57.0,47.4,Top,4.0,50.0
ILikeTheTrueDMG,6.3,6.9,4.6,Top,144,57.6,Support,6.0,33.3,Mid,5.0,80.0
GG Kyuki,5.3,4.8,8.1,Mid,111,59.5,Jungler,38.0,47.4,Top,16.0,62.5
chi1,2.2,5.6,12.4,Support,207,54.1,AD Carry,12.0,75.0,Mid,1.0,0.0
WANGZAI QQT,4.4,4.1,5.7,Top,198,54.0,Mid,4.0,50.0,Support,1.0,0.0
CurentonTo,10.9,6.2,6.0,Mid,151,62.9,Jungler,21.0,28.6,Top,4.0,50.0
Pigeon Enjoyer,1.9,5.2,11.6,Support,147,56.5,Mid,11.0,54.5,Top,2.0,0.0
Disconnector,5.5,4.4,6.9,AD Carry,148,56.8,Mid,8.0,37.5,Top,1.0,0.0
Jeche,5.6,5.2,5.7,Top,128,57.8,AD Carry,21.0,38.1,Mid,7.0,14.3
Let me sup,2.1,4.0,12.7,Support,140,58.6,Top,5.0,60.0,Mid,1.0,100.0
BROK3N123,4.0,5.6,6.6,Top,135,51.9,Support,46.0,47.8,Mid,2.0,50.0
Saddeen,6.1,4.1,9.1,Mid,79,53.2,Jungler,30.0,60.0,Top,29.0,65.5
yddkbwp,6.2,5.0,5.3,Top,103,57.3,AD Carry,12.0,50.0,Mid,7.0,57.1
BSC Coldraa,6.9,4.1,6.8,AD Carry,107,58.9,Mid,8.0,12.5,Jungler,1.0,100.0
123123412345,6.6,3.6,7.5,Jungler,94,60.6,Mid,9.0,55.6,Top,2.0,50.0
KingSl4yer14,6.3,6.2,5.7,Mid,304,53.0,Top,162.0,56.8,AD Carry,66.0,50.0
JKG Dude,4.8,5.5,9.3,Jungler,419,54.7,Top,102.0,42.2,Mid,13.0,30.8
도천지,3.9,4.1,8.5,Mid,411,52.3,Top,15.0,53.3,Support,11.0,63.6
FRENCHFRENCHXXDD,8.0,4.7,5.6,Mid,68,60.3,Top,22.0,54.5,Jungler,6.0,33.3
barbiecacheada02,5.6,5.4,9.7,Jungler,113,55.8,Support,52.0,53.8,AD Carry,21.0,38.1
한전드,5.5,4.0,7.1,AD Carry,329,53.8,Support,77.0,59.7,Mid,6.0,33.3
DKB Shukkzz,5.5,4.1,7.3,AD Carry,266,51.9,Mid,18.0,55.6,Jungler,11.0,72.7
SPlT IN MY FACE,7.5,4.7,5.8,Mid,73,61.6,Top,34.0,61.8,AD Carry,7.0,100.0
Binturong,5.7,6.0,6.7,Mid,309,52.4,Jungler,36.0,47.2,Support,30.0,56.7
망나니박진수,5.8,5.2,8.1,Jungler,306,52.9,Support,37.0,56.8,Top,22.0,45.5
Dexti,9.2,4.4,8.6,Jungler,177,63.3,Mid,30.0,40.0,AD Carry,6.0,50.0
anabananana,6.8,4.9,7.3,AD Carry,106,48.1,Mid,73.0,54.8,Support,41.0,65.9
MID SPARKLE,5.8,4.2,6.3,Mid,215,57.2,AD Carry,56.0,42.9,Support,11.0,54.5
SASIOVERLXRDD,8.1,4.8,6.5,Jungler,258,52.3,Mid,20.0,65.0,Top,19.0,47.4
Huya Mango Dog,7.6,4.0,5.0,Mid,239,53.6,AD Carry,14.0,28.6,Top,7.0,42.9
your turn to die,4.6,4.8,5.8,Mid,144,57.6,Top,48.0,54.2,AD Carry,7.0,57.1
Xeronic,7.3,5.1,6.7,Mid,193,54.9,Jungler,15.0,53.3,Top,12.0,66.7
SKC Whoshills,6.7,7.2,8.2,Jungler,110,53.6,AD Carry,89.0,46.1,Support,28.0,60.7
MoneyTrain2,7.9,6.4,10.8,Jungler,101,60.4,Mid,19.0,78.9,Top,8.0,87.5
winnie poohbear,5.8,5.3,9.2,Jungler,84,54.8,Mid,5.0,60.0,Top,3.0,100.0
theu,6.7,6.5,4.5,Top,192,57.3,Jungler,44.0,65.9,Mid,3.0,33.3
whatisfreedom,5.8,4.4,6.4,Mid,369,53.9,Jungler,38.0,47.4,Support,3.0,66.7
hzw,7.7,3.7,7.3,Jungler,112,64.3,Top,5.0,80.0,Mid,2.0,0.0
Shrimp Shark1,7.2,6.1,6.4,Mid,155,53.5,AD Carry,35.0,57.1,Top,1.0,100.0
allow317,7.9,7.2,7.9,Jungler,131,56.5,Mid,4.0,25.0,AD Carry,2.0,0.0
princesa kait,6.5,5.1,7.3,AD Carry,215,56.7,Support,112.0,52.7,Top,24.0,54.2
Shinki,2.5,4.4,13.1,Support,124,54.8,AD Carry,10.0,40.0,Top,2.0,50.0
dejfDawid1,5.9,4.7,8.6,Jungler,208,54.8,Top,7.0,71.4,Mid,6.0,16.7
Etheryan,2.6,3.9,13.7,Support,125,59.2,AD Carry,13.0,30.8,Mid,5.0,100.0
Trymmo,3.9,7.7,12.9,Support,181,61.3,Mid,8.0,37.5,Top,2.0,100.0
motionless white,6.1,6.2,7.7,AD Carry,168,50.0,Support,34.0,58.8,Mid,9.0,44.4
LICK MY POO XD,8.1,4.8,8.6,Jungler,79,64.6,Mid,6.0,0.0,Top,4.0,50.0
pichulblastoise1,5.3,5.4,5.2,Top,111,56.8,Jungler,8.0,50.0,Mid,8.0,37.5
Athins,7.7,5.6,6.9,Jungler,507,52.5,Top,4.0,50.0,AD Carry,2.0,0.0
16yo haha,6.8,4.6,7.8,Jungler,51,62.7,Top,15.0,53.3,Mid,8.0,37.5
1v1 me labrov,1.6,5.1,13.5,Support,169,53.8,Top,5.0,40.0,Mid,4.0,25.0
SOLOQ S13,5.1,4.6,5.7,Top,238,52.1,AD Carry,8.0,25.0,Mid,7.0,42.9
Imgoingbackto505,6.9,5.7,7.4,Jungler,298,55.0,Top,22.0,50.0,Mid,11.0,45.5
TTV LLAbdul,5.2,4.2,5.2,Mid,131,58.8,AD Carry,21.0,52.4,Top,16.0,37.5
HARDFIST,6.2,6.4,4.9,Top,260,54.2,AD Carry,29.0,27.6,Mid,20.0,35.0
Darvec,6.7,5.3,8.2,Jungler,218,54.1,Mid,4.0,0.0,Support,3.0,100.0
Gorenicolt,5.9,4.6,6.3,Mid,87,62.1,AD Carry,43.0,44.2,Top,3.0,100.0
Conveying,5.6,4.9,6.8,Mid,283,52.7,Support,55.0,60.0,Top,12.0,50.0
Dìesel,3.4,4.4,5.9,Top,211,55.5,Mid,6.0,33.3,Support,3.0,0.0
Twitch익산누누1,3.5,3.1,10.8,Jungler,264,54.9,Mid,26.0,34.6,Support,2.0,50.0
OneMoreBeer,4.9,4.5,7.8,Mid,177,57.1,Jungler,46.0,47.8,Top,39.0,38.5
Sυng Jin Woø,1.8,5.2,14.6,Support,243,55.1,Mid,8.0,37.5,AD Carry,2.0,50.0
Aizel9,6.8,4.2,6.9,AD Carry,267,54.3,Mid,13.0,46.2,Support,2.0,100.0
Shunrím,2.0,5.2,12.3,Support,248,54.8,AD Carry,14.0,35.7,Jungler,11.0,81.8
Chembo,3.1,5.8,10.6,Support,185,54.6,AD Carry,31.0,48.4,Mid,4.0,25.0
ECPU pawko,3.2,5.7,13.1,Support,183,55.7,AD Carry,47.0,44.7,Jungler,32.0,43.8
nobody knοws,7.8,5.5,6.3,AD Carry,215,55.3,Mid,20.0,40.0,Support,5.0,60.0
Kerri,7.0,5.2,6.1,Jungler,193,53.9,Top,82.0,51.2,AD Carry,9.0,44.4
Gen G Horange,5.0,5.1,4.9,Top,190,56.8,AD Carry,18.0,44.4,Mid,15.0,86.7
IZG M41K,4.3,4.6,5.3,Top,155,51.6,Mid,3.0,33.3,Jungler,1.0,0.0
TTV GGodmaw,7.8,5.3,6.1,Mid,124,67.7,AD Carry,40.0,50.0,Support,4.0,25.0
sex adddict,6.8,5.1,7.8,Jungler,180,60.6,Mid,19.0,47.4,Support,9.0,55.6
OctopieEater,8.6,4.5,7.0,Top,175,72.0,Jungler,32.0,59.4,Support,12.0,66.7
elohigh saejiase,8.9,6.0,6.8,Jungler,156,56.4,Mid,6.0,66.7,Top,4.0,25.0
You are Mine tea,4.2,5.8,5.7,Top,242,51.2,Mid,11.0,45.5,Jungler,5.0,20.0
九月の雨,9.1,4.9,7.5,Jungler,201,57.7,AD Carry,22.0,40.9,Support,1.0,0.0
Tayggan,3.4,3.7,12.7,Jungler,120,60.0,Mid,6.0,50.0,Support,4.0,75.0
Gong San Xiao La,2.1,5.7,13.5,Support,204,57.8,AD Carry,10.0,50.0,Top,9.0,55.6
DiDï,5.7,5.1,9.1,Jungler,141,56.0,Support,3.0,0.0,Mid,1.0,100.0
ecrrd,7.9,5.0,8.3,AD Carry,76,67.1,Jungler,45.0,55.6,Support,8.0,75.0
Zedekiah,5.0,5.2,10.2,AD Carry,108,50.9,Jungler,76.0,57.9,Support,37.0,48.6
BX8KK,4.4,4.0,5.6,Top,126,57.9,Mid,7.0,42.9,Support,4.0,50.0
Tiki el humano,7.1,5.8,4.5,Top,123,56.9,Jungler,12.0,58.3,Mid,11.0,45.5
Sack,4.1,4.8,12.7,Support,147,61.9,Mid,24.0,45.8,AD Carry,9.0,33.3
Diying Star,6.3,5.5,8.9,AD Carry,61,70.5,Support,29.0,44.8,Mid,2.0,0.0
2024MCDONALDS,2.0,4.4,14.3,Support,151,59.6,0.0,0.0,0.0,0.0,0.0,0.0
Lagolinas,5.6,4.0,6.7,Mid,101,59.4,Top,17.0,64.7,Jungler,10.0,40.0
jorskiiii,7.6,5.1,8.6,Jungler,70,70.0,AD Carry,53.0,54.7,Mid,24.0,58.3
Love Aurora,7.4,5.1,7.3,Jungler,375,51.2,Top,34.0,44.1,Mid,32.0,50.0
Ancient Jar,3.8,3.2,7.3,Mid,702,50.1,AD Carry,163.0,52.8,Top,20.0,60.0
DemonzSSJ,6.1,3.5,6.5,Mid,321,57.0,Top,88.0,48.9,Support,12.0,41.7
HighThunderBolt,5.2,4.7,5.6,Top,447,53.0,Mid,58.0,37.9,Support,28.0,53.6
ttv LaynxNA,6.5,5.9,5.6,Mid,237,57.0,AD Carry,40.0,52.5,Top,18.0,55.6
KatEvolved,6.5,5.5,5.8,Mid,319,50.5,Top,29.0,44.8,AD Carry,11.0,63.6
Cannonbolter,5.5,3.8,7.5,Jungler,222,58.1,Top,167.0,53.3,Mid,69.0,55.1
ени крута,4.6,7.0,10.1,Mid,171,55.0,Jungler,113.0,52.2,Support,80.0,45.0
another round,5.9,5.8,5.3,Top,424,52.8,AD Carry,12.0,41.7,Support,8.0,25.0
kitasanb,6.5,4.2,7.8,Jungler,293,55.6,Mid,20.0,40.0,Top,16.0,56.3
TTV KERBEROS LOL,5.1,5.4,4.4,Top,383,50.9,Mid,35.0,54.3,Jungler,6.0,50.0
5pdfs 1 voice,8.3,6.4,7.8,Jungler,179,67.6,AD Carry,109.0,57.8,Support,86.0,47.7
ItzMaGito,6.3,4.8,6.3,Mid,217,52.5,Top,102.0,47.1,Jungler,31.0,54.8
Krüppi,3.7,4.6,9.2,Mid,234,50.4,Support,155.0,52.9,Top,6.0,66.7
swaglord,8.8,5.6,7.6,Jungler,316,55.7,AD Carry,12.0,33.3,Mid,8.0,50.0
Lentolha Maria,5.8,5.5,6.9,Mid,165,52.7,Support,15.0,53.3,AD Carry,10.0,60.0
already enough,15.8,4.6,5.5,Jungler,115,81.7,AD Carry,22.0,81.8,Top,4.0,50.0
yasuzinhu,5.8,6.5,5.4,Mid,257,54.9,Top,66.0,45.5,AD Carry,8.0,75.0
SLY Wakz,5.5,4.7,7.4,AD Carry,329,51.1,Support,44.0,61.4,Top,4.0,25.0
dlwlrma22,6.0,4.8,6.0,Mid,101,52.5,Top,16.0,62.5,Support,3.0,66.7
Äs Nödtt,5.8,3.9,6.9,AD Carry,88,58.0,Mid,7.0,57.1,Top,1.0,100.0
Ali Najab,6.9,4.7,7.9,Jungler,319,54.9,Support,36.0,44.4,Top,13.0,46.2
스물다섯번째밤,6.0,5.2,9.0,Jungler,270,55.9,Top,14.0,50.0,Support,9.0,33.3
않이익에,5.2,5.2,5.7,Mid,171,55.6,Top,16.0,62.5,AD Carry,8.0,37.5
Helli,7.4,6.0,6.1,Mid,218,54.6,AD Carry,42.0,45.2,Jungler,23.0,43.5
HandsFree Singed,6.3,4.9,9.4,Top,118,61.0,Mid,23.0,73.9,Jungler,10.0,60.0
CAVALÃO DO AMASS,9.5,4.2,6.4,Jungler,365,52.1,Mid,14.0,21.4,Top,5.0,20.0
Maxxxxxxxx,8.3,4.9,6.2,Jungler,389,52.7,Mid,30.0,43.3,Top,22.0,54.5
SINGEDKING,4.1,4.9,9.8,Mid,89,57.3,Top,64.0,53.1,Support,5.0,40.0
Ruì,6.3,6.0,6.7,Top,131,56.5,AD Carry,102.0,52.9,Jungler,77.0,51.9
Pray u,4.5,5.2,9.7,Jungler,183,50.3,Support,128.0,60.2,Mid,5.0,60.0
Aincardz,6.2,5.2,8.7,Jungler,219,55.7,Mid,7.0,42.9,Top,4.0,25.0
Thelordmardigo,5.3,5.3,3.4,Top,269,53.9,Mid,5.0,40.0,Support,1.0,100.0
ROLLS ROIDS,4.4,5.2,14.0,Support,218,60.6,Jungler,22.0,36.4,Mid,20.0,50.0
bmj0,5.9,3.1,6.6,Mid,132,54.5,AD Carry,12.0,66.7,Top,3.0,66.7
Script,6.9,5.6,7.5,Mid,97,60.8,AD Carry,23.0,43.5,Jungler,18.0,44.4
예 샨,5.1,4.2,7.2,Mid,180,54.4,Top,46.0,56.5,Jungler,4.0,75.0
Mark Gonzalez,6.4,4.3,6.2,AD Carry,237,52.3,Support,11.0,63.6,Top,1.0,0.0
Ulí,2.8,5.8,12.1,Support,380,53.2,Mid,17.0,47.1,Jungler,11.0,36.4
Lil raposo,6.8,5.4,8.0,AD Carry,298,53.0,Support,73.0,49.3,Mid,12.0,41.7
BoilTheOil,4.4,3.7,4.8,Top,206,52.9,Support,4.0,25.0,Mid,3.0,33.3
J7th,5.9,6.5,6.9,AD Carry,142,52.8,Mid,10.0,70.0,Support,6.0,66.7
Vel Style,3.1,6.9,10.5,Support,377,52.3,Mid,35.0,51.4,Top,3.0,33.3
APE FIST,5.4,3.8,4.6,Mid,140,53.6,Top,63.0,49.2,Support,5.0,20.0
Johan Amor,5.9,4.6,8.5,Jungler,194,49.0,Mid,45.0,46.7,Top,40.0,65.0
Łunelle,7.5,4.4,7.1,AD Carry,258,64.3,Mid,18.0,72.2,Top,10.0,70.0
Rahman Noodles,5.4,5.1,7.2,AD Carry,168,53.0,Support,34.0,44.1,Mid,2.0,100.0
RustySniper,7.2,5.7,6.9,AD Carry,241,54.4,Support,15.0,46.7,Jungler,10.0,30.0
CRINGE GAMER,6.4,6.7,7.1,Top,168,58.3,Mid,75.0,57.3,Support,22.0,40.9
Huntervault,6.3,4.6,5.2,Mid,159,54.1,AD Carry,23.0,56.5,Top,4.0,25.0
permenban0002256,7.4,5.4,7.6,Jungler,204,57.4,AD Carry,25.0,48.0,Mid,13.0,30.8
HLE 이준민,1.7,4.4,10.9,Support,614,51.1,Top,3.0,100.0,Mid,2.0,100.0
배빵빵 재훈이,3.1,4.6,11.8,Support,206,56.3,AD Carry,10.0,40.0,Jungler,9.0,33.3
transparente,2.6,4.9,13.1,Support,460,52.6,Mid,39.0,35.9,AD Carry,17.0,70.6
스토커,7.2,6.0,8.5,AD Carry,124,64.5,Support,23.0,34.8,Jungler,8.0,37.5
Tio Hero,6.5,5.2,6.3,Top,255,51.4,Mid,46.0,52.2,AD Carry,28.0,85.7
TuTeddy,7.9,5.4,7.6,AD Carry,138,58.7,Jungler,19.0,57.9,Mid,14.0,42.9
CXRNXGÈ,6.2,3.6,5.3,Mid,125,63.2,Top,12.0,50.0,Support,10.0,30.0
Qitong,2.3,5.5,12.0,Support,225,52.4,Top,5.0,20.0,Mid,5.0,40.0
Kritias,4.3,5.2,6.6,Top,467,51.6,Mid,17.0,58.8,AD Carry,16.0,25.0
Obtekai,9.7,5.2,7.2,Mid,57,61.4,Top,53.0,77.4,Jungler,11.0,63.6
P1K1T1T0,6.7,5.5,7.3,Top,148,59.5,AD Carry,40.0,47.5,Support,15.0,53.3
YouShouldKnowMe,4.7,5.2,4.7,Top,444,53.2,Mid,34.0,41.2,Support,6.0,16.7
東風谷早苗,6.9,4.8,7.7,AD Carry,140,55.0,Mid,10.0,70.0,Jungler,7.0,42.9
young,5.8,6.3,8.7,AD Carry,96,58.3,Support,66.0,48.5,Mid,5.0,60.0
UZUOAN,5.9,6.5,6.9,AD Carry,139,54.0,Mid,13.0,46.2,Top,2.0,50.0
NecronsHandle,8.4,5.9,7.5,AD Carry,102,62.7,Mid,4.0,25.0,Support,2.0,0.0
Sai1,7.0,4.3,6.8,Mid,170,58.2,AD Carry,25.0,48.0,Jungler,4.0,25.0
EnSaneZ,6.1,5.1,5.3,Mid,363,57.6,Top,28.0,21.4,AD Carry,26.0,38.5
só pode ser ele,5.6,4.1,7.2,Mid,119,54.6,Top,39.0,59.0,AD Carry,2.0,0.0
lingshi0721,1.5,3.9,13.8,Support,82,61.0,Top,2.0,50.0,Mid,2.0,100.0
El Zezoom,2.1,5.0,11.6,Support,387,53.5,AD Carry,27.0,40.7,Mid,2.0,50.0
moon n back,7.4,4.6,6.2,Mid,85,55.3,AD Carry,62.0,54.8,Jungler,8.0,37.5
Kitin,9.5,4.3,7.7,AD Carry,53,79.2,Support,4.0,75.0,Top,1.0,100.0
