nombre_invocador,region,liga,lps,ranking_mundial,winrate_total,kills_player_kda,deaths_player_kda,assists_player_kda,score,elyoyaaaaaaaaaaa,Razørk Activoo,잘가요 굿바이,blaberfish2,I Love Uber Eats,Maxlore,Boukada,bluerzor
但偏偏雨漸漸,TW,Challenger,1016,397,61.6,8.4,4.2,6.3,0.0073851454622168,0.0003770626689607,0.0012729403451887,0.0001425395801045,0.0013697682706003,0.0021093336152377,0.0014147973007202,0.0003329263498224,0.0003657773315819
Bo Fan,EUW,Challenger,996,469,55.1,6.2,5.3,8.9,0.0073548784583352,0.0003808567723464,0.0010911729485812,0.0001435213794337,0.0011800653227703,0.0019632868543856,0.0019092706465751,0.0003176310806168,0.0003690734536258
mxxxx,KR,Challenger,993,478,55.4,6.9,4.9,7.5,0.007340529488762,0.0003768465710914,0.0010172192983091,0.000144684305901,0.0011189763062325,0.0018102181011896,0.0021994907171336,0.0003083645778445,0.00036472961106
MartinSON,LAN,Challenger,1079,284,53.0,6.1,4.1,8.8,0.0073344601881932,0.0003499562262993,0.0009591135982008,0.000141153968855,0.0012873571170467,0.0024953417751511,0.0014563024330759,0.0003055001699176,0.0003397348996464
King,BR,Challenger,1054,318,50.8,7.2,5.6,7.3,0.0072982958757949,0.000354345195566,0.0009589239439355,0.0001417387115331,0.0012108845263222,0.0023270024786972,0.0016572043176083,0.0003047379672626,0.0003434587348696
AERO X BANE PAIN,EUNE,Challenger,1245,105,62.9,7.0,5.1,9.7,0.0072740831145779,0.000325726315462,0.0008539325626614,0.0001387149471878,0.0012831887420719,0.0028402681306997,0.0012195917113938,0.0002961073505386,0.0003165533545624
NNJ Azrawr,PH,Challenger,1113,244,56.3,9.0,4.8,6.9,0.0072357669558791,0.0003437010390215,0.0008926510018199,0.0001431667467125,0.0013292271722926,0.0025029580185685,0.0013921285801176,0.0002998019819536,0.0003321324153926
피그말랑 효과,KR,Challenger,859,901,52.4,6.5,5.2,7.7,0.0072250198693958,0.0004281653993774,0.0007910312488058,0.000147000230291,0.0007054226058824,0.000979045236859,0.0034618688209536,0.0003008370140368,0.0004116493131895
STEPZ,LAN,Challenger,1410,38,56.2,9.7,6.4,7.0,0.0071864173160194,0.0003186354887158,0.0008276539168895,0.000139346060279,0.0014699248783232,0.0027658782184608,0.0010597272267949,0.0002961309748691,0.0003091205516867
Ice Prince,RU,Challenger,1137,204,54.4,7.9,4.9,7.9,0.007110628093498,0.0003384624251391,0.0008933687731955,0.0001414084521912,0.0013659703150075,0.0024912810607015,0.0012524906780537,0.0002994161880394,0.0003282302011699
eilataN,KR,Challenger,1056,314,53.5,7.1,5.4,8.5,0.0071057374937224,0.0003533944357459,0.0009465703768046,0.0001433752256805,0.0011406954222097,0.0020485207263872,0.0018285291210597,0.000302793276879,0.0003418589089554
Soweto,BR,Challenger,1004,436,52.8,8.3,5.5,8.0,0.0071030391309059,0.000369920896963,0.0009796762017017,0.0001434648727974,0.0011659525742595,0.0019415063205488,0.0018373003435982,0.0003069949829793,0.0003582229380578
Promise to Dark,EUW,Challenger,964,541,55.8,6.5,3.9,6.6,0.0071026848961354,0.0004097933264089,0.0015605902143836,0.0001438816224607,0.001169190805433,0.0015997546615536,0.0014664267647427,0.000355513527486,0.0003975339736667
林小希,TW,Challenger,1230,117,59.8,5.9,4.2,7.6,0.0070921347292549,0.0003264494621017,0.0008483009329658,0.0001387029224244,0.0012071723196347,0.0026770713042906,0.0012819561335997,0.0002953965254693,0.0003170851287685
LEWANDOWSKI 9,BR,Challenger,1198,147,70.5,9.9,4.6,8.3,0.0070275287224601,0.0003593875547779,0.0016007918082012,0.0001448812166372,0.0020290331710812,0.0013550603634167,0.0008034780131504,0.0003868685348071,0.000348028060388
oerwoud,BR,Challenger,1048,331,53.2,6.8,5.0,8.9,0.0070237597103405,0.0003659075506378,0.0010988554088597,0.0001487931675908,0.0015603657836462,0.0018314112078943,0.0013496906329239,0.0003161937935326,0.0003525421652548
Curling Captain,EUW,Challenger,929,632,54.1,5.7,4.4,7.5,0.0069963574160684,0.0004394327742611,0.0021462973340884,0.000145075748078,0.0010228061903964,0.0011993748137892,0.0012243382270447,0.0003923977705965,0.0004266345578137
Gragolandia,BR,Challenger,1010,412,54.6,7.2,7.0,7.6,0.0069872107277555,0.0004041296122583,0.0025052176654533,0.0001416167472089,0.001005624578545,0.0011498041389932,0.000957438347711,0.0004295589928828,0.0003938206447028
FA Vinite,BR,Challenger,997,464,55.1,5.1,5.0,8.9,0.0069703052408621,0.0003713533186263,0.0009451772133752,0.0001429981202182,0.0010924810885084,0.0018372592734582,0.0019171017737198,0.0003038413884945,0.0003600930644612
PB Lord Semi,BR,Challenger,1085,275,52.9,4.7,3.8,10.1,0.006967056043718,0.0003475409818338,0.0009249375154259,0.0001413647704268,0.0011213637672382,0.0021057963853068,0.0016858626195175,0.0003029678015503,0.0003372222024184
Big Genos,BR,Challenger,978,501,58.2,7.1,4.7,9.2,0.0069320968289993,0.0004017078939555,0.0014869507345308,0.0001450904623376,0.001300844066209,0.0015613985218798,0.0012952224401809,0.0003514236163685,0.0003894590935369
hwa i tings,KR,Challenger,1146,188,54.0,6.8,4.5,8.1,0.0069252286367099,0.0003359474585043,0.0008439285913782,0.0001427894797417,0.0011724411403495,0.0023232955618379,0.0014865685972105,0.0002960787949233,0.0003241790127642
갱스기무라,KR,Challenger,1046,337,57.7,5.9,4.0,8.3,0.0068629545895045,0.0003637864015143,0.0011035313633693,0.0001462059880836,0.0014540071971379,0.0018091420472463,0.0013190376905248,0.0003151625635513,0.0003520813380767
no more slacking,KR,Challenger,843,965,53.0,6.2,4.8,7.7,0.0068538591945468,0.000434116634899,0.0007527903091057,0.0001477841526292,0.0006834781936363,0.0009333593459848,0.0031908710858411,0.0002956236337828,0.0004158358386674
주사는 무서워,KR,Challenger,902,753,54.4,6.5,4.1,8.1,0.0068345778764883,0.0004330849363784,0.0011570976793939,0.0001463243575306,0.0009684556871991,0.0013116315786819,0.002067913831452,0.0003322208531833,0.0004178489526687
Astrax00,EUW,Challenger,864,887,52.9,5.1,5.7,10.3,0.0067977791647852,0.0004245220141814,0.0007809865082806,0.0001463925224764,0.0007099223633511,0.0009853694324667,0.0030446951993621,0.0002971969025352,0.0004086942221313
readysetgo1,EUW,Challenger,970,523,60.5,7.3,4.0,8.1,0.0067478376118452,0.0004015616468356,0.0014054436506991,0.0001451432648015,0.0012760953130844,0.0014982460227845,0.0012861054878923,0.0003457622736493,0.0003894799520981
Music101,EUW,Challenger,1071,293,65.4,7.3,3.8,8.6,0.0067371014728066,0.0003553411232256,0.0009768007167502,0.0001454290447571,0.0015143558989908,0.0018954031185287,0.001195476805261,0.0003110404956745,0.0003432542696183
jgWorm,BR,Challenger,930,624,55.3,7.5,6.0,8.2,0.0067240606121662,0.0004212378742756,0.0014185919818892,0.0001486532957771,0.001151103325713,0.0013388106417447,0.0014962601530515,0.0003420595508647,0.0004073437888499
Badlulu fan,EUW,Challenger,946,578,55.4,7.1,4.4,8.3,0.0067153972420582,0.0004027894564751,0.0011713097776153,0.000147818817297,0.0011905151705074,0.0014791065954613,0.0016103047243207,0.0003244367003794,0.0003891160000017
kanaaa,EUW,Challenger,925,645,54.5,6.3,4.3,8.3,0.0067064252192561,0.0004040988817082,0.0010168396636502,0.000145999519755,0.0010166130323429,0.0014147298526067,0.0020034490275487,0.000313513341333,0.0003911819003112
BT1 Levi,BR,Challenger,1003,441,55.8,5.8,4.6,8.1,0.0066900697769416,0.0004116262418174,0.0027230855583049,0.0001425262198357,0.0009240869662087,0.0008689959842317,0.0007238249330143,0.0004928703984869,0.0004030534750418
Gutizin do corta,BR,GrandMaster,860,2679,53.6,7.5,6.5,7.5,0.006612425428958,0.0020061575981153,0.0004209915258623,0.0001584134373497,0.0003388576288955,0.000343921347312,0.0004071834923805,0.0003489639427337,0.0025879364563086
Canon,PH,Challenger,911,721,53.1,4.0,4.7,10.8,0.0065959814606515,0.0004025841257868,0.0008814545672697,0.0001451951075866,0.0008895332585054,0.00129759782527,0.0022902062610945,0.0003010256685613,0.0003883846465769
APOJHE,TR,Challenger,1114,241,61.1,8.5,4.6,9.1,0.0065906402197657,0.0003420660425185,0.0009143010111527,0.000140580892279,0.001347184882604,0.00204132742534,0.0011701328230189,0.0003023772238284,0.000332669919024
KANG HYUNJUN,JP,Challenger,995,470,52.7,6.2,5.2,7.4,0.0065901940312186,0.0003684534805025,0.0009059023710945,0.0001433260242491,0.0010673884328494,0.0017017423811651,0.0017468686788562,0.0003001756720838,0.0003563369904175
JUGKlNG1,EUNE,Challenger,929,630,54.1,7.6,4.9,6.5,0.0065900370822644,0.0003893695674932,0.0008861976520616,0.0001449671826614,0.0009512806748148,0.0014072052509002,0.0021350469288128,0.0003002160084503,0.0003757538170698
KIREAS1,EUW,Challenger,863,891,54.8,7.7,6.9,8.3,0.0065713458145221,0.0004568481943555,0.0010077281305779,0.000148922730367,0.0008518469543028,0.0010945222911678,0.0022482769512839,0.0003240833990627,0.0004391171634041
IW Elramir,EUW,Challenger,894,778,51.8,4.9,5.7,8.9,0.0065590980713914,0.0004250352404694,0.0009252068186699,0.0001483271434061,0.0008657897030257,0.0011365367997793,0.0023383984408568,0.0003091644136704,0.0004106395115134
TwTvLeaningTable,LAN,Challenger,1197,148,68.5,7.4,3.9,10.1,0.0065432709714625,0.0003334940784463,0.0009196548388922,0.0001396072142266,0.0015076945485027,0.0020098783265401,0.0010016220625271,0.0003065215728738,0.0003247983294533
Kneking,LAS,Challenger,993,480,57.5,7.7,4.7,7.6,0.0065370735667307,0.0003693704575392,0.0009090132864777,0.000143246932656,0.0010718212652332,0.0016827421556638,0.001702781532843,0.0003001290475161,0.0003579688888013
Kosanuemi,BR,Challenger,924,656,54.5,6.8,5.2,8.5,0.0065078750413718,0.0003963933802138,0.000902613992642,0.0001454725865115,0.0009472198537691,0.0013644041157843,0.0020660185337023,0.0003022586410003,0.0003834939377481
RhiIech,EUW,Challenger,909,730,52.8,7.8,5.6,8.0,0.0065064410496782,0.0004605922597275,0.0017244249996519,0.0001476641647665,0.0009068914878781,0.0010992178911182,0.0013348919153662,0.0003891118940643,0.0004436464371051
Xinxa7,BR,Challenger,972,518,60.0,7.7,4.4,6.7,0.0064767584054215,0.0003943026316693,0.0012195688274466,0.0001442697416243,0.0012054738573659,0.0014994158616883,0.0012975392759621,0.0003330181479966,0.000383170061668
Cesaroxx,LAN,Challenger,989,486,58.1,7.0,3.4,9.3,0.0064539455900077,0.0003698500590798,0.0009099802326773,0.0001432683120279,0.0010739558932278,0.0016430562078019,0.0016551364143878,0.0003001987559977,0.0003584997148071
zikiinha,BR,Challenger,916,683,51.6,6.9,5.8,9.4,0.0064442799922249,0.0003985266026089,0.0008267471802334,0.0001504306907833,0.0008843070650286,0.0011853073964881,0.0023195351400516,0.0002976220212855,0.0003818038957453
MrGraek,RU,Challenger,1194,152,62.6,7.7,5.2,7.8,0.0063982951357488,0.0003319805632497,0.0008498937731318,0.0001431558126011,0.0015315620018998,0.0018876759363738,0.0010343953275555,0.000298292511992,0.0003213392089449
Funny Youu,SG,Challenger,1166,173,59.8,8.2,5.1,6.3,0.0063900195196984,0.0003335030332497,0.0008907982349623,0.0001399686992554,0.0014149304245301,0.0019270177158727,0.0010586621041548,0.0003006836551614,0.0003244556525117
flash2468,SG,Challenger,938,606,54.3,7.1,4.9,8.1,0.0063611415838008,0.0003867745190979,0.0009075071874522,0.0001442214781104,0.0009837543266557,0.0014424002374775,0.001820188207374,0.0003019950508038,0.000374300576829
Michi Wo Yuke,KR,Challenger,870,862,54.7,6.7,4.3,7.4,0.0062993430456166,0.0004346588923218,0.0009208948677143,0.0001475190094935,0.0008572700338251,0.0011242976277532,0.002085796387802,0.0003099690822655,0.0004189371444408
qweasdcxz,KR,Challenger,924,660,62.1,6.5,3.6,8.6,0.0062974995337882,0.0004007202625697,0.0009575427234074,0.0001468713406203,0.0010211761545107,0.0013372579262579,0.0017385683421759,0.0003085001074607,0.0003868626767852
qqxasssdd,OCE,Challenger,887,805,56.9,5.7,5.0,11.0,0.0062747362388111,0.000413265186885,0.0008510646164042,0.0001459687234717,0.0008439424517962,0.0011696109947056,0.0021526529671026,0.0002994301245345,0.000398801173911
gRIZZlybear123,EUW,Challenger,913,710,57.1,7.9,4.3,8.6,0.0062671918701739,0.0004154747358416,0.0009199502807544,0.0001539701511656,0.0009836954325183,0.0011997769669491,0.001890080527265,0.0003082464525411,0.0003959973231383
Luccho,BR,Challenger,1171,165,52.8,5.9,5.9,9.2,0.0062372816067385,0.0003290990276717,0.000797747914219,0.0001392797392627,0.0009849388211118,0.001928129355979,0.0014461143499505,0.0002927752863533,0.00031919711219
BrotherGaren,SG,Challenger,1021,383,64.1,8.8,4.6,7.6,0.0062290860244919,0.0003576490889713,0.0009098834568125,0.0001420597470216,0.0011743911479302,0.0016940485627502,0.0013018838964181,0.0003018704860959,0.0003472996384918
WillowTheRaccoon,EUW,Challenger,991,483,58.4,6.4,4.0,9.2,0.0062099387646361,0.0004185502061043,0.0023378849855483,0.0001493638968705,0.0009309510762561,0.0007943804352808,0.000701246998422,0.0004704543710704,0.0004071067950834
Renascence,PH,Challenger,945,581,55.2,7.1,5.0,7.9,0.0062078380188947,0.0003900394350847,0.0009544905831485,0.0001471179790731,0.0010975231184557,0.0014231302356502,0.0015105608312971,0.0003092004311501,0.0003757754050349
Hanisito,LAN,Challenger,1004,438,59.1,9.6,5.2,6.3,0.0061885970304513,0.000370428536723,0.0010050145118739,0.0001437417295328,0.0012265419705746,0.0015440132374387,0.0012270216735863,0.000311972674762,0.0003598626959597
ICrazzy Ekko,LAS,Challenger,1005,433,56.3,7.8,5.0,6.2,0.0061582388912138,0.0003866348749072,0.001096610143772,0.0001511266881844,0.0012957579253667,0.0013839649460418,0.0011351636704854,0.0003396976182718,0.0003692830241841
FORA999,EUW,Challenger,878,838,54.3,7.3,5.1,7.1,0.0061231921668,0.0004827231494107,0.0017401668298767,0.0001494686564389,0.0009071286858134,0.0009396832339784,0.0010456206345364,0.0003904214323633,0.0004679795443818
VIV Joinze,EUW,Challenger,873,856,55.0,6.6,4.3,7.6,0.0061111794367796,0.0004644977715151,0.0012120896354164,0.0001475909078364,0.0008966733422735,0.0010805763864098,0.0015137346409352,0.000346356032339,0.0004496607200537
paiN anato,BR,Challenger,907,734,54.0,7.5,5.0,8.1,0.00609694299077,0.0004166214446657,0.0009788251619088,0.0001458414679378,0.0009406180712847,0.0012098574747944,0.0016864625699887,0.0003146730239234,0.0004040437762662
Leemo,EUW,Challenger,872,858,56.3,5.9,4.2,8.3,0.0060905500445814,0.0004803772989803,0.0015183452403157,0.0001485541348911,0.0009062244415423,0.0010006746663269,0.0011970942361667,0.0003740124249998,0.0004652676013582
Køldo Locuraa,EUW,Challenger,906,737,53.7,7.5,4.4,8.6,0.0060754882509758,0.0004459778537607,0.0014501399362564,0.0001509366961585,0.0009833710684485,0.001033318179643,0.0012261304849208,0.0003538117027657,0.0004318023290218
教學 dc迎神6305,TW,Challenger,1316,72,62.9,7.7,4.1,7.5,0.0060644322102898,0.000322845333518,0.0007864576317962,0.0001458084078872,0.0015823785752067,0.0016818357001871,0.0009392859014248,0.000294933452329,0.0003108872079405
Eri my beloved,PH,Challenger,1610,12,61.6,7.2,4.4,8.1,0.0060514408597675,0.0003117610592682,0.0007875923739201,0.0001373682603694,0.0015724293296294,0.0018048907325348,0.0008372127327874,0.0002964377151247,0.0003037486561333
ITSJUSTAGAMEDUDE,BR,Challenger,909,729,58.5,7.9,5.1,6.9,0.0060425339828552,0.0004237651445252,0.0010576578096759,0.0001488842003727,0.0010093253594524,0.0011820583630849,0.0014900192464543,0.0003213399159457,0.0004094839433437
Not Hans,EUW,Challenger,854,921,54.9,6.2,5.1,9.1,0.0060255883862962,0.0004415556747076,0.0008704202515968,0.0001481476354361,0.0008097893644021,0.0010370851348766,0.0019869091838861,0.0003057215582414,0.000425959583149
MANATY RANK 1,EUW,Challenger,847,947,52.7,6.2,4.4,8.4,0.006013306389871,0.0004505983650136,0.0008806140902122,0.0001483882722991,0.0007880082912743,0.0009901488591076,0.0020116078825798,0.0003084912998554,0.0004354493295285
모두 행복해요,KR,Challenger,924,652,55.2,6.1,4.2,8.3,0.0059904201503241,0.0003976730824788,0.0009468443593873,0.0001497108815735,0.0009729526967447,0.0011806357730342,0.0016550392527663,0.0003036656193998,0.0003838984849391
HLE Grizzly,KR,Challenger,801,1105,53.8,6.7,4.3,7.3,0.0059859673882628,0.0004775111844998,0.0007955547668476,0.0001511615936158,0.0007021292266128,0.0008880938549734,0.0022114653456421,0.0003042135490193,0.0004558378670517
giveupp,BR,Challenger,935,611,50.7,6.4,5.1,6.0,0.0059847717757634,0.0004242234859129,0.0013126134805311,0.0001438790498927,0.0008381233041352,0.0011024427298258,0.0013780900068402,0.0003740392774981,0.0004113604411271
redcrab84,EUW,Challenger,850,934,54.8,6.6,4.6,7.9,0.0059385829178306,0.0004870953019055,0.0011932148884452,0.0001495718626285,0.0008453048893131,0.000986467923998,0.001457729313347,0.0003486925713823,0.0004705061668108
Zelzeleniş,TR,Challenger,904,745,63.5,7.9,5.4,6.8,0.0059162838472815,0.0004187740782671,0.0010150892387227,0.0001455864791672,0.0009593819496694,0.0011973157220271,0.0014540495738231,0.0003204368938158,0.0004056499117887
BRO DDoiV,KR,Challenger,798,1120,52.2,4.8,5.1,8.3,0.0058932235357666,0.0004680085247704,0.0007309908255468,0.0001518588034075,0.000659207602284,0.000839766573669,0.0023025166222045,0.0002957553498429,0.0004451192340411
Mimage,EUW,Challenger,842,964,54.3,5.6,4.4,9.5,0.0058822822637318,0.000460852563055,0.0008960845905296,0.0001506980833688,0.0008056146149006,0.0009865157946443,0.0018257206257718,0.0003146493881215,0.0004421466033399
陪袋V xinshenjug,JP,Challenger,972,517,61.0,7.1,5.1,7.9,0.0058687532578299,0.0003742713999115,0.0009141137722765,0.0001436365309682,0.0010804017869681,0.0013948731603039,0.0012939658234327,0.0003042021042339,0.0003632886797346
Menchennik,EUW,Challenger,846,949,54.5,5.4,5.1,10.7,0.0057546890833799,0.0004556006980254,0.0008809462992912,0.0001518759836939,0.000814071252762,0.0009754415775311,0.0017304554787688,0.0003089782050363,0.0004373195882709
Ed Rebirth,LAN,Challenger,822,1027,53.6,4.2,3.9,12.0,0.005744519294312,0.0004873139962484,0.0010019319273058,0.0001481685057514,0.0007768515563731,0.0009453890280659,0.0015806724537373,0.0003347632679129,0.0004694285589167
