nombre_invocador,region,liga,lps,ranking_mundial,winrate_total,kills_player_kda,deaths_player_kda,assists_player_kda,score,elyoyaaaaaaaaaaa,Razørk Activoo,잘가요 굿바이,blaberfish2,I Love Uber Eats,Maxlore,Boukada,bluerzor
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0047443222417964,0.0009600739200527,0.0003832764582141,0.0001917631871958,0.0003478218254612,0.0003491953072432,0.0004355780661572,0.0002665170371433,0.0008010253947009
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0047443222417964,0.0008153738007469,0.0003930864566222,0.0001709898170995,0.0003532295965396,0.0003640902163839,0.0004676887350649,0.0002553674108565,0.0007615260449469
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0047443222417964,0.0008133918250778,0.0003929757329472,0.0001710152578052,0.0003533924306783,0.0003636260674182,0.0004656669219042,0.0002554100988292,0.000760050215924
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0047443222417964,0.0003188304796587,0.0008643992795654,0.0001447476221425,0.0017484808615416,0.0012683541984665,0.0007785868146155,0.0003056452422213,0.0003097149525371
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0047443222417964,0.0003187116745427,0.000863223243761,0.0001447630538454,0.0017685860619327,0.001249123000626,0.000769361615564,0.0003057184455775,0.0003096154745713
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0047443222417964,0.0003259721908364,0.0007737349797935,0.0001566906213304,0.0013063994956015,0.0008908510932915,0.000658105115685,0.0003252427084547,0.0003123094365968
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0047443222417964,0.0003258452242617,0.0007728912742257,0.0001567101974078,0.0013147181069317,0.0008841127210654,0.0006525063587753,0.0003253309209186,0.0003122074382098
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0047443222417964,0.0009633383133468,0.000383379180946,0.0001917273194269,0.0003476665684604,0.0003496062927927,0.0004372313430338,0.0002664685349462,0.0008027536430294
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0047443222417964,0.0009600739200527,0.0003832764582141,0.0001917631871958,0.0003478218254612,0.0003491953072432,0.0004355780661572,0.0002665170371433,0.0008010253947009
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0047443222417964,0.0008153738007469,0.0003930864566222,0.0001709898170995,0.0003532295965396,0.0003640902163839,0.0004676887350649,0.0002553674108565,0.0007615260449469
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0047443222417964,0.0008133918250778,0.0003929757329472,0.0001710152578052,0.0003533924306783,0.0003636260674182,0.0004656669219042,0.0002554100988292,0.000760050215924
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0047443222417964,0.0003188304796587,0.0008643992795654,0.0001447476221425,0.0017484808615416,0.0012683541984665,0.0007785868146155,0.0003056452422213,0.0003097149525371
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0047443222417964,0.0003187116745427,0.000863223243761,0.0001447630538454,0.0017685860619327,0.001249123000626,0.000769361615564,0.0003057184455775,0.0003096154745713
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0047443222417964,0.0003259721908364,0.0007737349797935,0.0001566906213304,0.0013063994956015,0.0008908510932915,0.000658105115685,0.0003252427084547,0.0003123094365968
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0047443222417964,0.0003258452242617,0.0007728912742257,0.0001567101974078,0.0013147181069317,0.0008841127210654,0.0006525063587753,0.0003253309209186,0.0003122074382098
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0047443222417964,0.0009633383133468,0.000383379180946,0.0001917273194269,0.0003476665684604,0.0003496062927927,0.0004372313430338,0.0002664685349462,0.0008027536430294
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0047443222417964,0.0009600739200527,0.0003832764582141,0.0001917631871958,0.0003478218254612,0.0003491953072432,0.0004355780661572,0.0002665170371433,0.0008010253947009
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0047443222417964,0.0008153738007469,0.0003930864566222,0.0001709898170995,0.0003532295965396,0.0003640902163839,0.0004676887350649,0.0002553674108565,0.0007615260449469
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0047443222417964,0.0008133918250778,0.0003929757329472,0.0001710152578052,0.0003533924306783,0.0003636260674182,0.0004656669219042,0.0002554100988292,0.000760050215924
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0037421711959824,0.0003188304796587,0.0008643992795654,0.0001447476221425,0.0017484808615416,0.0012683541984665,0.0007785868146155,0.0003056452422213,0.0003097149525371
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0037421711959824,0.0003187116745427,0.000863223243761,0.0001447630538454,0.0017685860619327,0.001249123000626,0.000769361615564,0.0003057184455775,0.0003096154745713
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0037421711959824,0.0003259721908364,0.0007737349797935,0.0001566906213304,0.0013063994956015,0.0008908510932915,0.000658105115685,0.0003252427084547,0.0003123094365968
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0037421711959824,0.0003258452242617,0.0007728912742257,0.0001567101974078,0.0013147181069317,0.0008841127210654,0.0006525063587753,0.0003253309209186,0.0003122074382098
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0037421711959824,0.0009633383133468,0.000383379180946,0.0001917273194269,0.0003476665684604,0.0003496062927927,0.0004372313430338,0.0002664685349462,0.0008027536430294
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0037421711959824,0.0009600739200527,0.0003832764582141,0.0001917631871958,0.0003478218254612,0.0003491953072432,0.0004355780661572,0.0002665170371433,0.0008010253947009
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0037421711959824,0.0008153738007469,0.0003930864566222,0.0001709898170995,0.0003532295965396,0.0003640902163839,0.0004676887350649,0.0002553674108565,0.0007615260449469
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0037421711959824,0.0008133918250778,0.0003929757329472,0.0001710152578052,0.0003533924306783,0.0003636260674182,0.0004656669219042,0.0002554100988292,0.000760050215924
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0037421711959824,0.0003188304796587,0.0008643992795654,0.0001447476221425,0.0017484808615416,0.0012683541984665,0.0007785868146155,0.0003056452422213,0.0003097149525371
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0037421711959824,0.0003187116745427,0.000863223243761,0.0001447630538454,0.0017685860619327,0.001249123000626,0.000769361615564,0.0003057184455775,0.0003096154745713
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0037421711959824,0.0003259721908364,0.0007737349797935,0.0001566906213304,0.0013063994956015,0.0008908510932915,0.000658105115685,0.0003252427084547,0.0003123094365968
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0037421711959824,0.0003258452242617,0.0007728912742257,0.0001567101974078,0.0013147181069317,0.0008841127210654,0.0006525063587753,0.0003253309209186,0.0003122074382098
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0037421711959824,0.0009633383133468,0.000383379180946,0.0001917273194269,0.0003476665684604,0.0003496062927927,0.0004372313430338,0.0002664685349462,0.0008027536430294
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0037421711959824,0.0009600739200527,0.0003832764582141,0.0001917631871958,0.0003478218254612,0.0003491953072432,0.0004355780661572,0.0002665170371433,0.0008010253947009
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0037421711959824,0.0008153738007469,0.0003930864566222,0.0001709898170995,0.0003532295965396,0.0003640902163839,0.0004676887350649,0.0002553674108565,0.0007615260449469
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0037421711959824,0.0008133918250778,0.0003929757329472,0.0001710152578052,0.0003533924306783,0.0003636260674182,0.0004656669219042,0.0002554100988292,0.000760050215924
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0037421711959824,0.0003188304796587,0.0008643992795654,0.0001447476221425,0.0017484808615416,0.0012683541984665,0.0007785868146155,0.0003056452422213,0.0003097149525371
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0037421711959824,0.0003187116745427,0.000863223243761,0.0001447630538454,0.0017685860619327,0.001249123000626,0.000769361615564,0.0003057184455775,0.0003096154745713
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0037421711959824,0.0003259721908364,0.0007737349797935,0.0001566906213304,0.0013063994956015,0.0008908510932915,0.000658105115685,0.0003252427084547,0.0003123094365968
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0037421711959824,0.0003258452242617,0.0007728912742257,0.0001567101974078,0.0013147181069317,0.0008841127210654,0.0006525063587753,0.0003253309209186,0.0003122074382098
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0037421711959824,0.0009633383133468,0.000383379180946,0.0001917273194269,0.0003476665684604,0.0003496062927927,0.0004372313430338,0.0002664685349462,0.0008027536430294
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0037421711959824,0.0009600739200527,0.0003832764582141,0.0001917631871958,0.0003478218254612,0.0003491953072432,0.0004355780661572,0.0002665170371433,0.0008010253947009
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0037421711959824,0.0008153738007469,0.0003930864566222,0.0001709898170995,0.0003532295965396,0.0003640902163839,0.0004676887350649,0.0002553674108565,0.0007615260449469
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0037421711959824,0.0008133918250778,0.0003929757329472,0.0001710152578052,0.0003533924306783,0.0003636260674182,0.0004656669219042,0.0002554100988292,0.000760050215924
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0037421711959824,0.0003188304796587,0.0008643992795654,0.0001447476221425,0.0017484808615416,0.0012683541984665,0.0007785868146155,0.0003056452422213,0.0003097149525371
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0037421711959824,0.0003187116745427,0.000863223243761,0.0001447630538454,0.0017685860619327,0.001249123000626,0.000769361615564,0.0003057184455775,0.0003096154745713
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0037421711959824,0.0003259721908364,0.0007737349797935,0.0001566906213304,0.0013063994956015,0.0008908510932915,0.000658105115685,0.0003252427084547,0.0003123094365968
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0037421711959824,0.0003258452242617,0.0007728912742257,0.0001567101974078,0.0013147181069317,0.0008841127210654,0.0006525063587753,0.0003253309209186,0.0003122074382098
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0037421711959824,0.0009633383133468,0.000383379180946,0.0001917273194269,0.0003476665684604,0.0003496062927927,0.0004372313430338,0.0002664685349462,0.0008027536430294
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0037421711959824,0.0009600739200527,0.0003832764582141,0.0001917631871958,0.0003478218254612,0.0003491953072432,0.0004355780661572,0.0002665170371433,0.0008010253947009
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0037421711959824,0.0008153738007469,0.0003930864566222,0.0001709898170995,0.0003532295965396,0.0003640902163839,0.0004676887350649,0.0002553674108565,0.0007615260449469
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0037421711959824,0.0008133918250778,0.0003929757329472,0.0001710152578052,0.0003533924306783,0.0003636260674182,0.0004656669219042,0.0002554100988292,0.000760050215924
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0037352511961688,0.0003188304796587,0.0008643992795654,0.0001447476221425,0.0017484808615416,0.0012683541984665,0.0007785868146155,0.0003056452422213,0.0003097149525371
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0037352511961688,0.0003187116745427,0.000863223243761,0.0001447630538454,0.0017685860619327,0.001249123000626,0.000769361615564,0.0003057184455775,0.0003096154745713
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0037352511961688,0.0003259721908364,0.0007737349797935,0.0001566906213304,0.0013063994956015,0.0008908510932915,0.000658105115685,0.0003252427084547,0.0003123094365968
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0037352511961688,0.0003258452242617,0.0007728912742257,0.0001567101974078,0.0013147181069317,0.0008841127210654,0.0006525063587753,0.0003253309209186,0.0003122074382098
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0037352511961688,0.0009633383133468,0.000383379180946,0.0001917273194269,0.0003476665684604,0.0003496062927927,0.0004372313430338,0.0002664685349462,0.0008027536430294
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0037352511961688,0.0009600739200527,0.0003832764582141,0.0001917631871958,0.0003478218254612,0.0003491953072432,0.0004355780661572,0.0002665170371433,0.0008010253947009
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0037352511961688,0.0008153738007469,0.0003930864566222,0.0001709898170995,0.0003532295965396,0.0003640902163839,0.0004676887350649,0.0002553674108565,0.0007615260449469
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0037352511961688,0.0008133918250778,0.0003929757329472,0.0001710152578052,0.0003533924306783,0.0003636260674182,0.0004656669219042,0.0002554100988292,0.000760050215924
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0037352511961688,0.0003188304796587,0.0008643992795654,0.0001447476221425,0.0017484808615416,0.0012683541984665,0.0007785868146155,0.0003056452422213,0.0003097149525371
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0037352511961688,0.0003187116745427,0.000863223243761,0.0001447630538454,0.0017685860619327,0.001249123000626,0.000769361615564,0.0003057184455775,0.0003096154745713
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0037352511961688,0.0003259721908364,0.0007737349797935,0.0001566906213304,0.0013063994956015,0.0008908510932915,0.000658105115685,0.0003252427084547,0.0003123094365968
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0037352511961688,0.0003258452242617,0.0007728912742257,0.0001567101974078,0.0013147181069317,0.0008841127210654,0.0006525063587753,0.0003253309209186,0.0003122074382098
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0037352511961688,0.0009633383133468,0.000383379180946,0.0001917273194269,0.0003476665684604,0.0003496062927927,0.0004372313430338,0.0002664685349462,0.0008027536430294
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0037352511961688,0.0009600739200527,0.0003832764582141,0.0001917631871958,0.0003478218254612,0.0003491953072432,0.0004355780661572,0.0002665170371433,0.0008010253947009
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0037352511961688,0.0008153738007469,0.0003930864566222,0.0001709898170995,0.0003532295965396,0.0003640902163839,0.0004676887350649,0.0002553674108565,0.0007615260449469
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0037352511961688,0.0008133918250778,0.0003929757329472,0.0001710152578052,0.0003533924306783,0.0003636260674182,0.0004656669219042,0.0002554100988292,0.000760050215924
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0037352511961688,0.0003188304796587,0.0008643992795654,0.0001447476221425,0.0017484808615416,0.0012683541984665,0.0007785868146155,0.0003056452422213,0.0003097149525371
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0037352511961688,0.0003187116745427,0.000863223243761,0.0001447630538454,0.0017685860619327,0.001249123000626,0.000769361615564,0.0003057184455775,0.0003096154745713
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0037352511961688,0.0003259721908364,0.0007737349797935,0.0001566906213304,0.0013063994956015,0.0008908510932915,0.000658105115685,0.0003252427084547,0.0003123094365968
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0037352511961688,0.0003258452242617,0.0007728912742257,0.0001567101974078,0.0013147181069317,0.0008841127210654,0.0006525063587753,0.0003253309209186,0.0003122074382098
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0037352511961688,0.0009633383133468,0.000383379180946,0.0001917273194269,0.0003476665684604,0.0003496062927927,0.0004372313430338,0.0002664685349462,0.0008027536430294
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0037352511961688,0.0009600739200527,0.0003832764582141,0.0001917631871958,0.0003478218254612,0.0003491953072432,0.0004355780661572,0.0002665170371433,0.0008010253947009
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0037352511961688,0.0008153738007469,0.0003930864566222,0.0001709898170995,0.0003532295965396,0.0003640902163839,0.0004676887350649,0.0002553674108565,0.0007615260449469
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0037352511961688,0.0008133918250778,0.0003929757329472,0.0001710152578052,0.0003533924306783,0.0003636260674182,0.0004656669219042,0.0002554100988292,0.000760050215924
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0037352511961688,0.0003188304796587,0.0008643992795654,0.0001447476221425,0.0017484808615416,0.0012683541984665,0.0007785868146155,0.0003056452422213,0.0003097149525371
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0037352511961688,0.0003187116745427,0.000863223243761,0.0001447630538454,0.0017685860619327,0.001249123000626,0.000769361615564,0.0003057184455775,0.0003096154745713
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0037352511961688,0.0003259721908364,0.0007737349797935,0.0001566906213304,0.0013063994956015,0.0008908510932915,0.000658105115685,0.0003252427084547,0.0003123094365968
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0037352511961688,0.0003258452242617,0.0007728912742257,0.0001567101974078,0.0013147181069317,0.0008841127210654,0.0006525063587753,0.0003253309209186,0.0003122074382098
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0037352511961688,0.0009633383133468,0.000383379180946,0.0001917273194269,0.0003476665684604,0.0003496062927927,0.0004372313430338,0.0002664685349462,0.0008027536430294
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0037352511961688,0.0009600739200527,0.0003832764582141,0.0001917631871958,0.0003478218254612,0.0003491953072432,0.0004355780661572,0.0002665170371433,0.0008010253947009
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0037352511961688,0.0008153738007469,0.0003930864566222,0.0001709898170995,0.0003532295965396,0.0003640902163839,0.0004676887350649,0.0002553674108565,0.0007615260449469
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0037352511961688,0.0008133918250778,0.0003929757329472,0.0001710152578052,0.0003533924306783,0.0003636260674182,0.0004656669219042,0.0002554100988292,0.000760050215924
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0035813520782607,0.0003188304796587,0.0008643992795654,0.0001447476221425,0.0017484808615416,0.0012683541984665,0.0007785868146155,0.0003056452422213,0.0003097149525371
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0035813520782607,0.0003187116745427,0.000863223243761,0.0001447630538454,0.0017685860619327,0.001249123000626,0.000769361615564,0.0003057184455775,0.0003096154745713
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0035813520782607,0.0003259721908364,0.0007737349797935,0.0001566906213304,0.0013063994956015,0.0008908510932915,0.000658105115685,0.0003252427084547,0.0003123094365968
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0035813520782607,0.0003258452242617,0.0007728912742257,0.0001567101974078,0.0013147181069317,0.0008841127210654,0.0006525063587753,0.0003253309209186,0.0003122074382098
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0035813520782607,0.0009633383133468,0.000383379180946,0.0001917273194269,0.0003476665684604,0.0003496062927927,0.0004372313430338,0.0002664685349462,0.0008027536430294
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0035813520782607,0.0009600739200527,0.0003832764582141,0.0001917631871958,0.0003478218254612,0.0003491953072432,0.0004355780661572,0.0002665170371433,0.0008010253947009
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0035813520782607,0.0008153738007469,0.0003930864566222,0.0001709898170995,0.0003532295965396,0.0003640902163839,0.0004676887350649,0.0002553674108565,0.0007615260449469
Billy Butcher XD,BR,Challenger,1507,18,60.3,6.9,4.2,8.5,0.0035813520782607,0.0008133918250778,0.0003929757329472,0.0001710152578052,0.0003533924306783,0.0003636260674182,0.0004656669219042,0.0002554100988292,0.000760050215924
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0035813520782607,0.0003188304796587,0.0008643992795654,0.0001447476221425,0.0017484808615416,0.0012683541984665,0.0007785868146155,0.0003056452422213,0.0003097149525371
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0035813520782607,0.0003187116745427,0.000863223243761,0.0001447630538454,0.0017685860619327,0.001249123000626,0.000769361615564,0.0003057184455775,0.0003096154745713
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0035813520782607,0.0003259721908364,0.0007737349797935,0.0001566906213304,0.0013063994956015,0.0008908510932915,0.000658105115685,0.0003252427084547,0.0003123094365968
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0035813520782607,0.0003258452242617,0.0007728912742257,0.0001567101974078,0.0013147181069317,0.0008841127210654,0.0006525063587753,0.0003253309209186,0.0003122074382098
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0035813520782607,0.0009633383133468,0.000383379180946,0.0001917273194269,0.0003476665684604,0.0003496062927927,0.0004372313430338,0.0002664685349462,0.0008027536430294
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0035813520782607,0.0009600739200527,0.0003832764582141,0.0001917631871958,0.0003478218254612,0.0003491953072432,0.0004355780661572,0.0002665170371433,0.0008010253947009
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0035813520782607,0.0008153738007469,0.0003930864566222,0.0001709898170995,0.0003532295965396,0.0003640902163839,0.0004676887350649,0.0002553674108565,0.0007615260449469
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,6.9,4.2,8.5,0.0035813520782607,0.0008133918250778,0.0003929757329472,0.0001710152578052,0.0003533924306783,0.0003636260674182,0.0004656669219042,0.0002554100988292,0.000760050215924
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0035813520782607,0.0003188304796587,0.0008643992795654,0.0001447476221425,0.0017484808615416,0.0012683541984665,0.0007785868146155,0.0003056452422213,0.0003097149525371
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0035813520782607,0.0003187116745427,0.000863223243761,0.0001447630538454,0.0017685860619327,0.001249123000626,0.000769361615564,0.0003057184455775,0.0003096154745713
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0035813520782607,0.0003259721908364,0.0007737349797935,0.0001566906213304,0.0013063994956015,0.0008908510932915,0.000658105115685,0.0003252427084547,0.0003123094365968
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0035813520782607,0.0003258452242617,0.0007728912742257,0.0001567101974078,0.0013147181069317,0.0008841127210654,0.0006525063587753,0.0003253309209186,0.0003122074382098
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0035813520782607,0.0009633383133468,0.000383379180946,0.0001917273194269,0.0003476665684604,0.0003496062927927,0.0004372313430338,0.0002664685349462,0.0008027536430294
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0035813520782607,0.0009600739200527,0.0003832764582141,0.0001917631871958,0.0003478218254612,0.0003491953072432,0.0004355780661572,0.0002665170371433,0.0008010253947009
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0035813520782607,0.0008153738007469,0.0003930864566222,0.0001709898170995,0.0003532295965396,0.0003640902163839,0.0004676887350649,0.0002553674108565,0.0007615260449469
Billy Butcher XD,BR,Challenger,1507,18,60.3,8.0,5.9,7.8,0.0035813520782607,0.0008133918250778,0.0003929757329472,0.0001710152578052,0.0003533924306783,0.0003636260674182,0.0004656669219042,0.0002554100988292,0.000760050215924
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0035813520782607,0.0003188304796587,0.0008643992795654,0.0001447476221425,0.0017484808615416,0.0012683541984665,0.0007785868146155,0.0003056452422213,0.0003097149525371
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0035813520782607,0.0003187116745427,0.000863223243761,0.0001447630538454,0.0017685860619327,0.001249123000626,0.000769361615564,0.0003057184455775,0.0003096154745713
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0035813520782607,0.0003259721908364,0.0007737349797935,0.0001566906213304,0.0013063994956015,0.0008908510932915,0.000658105115685,0.0003252427084547,0.0003123094365968
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0035813520782607,0.0003258452242617,0.0007728912742257,0.0001567101974078,0.0013147181069317,0.0008841127210654,0.0006525063587753,0.0003253309209186,0.0003122074382098
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0035813520782607,0.0009633383133468,0.000383379180946,0.0001917273194269,0.0003476665684604,0.0003496062927927,0.0004372313430338,0.0002664685349462,0.0008027536430294
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0035813520782607,0.0009600739200527,0.0003832764582141,0.0001917631871958,0.0003478218254612,0.0003491953072432,0.0004355780661572,0.0002665170371433,0.0008010253947009
Billy Butcher XD,EUW,GrandMaster,838,2725,53.8,8.0,5.9,7.8,0.0035813520782607,0.0008153738007469,0.0003930864566222,0.0001709898170995,0.0003532295965396,0.0003640902163839,0.0004676887350649,0.0002553674108565,0.0007615260449469
