nombre_invocador,elyoyaaaaaaaaaaa,Razørk Activoo,잘가요 굿바이,blaberfish2,I Love Uber Eats,Maxlore,Boukada,bluerzor,total
MorninStar,0.0004736754754714244,0.0008385544788289077,0.00014994764395621907,0.0007392339302147899,0.0008700303917839724,0.001393434802217584,0.0003088430121159501,0.0004557640193500464,0.005229483753938894
Ai Hayasaka,0.0004774349961829546,0.0007376371568068138,0.00014958040404698534,0.0006632565338088288,0.0008208186500233902,0.0016102897724700421,0.00029601942366966935,0.0004577512641783092,0.005212788201186994
TaiYangShen,0.0005423952845749007,0.0008740101261874268,0.00015137598442578715,0.0006776605960368405,0.000784644419676806,0.0013172181491883253,0.00032830321931744816,0.0005215745035522084,0.005197182282959744
Ozilardann,0.0004220953040720794,0.0009819465593552163,0.00015267853237980607,0.0009349984445134115,0.000919234527599392,0.0010585421242453484,0.00031820059266668,0.000408819762308063,0.005196515847139997
JUGKING,0.0004838107126710516,0.0007764376673654181,0.00014982683516123743,0.000686692350104501,0.0008300659243719624,0.0014941297950665183,0.0003024510046398828,0.0004648458254143832,0.005188260114794955
我女友還沒16歲,0.00034556548812511773,0.0008738539047371906,0.0001477536589054566,0.0011355426718077416,0.0011045302107276032,0.0009462458379923714,0.00029792822007850526,0.000335628797476735,0.005187048789850722
lalms,0.00032958972821220417,0.0007239793433240926,0.00015073250679197624,0.001085125561505727,0.0012852625644283737,0.0009924609986536853,0.0002912896493865249,0.0003146672988902623,0.005173107651192846
Josedeodo,0.00036100497883282653,0.0009218492517673521,0.0001576155295388507,0.0012512384725920245,0.0010067263995445189,0.0007882957389955605,0.0003432707039633749,0.0003429492453170483,0.005172950320551557
Gilius2,0.00045646965389273866,0.0010107108455851852,0.00015547829778734507,0.0008360774817979391,0.0008489908908482835,0.0010944023477194973,0.0003288039930014422,0.000439816855450472,0.005170750366082903
YNW MELLYY,0.00047365389019600284,0.00085518665712478,0.00015465577875243975,0.0007542383553209286,0.0008353760945294925,0.0013155866457741276,0.00030931553124333535,0.000455561668062186,0.005153574621003293
NattyNatt,0.00038972135330070796,0.0014987969466079148,0.00013984890830157545,0.0007656973366682469,0.0007842008262761036,0.0006693536456449694,0.00052322134871007,0.0003810553896299388,0.005151895755139527
Trixter2,0.0005686238819827491,0.0012811554804341685,0.00015160380963148606,0.000680049375091369,0.0006848563697906426,0.0007730488383001363,0.00045289200979477284,0.0005498041901435795,0.005142033955168904
eightQAQ,0.0004342502695888018,0.001482672155420371,0.00015190876971140298,0.0008152193725065274,0.0007139297258161994,0.0006848664985146623,0.00043213679682327794,0.00042345483066403075,0.005138438419045273
AGC de sidere,0.0016142217714520438,0.00034312401262182144,0.00016881480003905395,0.000295168445747522,0.00030093063954636165,0.00036452058208415357,0.0002759237998730552,0.0017557770958700535,0.005118481147234065
Yuu13,0.0004829335028875428,0.0007539448508535846,0.0001535362590248432,0.0006600469813436208,0.0007703130268252973,0.0014930855584532126,0.00029669479668865213,0.00046555905672505645,0.0050761140328018095
aesthetic addict,0.0005850921985402584,0.0009803156495803884,0.00015228807230358553,0.0006745054465366695,0.0007322998877790927,0.0010245336417146651,0.0003604511093253368,0.0005612429812436546,0.005070728987023651
NNOne Piece,0.00035987912599822034,0.0011080954570604079,0.00015198789991772684,0.001125475689553067,0.0008781069376412036,0.0007380603689515364,0.0003483761121057722,0.00034922070057847985,0.005059202291806415
Anechek dog,0.001570558159571407,0.00033844186832685837,0.00016270780117970548,0.0002888997776256829,0.00029776915556544386,0.0003610974976993092,0.0002766191474874576,0.0017513451792629663,0.005047438586718831
Aniayua,0.00043020403682620696,0.0008503973819390538,0.00015148344328437129,0.0008295298922662163,0.0008965267613434903,0.0011631596737812341,0.0003027549881473834,0.000415583004686629,0.005039639182274585
719,0.0004883179166500363,0.0007012022443089383,0.00015001007634544598,0.0006261028004090645,0.0007670032946544354,0.0015392103093777201,0.0002921657347288475,0.00046803811522267786,0.005032050491697165
HamBak,0.0005569318832253793,0.000978562249830351,0.00016064637746857397,0.0007138794934006649,0.0007274643730006337,0.0010149554721069528,0.0003499552447184983,0.0005266350302130526,0.005029030123964107
Fanatiik,0.0005268269221069682,0.0009606793369268167,0.00015949363145509573,0.0007568821821312727,0.0007581182078000594,0.0010094368640546092,0.0003406361424167192,0.0005015487343364374,0.005013622021227978
EmbraceLife,0.0005478979980326556,0.0009539727255065641,0.00015620985268559917,0.0007221777762492112,0.0007463336506071585,0.0010097504258439532,0.00034369434315562053,0.000524509369872497,0.005004546141953259
wx 1065620772,0.0004628557048208408,0.0007715282820445437,0.00015000101279772816,0.0007182678438576745,0.0008414878783483973,0.001315290417540649,0.0002985958512707176,0.0004456576693679978,0.005003684660048548
SOLOQ IS GOOD,0.0014827394519700882,0.0004125520369905065,0.00016108566250218684,0.00034980690696381495,0.00036469210684422174,0.00046539507081486554,0.00028736828697776396,0.001468822254921558,0.0049924617779850055
Glorias,0.0005097507391833313,0.0007253998313057029,0.00015130417233058478,0.000633995470586186,0.0007531065590866199,0.001420817869232985,0.0002989861252882839,0.0004891887765852355,0.004982549543598929
KOI Malrang1,0.0004945879125919635,0.0011618362640458415,0.00016204652791412593,0.000800932366664799,0.0007169096759447879,0.0007815712291463198,0.0003889778764422853,0.00047091628093163954,0.004977778133681762
Now,0.0004918256470355292,0.000695257116629379,0.00015037434232820901,0.0006219413264539011,0.0007532222609687424,0.001501400516528867,0.0002915315199193177,0.0004721423464744769,0.004977695076338422
AeryIsKawaii,0.000494052466460509,0.0007374753547677757,0.00015050543803658798,0.0006552160980560754,0.0007741312006455959,0.0013727459172091251,0.000299356088996058,0.00047578823019978945,0.0049592707943715165
FUT Mojito,0.0005432931726609227,0.001160204193167247,0.0001552634261819877,0.0006701910192542017,0.0006618853191711955,0.0007798926914011697,0.0004119832186752791,0.0005268804365903943,0.004909593477102398
dlwlrma fan,0.0005751675444717904,0.0008793359187144506,0.00015151511597767477,0.0006532661474342127,0.000713436885096735,0.0010106116420374315,0.00034548594648577753,0.0005564389928155084,0.00488525819303358
ASTROBOY99,0.0003519914001421218,0.0008771771138857285,0.00015033394385015157,0.00105141791607412,0.0009459958081173756,0.0008441248758613014,0.00030515831611561923,0.00034178526748133357,0.004867984641527752
LeaningTable TTV,0.00046426223202309053,0.0006949621329093708,0.00015875730307678162,0.0006917323975731682,0.0007925887102583222,0.001335949197497271,0.00029262542198415755,0.0004370347927506622,0.004867912188072824
Miky boy,0.001480862542366856,0.0003269974697109369,0.00017248072351197364,0.0002788621589600335,0.0002810742698972297,0.00033232000444312506,0.0002840896489343858,0.0016507834051461509,0.004807470222970692
L9 Myκys,0.0005045236963736192,0.0006718180151391853,0.0001511034723148936,0.0005987711698821991,0.0007175572034340009,0.0013577082372668262,0.000289840254245489,0.00048273667495621065,0.004774058723612424
Damngøre,0.0006590538565204548,0.000953409514169092,0.0001527209505079068,0.0005899672365736006,0.0006097225586886393,0.0007509713568510609,0.00041555552303663117,0.0006361317810027182,0.004767532777350103
KeeI,0.00047896803678904075,0.001189864566068576,0.00015777302026427167,0.0007006756233453389,0.0006316687812244486,0.0006266664077441344,0.0005163237667901707,0.000457304836658498,0.0047592450388844795
Nightmisty,0.0004955126375718365,0.0007047547344367103,0.00015105462319784928,0.0006341665454436912,0.0007383229109691469,0.0012612889799558486,0.00029479919728210915,0.0004776695489393696,0.004757569177796562
Sarcasm1,0.0004748331954747831,0.001216546886916084,0.00014810512735417375,0.0006599257623555148,0.0006198309646643107,0.0005941537990740237,0.0005816279822528432,0.0004622853092551683,0.004757309027346902
Billy Butcher XD,0.00032597219083640907,0.0007737349797935788,0.0001566906213304285,0.0013063994956015771,0.0008908510932915807,0.0006581051156850187,0.00032524270845478567,0.0003123094365968713,0.00474930564159025
BoomBOBAS,0.0014308965312763208,0.000349977865696826,0.00016191073132366534,0.00029940164190311506,0.0003119024506792804,0.0003872436313775419,0.0002720304229680288,0.001533602744117608,0.004746966019342386
Billy Butcher XD,0.00032584522426177257,0.0007728912742257743,0.00015671019740781133,0.0013147181069317721,0.0008841127210654413,0.0006525063587753067,0.0003253309209186806,0.000312207438209861,0.00474432224179642
The Speed Freak,0.000614873214738311,0.000796113923764786,0.0001523321262442064,0.0006032972205073434,0.000664349873573464,0.0009659006531726731,0.00033761753691348504,0.0005893433768237853,0.004723827925738054
Happy Alexx,0.0004578925112336475,0.0010222203548626125,0.00016059254692588746,0.0007692420070521606,0.0007083192883627424,0.0007968609184770827,0.0003574585077857083,0.00043982022860034655,0.004712406363300188
kisno,0.0003663848841032837,0.000696580495324438,0.00015914693832186087,0.0008697001240145228,0.0009336855022886025,0.0010006670634830597,0.00029371469766038794,0.00034612226441897774,0.004666001969615133
咩啊咩啊,0.0004961204470308089,0.0007191623265502706,0.00016347429421670863,0.000689575859567516,0.0007343474516722618,0.0010844075052617531,0.0003003843588633293,0.00046369215411790277,0.0046511643972805515
Sybol,0.00048188523540665905,0.0007120803086902608,0.0001501042858661879,0.0006520100643777341,0.0007467619441537495,0.0011452984584686976,0.00029523767916982434,0.0004645171646356402,0.004647895140768753
Gragascı Baki,0.0005009091643591932,0.0006677387414526984,0.0001511041397256751,0.0006032028143591893,0.000711652012173935,0.0012357508411502483,0.0002895820876401663,0.00048047743762363784,0.004640417238484743
xxxxlululu,0.0005745936425639479,0.0008061767187678593,0.00016782639024354008,0.0006658788535515089,0.000662617403160381,0.0008931695410445509,0.00033671887522390936,0.0005317529531805829,0.00463873437773628
KuLLeR972,0.0007521524617985292,0.0007495794945725476,0.00015687368284711018,0.0005395114061951231,0.0005680122034633268,0.0007795637670812771,0.0003558430793896936,0.0007166665689904198,0.004618202664338027
cutexin1,0.000583040724131898,0.0007961872211971696,0.00016111450090280227,0.000624454503374168,0.0006441276246193607,0.0009171355303734352,0.0003276906703437299,0.0005538923487676265,0.0046076431237101895
구오일삼육칠구,0.0007648302652576261,0.0007309683484959953,0.00015718751451895477,0.0005296469064539655,0.0005608268538414268,0.0007759785110270972,0.0003524205480455126,0.0007307964046288768,0.0046026553522694556
마음을담아노래해,0.0007303278157660325,0.0007029186722474354,0.00015535331486792167,0.0005288419593802878,0.0005803326422296888,0.0008718783255122043,0.0003381778506034575,0.0006927630798773755,0.004600593660484404
Tarryasepin,0.0003758121076739878,0.0009577242386437608,0.00016365555973237288,0.000985542240627577,0.0007295183005959352,0.0006341897995471256,0.0003794987207699688,0.0003578377236079631,0.0045837786911986905
l1ttlefish,0.0005476784302479478,0.0006666273075973467,0.00015407510386858029,0.0005814887290888712,0.0006589131085280918,0.0010972940293629168,0.0002958971409021379,0.0005257363280602584,0.004527710177656151
Rashun楓,0.0011233332060660215,0.0004896747642892239,0.0001600086118441758,0.0003971784354618601,0.0004142328508806866,0.0005368420812520722,0.0003114604010232785,0.0010757095965432918,0.00450843994736061
일산전영찬,0.0006855200274859492,0.0007091088955494917,0.0001616688389794086,0.0005432562722046814,0.0005740515569656001,0.0008562118954390937,0.0003289875374660523,0.0006461070816058138,0.004504912105696091
UnExpecteDGanGS,0.0005228355111786304,0.0007795033183288195,0.00015699344223404094,0.0006535739521291045,0.0006688102193716477,0.0009011771698664637,0.00031481413047271045,0.0005035643243177541,0.004501272067899171
4 9 5,0.0009126271550827453,0.0006369296617124628,0.00015528982190296794,0.000459487065331644,0.00047912037640689565,0.0005973712494149414,0.0003954982012108587,0.0008601853991239911,0.004496508930186507
Pelé Camisa 10,0.0012305099406456944,0.00042066717507662144,0.0001630926970532996,0.0003604273571262588,0.00037672249439327953,0.0004896988214774802,0.0002800763764640959,0.0011671523347492607,0.00448834719698599
어흥 놀랐찌,0.0005552204232471418,0.0006433757306861496,0.00016049755106497136,0.0005819686392224999,0.0006464764317741006,0.0010763252366805672,0.00029199267281169674,0.0005200009030346711,0.004475857588521798
정재호정글유튜브,0.0005473703985437173,0.0006124375153002257,0.00015505902089448241,0.0005285429103177367,0.0006209184437843335,0.001200682506874308,0.0002872756734637256,0.0005209923533956534,0.004473278822574183
MOONLIGHT S0NATA,0.0013345191419017383,0.00034669833243570054,0.00016521519014547402,0.00030170633643708934,0.00031085169192696923,0.0003817391712853164,0.00026540310935943676,0.001366785558786714,0.0044729185322784385
10April,0.0013007423897207027,0.0003488584893534255,0.00016737126130998248,0.0002900973031532956,0.00028856332764249954,0.00032886897317687145,0.0003362163440983297,0.0013875121117240712,0.004448230200179178
Void Is So Empty,0.0009504667092022206,0.0005624773187137397,0.00015843163982724983,0.00044456707321082666,0.00046745053430749626,0.0006240592250609957,0.00032405245791512674,0.0009081590202922054,0.004439663978529861
FEAR OF DEAD,0.0009174776856581061,0.0005771410879276877,0.00015769313934838812,0.0004518601174406687,0.0004789081390005508,0.0006495491873097541,0.0003254864526399131,0.0008688379528272855,0.004426953762152354
IIiiiillllllIII,0.0005305101191923972,0.0006520423253058098,0.0001529208799822943,0.0005816235801780831,0.0006596878466605511,0.0010456630999534794,0.0002922632603974164,0.0005072475190574132,0.004421958630727444
Mbappé2025,0.0005620976894747885,0.0007264885067093733,0.00015811701197561193,0.0006031923941313413,0.0006280591673153621,0.0008869616762459245,0.0003112195272393662,0.0005388307506560121,0.00441496672374778
Death Sigh,0.0008966098163685232,0.0005680506051953199,0.00015707210204979317,0.00044314511049738613,0.00047827877810843413,0.0006785784783382079,0.0003224150585298421,0.0008577419707843864,0.004401891919871894
HGM IBrunoide,0.0005335398249316219,0.0006204534054622145,0.00015308955260649772,0.0005540901028441218,0.0006413337202506691,0.001104648145887497,0.0002851769276947929,0.0005093621316208499,0.004401693811298265
Wsavh,0.0005319672801711104,0.0006263318666211694,0.00015216469432110415,0.0005563358210050089,0.000646450535750669,0.0010880731011411841,0.00028601991219522895,0.0005087266802979239,0.004396069891503399
DWG 암Canyon,0.0005612312628418622,0.0006062658099110469,0.00015552601705167804,0.0005324776992502296,0.0006157595530788795,0.001106297361063147,0.00028545657301193804,0.0005316803255455091,0.00439469460175429
Katten,0.0005913787988002381,0.0008851289762708324,0.00014741471611617264,0.0005369894549074061,0.000542293055875268,0.0005882088871166517,0.0005216038597679665,0.0005809726269323591,0.004393990375786895
Adequate,0.0005228783693430493,0.0006134409062249483,0.0001601371153131772,0.000572228611444238,0.0006518808384895694,0.001096286789855277,0.0002848624832999548,0.0004882328996631415,0.004389948013633355
Qiiqiii,0.0005753562347039823,0.00067371299850182,0.00015916157745991545,0.0005906611054450299,0.0006323945616692416,0.0009052397499889105,0.0003054793340663855,0.0005406077482860293,0.0043826133101213145
Sword Skill,0.0006674674552149125,0.0006428701741517977,0.00015420887802459324,0.0005203076089067023,0.000575532387486223,0.0008729040759458565,0.0003114345338974335,0.0006377428731729664,0.004382467986800485
聖 經,0.0007789608459672837,0.0006464962553213256,0.00016436816786129254,0.0005132167760877873,0.0005272614319070403,0.0006911101580019777,0.0003461949293991083,0.0007049504705383868,0.004372559035084202
Jayder,0.0006564837654092308,0.0006249286394690912,0.0001590992878625526,0.0005269259200485719,0.0005774332037572982,0.0008842854502931251,0.0003060392731863992,0.0006123199112381755,0.004347515451264445
ProsiA,0.0010656254777265245,0.0005057851166075874,0.00017282083653395857,0.00040087641215876934,0.00039428137672557263,0.0004757261966113354,0.00034719707228416036,0.0009714323830519504,0.004333744871699859
NewtonNephimPuco,0.0012669658489219762,0.00033799555744713566,0.00017144379592008626,0.00029413607700267736,0.00029762559920282894,0.00035850268152964226,0.00026452151008369423,0.0013422028308143438,0.004333393900922385
STP ME PARLE PAS,0.0005154847330811985,0.0009369369635441782,0.00015099626139783372,0.0005531387263958953,0.0005196061825155363,0.0005273813998731712,0.0006144244959590007,0.0005079086368518163,0.00432587739961863
Hachi,0.0005526955005904224,0.0006372019591071486,0.0001534332775005026,0.0005607888117768198,0.000627439459966725,0.000963055058560667,0.00029243124287838055,0.0005296918664802894,0.004316737176860956
iLikeThickThighs,0.0007201468161050414,0.0006091893829300618,0.00015933649362983419,0.0005032025009024158,0.000539018918779009,0.0007805942811595391,0.0003080619990298914,0.0006759727274253043,0.0042955231199610965
게임하고 싶어04,0.0005588930585366337,0.0005977096665697137,0.00015328804478314888,0.0005246890245766743,0.0006029890389064826,0.0010283951994245605,0.0002838764350367179,0.0005360584519704606,0.004285898919804392
BIG Rulfchen,0.0011740149431435812,0.00040178912618191935,0.00017177270260200806,0.0003496505796902353,0.0003563288493466271,0.00045133874766313975,0.00027339723797959283,0.0011039071082264156,0.004282199294833519
clones i gibones,0.00099390937591845,0.000519435940088321,0.00017628075632480355,0.0004326444236095315,0.00043584113933825487,0.0005588482983883487,0.0003220766419746334,0.0008401031850929839,0.004279139760735327
C Crits,0.001180014241166726,0.00032137015662881264,0.00016599188316490692,0.00027191160645003196,0.00027429044660942805,0.0003209020274061918,0.0002892261751016799,0.0014522086650297394,0.004275915201557517
void rüsh,0.0009786950423410327,0.0005025655595101738,0.0001640948409446023,0.0004115528231965087,0.00042361030196443733,0.0005543971020988045,0.00030481366295721985,0.0009361244823847342,0.004275853815397514
니가 깨기 전에,0.0004442836354490144,0.0006883209116262725,0.00017193047310919715,0.0007072092937893858,0.0006825599563962466,0.000867972264584848,0.0002956696814423261,0.00041577103191899365,0.004273717248316284
KeyNG,0.0003769190864951841,0.0009775669162274798,0.00014384746161185725,0.0006442851064805093,0.0005706992809622077,0.0004883990226945413,0.0007022118396322306,0.0003685537413882551,0.004272482455492265
The Devil Withiñ,0.0005720164822330458,0.0006255574675599912,0.00015309019194126227,0.0005431898084255095,0.0006065007405067042,0.0009263715631145941,0.00029415119041697677,0.0005491551729911073,0.004270032617189191
void rüsh,0.0009726613917835371,0.0005023017388269351,0.00016397277408546158,0.0004119440401134163,0.00042443783363832406,0.0005563642600316649,0.00030399185159910746,0.0009296005554125556,0.004265274445491002
IllllIIIlllIIl,0.0005904642565870565,0.0005741383780527642,0.00015841002602353039,0.0005068791722600554,0.0005777809545478578,0.0009917295883319613,0.0002830611908374575,0.0005540584884329185,0.0042365220550736014
talon2,0.0006368804038734468,0.0005921392877876408,0.0001543198275370255,0.0005008830602442224,0.0005600785864731126,0.0008622807551794866,0.00029490718429026443,0.0006059450135005919,0.004207434118885791
senzawa,0.0005567220305420884,0.000584519418219512,0.0001530265655156689,0.0005156386776779423,0.0005929525025555246,0.0009870498206870138,0.0002821870648601481,0.0005317967138045078,0.004203892793862406
恩於南歌0o,0.0006530701965303835,0.0006298660813750867,0.0001667347991005124,0.0005377593814727826,0.0005545753827748285,0.0007402349695499334,0.00032424965219263614,0.0005938539248863581,0.004200344387882521
eIo terrorıst,0.0005956296322560478,0.0006109345399912994,0.00015591255793248268,0.0005297110352047983,0.000578886133823955,0.0008635049143025396,0.00029246246519094296,0.0005697260198393224,0.004196767298541388
DilysQuang,0.0010220978412847517,0.000453938003836042,0.00016358395792494666,0.00038186994219530974,0.0003976969874534292,0.0005224365034137868,0.000288093902418753,0.0009653972588820127,0.0041951143974090326
kitasanb,0.0008143317151971333,0.0005324083044787981,0.00016102744093617652,0.00044310784728746955,0.00047692981572552994,0.0006921572903100491,0.0002938759146450814,0.0007666316678957176,0.004180469996475956
Ankhsëräm,0.0007246618849249208,0.0005836970343401362,0.00015944989273566698,0.0004829716173964753,0.0005100781890190893,0.000714790779046149,0.0003029710091167074,0.0006918408392427447,0.004170461245821889
MΟGLIS,0.0008124155566035089,0.000531289221297322,0.00015864256519649097,0.0004412089291552921,0.0004740797621967885,0.0006715646875163043,0.0002958004497821704,0.0007722915571442726,0.00415729272889215
FromScz,0.0008931047784774887,0.0005008875198199931,0.0001610170832754264,0.0004180781481546258,0.00043962912583198115,0.0005902903495783732,0.00029528486141607263,0.0008508011948414792,0.00414909306139544
zacocaca ívar,0.0005823888181265474,0.0005776799378546728,0.00016171272640337324,0.0005259391529204125,0.0005785594654728476,0.0008957027725945782,0.0002854187782993563,0.0005409600637726389,0.004148361715444427
푸키키키키키,0.00043076327219955263,0.0006697738880416842,0.00017343240589651638,0.0007207111207448571,0.0006699098156930441,0.0007694851738528726,0.00030039212649730397,0.00040214351928540687,0.004136611322211238
RozmariLEG,0.0005766617992627924,0.0005694210610089289,0.00015350820502336253,0.0004984407787630553,0.0005706606239470113,0.0009244646037085604,0.0002816375527112423,0.0005505203179876932,0.004125314942412646
溫言莞爾º,0.0008863442578020458,0.0004956817921411791,0.00015801780696763623,0.00041341907896017915,0.0004390949686591575,0.0005905908075721337,0.00029702240836374194,0.0008442203370327031,0.0041243914574987765
dantes enjoyer,0.0007129090490376298,0.0005513557427591011,0.00015625080312476553,0.00046486065864617947,0.0005108276287352759,0.0007556669134491217,0.000293389411431622,0.0006769873258301451,0.00412224753301384
eYa Cedeiix,0.0011776384522044433,0.0003135103758322692,0.0001682787032660157,0.0002687543472147374,0.00027079991942837583,0.0003146649207386369,0.0002848636829938837,0.0013203441774326846,0.004118854579111046
Mauro Dinosauro,0.0010528219753085705,0.00039514915785816444,0.0001656063163651829,0.00031889122166810013,0.00031260798502374303,0.0003544980249064984,0.00036392197282124003,0.0011448581249363392,0.004108354778887839
112358132134558,0.00042509868623854917,0.0006055229435305513,0.00016756962152782252,0.0006518950674689373,0.0006858419515049517,0.0008792852985769318,0.0002856671938729869,0.00039529287565001885,0.004096173638370749
juny gap,0.0011209031336967836,0.00036076416626744883,0.0001635441073423597,0.0003164422172063944,0.00032771469634691573,0.000408568937074138,0.0002609439628729902,0.0011317364138448782,0.004090617634651909
Neo ZeTHRIV,0.0005591898515624841,0.00057849692152606,0.00015395945712714788,0.0005163559200377437,0.0005792215653274939,0.0008860050173720381,0.000281719257106148,0.0005352299586905289,0.004090177948749644
츄개잘해서미안해,0.0006243114277371298,0.0005784224172055584,0.00017201867881719673,0.0005126419484454619,0.0005364386437894611,0.0008026742234777906,0.00028991602432815286,0.0005723473914062796,0.004088770755207031
神奇的丸小丸,0.0008021019437904436,0.0005315479526084036,0.00016843976221764636,0.00045644114511111505,0.0004716718732920547,0.0006251067688556583,0.0003052249633441957,0.0007177908371931597,0.004078325246412677
º X º,0.0005850098309501902,0.0005760062009220686,0.0001542243531245552,0.0005077569136748462,0.0005613864865453924,0.0008360053723573564,0.0002851694788256225,0.00056020730708807,0.004065765943488102
bialy mbappé,0.00064745298446466,0.0005502834001947106,0.0001610708726713716,0.0004844452773746844,0.0005275938269230672,0.0008006139892232002,0.0002833720925340985,0.0006057373752710886,0.004060569818656881
yukino cat,0.0011466156706598847,0.00032866510044762164,0.00016815730818070277,0.00028729281303215785,0.0002946024022746624,0.00036077709094570784,0.0002546349019383131,0.0012131068384625817,0.004053852125941632
Naethancolch,0.0006013528024733954,0.0005751442589371924,0.00015459715568062496,0.000502316986346692,0.0005513858106221237,0.0008048077499628256,0.00028797335598074647,0.0005758424369856903,0.004053420556989291
Gwangdae,0.000648017069982481,0.0005673676236109146,0.00015536161484080074,0.0004868005150257865,0.0005272335228199434,0.0007469417055742415,0.0002932917088844337,0.0006209683586418069,0.004045982119380408
felisa,0.0005072309687199174,0.0006390975231743127,0.00017047984549743893,0.0005934324247503937,0.0005845202065326902,0.0007724608444346594,0.0002934787599267196,0.0004774874400462993,0.004038188013082431
玩不了那就点,0.0005753590809311828,0.0005687840109760482,0.0001544332203217939,0.0005063042574054922,0.0005605071948916704,0.0008335703071165715,0.00028252094702451504,0.0005499148072516013,0.004031393825918875
Brother Gwang,0.00038254785619976263,0.0007992806233018145,0.0001592556950811596,0.0007327790923899016,0.0006273681265676345,0.0006197648130215188,0.0003333326356955383,0.0003712232157872744,0.004025552058044604
UANL Gio,0.0006015867373377317,0.0005457265819898208,0.00015615163354483383,0.00048363425568589334,0.0005409588964224545,0.0008433651364049776,0.0002781828979495073,0.000570957467381287,0.004020563606716506
Saabaa,0.0005835155768577352,0.0005621773794431993,0.00015417126133546847,0.0004982304740147919,0.000551532338577781,0.0008228683905079491,0.00028197756173888483,0.0005597974349740489,0.004014270417449859
Paradizzo,0.0007309804847929212,0.0005574836312426286,0.00017373748676678688,0.0004765350224516623,0.00047898905350005733,0.0006050240412468548,0.0003273598588945585,0.0006480497996855994,0.003998159378581069
Ụt Ụt,0.0006434429555252076,0.0005284879306274644,0.00015595040952048875,0.0004589516786955229,0.0005144883509486054,0.0007892641177207997,0.0002800220124933548,0.0006074867979374036,0.003978094253468847
愛と誠,0.000595006053503152,0.0005345106872896958,0.00015440034958769385,0.00047034848433359633,0.0005329087081676263,0.0008447142627333543,0.00027564714946413515,0.000566290267095162,0.003973825962174415
等等吃鹹水雞,0.000748231260193692,0.0005043100871987467,0.00015776563461428065,0.0004324874432411633,0.00046821780512066544,0.0006621852250687449,0.0002850707193691786,0.0007091118785863372,0.003967380053392809
Maasta,0.0005955817383672168,0.0005331036797927723,0.00016333507419567228,0.0004873279988595277,0.0005363212981068504,0.0008246988739549396,0.00027641463714999477,0.0005501294543203765,0.00396691275474735
Krysia,0.0010128104672477863,0.0003884507682812592,0.00016083501674874956,0.000339544700498739,0.00036032982170706334,0.0004730661355406093,0.0002636370397993206,0.0009681314516947887,0.0039668054015183155
kenvi9,0.0004774320014508043,0.0007159067277882411,0.00014377515054889148,0.000470069117821024,0.0004506746070920894,0.00044519718654810426,0.0007840922984252521,0.0004769094835036603,0.003964056573178066
Fear,0.0005634442676467664,0.0005583645244797267,0.0001611693311709253,0.000517055008678398,0.0005568366538114405,0.0007942260316861217,0.00028106090341865843,0.0005273263784083696,0.003959483099300406
Microvolts TCL,0.0005996692618672846,0.0005570071398737027,0.0001571573236314901,0.0004925853451739679,0.0005302371543383345,0.0007600604189006904,0.00028187007143815843,0.000576293513395622,0.003954880228619251
Ferrettt,0.0010856323330511355,0.0003405932324618749,0.0001628170276404276,0.0002976314485135328,0.00031120938277377026,0.0003911215605263895,0.0002551867673609484,0.0011028991042972946,0.003947090856625373
No one for u,0.0006416121053607834,0.0005245884979858162,0.0001605904288446688,0.0004684646780928453,0.000508659147467798,0.0007474952471499248,0.00027848973624054404,0.0006006437161713621,0.003930543557313743
yбей мeня,0.0005998020836925331,0.0005311735970184706,0.00015519897702496714,0.0004710705172968782,0.0005240808442444489,0.0007942475297309023,0.00027582668932645774,0.0005728458608964151,0.003924246099231073
Zuao Unbroken,0.0009386808563393307,0.0004125875416422799,0.00016105623860896424,0.0003639671922848535,0.00038196838138891204,0.0004963728868768397,0.00026724557362974233,0.00089976856889485,0.003921647239665772
Jãger,0.0005928821204637599,0.0005407007432973702,0.00015517903051715708,0.0004821018015728297,0.0005303347755761847,0.000776094748223535,0.00027832011976054846,0.0005660329651007989,0.003921646304512184
Kaneki,0.0007504620534213774,0.0005043798554198636,0.00016973278952886047,0.000445499415436871,0.00046114047268383713,0.0006182005515551731,0.00028901740780868724,0.0006761857738447435,0.0039146183196994136
fmr,0.0008323393431470151,0.00046040627740884195,0.00015881565404026466,0.0003947061001763141,0.0004207146711750235,0.0005651404760177168,0.00028005005948218123,0.0007931610380056247,0.003905333619452982
T i c k k y,0.0009409315385782573,0.00041868220471254176,0.00016920996702774933,0.0003660926210767363,0.0003872961252597729,0.0005187599358838823,0.0002718625413939942,0.0008295360737147205,0.0039023710076476546
VK TacoImport,0.0009892972887212393,0.0003790270331627282,0.00016334046580133594,0.0003352356619281969,0.00034676256988077313,0.0004360396319788711,0.00026171632166315173,0.0009701045716629208,0.0038815235447992175
LEV Nikolaic,0.0008271361600347283,0.0004514839928435911,0.00015864895614376218,0.00038838282212797594,0.000413912312686849,0.0005562069640315262,0.00027688571253756854,0.0007918229580869753,0.0038644798784929764
sensitive3,0.00044303943982053107,0.0007068422179872362,0.00015175196721835987,0.00047421855494347924,0.0004360856219714906,0.000426588965839904,0.0007787741741623287,0.00043605172108214426,0.003853352663025474
