nombre_invocador,elyoyaaaaaaaaaaa,Razørk Activoo,잘가요 굿바이,blaberfish2,I Love Uber Eats,Maxlore,Boukada,bluerzor,total
TwTvLeaningTable,0.0003334940784463202,0.0009196548388922881,0.00013960721422661562,0.001507694548502775,0.00200987832654011,0.0010016220625271826,0.0003065215728738717,0.00032479832945333804,0.006543270971462501
Kneking,0.0003693704575392241,0.0009090132864777734,0.0001432469326560137,0.0010718212652332277,0.0016827421556638987,0.0017027815328430928,0.0003001290475161845,0.00035796888880135935,0.006537073566730774
Kosanuemi,0.0003963933802138951,0.0009026139926420638,0.00014547258651158093,0.0009472198537691178,0.0013644041157843197,0.0020660185337023425,0.0003022586410003282,0.00038349393774817446,0.006507875041371822
RhiIech,0.0004605922597275509,0.001724424999651971,0.00014766416476656374,0.000906891487878153,0.0010992178911182874,0.0013348919153662148,0.00038911189406438105,0.0004436464371051337,0.006506441049678256
Xinxa7,0.0003943026316693404,0.0012195688274466933,0.00014426974162431807,0.0012054738573659839,0.0014994158616883373,0.0012975392759621272,0.00033301814799668644,0.0003831700616680307,0.006476758405421517
Cesaroxx,0.0003698500590798415,0.0009099802326773903,0.00014326831202796377,0.0010739558932278666,0.001643056207801938,0.001655136414387882,0.0003001987559977175,0.0003584997148071221,0.0064539455900077215
zikiinha,0.00039852660260895776,0.0008267471802334029,0.00015043069078333796,0.0008843070650286003,0.001185307396488117,0.0023195351400516775,0.0002976220212855793,0.00038180389574531386,0.006444279992224987
MrGraek,0.0003319805632497156,0.000849893773131878,0.00014315581260112008,0.0015315620018998043,0.0018876759363738145,0.0010343953275555368,0.0002982925119920252,0.00032133920894492383,0.0063982951357488185
Funny Youu,0.0003335030332497436,0.000890798234962311,0.00013996869925540526,0.001414930424530121,0.0019270177158727353,0.0010586621041548507,0.0003006836551614983,0.00032445565251174323,0.006390019519698409
flash2468,0.0003867745190979607,0.000907507187452243,0.00014422147811041626,0.000983754326655782,0.0014424002374775673,0.0018201882073740786,0.000301995050803827,0.00037430057682902415,0.006361141583800899
Michi Wo Yuke,0.0004346588923218531,0.0009208948677143762,0.00014751900949357006,0.0008572700338251902,0.0011242976277532149,0.0020857963878020422,0.00030996908226555916,0.00041893714444083405,0.00629934304561664
qweasdcxz,0.000400720262569754,0.0009575427234074723,0.00014687134062037218,0.0010211761545107444,0.0013372579262579168,0.0017385683421759803,0.00030850010746070057,0.0003868626767852759,0.0062974995337882166
qqxasssdd,0.0004132651868850804,0.0008510646164042796,0.0001459687234717165,0.0008439424517962775,0.0011696109947056535,0.0021526529671026355,0.000299430124534531,0.00039880117391101954,0.006274736238811194
gRIZZlybear123,0.0004154747358416127,0.0009199502807544669,0.0001539701511656948,0.0009836954325183978,0.0011997769669491718,0.0018900805272650707,0.0003082464525411897,0.00039599732313836647,0.006267191870173971
Luccho,0.00032909902767179857,0.0007977479142190658,0.00013927973926277794,0.0009849388211118108,0.0019281293559790778,0.0014461143499505844,0.000292775286353348,0.00031919711219003825,0.006237281606738501
BrotherGaren,0.00035764908897135543,0.0009098834568125607,0.00014205974702163947,0.0011743911479302042,0.001694048562750211,0.001301883896418172,0.0003018704860959913,0.0003472996384918339,0.006229086024491968
WillowTheRaccoon,0.0004185502061043401,0.002337884985548361,0.0001493638968705698,0.0009309510762561605,0.0007943804352808191,0.0007012469984220534,0.00047045437107044285,0.00040710679508340907,0.0062099387646361555
Renascence,0.00039003943508479714,0.000954490583148583,0.0001471179790731437,0.0010975231184557398,0.0014231302356502089,0.0015105608312971433,0.0003092004311501763,0.00037577540503491073,0.006207838018894703
Hanisito,0.00037042853672306195,0.00100501451187392,0.00014374172953287797,0.0012265419705746435,0.0015440132374387495,0.0012270216735863042,0.00031197267476208495,0.0003598626959597436,0.006188597030451385
ICrazzy Ekko,0.0003866348749072964,0.0010966101437720065,0.0001511266881844208,0.0012957579253667906,0.0013839649460418496,0.0011351636704854885,0.00033969761827187215,0.00036928302418410023,0.006158238891213825
FORA999,0.0004827231494107355,0.0017401668298767613,0.00014946865643899378,0.0009071286858134527,0.0009396832339784185,0.00104562063453643,0.0003904214323633589,0.0004679795443818552,0.006123192166800006
VIV Joinze,0.0004644977715151911,0.001212089635416471,0.00014759090783648463,0.0008966733422735941,0.0010805763864098158,0.0015137346409352314,0.00034635603233905486,0.00044966072005376943,0.006111179436779612
paiN anato,0.00041662144466571717,0.0009788251619088847,0.00014584146793784991,0.0009406180712847336,0.0012098574747944758,0.0016864625699887694,0.00031467302392341296,0.0004040437762662551,0.006096942990770099
Leemo,0.0004803772989803295,0.001518345240315768,0.00014855413489119296,0.0009062244415423777,0.0010006746663269689,0.0011970942361667297,0.0003740124249998619,0.00046526760135826023,0.00609055004458149
Køldo Locuraa,0.0004459778537607261,0.001450139936256478,0.00015093669615857556,0.000983371068448536,0.0010333181796430531,0.001226130484920815,0.0003538117027657586,0.0004318023290218999,0.006075488250975843
教學 dc迎神6305,0.00032284533351804363,0.0007864576317962131,0.00014580840788726757,0.0015823785752067056,0.0016818357001871155,0.0009392859014248933,0.0002949334523290835,0.0003108872079405344,0.0060644322102898565
Eri my beloved,0.0003117610592682289,0.0007875923739201604,0.00013736826036944618,0.0015724293296294632,0.0018048907325348164,0.0008372127327874108,0.0002964377151247324,0.0003037486561333306,0.006051440859767589
ITSJUSTAGAMEDUDE,0.0004237651445252972,0.0010576578096759394,0.00014888420037275128,0.0010093253594524096,0.001182058363084925,0.0014900192464543656,0.0003213399159457453,0.0004094839433437875,0.006042533982855222
Not Hans,0.0004415556747076368,0.0008704202515968881,0.00014814763543617425,0.000809789364402194,0.001037085134876604,0.0019869091838861934,0.0003057215582414879,0.000425959583149076,0.006025588386296254
MANATY RANK 1,0.00045059836501365344,0.0008806140902122177,0.00014838827229912707,0.0007880082912743765,0.0009901488591076912,0.002011607882579893,0.00030849129985549534,0.00043544932952854716,0.006013306389871001
모두 행복해요,0.00039767308247884534,0.000946844359387342,0.00014971088157354043,0.0009729526967447437,0.0011806357730342221,0.0016550392527663862,0.00030366561939987823,0.00038389848493917175,0.00599042015032413
HLE Grizzly,0.000477511184499846,0.0007955547668476119,0.0001511615936158224,0.0007021292266128813,0.0008880938549734775,0.002211465345642173,0.00030421354901933836,0.00045583786705174676,0.0059859673882628976
giveupp,0.0004242234859129566,0.0013126134805311691,0.0001438790498927012,0.000838123304135216,0.0011024427298258652,0.0013780900068402367,0.00037403927749819733,0.00041136044112711833,0.00598477177576346
redcrab84,0.0004870953019055289,0.001193214888445207,0.00014957186262855722,0.0008453048893131514,0.0009864679239980224,0.001457729313347065,0.0003486925713823007,0.0004705061668108609,0.005938582917830693
Zelzeleniş,0.00041877407826714825,0.0010150892387227547,0.00014558647916726046,0.0009593819496694774,0.0011973157220271226,0.0014540495738231555,0.00032043689381588774,0.00040564991178871,0.005916283847281517
BRO DDoiV,0.0004680085247704017,0.000730990825546854,0.00015185880340752914,0.0006592076022840542,0.000839766573669089,0.002302516622204575,0.0002957553498429789,0.00044511923404116596,0.005893223535766648
Mimage,0.000460852563055088,0.0008960845905296772,0.0001506980833688475,0.0008056146149006271,0.0009865157946443086,0.0018257206257718326,0.00031464938812158415,0.00044214660333991734,0.005882282263731883
陪袋V xinshenjug,0.0003742713999115064,0.0009141137722765918,0.00014363653096829314,0.0010804017869681108,0.001394873160303963,0.0012939658234327688,0.00030420210423398185,0.0003632886797346895,0.005868753257829906
Menchennik,0.00045560069802543223,0.0008809462992912961,0.00015187598369396135,0.0008140712527620271,0.0009754415775311499,0.001730455478768813,0.00030897820503635807,0.0004373195882709172,0.005754689083379955
Ed Rebirth,0.00048731399624846503,0.0010019319273058464,0.00014816850575149668,0.0007768515563731888,0.0009453890280659471,0.001580672453737355,0.00033476326791297763,0.0004694285589167643,0.005744519294312042
Billy Butcher XD,0.00031883047965879525,0.0008643992795654815,0.00014474762214252093,0.0017484808615416,0.0012683541984665522,0.0007785868146155381,0.0003056452422213367,0.00030971495253718985,0.005738759450749014
Billy Butcher XD,0.0003187116745427699,0.0008632232437610451,0.00014476305384549868,0.0017685860619327653,0.0012491230006260628,0.0007693616155640683,0.0003057184455775677,0.0003096154745713993,0.005729102570421177
Bow,0.00042704587354947513,0.0008139443250181546,0.00014697456051042043,0.0007901454504044644,0.0010275820328949272,0.0018037874618336142,0.0002974836848442115,0.0004119694588920748,0.005718932847947342
WAP 5,0.0003491501601605201,0.0009319614015449912,0.0001501232167520706,0.0013738979580526821,0.001256092616317476,0.0009982610245759126,0.0003036955098924999,0.0003374415108748541,0.005700623398171007
Multirole Talent,0.00033649835055966026,0.000984424728621537,0.0001468000839421092,0.0014584126257097601,0.001199032103316953,0.0008556835978547005,0.00031561682749391135,0.0003268164062317561,0.005623284723730387
EmbraceYourPain,0.00048330875875894424,0.001215253548485304,0.00014805312068440888,0.000846801823176048,0.0009491310097162499,0.0011435340808596984,0.0003624348126356331,0.00046660478204237516,0.0056151219363586614
6K OnFleek,0.0003084630755105598,0.0007497503606028741,0.00013954684911923044,0.0016132083216530175,0.0014397054385294709,0.0007524691637508962,0.00029718517495484087,0.0002997193941470827,0.005600047778267973
WillNA1,0.0004752288510400469,0.0007235678960902906,0.0001493795347224058,0.0006379155944525018,0.0008079404890660775,0.0020389415443204245,0.00029423813035280163,0.00045705444422935,0.005584266484273899
Sylvie,0.0005340450814245181,0.0014835134085270628,0.00014956904419814393,0.0007546478580541882,0.0007846933962489509,0.0009074530018317574,0.0004195217010539803,0.0005180255047654766,0.005551468996104078
UDYSOF,0.0004336589539402802,0.0008005841512798269,0.00014735339185482997,0.0007716477305940567,0.0009790175643816922,0.0016722954215892592,0.00029737301446442003,0.0004184906490485798,0.005520420877152946
Оutsidеr,0.0004458455597283113,0.0008507223975536456,0.00015282893031678298,0.0008380007909183473,0.0009892749350037548,0.0014837035177317451,0.0003089440980691969,0.0004240083919350138,0.005493328621256798
Dani Marshall,0.0004680836513795136,0.0007111929123409776,0.00014916985064807465,0.0006399974149140156,0.0008149902472266677,0.001918387492570045,0.00029082440942416186,0.00044902309728212496,0.005441669075785581
naiyoubaby,0.0003939636707036933,0.000973683342042589,0.00015847896074190488,0.0011197874979489034,0.001013729368280487,0.0010284902874917715,0.00031797567656540994,0.0003761129845391511,0.00538222178831391
KingClueless,0.0017563559795671828,0.00036566711428598743,0.00017233323151516822,0.00031090002587644993,0.00031412200291487647,0.000380610443824121,0.00028452912263397307,0.0017613772983072157,0.005345895218924974
Chicag0Freestyle,0.001666328914660099,0.00039904091811693147,0.0001639697669316123,0.0003396484418929348,0.00034981332421802724,0.00043807237664935473,0.00028613300898113977,0.0016701460502905727,0.005313152801740672
twtchtv detdert,0.0005338389822604782,0.0011919232297953886,0.00014901719321120164,0.0007236141031538789,0.0007903528471737324,0.0010023201595876251,0.0003900328213596176,0.0005197898217039839,0.005300889158245906
Thaybot,0.0005013528422563385,0.0008982128311814947,0.00015394499524684746,0.0007176033979162787,0.0008081061157551002,0.0014043715611913737,0.0003199123961439521,0.00048255125428176633,0.005286055393973151
The 글로리,0.0004977874415362057,0.0009446941482144336,0.0001488228052626581,0.0007530894890182829,0.0008632350575288661,0.00124371300744489,0.00033301013615799846,0.00048113234888146555,0.0052654844340448
