nombre_invocador,region,liga,lps,ranking_mundial,winrate_total,kills_player_kda,deaths_player_kda,assists_player_kda,score
mac 10,EUW,GrandMaster,714,3102,51.4,2.3,4.1,12.1,0.0025763354891356
MOO5257,EUW,GrandMaster,735,3007,60.3,3.1,4.3,12.9,0.0025712710321561
PI Blade40,EUW,GrandMaster,787,2837,53.4,1.6,5.3,14.0,0.002564866338567
선제공격 카르마,KR,Challenger,662,1679,54.0,2.0,5.9,12.3,0.0025581101266424
pet,BR,GrandMaster,836,2723,52.8,4.0,4.5,11.3,0.002543632134914
ofnir,BR,GrandMaster,742,2966,53.1,2.3,5.6,13.1,0.0025392826204172
Pisces Babe,PH,Challenger,600,2050,57.3,2.6,5.7,15.0,0.0025373350839936
DKB Sinnlos,EUW,GrandMaster,781,2851,52.2,2.7,5.1,12.4,0.0025287834532793
Babygirl Laura,EUW,GrandMaster,800,2811,52.7,2.3,5.0,13.4,0.002527305024733
L9 frantisekhrom,EUW,GrandMaster,686,3278,55.1,2.2,5.4,14.0,0.0025015855392223
Xixauxas,EUW,GrandMaster,733,3010,51.7,2.8,6.0,12.3,0.0024993700033574
Lelouch fans,KR,GrandMaster,709,3130,57.0,3.3,6.0,10.6,0.0024924873830187
solukmavinokta,EUW,GrandMaster,603,3905,54.8,2.1,5.2,13.0,0.0024911835986321
Protos,EUW,GrandMaster,680,3314,53.0,3.1,5.5,10.7,0.0024885083414263
abagnale1,EUW,GrandMaster,702,3172,53.1,2.3,5.9,14.6,0.0024849249887701
Hiccup1357,EUW,GrandMaster,744,2962,54.1,1.7,4.7,12.9,0.0024822700275827
Tenaka Khan,OCE,GrandMaster,724,3055,51.1,3.5,3.9,9.7,0.0024812850437396
LaisMax v2,EUW,GrandMaster,678,3325,54.5,2.4,5.4,11.7,0.0024807153006732
Linkz,EUW,GrandMaster,736,3002,59.8,2.4,5.0,13.1,0.0024715448792408
Nightmares,EUW,GrandMaster,644,3537,52.5,2.8,4.8,13.5,0.0024668328543585
Loop,BR,GrandMaster,693,3241,52.4,3.1,5.4,13.1,0.0024648473865374
Adrizera1,BR,GrandMaster,673,3347,51.4,2.3,4.0,12.7,0.0024629813689869
Batuuu,EUW,GrandMaster,719,3075,52.0,2.1,5.4,13.1,0.0024542588046957
Palacsinta2,EUW,GrandMaster,690,3259,52.9,1.7,5.7,13.2,0.0024541725779292
Ameericle,EUW,GrandMaster,680,3315,56.3,4.5,4.9,10.9,0.0024513966089853
flesh n blood,BR,GrandMaster,754,2928,52.7,4.8,5.1,10.2,0.0024499855124448
O My Money,EUW,GrandMaster,660,3431,56.7,2.1,4.6,11.2,0.0024476801016167
ΒΑTMAN,EUW,GrandMaster,714,3104,53.2,6.6,5.6,8.6,0.002445067927054
NAMInha Casa,BR,GrandMaster,716,3088,54.7,2.5,4.7,13.6,0.0024442900866167
Kerline,BR,GrandMaster,630,3637,51.2,1.5,4.6,13.4,0.0024433645014744
GG Prismal,EUW,GrandMaster,610,3834,53.0,4.3,6.8,10.8,0.0024430334937993
Opção Número 2,BR,GrandMaster,729,3031,51.1,1.6,5.9,13.1,0.0024396568999021
skétch,EUW,GrandMaster,609,3852,57.4,3.5,4.7,11.5,0.0024282351929126
zimba int acc,EUW,GrandMaster,812,2775,58.7,2.1,4.2,14.2,0.0024238816428109
BLG 온,KR,Challenger,719,1441,54.6,4.3,5.7,9.9,0.0024196255099452
NvldR,TW,Challenger,530,2393,54.0,1.6,5.0,12.3,0.0024162885340226
Nujabes Luvsic,EUW,GrandMaster,656,3446,56.9,4.1,4.9,11.4,0.0024114948259507
5word,EUW,GrandMaster,640,3556,52.9,3.0,5.6,12.9,0.0024057055669931
keriamingberyl1,EUW,GrandMaster,704,3149,52.1,3.2,5.6,13.4,0.0024048029944494
IlIIIlIlIlIlllI,EUW,GrandMaster,604,3892,51.8,2.3,5.0,12.0,0.0024014916242614
Bombshell Blonde,EUW,GrandMaster,631,3647,57.6,2.1,5.0,13.6,0.0023877100198741
Calmsky,EUW,Challenger,894,784,60.4,2.9,4.8,13.8,0.0023876180418937
PCS Kolios,EUW,GrandMaster,609,3849,63.9,2.0,5.5,14.5,0.0023783436299394
SCCP joseph,BR,GrandMaster,668,3355,55.4,3.1,5.6,11.2,0.0023782418681203
t d,EUW,GrandMaster,672,3339,55.4,2.8,4.3,11.9,0.0023769815427438
Pyku,OCE,GrandMaster,668,3355,54.0,4.9,6.0,9.5,0.0023735992535685
Swordblue,EUW,GrandMaster,693,3242,53.0,3.0,5.1,12.4,0.0023601199852419
Lóvely,BR,GrandMaster,624,3699,51.7,2.2,3.6,13.7,0.0023582983389462
AST Rylle,EUW,GrandMaster,692,3235,57.4,5.7,6.2,10.3,0.0023521104927344
悠悠虹旗Á,TW,Challenger,542,2315,58.5,2.4,5.0,11.8,0.0023488897175801
배빵빵 재훈이,KR,GrandMaster,642,3547,54.7,3.1,4.6,11.8,0.0023395456668922
KroMAX,EUW,GrandMaster,658,3449,54.7,2.1,5.5,13.1,0.0023377280676111
Avuhlie,EUW,GrandMaster,681,3310,51.5,2.8,5.1,12.8,0.0023348409669778
TF TF,VN,Challenger,560,2232,57.5,4.1,6.2,13.4,0.0023342851016307
pcxcxq,KR,GrandMaster,643,3539,54.3,2.4,4.9,12.4,0.0023307467330628
Kongo TV Dzicz,EUW,GrandMaster,635,3593,53.1,2.4,5.4,13.6,0.0023188902189529
PHTOM,LAS,Challenger,728,1402,54.0,2.6,4.5,13.4,0.0023126838886278
1v1 me labrov,EUW,GrandMaster,624,3698,52.8,1.6,5.1,13.5,0.0023103991777607
bgvc,KR,GrandMaster,609,3842,52.6,2.8,4.7,11.2,0.0023075802284083
FNTSY Pandá,PH,Challenger,502,2588,53.9,4.0,6.2,11.5,0.0023028608335568
3uphoria,EUW,GrandMaster,651,3484,53.6,2.3,4.7,12.2,0.0022998222755165
DRX B2ryL,KR,GrandMaster,635,3610,58.8,3.4,5.6,11.5,0.0022968539835249
Skýlinè,EUW,Challenger,845,951,53.8,5.6,6.6,8.2,0.0022877098293233
rwta th mana s,EUW,GrandMaster,633,3619,52.9,2.9,6.7,12.8,0.002284925857602
BEST POUTlNE QC,EUW,GrandMaster,639,3572,55.9,1.9,4.6,13.5,0.0022784264501114
Loc Emiel,EUW,GrandMaster,607,3864,54.7,1.2,4.9,13.2,0.00227837328945
Canbe,EUW,GrandMaster,660,3423,51.5,2.3,4.5,11.6,0.0022775257678702
뭐너가어쩔건데,KR,GrandMaster,605,3885,54.8,2.7,5.0,12.5,0.0022764526182103
fix ur FKIN game,EUW,GrandMaster,593,4028,51.2,2.2,5.1,12.7,0.0022690049119312
유징쓰,KR,Challenger,646,1759,56.0,3.5,4.1,9.1,0.0022687910261026
Nausicääa,EUW,GrandMaster,605,3883,54.7,2.4,5.0,12.1,0.0022599666903694
Shinomiya Kaguya,EUW,GrandMaster,598,3976,51.3,2.4,6.7,13.4,0.0022552921827094
Aymmy,EUW,GrandMaster,619,3740,53.1,2.9,5.5,11.8,0.0022419911964295
Sυng Jin Woø,EUW,GrandMaster,604,3892,54.4,1.8,5.2,14.6,0.0022419315543503
Let me sup,KR,GrandMaster,626,3684,58.9,2.1,4.0,12.7,0.0022402326714706
스트레스로돌연사,KR,GrandMaster,579,4152,55.2,4.8,6.2,10.9,0.002238446812172
스트레스로돌연사,KR,GrandMaster,579,4152,55.2,4.8,6.2,10.9,0.0022370950937938
crawling soul,BR,GrandMaster,648,3507,52.3,4.9,6.6,11.6,0.0022353113460224
Prymari,EUW,GrandMaster,633,3614,51.0,2.3,5.0,12.3,0.0022325115042387
Sυng Jin Woø,EUW,GrandMaster,604,3892,54.4,1.8,5.2,14.6,0.0022301823244128
Lord Garza,EUW,GrandMaster,579,4161,57.4,1.9,4.1,11.5,0.0022296716653568
Lord Garza,EUW,GrandMaster,579,4161,57.4,1.9,4.1,11.5,0.0022291772682035
유징쓰,KR,Challenger,646,1759,56.0,3.5,4.1,9.1,0.0022198315509561
PederseNN,EUW,GrandMaster,599,3969,56.0,2.2,5.3,13.0,0.0022012773096717
kurulean,EUW,GrandMaster,607,3863,52.0,1.8,5.5,13.0,0.0021977884654074
S0 Am i,VN,Challenger,503,2584,56.2,4.5,5.4,12.5,0.0021953605176016
YourMomIn4,LAN,GrandMaster,616,3775,54.9,5.3,6.0,9.2,0.002192462519854
Etheryan,EUW,GrandMaster,584,4120,60.5,2.6,3.9,13.7,0.002191111433355
MOONGIRL7,EUW,GrandMaster,613,3803,56.3,2.8,4.5,12.8,0.0021815079877856
MOONGIRL7,EUW,GrandMaster,613,3803,56.3,2.8,4.5,12.8,0.0021815069426475
Laguna R,EUW,GrandMaster,608,3861,53.7,3.7,5.7,12.6,0.0021802107043168
Abu Andrew Tate,OCE,GrandMaster,630,3645,54.6,3.7,4.3,9.3,0.0021778480305671
13another,VN,Challenger,538,2340,61.8,5.7,6.1,10.5,0.00217612507384
귀여워서 죄송합니다,KR,GrandMaster,578,4163,53.1,3.6,4.2,10.4,0.0021569260097559
Mamacitalul,BR,GrandMaster,582,4126,52.7,3.2,5.2,11.3,0.0021549640473842
UZI HIGHLIGHTS,BR,GrandMaster,608,3850,51.2,3.9,5.6,12.2,0.0021490453666133
Paolocannone,EUW,GrandMaster,703,3157,54.2,2.2,4.7,13.8,0.0021372587455457
TWTV 1KIND,OCE,GrandMaster,616,3770,54.2,4.6,8.3,11.9,0.0021323989596654
Moonsea,BR,GrandMaster,616,3777,55.3,1.8,4.9,15.0,0.0021274837717174
융 션,KR,Challenger,681,1589,59.3,1.5,4.5,12.4,0.0021268036149393
Ducky x,EUW,GrandMaster,584,4112,52.8,2.1,5.2,13.4,0.0021216206003614
Ducky x,EUW,GrandMaster,584,4112,52.8,2.1,5.2,13.4,0.002116890924343
Bot Aurelion,LAN,GrandMaster,619,3741,54.0,3.3,4.7,13.3,0.0021079497264607
pwvx hxx1063,EUW,GrandMaster,676,3328,55.7,2.5,5.0,13.0,0.0021062005827509
escοX,EUW,GrandMaster,588,4071,51.7,1.8,4.9,13.1,0.0021043261477576
졸려졸려,KR,GrandMaster,511,4883,57.8,1.6,3.4,12.0,0.0021039131427862
escοX,EUW,GrandMaster,588,4071,51.7,1.8,4.9,13.1,0.0021001344643375
JKG Pandora,BR,GrandMaster,605,3883,52.5,1.4,4.4,14.3,0.0020993596925282
na onda do pó,BR,GrandMaster,604,3887,51.1,2.5,4.9,13.6,0.0020992500751531
JKG Pandora,BR,GrandMaster,605,3883,52.5,1.4,4.4,14.3,0.0020953501702888
its Barlo,EUW,GrandMaster,581,4139,51.2,2.6,4.6,11.4,0.0020883300570713
RLB Brother Luis,EUW,GrandMaster,702,3179,55.6,2.0,5.7,13.3,0.0020864347437392
its Barlo,EUW,GrandMaster,581,4139,51.2,2.6,4.6,11.4,0.0020863939270206
Dammit Rakan,EUNE,Challenger,601,2040,56.1,5.1,4.4,11.1,0.0020841684235643
JKG Werpp,BR,GrandMaster,572,4242,54.3,2.9,4.9,13.8,0.0020760047127183
Sasiki,EUW,GrandMaster,561,4338,51.8,2.5,5.9,11.6,0.0020758331290099
Sasiki,EUW,GrandMaster,561,4338,51.8,2.5,5.9,11.6,0.0020748315933211
ClickJJ,EUW,GrandMaster,702,3172,54.1,3.5,6.2,12.1,0.0020712699306117
TianXinSup01,KR,GrandMaster,595,4012,63.6,1.4,5.0,13.3,0.0020689992599377
앞에총노리쇠후퇴,KR,GrandMaster,505,4958,58.0,4.5,4.5,9.2,0.0020686970995124
Shinki,OCE,GrandMaster,597,3988,54.3,2.5,4.4,13.1,0.002067756495649
SKT Keriaa,OCE,GrandMaster,596,3994,53.3,3.0,4.2,12.5,0.0020628657940976
UnReformedDragon,EUNE,GrandMaster,545,4500,55.3,4.8,5.3,11.6,0.0020578406260757
UnReformedDragon,EUNE,GrandMaster,545,4500,55.3,4.8,5.3,11.6,0.002057060372535
Falta de querer,EUW,GrandMaster,551,4452,55.0,3.4,5.3,11.3,0.002053585746583
Falta de querer,EUW,GrandMaster,551,4452,55.0,3.4,5.3,11.3,0.0020496206020749
ycx,KR,GrandMaster,535,4605,53.1,2.6,5.3,11.1,0.0020413723467558
Kita1,BR,GrandMaster,582,4136,50.5,2.7,6.6,13.4,0.0020387537474224
lf good girI,EUW,GrandMaster,571,4254,53.4,1.8,3.7,12.8,0.0020268677224052
lf good girI,EUW,GrandMaster,571,4254,53.4,1.8,3.7,12.8,0.0020264035531476
sofik,EUNE,GrandMaster,527,4704,57.0,2.4,5.2,14.5,0.0020244579263094
Raiden Ei Shogun,EUNE,GrandMaster,578,4175,54.9,1.8,4.5,12.0,0.0020208669780505
Raiden Ei Shogun,EUNE,GrandMaster,578,4175,54.9,1.8,4.5,12.0,0.0020208129961013
Wanted Charlove,BR,GrandMaster,591,4046,54.8,4.4,4.6,10.0,0.0020207256454985
sofik,EUNE,GrandMaster,527,4704,57.0,2.4,5.2,14.5,0.0020196793317083
xGmoFelix,EUW,GrandMaster,542,4540,55.6,2.6,4.8,12.1,0.0020168208804868
Kronisk Skeptisk,EUW,GrandMaster,663,3404,54.6,1.8,4.4,13.6,0.0020166306241855
lunardeli,BR,GrandMaster,570,4255,50.7,1.7,5.2,13.2,0.0020117744495378
xGmoFelix,EUW,GrandMaster,542,4540,55.6,2.6,4.8,12.1,0.0020075627134992
Trymmo,EUNE,Challenger,517,2469,60.5,3.9,7.7,12.9,0.002006294063159
dridro,EUW,GrandMaster,584,4111,52.1,2.4,4.1,12.7,0.0020058540684767
ParałÿZeD,LAS,GrandMaster,574,4225,54.1,6.3,5.7,9.7,0.0020040988966189
IlIIllllIlIlIl,EUW,GrandMaster,810,2790,58.4,3.2,5.0,13.0,0.0020027926544306
Road2Narnia,EUW,GrandMaster,695,3208,53.9,3.1,5.6,11.8,0.002000420615635
INT Baul,EUW,Challenger,845,956,58.8,3.5,4.8,12.9,0.0020003565015683
Kuhz,EUW,GrandMaster,576,4201,55.1,2.1,5.2,14.7,0.0019966085267772
Kuhz,EUW,GrandMaster,576,4201,55.1,2.1,5.2,14.7,0.0019965949398585
Trymmo,EUNE,Challenger,517,2469,60.5,3.9,7.7,12.9,0.0019910394269901
CuriousJoe,EUW,GrandMaster,564,4311,50.2,2.8,5.3,11.9,0.0019907143242223
CuriousJoe,EUW,GrandMaster,564,4311,50.2,2.8,5.3,11.9,0.0019904271497613
Poisonguy626,EUW,GrandMaster,547,4489,56.0,1.9,5.9,12.3,0.0019870280173268
C H I Q U Ï,LAN,GrandMaster,548,4479,57.6,2.7,5.3,13.3,0.0019869599014548
pocovirtuoso,EUW,Challenger,1069,296,54.2,2.3,5.5,14.3,0.0019862985316488
C H I Q U Ï,LAN,GrandMaster,548,4479,57.6,2.7,5.3,13.3,0.0019862963907729
Poisonguy626,EUW,GrandMaster,547,4489,56.0,1.9,5.9,12.3,0.0019862670078376
TwTv Viico7,BR,GrandMaster,543,4526,51.8,5.2,6.9,10.6,0.0019831656219557
APG Velthan,BR,GrandMaster,560,4335,51.1,1.8,4.8,13.2,0.0019718668405275
APG Velthan,BR,GrandMaster,560,4335,51.1,1.8,4.8,13.2,0.0019696292624595
Huevito,LAN,GrandMaster,562,4325,51.5,2.6,5.2,12.5,0.0019667779167917
EastGoblin,EUW,GrandMaster,589,4061,57.3,1.9,4.8,13.4,0.0019635148735377
PGE Snake,EUW,GrandMaster,603,3899,51.0,2.3,4.2,13.1,0.0019620925582884
Yap,BR,GrandMaster,559,4345,51.6,3.8,7.2,13.5,0.0019539366918984
Momo3,EUW,Challenger,997,465,53.4,3.7,5.8,13.0,0.0019530349962865
Yap,BR,GrandMaster,559,4345,51.6,3.8,7.2,13.5,0.0019510659197033
Amonos,LAN,GrandMaster,527,4706,57.8,4.5,6.3,10.8,0.001949452082876
Amonos,LAN,GrandMaster,527,4706,57.8,4.5,6.3,10.8,0.001948821968164
Synotic,EUW,GrandMaster,553,4429,51.7,2.3,5.5,12.9,0.0019446019503911
Newto,OCE,GrandMaster,562,4327,52.8,2.9,6.1,13.6,0.0019412777275422
Newto,OCE,GrandMaster,562,4327,52.8,2.9,6.1,13.6,0.001941162615442
BoskETI,EUW,GrandMaster,547,4482,50.7,3.4,5.4,11.1,0.0019395744176038
BoskETI,EUW,GrandMaster,547,4482,50.7,3.4,5.4,11.1,0.0019393994095726
eV Eplow,LAS,GrandMaster,542,4554,57.1,4.1,5.8,10.6,0.0019307396503265
eV Eplow,LAS,GrandMaster,542,4554,57.1,4.1,5.8,10.6,0.0019297095859113
Vel Style,EUW,GrandMaster,539,4572,51.8,3.1,6.9,10.5,0.0019245142333906
Ri Sails,EUNE,GrandMaster,526,4716,57.5,5.0,3.9,11.5,0.0019220985560781
Ri Sails,EUNE,GrandMaster,526,4716,57.5,5.0,3.9,11.5,0.001921110843126
Vel Style,EUW,GrandMaster,539,4572,51.8,3.1,6.9,10.5,0.0019196023462141
deadprince19,EUNE,GrandMaster,529,4679,63.6,2.5,4.8,14.1,0.0019168712227784
Unméi,EUW,GrandMaster,746,2952,53.4,3.0,5.1,12.1,0.0019161769172627
deadprince19,EUNE,GrandMaster,529,4679,63.6,2.5,4.8,14.1,0.00191502726789
D K º,EUW,GrandMaster,543,4525,51.0,4.2,5.4,10.4,0.0019116670013819
D K º,EUW,GrandMaster,543,4525,51.0,4.2,5.4,10.4,0.0019111546415631
珍愛生命遠離綠茶,TW,GrandMaster,516,4817,53.0,2.8,5.7,9.9,0.0019054478976134
我們可是純愛呢,TW,Challenger,624,1896,53.8,2.1,4.7,11.5,0.0019052906922943
珍愛生命遠離綠茶,TW,GrandMaster,516,4817,53.0,2.8,5.7,9.9,0.0019052084938629
Living Legeno,EUW,GrandMaster,525,4722,52.8,2.0,5.2,13.2,0.0018964921400419
Living Legeno,EUW,GrandMaster,525,4722,52.8,2.0,5.2,13.2,0.0018958231847484
gpetto,BR,GrandMaster,606,3876,51.8,2.7,5.2,12.3,0.0018928294326373
Meju,LAS,GrandMaster,530,4682,56.5,5.8,5.1,10.3,0.0018825594055379
Meju,LAS,GrandMaster,530,4682,56.5,5.8,5.1,10.3,0.001881187925235
MURILAAAAAAAAAAO,BR,Challenger,912,715,52.8,2.7,4.7,12.2,0.0018773158729943
GG Pepi,EUNE,GrandMaster,518,4791,55.3,2.6,6.1,13.0,0.0018620032148383
GG Pepi,EUNE,GrandMaster,518,4791,55.3,2.6,6.1,13.0,0.0018618461320394
Snabipojk,EUW,GrandMaster,601,3930,53.5,2.6,5.9,13.3,0.0018583822759165
MWD Kidiro v9,EUW,GrandMaster,741,2972,54.1,1.7,5.3,12.8,0.0018564995671547
Vengenesis,EUW,GrandMaster,525,4728,52.2,1.8,4.5,11.5,0.0018516851572934
Vengenesis,EUW,GrandMaster,525,4728,52.2,1.8,4.5,11.5,0.0018482323935898
VOICES ARE ßACK,EUW,GrandMaster,654,3459,55.6,2.0,3.7,13.4,0.0018469675239007
YørdleQuęęn,EUW,GrandMaster,521,4754,51.3,3.5,5.7,11.3,0.0018438496377185
imagine a legend,TR,Challenger,905,747,55.6,3.4,5.4,13.9,0.0018413232776695
Bleecky,BR,Challenger,916,682,56.0,2.3,5.4,13.9,0.0018362769491239
MKL Sol,PH,GrandMaster,515,4813,50.0,2.8,5.6,11.8,0.0018195511711871
DOKURČILO MI XD,EUNE,GrandMaster,537,4600,54.9,4.0,4.3,10.7,0.0018159636674441
225,OCE,GrandMaster,511,4884,55.5,5.0,6.1,12.1,0.001811369895208
KTCHORO O GATO,BR,GrandMaster,608,3857,52.3,5.9,5.6,9.8,0.0018112669109512
Amethyst A kelly,LAN,GrandMaster,571,4251,50.6,4.9,4.9,10.0,0.0018099723110769
Amethyst A kelly,LAN,GrandMaster,571,4251,50.6,4.9,4.9,10.0,0.0018090164664483
kauri,BR,GrandMaster,664,3397,54.9,2.5,4.4,12.8,0.0017950752932871
HEUN XINH GÁI,VN,Challenger,515,2486,57.5,4.9,5.0,11.0,0.0017854269285596
Caüse,BR,GrandMaster,704,3161,54.3,3.8,4.4,13.1,0.0017784919446936
Powerless Sorrow,RU,GrandMaster,501,5008,58.0,6.5,5.7,9.1,0.0017768967129568
Sätori,LAN,Challenger,623,1905,54.9,6.0,6.1,9.8,0.0017656998603205
Little Pawn,EUW,GrandMaster,485,5200,50.4,3.1,5.3,10.9,0.001739683529754
Boltox,EUW,GrandMaster,562,4316,54.1,2.6,5.2,12.6,0.0016813554420377
CT 9904,EUW,GrandMaster,615,3792,54.7,2.1,6.5,14.4,0.0016267013720279
1Sano,LAS,GrandMaster,536,4609,54.8,2.5,4.3,11.8,0.0016227717526637
Nubobo,EUW,Challenger,978,502,60.0,2.3,3.7,13.2,0.0016206957534937
HorniMichaaś,EUNE,GrandMaster,556,4396,60.4,3.5,3.9,13.0,0.001620606545859
HorniMichaaś,EUNE,GrandMaster,556,4396,60.4,3.5,3.9,13.0,0.001607666931212
ca phe muoi,VN,Challenger,603,2010,56.9,4.8,5.0,11.7,0.001594034355027
Mute And Pray,EUW,GrandMaster,665,3380,52.0,5.4,5.3,8.1,0.0015923440463562
Hououín Kyouma,LAN,Challenger,640,1798,55.0,6.0,6.6,7.4,0.0015683756502475
missss,BR,GrandMaster,727,3045,55.4,2.0,4.7,13.4,0.0015079384174229
GetABetterName,OCE,GrandMaster,605,3877,57.7,1.9,5.5,14.2,0.0014910064836918
GetABetterName,OCE,GrandMaster,605,3877,57.7,1.9,5.5,14.2,0.001490521259549
Noula,EUNE,GrandMaster,666,3377,52.7,4.0,6.4,12.4,0.0014585233135326
wustebulgarski,LAS,Challenger,557,2249,54.6,3.2,4.2,12.0,0.0014396435065527
Skyrrel,EUW,GrandMaster,666,3380,60.5,6.4,3.5,11.0,0.0014306739058588
Shaozhe1,TW,Challenger,532,2371,50.6,3.2,5.1,11.2,0.0014047815613171
Joker Was Here,LAN,GrandMaster,513,4869,49.4,6.1,6.1,9.2,0.0014018670816987
younce,BR,Challenger,963,543,52.8,2.0,4.4,12.1,0.0013925329203618
Thresh Maker,LAN,Challenger,624,1888,51.1,2.4,5.4,12.8,0.0013290869986859
Thresh Maker,LAN,Challenger,624,1888,51.1,2.4,5.4,12.8,0.0013231512376222
Bίlly Butcher,EUW,Challenger,843,963,54.5,1.0,3.2,13.4,0.0013179060498994
高振哲,TW,Challenger,533,2365,53.5,2.2,5.4,12.6,0.0012743176336075
Chaye,EUW,GrandMaster,515,4829,51.3,3.0,4.8,11.0,0.0012316740585627
Chaye,EUW,GrandMaster,515,4829,51.3,3.0,4.8,11.0,0.0012290713438415
Diviner,EUNE,Challenger,625,1887,55.1,4.8,5.0,10.6,0.0012234107430654
la mas envidiosa,LAS,Challenger,849,939,55.7,1.9,4.7,12.8,0.001213480152349
NoisyLand,TW,Challenger,540,2321,54.7,2.4,4.5,11.0,0.0012083456070464
esmeralda type,BR,GrandMaster,607,3856,52.3,2.6,4.5,13.7,0.0011925357115507
SuicideboysLover,RU,GrandMaster,553,4424,50.9,2.6,4.5,11.9,0.0011739774559063
SuicideboysLover,RU,GrandMaster,553,4424,50.9,2.6,4.5,11.9,0.0011663164885387
Just1,EUW,GrandMaster,610,3830,52.3,1.8,4.8,14.2,0.0011272836837815
Q vsj,LAN,Challenger,704,1509,57.6,7.0,5.2,8.0,0.0011021683644005
Mimilo285,LAN,GrandMaster,616,3768,51.8,3.5,5.6,10.6,0.0010909812369051
KPG CesarMachado,LAN,GrandMaster,575,4208,57.4,1.7,5.1,14.5,0.0010752213837909
KPG CesarMachado,LAN,GrandMaster,575,4208,57.4,1.7,5.1,14.5,0.001070648278966
Shingeki No Poro,LAS,Challenger,602,2017,50.7,2.2,3.6,12.8,0.0010429889711177
2knarkearb,BR,GrandMaster,874,2658,46.5,6.0,5.4,9.5,0.0010420675226754
Zlatorzova cola,EUNE,Challenger,615,1947,59.9,3.3,4.8,13.6,0.0009939741599709
T1nyyy,EUNE,Challenger,656,1702,53.3,2.2,5.0,14.3,0.0009584299804865
Bchau,VN,Challenger,521,2435,51.3,3.3,5.1,12.9,0.0009347473508774
Ăn Nói Xà Lơ 2,VN,Challenger,510,2523,50.9,3.1,5.4,12.0,0.0009247997043962
Zyors,LAS,Challenger,887,805,56.7,2.9,5.7,11.2,0.0009040310118017
Shunrím,EUW,GrandMaster,596,3998,54.5,2.0,5.2,12.3,0.0008822610525516
POLITICAGEM,BR,GrandMaster,796,2822,50.7,2.9,4.5,12.1,0.0008533421968008
Y4ma,EUW,GrandMaster,688,3254,52.5,2.0,4.8,13.1,0.0008493669568917
va mot lan cuoi,VN,Challenger,526,2408,57.3,2.8,5.0,11.9,0.0008135268845327
HenriSthel,BR,Challenger,915,689,52.5,2.3,4.3,13.1,0.0007827263480481
Elake,KR,Challenger,832,1002,57.2,3.5,6.0,11.1,0.0007602725611259
Louvi,EUNE,Challenger,766,1235,58.6,5.9,5.6,11.2,0.0007583777975834
1Zheyss,LAS,Challenger,641,1796,59.2,3.0,5.6,11.7,0.0007178923168192
Ronjac,EUNE,Challenger,717,1450,59.3,5.8,4.1,10.3,0.0007052507013066
Voluit,BR,GrandMaster,563,4320,59.1,3.6,5.6,12.8,0.000702184354451
ROLLS ROIDS,EUNE,GrandMaster,532,4658,56.3,4.4,5.2,14.0,0.0006797143862563
ROLLS ROIDS,EUNE,GrandMaster,532,4658,56.3,4.4,5.2,14.0,0.0006741075536606
SuppKing,EUNE,GrandMaster,571,4247,51.8,2.3,4.9,12.9,0.0006737153922665
Pinguím,BR,GrandMaster,732,3012,52.1,2.9,4.9,13.2,0.0006419338965091
FF Kovu,LAN,Challenger,623,1906,51.7,2.5,5.4,12.5,0.0005975800006945
Pentius,EUW,GrandMaster,555,4410,51.9,3.0,6.1,12.1,0.0005860477774327
nezhilil noah7,TW,Challenger,611,1963,51.7,5.0,4.0,7.5,0.0005843125678955
Pentius,EUW,GrandMaster,555,4410,51.9,3.0,6.1,12.1,0.0005836746492721
SuppKing,EUNE,GrandMaster,571,4247,51.8,2.3,4.9,12.9,0.0005772023150107
Aesenar,EUW,GrandMaster,656,3443,53.1,2.5,5.3,12.1,0.0005745169435385
Just an engineer,EUW,Challenger,1005,430,55.6,2.8,5.8,11.1,0.0005686145858838
Vaco,VN,Challenger,513,2501,60.1,4.1,8.1,12.5,0.0004958630922699
Yuukiyuuna,TW,Challenger,592,2095,51.8,2.0,4.1,11.2,0.0004686869884889
Ulí,EUW,GrandMaster,694,3214,53.3,2.8,5.8,12.1,0.0004653608525334
Matsouza,BR,GrandMaster,635,3594,53.9,2.4,5.1,13.8,0.0004100809031944
DRKSHDW BY RO,VN,Challenger,542,2310,57.9,4.7,5.3,12.2,0.0003083248944509
SadHappyClown,EUW,GrandMaster,517,4804,55.7,5.7,5.7,8.8,0.0002938949259615
SadHappyClown,EUW,GrandMaster,517,4804,55.7,5.7,5.7,8.8,0.0002912412236316
COMENDO LIXO,BR,GrandMaster,578,4167,51.1,2.8,5.5,11.5,0.0002890900759747
Cadu,EUW,GrandMaster,552,4438,51.7,2.9,6.2,11.6,0.000288324150281
COMENDO LIXO,BR,GrandMaster,578,4167,51.1,2.8,5.5,11.5,0.0002863323745748
Cadu,EUW,GrandMaster,552,4438,51.7,2.9,6.2,11.6,0.0002863124415731
Eskiper,EUW,GrandMaster,659,3424,55.4,2.2,5.3,12.5,0.0002732803148102
jüninho,BR,GrandMaster,780,2855,58.6,3.2,5.9,12.5,0.0002698252979734
Adrayon,VN,Challenger,562,2226,60.1,3.1,5.5,13.6,0.0001765824504581
Son Günüme Kadar,TR,Challenger,614,1949,55.9,6.7,5.1,8.4,0.0001478170816841
Kïer,BR,Challenger,1458,25,58.0,3.9,5.2,12.2,0.0001146076850965
Attenrislip,TR,Challenger,518,2457,65.3,5.5,5.6,14.7,0.0001080005238739
