,nombre_invocador,region,liga,lps,ranking_mundial,winrate_total,kills_player_kda,deaths_player_kda,assists_player_kda,score,Kongenvenderhjem,칸 나,BiIIy Butcher1,C9 Fudge,FΙGHT
144,안녕안녕하세요오,KR,Challenger,836,996,55.4,5.5,5.4,4.2,0.001716418455505,9.577468129492887e-05,0.0002780520335127,0.0002877596990591,0.000238312045187,0.0008165199964512
145,Sc4rfac3,EUW,GrandMaster,702,3170,54.3,4.0,4.3,5.0,0.0017164184534528,9.704563847132204e-05,0.000529056606245,0.0002668132624097,0.0005189913600555,0.0003045115862712
146,Kartoni Storaro,EUNE,Challenger,723,1423,59.9,7.3,5.4,6.4,0.0017081779636725,9.769184560782044e-05,0.0003181850003253,0.0003863907220154,0.0003094077995377,0.0005965025961861
147,WPE Austèrity,PH,Challenger,866,883,57.4,9.6,6.1,6.3,0.0017080706610551,9.452463231232096e-05,0.0002729247202709,0.0002797286527343,0.0002310409543248,0.0008298517014126
148,ΑrchΦiend,EUW,GrandMaster,711,3112,60.0,6.2,6.0,5.6,0.0017074910463338,9.080124117990152e-05,0.0005762724106383,0.0002617292694786,0.0004649781461308,0.0003137099789061
149,Nillee,EUW,GrandMaster,857,2684,52.9,4.9,5.1,4.7,0.0017060766488351,9.14425502310305e-05,0.0004914149134141,0.0003094846829031,0.0004555023346931,0.0003582321675935
150,Dìesel,EUW,Challenger,769,1225,55.8,3.4,4.4,5.9,0.0017033929827357,9.390011775088064e-05,0.0003297119385159,0.0002868223645013,0.0002639205080974,0.0007290380538701
151,AlphaGo test 06,KR,Challenger,879,829,56.9,4.9,4.9,4.5,0.0017004786396543,9.4493991024223e-05,0.0002645965485624,0.0002817042257932,0.0002265827468003,0.000833101127474
152,SOLOBOLO123,BR,GrandMaster,682,3293,54.0,4.5,5.3,5.3,0.0016956074900008,9.085267962352983e-05,0.0006618550141702,0.0002318481551211,0.0004050566405693,0.0003059950005165
153,Ssumdayday,EUW,GrandMaster,781,2852,54.5,4.6,3.8,4.9,0.0016941489195741,9.41371144385472e-05,0.0005552479079302,0.0002672091186457,0.0004209107149269,0.0003566440636327
154,qwazss,KR,Challenger,830,1006,57.5,4.0,3.7,4.8,0.0016934666567897,9.35413787231156e-05,0.0003217273536557,0.000304298735835,0.0002641286317335,0.0007097705568423
155,łeozd,LAS,Challenger,890,795,51.6,5.7,4.7,5.7,0.0016880364740113,9.437100556389862e-05,0.0002614937433312,0.0002803132974406,0.0002241945126458,0.0008276639150295
156,vxRio887288,OCE,Challenger,813,1061,54.0,4.8,5.1,3.9,0.0016874597983512,9.420217067621092e-05,0.0002844696497809,0.000292908223137,0.0002433330240452,0.0007725467307116
157,GPGustavo,BR,GrandMaster,667,3373,51.8,6.1,6.5,5.5,0.0016849388771408,9.048219198423671e-05,0.0006236228006835,0.0002386977080398,0.0004363227770105,0.0002958133994226
158,ViV Twelve,EUW,Challenger,860,900,55.9,5.2,5.4,5.7,0.0016832847439802,9.444741453553636e-05,0.0002709917574204,0.0002815486732117,0.0002312835072983,0.0008050133915142
159,Gruiku,EUW,GrandMaster,588,4076,52.1,5.4,6.9,5.8,0.0016828905430066,8.925045527095146e-05,0.0006521864505017,0.000212796981919,0.0004876475581705,0.0002410090971442
160,Gruiku,EUW,GrandMaster,588,4076,52.1,5.4,6.9,5.8,0.0016828905430066,8.911841017503677e-05,0.0006383325176371,0.000208487765899,0.0004545122706681,0.0002408970971032
161,Gruiku,EUW,GrandMaster,588,4076,52.1,5.4,6.9,5.8,0.0016313480614825,8.925045527095146e-05,0.0006521864505017,0.000212796981919,0.0004876475581705,0.0002410090971442
162,Gruiku,EUW,GrandMaster,588,4076,52.1,5.4,6.9,5.8,0.0016313480614825,8.911841017503677e-05,0.0006383325176371,0.000208487765899,0.0004545122706681,0.0002408970971032
163,Son of Barbaroon,RU,Challenger,861,899,62.4,5.2,4.4,9.1,0.0016819009436238,9.473619002311506e-05,0.0002693376134227,0.0002809257218619,0.0002300503010681,0.0008068511172478
164,no limits1,EUW,GrandMaster,827,2743,52.9,3.8,4.0,6.0,0.0016817869737073,8.981288987198639e-05,0.0003824849704654,0.0003692912599543,0.0005492931151074,0.0002909047383081
165,Diluc,TR,Challenger,667,1652,51.1,7.4,7.3,5.2,0.0016762879946189,9.345880853044922e-05,0.0003662389046853,0.0003201673250531,0.0003083477348419,0.0005880752215081
166,Go Ha Go Ha,EUW,Challenger,843,961,52.2,4.3,4.7,5.9,0.0016741735634346,9.42168927586989e-05,0.000275040081713,0.0002841634101921,0.0002340597133422,0.0007866934654284
167,JeIIy,TR,Challenger,844,959,54.4,6.2,6.1,8.0,0.0016736022468087,9.427505428355336e-05,0.0002743315380129,0.000283068515286,0.0002336957144978,0.0007882314247283
168,askın olayım,EUW,Challenger,853,923,54.5,3.5,4.4,6.2,0.0016714119827614,9.422726249118648e-05,0.0002726044265171,0.0002841853474125,0.0002330223155646,0.0007873726307759
169,Lesions,LAS,GrandMaster,542,4545,61.6,4.1,4.4,8.1,0.0016708795779969,8.710113294107523e-05,0.0006900465282335,0.0001982080319891,0.0004745864333618,0.0002209374514712
170,Lesions,LAS,GrandMaster,542,4545,61.6,4.1,4.4,8.1,0.0016708795779969,8.710075427096077e-05,0.0006881095220107,0.0001979066931568,0.0004715031049167,0.0002209730790327
171,Lesions,LAS,GrandMaster,542,4545,61.6,4.1,4.4,8.1,0.001665593153388,8.710113294107523e-05,0.0006900465282335,0.0001982080319891,0.0004745864333618,0.0002209374514712
172,Lesions,LAS,GrandMaster,542,4545,61.6,4.1,4.4,8.1,0.001665593153388,8.710075427096077e-05,0.0006881095220107,0.0001979066931568,0.0004715031049167,0.0002209730790327
173,Rwrkd Darkhike,TR,Challenger,840,969,53.0,6.2,5.5,3.8,0.0016688029339688,9.432596507787465e-05,0.0002754382117281,0.0002809630588674,0.0002337531969185,0.0007843225013769
174,awr,PH,Challenger,821,1040,57.6,6.9,5.6,6.6,0.0016664718805508,9.45638472175676e-05,0.0002809087522415,0.0002822874751832,0.0002378000259234,0.000770911779985
175,XΥΖ,EUW,Challenger,860,900,57.1,5.2,4.3,5.3,0.0016654827363196,9.432112303579764e-05,0.0002720310081165,0.0002789578147178,0.0002312240750732,0.0007889487153763
176,Rich3,KR,Challenger,655,1712,56.8,4.8,5.2,5.8,0.0016637707545719,9.904844080240588e-05,0.0003680314546116,0.0003104267299186,0.000316778220902,0.0005694859083371
177,AdoReolEve,BR,GrandMaster,728,3037,54.8,6.8,5.7,4.6,0.0016625922131558,9.127769612329452e-05,0.0005828682896863,0.0002502401035422,0.0004077646703532,0.0003304414534506
178,Kuzy 1,BR,GrandMaster,865,2667,53.8,4.9,4.9,5.3,0.0016611417413116,9.194386266424247e-05,0.0005172377353115,0.0002771288875862,0.0003942975568686,0.0003805336988808
179,This game canwin,KR,GrandMaster,593,4027,54.8,3.9,3.8,4.6,0.0016596143429186,8.89722391193481e-05,0.0007035035141844,0.0002048094404051,0.0004123278037198,0.0002500013454898
180,This game canwin,KR,GrandMaster,593,4027,54.8,3.9,3.8,4.6,0.0016596143429186,8.897245395364526e-05,0.0007023950253427,0.0002047804112287,0.0004120563164139,0.0002499856709172
181,This game canwin,KR,GrandMaster,593,4027,54.8,3.9,3.8,4.6,0.0016581898778563,8.89722391193481e-05,0.0007035035141844,0.0002048094404051,0.0004123278037198,0.0002500013454898
182,This game canwin,KR,GrandMaster,593,4027,54.8,3.9,3.8,4.6,0.0016581898778563,8.897245395364526e-05,0.0007023950253427,0.0002047804112287,0.0004120563164139,0.0002499856709172
183,상록중,KR,Challenger,704,1515,65.6,4.9,4.6,5.9,0.0016572520033414,9.492932626812746e-05,0.000335779379916,0.0003136624919186,0.0002891768675582,0.0006237039376803
184,qazxcxz,OCE,Challenger,838,985,61.0,7.3,5.9,5.1,0.0016546663094575,9.44442685867916e-05,0.000275457758943,0.0002789124301779,0.0002333600397062,0.0007724918120435
185,Peentakilo,EUNE,Challenger,619,1926,55.8,8.4,5.6,4.0,0.0016519403453648,9.687474712130226e-05,0.000363043758653,0.0003704830456556,0.0003675371286461,0.0004540016652887
186,Kât l ï Äm,EUW,GrandMaster,815,2778,58.1,5.5,3.5,4.6,0.0016516001671401,9.30761545640968e-05,0.0003459174902207,0.0003724697317777,0.0005694998851048,0.0002706369054727
187,weilaihuanweilai,KR,GrandMaster,673,3341,52.5,4.6,4.3,5.2,0.0016497572250819,9.129147520305654e-05,0.000572165761309,0.0002464001809004,0.0004413750336696,0.0002985247739996
188,Yöönšeül,LAS,Challenger,824,1023,50.7,4.3,5.1,8.0,0.0016474780504907,9.425967037306018e-05,0.0002781257308919,0.0002807737143084,0.0002356231923679,0.0007586957425493
189,emot1on,BR,GrandMaster,694,3235,55.3,5.6,5.6,4.7,0.0016444523396879,9.22727095583616e-05,0.0005755799649319,0.0002440727231787,0.0004223252493926,0.0003102016926262
190,HKS Heavy,BR,GrandMaster,660,3432,51.5,5.6,5.1,5.0,0.001643702074512,9.074595338542712e-05,0.0006011690949508,0.0002344131400743,0.000426590889564,0.0002907829965373
191,Papas Doradas,LAS,Challenger,775,1196,57.3,7.2,4.6,6.9,0.0016436244391373,0.0001014609006483,0.0002899020893487,0.0002886473666127,0.0002528771459406,0.0007107369365868
192,Maybe worth its,BR,GrandMaster,806,2801,53.6,5.7,5.7,5.9,0.0016403906522137,9.616394520694808e-05,0.0005228724029245,0.0002610512872728,0.0003961801419556,0.0003641228748537
193,willing555,EUW,GrandMaster,685,3275,52.8,5.6,5.2,6.7,0.0016354459761366,9.025733096097962e-05,0.0006879230455906,0.0002111500132397,0.0003472439681579,0.0002988716181872
194,Diass,TR,Challenger,765,1235,53.2,5.5,4.2,4.9,0.0016347908453324,9.403656135414636e-05,0.0002976385908167,0.000293732868297,0.0002533304091755,0.0006960524156889
195,LouiseBerna,EUW,Challenger,760,1273,71.3,7.1,4.0,6.1,0.0016346397723217,9.600583131150016e-05,0.0003042673545009,0.0002859822263306,0.0002566695827712,0.0006917147774073
196,lonely eboy,LAN,Challenger,846,950,52.8,4.5,2.6,4.5,0.0016339250010648,9.416752590835154e-05,0.0002708148333411,0.0002778577513476,0.0002298900479091,0.0007611948425584
197,White Snow,EUW,GrandMaster,660,3425,52.8,5.3,4.6,5.4,0.0016338908899556,9.030303943749658e-05,0.0005839260722351,0.0002389824409566,0.0004300586487217,0.0002906206886046
198,White Snow,EUW,GrandMaster,660,3425,52.8,5.3,4.6,5.4,0.0016338908899556,9.125801572522284e-05,0.0004850510982182,0.0002097712820496,0.0003241005991901,0.0002888996573904
199,White Snow,EUW,GrandMaster,660,3425,52.8,5.3,4.6,5.4,0.0013990806525736,9.030303943749658e-05,0.0005839260722351,0.0002389824409566,0.0004300586487217,0.0002906206886046
200,White Snow,EUW,GrandMaster,660,3425,52.8,5.3,4.6,5.4,0.0013990806525736,9.125801572522284e-05,0.0004850510982182,0.0002097712820496,0.0003241005991901,0.0002888996573904
201,CU Ego,EUW,GrandMaster,655,3450,56.7,5.8,4.7,5.2,0.0016316921753087,9.004463934204356e-05,0.000634165286039,0.000223273519869,0.0003954845698862,0.0002887241601725
202,010,EUW,GrandMaster,627,3672,53.5,5.5,5.0,5.5,0.0016312271608527,9.145625729940388e-05,0.000670947968627,0.0002097898319161,0.0003850575975653,0.0002739755054448
203,Gewinnbarr,EUW,GrandMaster,742,2971,54.9,4.6,5.0,5.9,0.0016309187948101,9.968937532328196e-05,0.0004580474729998,0.0002622837889783,0.0005520048398568,0.0002588933176518
204,ZeusGalaVital,EUW,Challenger,820,1035,52.2,6.1,6.9,6.1,0.0016294779210552,9.422174709070366e-05,0.0002798311012677,0.0002771305586216,0.0002353775242938,0.0007429169897812
205,kookykrook,EUW,Challenger,791,1143,52.0,4.0,4.7,5.0,0.0016280130417414,9.417207324773828e-05,0.0002888911066009,0.0002824525743295,0.0002434472764637,0.0007190500110993
206,Kingicepop,EUW,GrandMaster,685,3271,52.4,5.9,5.8,5.6,0.001627599774047,9.304785104171742e-05,0.0006390636046849,0.0002199753839719,0.0003672911087038,0.0003082218256445
207,Witnesss Me,EUW,Challenger,723,1417,53.7,5.0,4.3,5.4,0.0016261804396893,9.413749131218492e-05,0.000329712967376,0.0002833127944437,0.0002677014065855,0.0006513157799717
208,MadDog OfShimano,BR,GrandMaster,642,3542,53.7,5.1,5.4,8.9,0.0016248090816718,9.189705072349542e-05,0.0006045713719728,0.0002260616746845,0.0004195944123835,0.0002826845719073
209,PatkicaA,EUW,GrandMaster,699,3193,62.1,4.9,3.9,6.3,0.0016241767914216,9.273072446678692e-05,0.0006180670354561,0.0002252673444028,0.0003752719303266,0.0003128397567692
210,죽림초,KR,Challenger,806,1089,52.0,4.7,4.6,4.4,0.0016228231851556,9.441922243666383e-05,0.0002833815413814,0.0002896948395743,0.0002420693244363,0.0007132582573267
211,NNJ RagingNipps,PH,Challenger,808,1087,56.0,7.1,5.1,6.9,0.0016214388431814,9.442419723358854e-05,0.0002824357000376,0.0002788601481913,0.0002384219038257,0.000727296893893
212,Nahkffs,LAN,Challenger,722,1425,53.2,6.5,6.3,6.0,0.0016172913632615,9.378078522292214e-05,0.0003348368320234,0.0002748269826404,0.000264184801647,0.0006496619617277
213,KHADIKING,LAS,Challenger,736,1374,61.8,7.4,4.6,4.4,0.0016161837861004,9.854727393361406e-05,0.000306123986613,0.0002888719565146,0.0002624425246076,0.0006601980444315
214,oOYi一JiangOo,TW,Challenger,796,1128,57.6,6.6,4.9,4.3,0.0016159540529182,9.418755757523884e-05,0.0002859731277059,0.000279424373078,0.0002407040761619,0.000715664918397
215,paiN Wizer,BR,GrandMaster,857,2683,54.2,6.9,5.6,6.0,0.0016152891120529,9.330269586765662e-05,0.0004878992809253,0.0002727120483254,0.0003843838127175,0.0003769912742168
216,Stargazer7,LAS,Challenger,754,1296,53.4,5.2,5.1,5.6,0.0016146963873647,9.398994889615124e-05,0.0003027777342875,0.0002866130444067,0.0002539896473066,0.0006773260124675
217,Sandflame,EUW,GrandMaster,703,3166,53.7,4.7,4.5,6.5,0.0016124336350418,9.08170376549259e-05,0.0005386458778785,0.000252389034473,0.0004161741021277,0.0003144075829077
218,HıtIer,LAN,Challenger,683,1579,56.5,6.7,5.4,5.7,0.0016109844123722,9.409133756716604e-05,0.0003353475217397,0.0003061113101257,0.0002865375941445,0.000588896648795
219,u should know me,EUW,GrandMaster,685,3281,52.2,4.7,5.1,5.7,0.0016087326281435,9.118451113349664e-05,0.0005993693886016,0.0002285327686115,0.0003835915156332,0.0003060544441636
220,Han shu2,EUW,Challenger,762,1255,60.6,5.7,5.2,4.3,0.001608198057596,9.399346815691525e-05,0.0002999089436015,0.000286231887205,0.0002528430369824,0.00067522072165
221,kafari,VN,Challenger,530,2389,53.3,5.6,5.2,5.8,0.0016081628209709,9.2432226759995e-05,0.0004343425121657,0.0003031801549315,0.0003808155145897,0.0003973924125238
222,Mito Supremo,BR,GrandMaster,794,2827,51.9,5.1,5.2,5.5,0.0016062226899138,9.224429128421682e-05,0.0005110373244457,0.0002613197853064,0.0003850728511094,0.0003565484377678
223,xRoyal,EUW,Challenger,791,1145,52.7,5.1,4.8,4.6,0.0016037198006645,9.776297152789264e-05,0.0002837249893912,0.0002738675766537,0.0002401280808443,0.0007082361822472
224,Kill,RU,Challenger,706,1502,51.9,7.1,5.8,5.6,0.0016026296391953,9.40426592882512e-05,0.0003357518407898,0.0002778152880743,0.0002681685104503,0.0006268513405925
225,Εemo,JP,Challenger,779,1190,55.2,5.5,5.4,6.6,0.001601899107796,9.660032126597018e-05,0.0002880358309572,0.0002753449129287,0.0002428506427435,0.0006990673999005
226,Viv Mor Est,BR,GrandMaster,636,3587,53.3,4.1,4.9,5.9,0.0016008305828354,9.126144721727438e-05,0.0006090578735505,0.0002196651893913,0.0004022122545502,0.0002786338181259
227,Bieshuomeibanfa,KR,Challenger,786,1163,56.3,5.3,5.3,5.0,0.0015998982445961,9.434063950339892e-05,0.0002878036317445,0.0002766607717802,0.0002410983924083,0.0006999948091594
228,FUR Gru,BR,GrandMaster,907,2642,57.4,6.6,5.4,5.3,0.0015992389220498,9.5026709014514e-05,0.0004966879193795,0.0002579695302683,0.000359196590984,0.0003903581724034
229,MySwordCrimson,EUW,Challenger,764,1241,51.6,5.0,4.2,4.7,0.0015984245222831,9.407503379920268e-05,0.0002966112863613,0.0002819195767957,0.0002487812769403,0.0006770373483863
230,YAHAYA ABDULLAHI,EUNE,Challenger,600,2044,61.3,5.9,3.9,6.4,0.001593918377089,9.301715655541371e-05,0.0003845866486765,0.0003196353831555,0.0003417447774824,0.0004549344112191
231,亮德同學,TW,Challenger,688,1562,55.4,5.4,5.0,4.8,0.0015922650928296,9.392085025894704e-05,0.0003323392548419,0.0002927860141984,0.0002771754080534,0.0005960435654767
232,jjking10,EUW,Challenger,763,1242,52.9,4.8,5.0,4.3,0.0015914191886643,9.413030262721332e-05,0.0002972849612806,0.0002785988432195,0.0002479386257273,0.0006734664558096
233,bagus,SG,Challenger,776,1187,56.5,7.3,5.6,6.4,0.0015911463233371,9.419542306901224e-05,0.0002896456533923,0.0002784460650241,0.0002432943272626,0.0006855648545889
234,kh1234,VN,Challenger,504,2572,55.0,7.3,5.1,5.7,0.0015904445085535,0.000101050306295,0.0003950109591503,0.0003136858014548,0.0004404912958216,0.0003402061458315
235,Erisipela,BR,GrandMaster,722,3073,51.1,4.9,4.0,5.6,0.0015893411465387,9.104123911811153e-05,0.000543019173301,0.0002441253802954,0.0003861901534316,0.0003249652003924
236,어리고싶다,KR,GrandMaster,739,2982,54.6,5.3,5.7,4.8,0.0015891591615881,9.229202109955411e-05,0.000528130379856,0.0002488253012226,0.0003810235349456,0.0003388879244641
237,Sasuke Uchiwa,BR,GrandMaster,604,3896,51.6,5.3,5.6,8.1,0.0015884202061881,9.210362722372476e-05,0.0006462660177715,0.0002030413816771,0.0003895000077089,0.0002575091718067
238,gymslacker,EUW,GrandMaster,637,3595,61.7,6.2,5.3,6.3,0.0015867908019331,9.30089793576682e-05,0.0006169946171624,0.0002130088236808,0.0003845241703872,0.0002792542113448
239,Necromartin,EUNE,Challenger,720,1434,54.1,4.3,4.2,6.9,0.0015849672791043,9.391020019447298e-05,0.000313974879033,0.0002874413927862,0.0002627131512672,0.0006269276558233
240,1vsAll,KR,Challenger,719,1438,56.8,4.0,4.2,4.3,0.0015848528216658,9.381134756635416e-05,0.0003162603353177,0.000289589087636,0.0002654022620837,0.0006197897890619
241,Qwacker,EUW,GrandMaster,642,3543,56.9,6.6,4.8,5.0,0.0015806865484802,9.049452582193442e-05,0.0006411425396458,0.0002081896365313,0.0003593930268175,0.0002814668196635
242,PHẤN ĐÀO,VN,Challenger,761,1260,52.6,6.0,5.3,5.3,0.0015778233142749,9.442621159218294e-05,0.0002940321027841,0.0002753353274956,0.0002446886468829,0.0006693410255199
243,KAURUYPQTY,EUW,GrandMaster,809,2793,61.1,5.8,4.3,5.2,0.0015760272500685,9.332227720031127e-05,0.0004986084469148,0.0002543083217542,0.0003685318156699,0.0003612563885291
244,Mr White,OCE,Challenger,717,1442,54.8,4.6,5.3,4.2,0.0015723467508397,9.382305734366303e-05,0.0003139976101364,0.0002858704914456,0.0002625538931011,0.0006161016988128
245,Gear 5 God Nika,LAN,Challenger,750,1319,56.8,6.0,5.4,6.7,0.0015719746518618,0.0001004469900035,0.000295015973641,0.0002734320092595,0.0002506646183688,0.0006524150605888
246,horderrr,EUW,Challenger,750,1319,54.0,4.5,4.7,5.5,0.0015702687993935,9.413918243827351e-05,0.0003045713861388,0.0002781459162634,0.0002535581022698,0.0006398542122831
247,FX Tay,BR,GrandMaster,820,2751,55.6,6.0,4.7,5.7,0.0015700010628706,9.344899575735512e-05,0.0005460782194509,0.00023202355893,0.0003343472972261,0.000364102991506
248,현기증나는사람,KR,Challenger,724,1414,53.1,4.6,4.5,5.1,0.001567648895794,9.383952992410637e-05,0.0003117142887796,0.0002785558709786,0.0002571198286401,0.0006264193774714
249,BL King Mantis,EUW,GrandMaster,647,3509,52.7,6.3,6.1,4.5,0.0015663171485653,9.021159484144724e-05,0.0005942054248978,0.0002180651001469,0.0003808110943552,0.0002830239343237
250,Mei You Qing Xu,EUW,Challenger,797,1123,54.8,4.3,4.7,4.8,0.0015658112557155,0.0001039088957495,0.0002764814253631,0.0002726005551423,0.0002408951867788,0.0006719251926816
251,yddkbwp,LAN,GrandMaster,584,4118,56.6,6.2,5.0,5.3,0.0015655078314354,8.871454614870667e-05,0.0006822202799397,0.0001910427166607,0.0003603201588341,0.0002432101298521
252,yddkbwp,LAN,GrandMaster,584,4118,56.6,6.2,5.0,5.3,0.0015655078314354,8.871060363314939e-05,0.000679006804711,0.0001910387033196,0.0003598785257084,0.0002432132596641
253,yddkbwp,LAN,GrandMaster,584,4118,56.6,6.2,5.0,5.3,0.0015618478970365,8.871454614870667e-05,0.0006822202799397,0.0001910427166607,0.0003603201588341,0.0002432101298521
254,yddkbwp,LAN,GrandMaster,584,4118,56.6,6.2,5.0,5.3,0.0015618478970365,8.871060363314939e-05,0.000679006804711,0.0001910387033196,0.0003598785257084,0.0002432132596641
255,P42 Shadowsong,LAN,Challenger,717,1445,63.9,6.8,4.0,4.9,0.0015632647659061,9.40637499730034e-05,0.0003134453905685,0.0002825882998966,0.0002613956543896,0.0006117716710783
256,meololi,VN,Challenger,552,2265,58.9,7.5,6.1,5.7,0.0015631905226932,0.0001020589298489,0.0003766766929796,0.0003133833797936,0.0003770415948469,0.000394029925224
257,41205,EUW,GrandMaster,625,3696,62.1,6.3,4.4,5.3,0.0015628314606853,9.32574278308944e-05,0.0006009870695821,0.0002103163879469,0.0003875461558674,0.0002707244194578
258,undertheironsea,BR,GrandMaster,644,3533,51.8,4.9,4.6,5.8,0.0015627256968852,9.005904354800861e-05,0.0005753032076079,0.0002230944981061,0.0003920574753459,0.0002822114722771
259,My Angel Yuchan,LAS,Challenger,600,2046,54.7,6.7,5.4,4.9,0.0015620324204431,9.49679161257469e-05,0.0003961429131914,0.0002764349354236,0.0003123232786553,0.000482163377047
260,갈과 배 음료,KR,Challenger,671,1634,52.5,4.0,3.7,5.5,0.001561777348925,9.382055242856888e-05,0.0003346540487508,0.0002908437594183,0.0002798639324221,0.0005625950559052
261,Randy VI,LAN,Challenger,630,1856,53.0,6.4,4.3,5.4,0.0015608088150081,9.471460142834245e-05,0.0003633506863978,0.000287057443772,0.0002996129583676,0.0005160731250423
262,Allo1,KR,GrandMaster,667,3370,52.4,4.9,5.3,5.7,0.0015600854324781,9.188087302148916e-05,0.0005633334132815,0.0002265262549926,0.0003795743508236,0.0002987705403588
263,Hakari,BR,GrandMaster,850,2692,54.1,5.5,5.4,4.8,0.0015535623451872,9.205009346664442e-05,0.0004795862847644,0.0002563416752469,0.0003521809821831,0.000373403309526
264,워키라카토키,KR,GrandMaster,642,3544,53.7,4.0,4.1,5.7,0.0015524718423603,9.067105792798762e-05,0.0005859624575186,0.0002173276197025,0.0003749869331553,0.0002835237740557
265,Hobbi,EUNE,Challenger,685,1572,59.1,6.7,3.0,4.0,0.0015494437138912,9.406241069931684e-05,0.0003253016277502,0.0002826080977508,0.0002697686708943,0.0005777029067963
266,lasovademesmeris,RU,Challenger,717,1450,56.7,7.9,5.1,5.7,0.0015492257190365,9.376439487972048e-05,0.0003168463562115,0.000273185128549,0.0002579293987858,0.0006075004406104
267,ANTETOKOUNMPO 34,BR,GrandMaster,694,3217,53.0,5.6,5.3,5.7,0.0015491961702669,9.121854473829322e-05,0.000554605408817,0.0002279077860753,0.0003633878120434,0.0003120766185927
268,꼬집어,KR,Challenger,719,1437,54.7,4.8,5.2,5.8,0.001548252562336,9.432147277621096e-05,0.0003116807734329,0.0002729696578021,0.0002553505823769,0.0006139300759477
269,timed,LAS,Challenger,730,1393,60.6,5.2,4.6,7.2,0.001546174888353,0.0001012375057904,0.0002986742979766,0.0002728617843628,0.00025434000818,0.0006190612920429
270,RISE Vidal,BR,GrandMaster,653,3486,57.7,5.5,5.8,6.4,0.0015458517096702,9.9790400645213e-05,0.0005208672500125,0.0002255146985499,0.000417833032433,0.0002818463280295
271,千裡獨行,TW,Challenger,753,1300,54.5,5.8,4.9,5.3,0.0015456908969338,0.0001014396329828,0.0002888842254699,0.0002692968511902,0.0002459392679421,0.0006401309193488
272,xAnubisDarkx,LAS,Challenger,672,1630,53.9,5.5,4.7,5.5,0.0015450687772312,9.95590705681073e-05,0.0003244868091148,0.000279231165252,0.0002745045869918,0.0005672871453045
273,Antcliff,EUW,GrandMaster,603,3900,50.1,5.1,5.0,4.6,0.0015433727549645,8.89066299483941e-05,0.0006038612310208,0.0002063343763055,0.0003902681341041,0.0002540023835856
274,Kitanø,EUW,GrandMaster,657,3451,52.9,4.4,4.0,5.1,0.0015431889021007,9.050480111424124e-05,0.0005543239397878,0.0002246396380118,0.000387645112155,0.0002860754110316
275,Quinncidence,EUW,GrandMaster,814,2783,56.2,4.2,4.3,6.3,0.0015431037528167,0.0001018006981894,0.000482183777544,0.0002423749190174,0.000363220650728,0.0003535237073377
276,your daddy girl,BR,Challenger,907,733,56.2,6.1,4.9,5.8,0.0015423240313975,0.0001072853406226,0.0002469721685005,0.0002693009353443,0.0002207829955115,0.0006979825914185
277,jax w da blicky,EUW,GrandMaster,592,4042,59.4,4.7,4.1,5.4,0.0015417802136584,8.860839220688699e-05,0.0005996640467273,0.0002046534661643,0.0004032224874445,0.0002456318211154
278,jax w da blicky,EUW,GrandMaster,592,4042,59.4,4.7,4.1,5.4,0.0015417802136584,8.86173154912184e-05,0.0005995478534326,0.0002046769387411,0.000402266942667,0.0002459297749455
279,jax w da blicky,EUW,GrandMaster,592,4042,59.4,4.7,4.1,5.4,0.0015410388252775,8.860839220688699e-05,0.0005996640467273,0.0002046534661643,0.0004032224874445,0.0002456318211154
280,jax w da blicky,EUW,GrandMaster,592,4042,59.4,4.7,4.1,5.4,0.0015410388252775,8.86173154912184e-05,0.0005995478534326,0.0002046769387411,0.000402266942667,0.0002459297749455
281,happy sally,TR,Challenger,758,1279,57.6,6.3,4.3,5.4,0.0015393041164358,9.396237295217742e-05,0.0002942381890775,0.0002710897016893,0.0002442503712106,0.0006357634815062
282,Zac ou Dodge,BR,GrandMaster,787,2848,51.4,4.6,4.1,7.1,0.0015384433313178,9.115784703214684e-05,0.0005616863000054,0.0002227516249018,0.0003253161830308,0.0003375313763475
283,뭐라고번역하지,KR,GrandMaster,613,3799,53.5,5.0,5.0,4.4,0.0015382229169842,8.967069258343915e-05,0.0005899127555843,0.0002104736382105,0.0003845923262154,0.0002635735043905
284,Mothérs Milk,EUNE,Challenger,619,1925,53.8,4.9,3.9,6.3,0.001537693143554,9.328731856281536e-05,0.000366218339772,0.000284591606798,0.0002996881624578,0.0004939077159632
285,Yumeko,PH,Challenger,711,1475,56.6,6.5,4.0,6.2,0.0015374015402926,9.375047659990764e-05,0.00031807922195,0.0002694081798454,0.0002568801413555,0.0005992835205415
286,l Uta l,BR,Challenger,851,931,52.9,6.2,5.6,5.2,0.0015371096238222,0.0001069722739777,0.000259899657676,0.0002690437552952,0.0002301613858378,0.0006710325510354
287,TOP GRAND CANYÔN,EUW,GrandMaster,771,2881,51.8,5.5,5.1,4.5,0.0015363690030049,9.292593354300684e-05,0.0004850102188242,0.0002490854295195,0.0003606171391075,0.0003487302820105
288,gajah strawberi,LAS,Challenger,557,2251,59.0,4.4,5.2,6.9,0.0015360860620038,9.262829338294348e-05,0.0004179947739622,0.000270775579681,0.0003240971499844,0.0004305902649931
289,Suzuran,LAN,Challenger,641,1793,59.0,6.7,4.3,6.4,0.0015342869653033,9.351743840688558e-05,0.000351983025926,0.0002795272414497,0.0002858052701227,0.0005234539893979
