nombre_invocador,champ_1,regional_rank_1,kills_champ_1,deaths_champ_1,assists_champ_1,winrate_champ_1,champ_2,regional_rank_2,kills_champ_2,deaths_champ_2,assists_champ_2,winrate_champ_2,champ_3,regional_rank_3,kills_champ_3,deaths_champ_3,assists_champ_3,winrate_champ_3,score
H O À N G T Â M1,Sylas,120,10.3,5.9,7.7,64.1,Lee Sin,638,9.5,5.2,8.6,62.5,Graves,152,7.9,5.9,7.4,52.2,0.0037861000709146
KatieÇ,Rek'Sai,101,6.5,4.7,7.8,54.8,Ekko,2,8.4,4.7,8.9,67.9,Maokai,5,4.1,4.3,11.6,66.7,0.003774045531834
DK Lucid,Lee Sin,8,8.5,4.6,8.3,57.4,Sylas,91,9.3,5.8,7.6,67.3,Jayce,3,5.6,7.1,4.5,54.2,0.0037454228411362
Billy Butcher XD,Wukong,6,6.8,3.2,7.0,69.2,Lee Sin,103,7.2,5.3,8.7,55.0,Vi,684,7.7,4.0,10.8,70.0,0.0037421711959824
Billy Butcher XD,Viego,335,9.4,5.1,6.4,51.9,Bel'Veth,919,8.3,5.6,6.9,63.6,Lee Sin,538,8.1,5.4,10.2,76.5,0.0037421711959824
Billy Butcher XD,Viego,335,9.4,5.1,6.4,51.9,Bel'Veth,919,8.3,5.6,6.9,63.6,Lee Sin,538,8.1,5.4,10.2,76.5,0.0037352511961688
Billy Butcher XD,Wukong,6,6.8,3.2,7.0,69.2,Lee Sin,103,7.2,5.3,8.7,55.0,Vi,684,7.7,4.0,10.8,70.0,0.0037352511961688
1Fresco,Poppy,170,6.5,3.9,9.7,62.5,Kennen,286,4.8,4.8,7.1,42.9,Lillia,10,7.2,4.4,8.5,63.2,0.0037320491102798
Die4U,Sylas,30,9.5,5.4,7.5,67.7,Maokai,21,3.6,4.5,12.4,71.4,Lee Sin,15,7.3,4.4,9.8,62.5,0.0037254331249917
Karina167,Nidalee,147,8.2,5.3,7.8,68.1,Sejuani,18,5.0,6.6,10.6,68.2,Elise,352,6.8,5.2,7.8,57.9,0.0037251924895939
CG V1perZ,Sylas,168,12.2,6.0,8.1,57.1,Yone,155,5.8,4.2,4.6,68.4,Gragas,27,10.2,4.9,8.5,66.7,0.0037249068267915
dddddd,Maokai,572,3.3,3.6,10.7,55.3,Jarvan IV,85,4.7,3.7,13.1,58.6,Wukong,43,5.7,3.9,6.7,45.7,0.0037240336294084
Has God Complex,Evelynn,96,14.9,4.9,8.0,81.1,Rengar,3,10.1,6.9,5.3,47.1,Viego,52,11.7,6.6,7.5,61.5,0.0037193049743181
BRO Raptor,Lee Sin,406,8.7,4.5,8.1,54.7,Wukong,141,7.2,4.9,7.2,62.2,Vi,88,6.6,5.0,8.9,45.8,0.0037172294401239
LER Norar,Viego,70,7.4,6.7,6.3,49.3,Gragas,12,5.6,5.2,6.9,48.7,Hecarim,23,7.2,5.2,8.9,56.8,0.0037161649271483
I forgiive u,Ivern,247,3.2,3.7,13.8,65.8,Kindred,17,7.0,6.9,8.8,72.7,Lucian,4,10.8,5.3,12.6,100.0,0.0037159577674003
she left 4 chad,Graves,53,3.0,9.0,16.0,61.5,Hecarim,2,13.0,4.0,7.0,47.8,Xin Zhao,13,7.1,4.3,6.6,25.0,0.0037044320347362
LRK30,Graves,158,8.1,4.6,7.6,64.8,Lee Sin,2,7.6,5.4,7.7,44.7,Elise,302,7.8,5.5,8.5,64.3,0.0037032587520534
ワニノコ,Vi,47,7.1,5.0,9.9,66.7,Viego,2,7.5,5.1,7.4,65.2,Ekko,20,9.4,6.0,6.5,61.9,0.0036955547726449
ねすこ,Sylas,36,8.0,7.1,7.9,46.4,Kayn,8,9.5,6.8,8.3,67.8,Viego,1,8.3,6.4,6.5,55.3,0.0036937723630769
RIV jgjzzjzjgjg,Lee Sin,303,8.8,4.2,7.2,48.3,Elise,474,8.8,4.2,8.9,64.0,Kindred,150,9.9,4.5,7.6,65.0,0.0036866805326243
DaBox,Fiddlesticks,291,5.9,4.4,8.9,58.3,Jarvan IV,1267,7.3,5.0,14.4,58.5,Nocturne,21,8.6,4.8,10.0,57.8,0.0036855709650726
INTOXICATΕD,Wukong,305,8.8,3.8,7.8,64.9,Twitch,7,8.2,7.1,7.1,51.4,Lee Sin,122,7.2,3.6,8.8,56.8,0.0036807839807079
UFRJungle,Gragas,206,5.9,4.6,9.6,61.0,Amumu,37,4.4,4.7,11.7,70.4,Lee Sin,69,9.0,5.3,10.8,70.4,0.0036706275149683
Son Davas,Lee Sin,596,9.5,6.3,8.4,55.4,Bel'Veth,46,8.4,6.2,7.8,51.5,Diana,83,8.5,6.4,6.6,52.4,0.0036693299484847
zyb,Jayce,8,7.7,7.4,4.8,60.0,Graves,380,8.6,5.1,7.3,50.0,Lee Sin,1562,9.9,6.5,7.8,64.7,0.0036641513094095
스물다섯번째밤,Gragas,256,6.9,4.4,8.6,62.1,Maokai,15,4.8,5.4,11.5,63.6,Elise,53,8.0,3.8,7.8,64.5,0.0036611997271302
SchuJerer Gustav,Fiddlesticks,74,5.6,3.9,9.9,69.8,Hecarim,1,8.1,5.6,9.1,59.3,Maokai,6,3.4,6.2,13.3,46.7,0.0036606529306293
Jaelon Acklin,Lee Sin,461,9.6,3.5,7.2,63.2,Vi,364,6.1,4.3,8.8,66.7,Wukong,650,8.1,3.3,7.7,46.7,0.0036543768742
grixfy,Rengar,254,8.5,4.6,6.7,59.4,Lee Sin,21,6.7,5.8,8.6,52.0,Elise,66,7.8,5.6,7.4,44.7,0.003651064670591
KKayn,Lee Sin,42,7.9,6.0,10.3,54.8,Yorick,7,3.6,4.2,5.2,72.0,Kayn,2,8.8,6.2,8.5,46.2,0.003646039305023
31051989,Maokai,297,5.0,5.0,10.4,67.6,Wukong,6,8.7,4.8,6.8,55.6,Gragas,128,5.1,4.5,7.3,54.3,0.0036380942489435
Isolde Fanbøy,Viego,596,8.2,6.0,7.3,61.1,Sylas,7,8.8,7.2,8.3,60.8,Kayn,28,8.2,6.8,9.7,66.7,0.0036365428572699
Zac Houdek,Wukong,255,7.6,5.3,7.8,55.8,Vi,150,4.5,6.3,7.0,48.7,Maokai,356,3.5,5.6,8.7,46.4,0.0036289103363845
Dajar the Legend,Olaf,114,8.5,5.9,6.7,62.5,Veigar,6,7.6,6.4,5.0,55.8,Kha'Zix,18,9.1,5.6,5.8,56.3,0.0036261278581494
tkffuwnj,Sylas,174,8.0,6.1,5.8,53.8,Lee Sin,1319,11.7,5.0,8.8,78.3,Diana,190,10.8,4.7,7.2,55.6,0.0036239609002022
eXyu,Kindred,501,8.9,4.5,7.8,66.7,Sylas,129,7.3,4.9,6.9,66.7,Wukong,346,7.5,4.6,7.8,47.6,0.0036194735491985
ismααα,Nidalee,393,9.0,3.6,10.1,62.3,Wukong,11,8.2,3.4,8.0,55.8,Sejuani,40,4.4,2.9,13.5,53.8,0.003619387185055
IIlllIIlllII,Wukong,114,6.3,4.0,8.0,61.5,Ryze,259,4.7,4.5,7.2,65.2,Nautilus,124,1.3,5.0,12.0,71.4,0.0036061839847772
職業玳打微ysrw66,Pantheon,1,7.6,3.6,6.9,70.2,Talon,1456,9.3,4.1,6.0,68.4,Wukong,3,5.6,4.8,7.2,46.2,0.0035980545983316
PriqtnoZakruglen,Vi,384,5.8,4.9,8.0,55.1,Graves,62,7.2,4.2,7.0,57.1,Wukong,20,7.3,3.8,6.2,54.2,0.0035953374547964
junghong1483369,Olaf,387,6.1,4.3,5.6,48.7,Jarvan IV,156,5.0,4.4,12.6,58.2,Vi,68,4.8,4.7,9.3,58.7,0.0035942870847841
shovel phobia,Sylas,527,9.2,5.9,7.5,54.4,Maokai,31,6.2,5.4,10.6,55.2,Lee Sin,348,8.7,5.8,7.4,48.0,0.0035851960046944
梦幻公主,Nidalee,45,8.1,4.9,8.4,51.9,Ekko,2,9.6,4.4,6.7,59.6,Fiora,2,6.5,4.4,4.7,67.7,0.0035847720962579
Sayın Bezmenlerr,Elise,100,8.3,4.0,7.4,66.7,Jarvan IV,1,6.0,3.8,11.2,66.7,Malphite,30,5.1,3.4,8.5,65.0,0.0035835457058396
Billy Butcher XD,Viego,335,9.4,5.1,6.4,51.9,Bel'Veth,919,8.3,5.6,6.9,63.6,Lee Sin,538,8.1,5.4,10.2,76.5,0.0035813520782607
Billy Butcher XD,Wukong,6,6.8,3.2,7.0,69.2,Lee Sin,103,7.2,5.3,8.7,55.0,Vi,684,7.7,4.0,10.8,70.0,0.0035813520782607
Cast,Kindred,671,8.6,5.7,7.6,54.0,Jhin,46,6.3,4.3,9.1,51.7,Bel'Veth,99,4.9,5.6,6.6,38.9,0.0035793429983678
Billy Butcher XD,Viego,335,9.4,5.1,6.4,51.9,Bel'Veth,919,8.3,5.6,6.9,63.6,Lee Sin,538,8.1,5.4,10.2,76.5,0.0035755285505844
Billy Butcher XD,Wukong,6,6.8,3.2,7.0,69.2,Lee Sin,103,7.2,5.3,8.7,55.0,Vi,684,7.7,4.0,10.8,70.0,0.0035755285505844
batıya gidiyom,Elise,98,6.9,4.8,8.0,57.4,Evelynn,6,8.3,5.1,7.3,51.2,Ivern,19,2.0,5.0,13.4,51.9,0.0035752892410842
Vajbyl,Wukong,646,6.2,3.9,7.7,52.8,Kindred,103,6.2,4.6,7.1,53.1,Elise,371,6.4,5.1,10.0,50.0,0.0035702676664653
앙 맛있엉,Gragas,3,5.6,3.2,7.6,66.7,Jarvan IV,260,5.4,3.4,12.3,73.1,Varus,106,6.8,5.2,7.8,61.5,0.0035696680245491
guren 01,Rengar,354,11.3,7.0,6.2,63.6,Kindred,9,8.7,7.6,5.9,47.8,Kayn,58,7.9,7.0,5.3,35.7,0.0035650794501567
H1ng,Lee Sin,288,6.8,5.5,8.6,50.0,Sylas,659,7.6,4.8,6.3,46.2,Gragas,1004,5.6,4.2,9.7,78.6,0.0035610875227954
Aeolus,Rammus,44,5.7,3.4,13.0,76.2,Wukong,1,6.4,5.0,6.4,45.5,Caitlyn,81,7.0,5.6,6.3,37.5,0.0035606738876425
Íta,Jarvan IV,99,7.8,5.6,11.9,60.4,Amumu,1302,5.2,4.8,10.0,60.4,Gragas,3,5.4,5.1,7.8,50.0,0.0035571578005351
Dizin,Lee Sin,251,9.1,3.7,7.9,54.9,Sylas,43,9.5,4.0,6.5,52.9,Elise,53,8.3,4.0,7.4,51.1,0.0035564596377289
Meguru Bachirà,Elise,659,8.3,3.5,7.3,60.6,Vi,308,5.6,4.1,8.4,55.6,Ashe,882,5.1,6.3,16.6,65.2,0.0035552855929814
Youtube Kouyx,Zac,253,5.8,2.2,8.8,74.3,Nunu y Willump,12,3.0,2.1,13.8,84.2,Udyr,2,6.1,2.2,7.8,81.8,0.0035542017076866
PENYS CAMPOS,Udyr,344,5.4,4.1,8.0,48.9,Talon,38,9.2,6.0,5.8,51.7,Twitch,28,7.6,7.0,5.3,51.1,0.0035420783342938
Basilekun,Hecarim,160,7.1,4.8,8.8,60.7,Ekko,5,6.1,5.2,7.4,53.3,Rumble,699,4.9,4.3,7.3,42.9,0.0035390954565812
Pipibaat Yarr,Gragas,381,6.6,2.9,7.6,65.5,Bel'Veth,5,7.9,4.1,5.7,55.3,Ivern,75,1.9,3.3,12.6,62.5,0.0035182409545533
ATC Sonechsko,Zac,94,6.5,4.1,10.3,64.2,Vi,7,6.7,4.8,9.5,70.7,Graves,3,8.2,6.0,9.4,66.7,0.0035088639053614
HêrãclësG,Wukong,209,6.6,3.2,7.0,57.7,Maokai,826,4.2,3.3,9.3,53.1,Sylas,9,5.9,4.9,7.6,55.6,0.0035012909009523
HêrãclësG,Wukong,168,6.7,3.2,7.0,57.9,Maokai,846,4.2,3.3,9.3,53.1,Sylas,10,5.9,4.9,7.6,55.6,0.0035012909009523
Negań Smith,Viego,175,9.2,2.8,8.0,60.0,Wukong,393,5.1,3.1,7.7,66.7,Sejuani,1702,4.5,2.1,10.5,76.9,0.0035011816476913
野區上等馬,Elise,54,6.7,4.4,7.2,55.2,Pantheon,1262,7.8,3.8,7.3,70.8,Sylas,16,7.9,5.4,7.7,50.0,0.0034979167098833
Gustαv Elijαh,Viego,747,8.2,4.3,7.1,48.2,Sylas,76,10.9,5.5,7.4,58.0,Wukong,42,7.5,4.4,6.9,48.8,0.0034973848516051
HêrãclësG,Wukong,168,6.7,3.2,7.0,57.9,Maokai,846,4.2,3.3,9.3,53.1,Sylas,10,5.9,4.9,7.6,55.6,0.0034871783371052
HêrãclësG,Wukong,209,6.6,3.2,7.0,57.7,Maokai,826,4.2,3.3,9.3,53.1,Sylas,9,5.9,4.9,7.6,55.6,0.0034871783371052
Jan Hae,Ekko,127,9.7,5.5,7.1,58.1,Viego,493,8.7,5.7,7.8,55.8,Zed,12,8.5,6.5,7.2,32.3,0.0034860597145028
WâfféN,Diana,134,8.2,5.7,8.3,60.5,Janna,27,1.3,4.5,13.6,48.6,Lillia,33,6.4,5.0,9.6,57.1,0.0034794624939079
NekoL OwO,Lee Sin,15,9.4,4.7,9.9,62.5,Graves,9,6.8,3.7,6.3,52.4,Olaf,17,8.2,3.9,5.1,63.2,0.0034784896213326
Marcht,Elise,317,7.3,5.6,9.1,62.5,Kindred,15,7.3,6.7,7.7,55.3,Graves,88,6.0,4.3,9.1,64.5,0.0034693824039908
Mattos cara,Wukong,307,7.7,5.6,7.3,53.2,Gragas,550,6.8,5.9,7.1,48.8,Rakan,34,3.4,5.9,10.9,58.8,0.0034597886384317
清冠123,Viego,156,8.1,3.7,6.8,58.8,Sylas,967,7.5,4.0,7.7,60.9,Wukong,14,7.5,3.1,9.9,81.3,0.0034491990993671
UnFear,Rengar,27,10.2,6.3,5.1,58.3,Sion,696,7.4,8.1,7.6,58.1,Sylas,2,8.6,7.4,7.8,62.5,0.003449179649901
RENGAR EATS BUTT,Maestro Yi,489,11.1,5.0,5.3,75.0,Rengar,29,7.8,4.7,5.4,64.7,Garen,456,4.7,4.1,3.1,43.8,0.0034458583148045
666jg,Sejuani,294,4.5,4.6,11.5,56.3,Maokai,5,3.9,5.8,11.2,62.9,Elise,13,7.9,5.2,8.4,58.6,0.0034433071657323
An Nuo l,Xin Zhao,360,5.5,4.2,8.1,56.8,Lee Sin,22,7.2,3.6,8.0,57.1,Graves,105,5.8,3.5,7.6,63.6,0.0034399193447904
SSQ Xaragonas,Nunu y Willump,275,3.1,4.4,12.0,59.6,Amumu,25,5.0,5.7,8.9,59.1,Xin Zhao,14,4.9,6.2,6.9,49.2,0.003428132846128
PLATEMIC,Viego,442,6.0,4.4,7.2,53.1,Maokai,94,3.6,3.9,10.3,55.6,Sejuani,78,3.2,4.0,12.2,61.1,0.0034232997303931
WHERE AM I OMG,Gragas,779,6.8,4.2,7.8,62.5,Graves,106,8.5,4.0,7.2,55.9,Ekko,336,8.7,4.8,7.5,51.5,0.003420143055829
keep going guys,Elise,413,6.9,4.0,7.1,59.6,Ezreal,11,6.9,4.5,6.5,59.1,Nidalee,522,4.6,4.3,8.1,50.0,0.003417528358264
TTV Bayork,Karthus,215,5.9,7.4,10.1,56.1,Amumu,13,4.5,6.9,9.6,44.4,Nocturne,43,7.2,6.5,7.1,52.2,0.0034165495663527
bun ngu,Graves,48,7.5,4.3,8.4,58.8,Sylas,619,9.1,5.4,6.5,62.5,Ryze,1449,6.8,4.4,6.5,81.3,0.0034055635464586
ExpressKill1043,Viego,89,8.3,5.7,8.2,52.9,Bel'Veth,866,8.5,5.1,7.4,62.5,Zeri,5,7.8,4.8,5.7,60.9,0.0034035621356217
ayor taken,Lee Sin,503,10.6,5.9,8.5,61.1,Nidalee,149,9.0,5.7,7.2,47.6,Elise,184,9.2,5.4,9.2,61.5,0.0033942520524533
joaomitoHU32,Rammus,238,7.0,4.4,11.4,55.4,Mordekaiser,1147,4.7,6.6,5.6,35.3,Garen,18,3.9,3.8,2.2,30.0,0.0033885506062157
Minerva,Elise,288,7.4,5.0,7.2,55.9,Maokai,31,4.0,4.9,10.2,58.2,Sejuani,19,4.7,4.5,12.1,59.5,0.0033819564076284
Boom2G,Rengar,29,12.0,5.2,6.6,71.4,Sylas,76,7.5,5.1,5.5,35.3,Zed,1842,7.2,3.9,5.6,57.1,0.0033814935831811
SIayer Supreme,Kindred,372,8.3,5.2,8.0,65.0,Elise,298,5.8,4.7,6.9,43.8,Vi,1299,5.6,4.7,7.6,69.2,0.0033814343083469
WX Rika19981209,Maokai,464,4.2,5.3,10.3,61.5,Graves,429,6.5,4.5,9.0,64.7,Ekko,688,6.1,3.8,7.3,62.5,0.003380742678596
Helboy77,Viego,714,7.1,5.8,8.6,64.3,Talon,265,9.3,6.8,6.5,52.0,Wukong,677,8.8,5.1,9.3,69.6,0.0033791875993115
年近立年老打野,Vi,113,3.2,4.2,8.8,66.7,Sylas,1415,7.9,5.5,7.4,61.1,Pantheon,3,3.2,7.2,10.5,81.8,0.0033709936990617
where is shee,Viego,323,7.3,5.6,6.9,60.7,Sylas,13,7.7,6.4,6.6,48.6,Yone,204,5.1,6.6,4.6,52.9,0.0033680850115095
em gái khó tính,Xayah,165,11.6,7.4,7.6,64.0,Wukong,755,8.3,5.0,7.4,61.4,Graves,9,9.3,3.5,6.2,72.0,0.0033523039285497
Carrarine,Ekko,614,8.2,4.4,7.1,52.6,Elise,41,5.9,4.4,9.0,54.8,Amumu,37,2.3,7.0,10.8,38.5,0.0033483507162389
Carrarine,Ekko,614,8.2,4.4,7.1,52.6,Elise,41,5.9,4.4,9.0,54.8,Amumu,36,2.3,7.0,10.8,38.5,0.0033483507162389
Carrarine,Ekko,614,8.2,4.4,7.1,52.6,Elise,41,5.9,4.4,9.0,54.8,Amumu,36,2.3,7.0,10.8,38.5,0.0033332850362896
Carrarine,Ekko,614,8.2,4.4,7.1,52.6,Elise,41,5.9,4.4,9.0,54.8,Amumu,37,2.3,7.0,10.8,38.5,0.0033332850362896
不滅巔峰,Nidalee,34,6.3,3.8,7.6,52.3,Elise,1572,6.3,3.9,8.1,61.0,Blitzcrank,15,1.1,4.8,11.6,47.9,0.0033286044501831
Johan Amor,Gragas,216,6.2,3.9,8.6,58.3,Lee Sin,2,5.6,4.5,8.8,58.7,Vi,12,5.8,4.8,8.3,42.9,0.0033114106856311
IZG Nukan,Nidalee,563,7.5,4.6,8.1,47.8,Maokai,11,4.9,4.8,10.4,57.7,Gragas,20,6.2,4.7,8.0,50.0,0.0032956355001728
IZG Nukan,Nidalee,568,7.5,4.5,8.2,48.4,Maokai,10,4.9,4.8,10.4,57.7,Gragas,21,6.3,4.6,8.1,51.2,0.0032956355001728
IZG Nukan,Nidalee,568,7.5,4.5,8.2,48.4,Maokai,10,4.9,4.8,10.4,57.7,Gragas,21,6.3,4.6,8.1,51.2,0.0032944126807979
IZG Nukan,Nidalee,563,7.5,4.6,8.1,47.8,Maokai,11,4.9,4.8,10.4,57.7,Gragas,20,6.2,4.7,8.0,50.0,0.0032944126807979
its JąY Løve Kąt,Jarvan IV,354,5.9,4.3,11.6,54.0,Elise,28,6.7,4.8,7.6,44.1,Graves,111,4.5,3.7,6.5,61.5,0.0032844418719385
jg gap 15open,Sylas,12,10.0,5.1,7.6,70.4,Lee Sin,1817,8.2,4.4,8.3,61.5,Vi,330,6.7,4.6,8.7,55.0,0.0032808590774851
jukes fan,Elise,226,9.7,4.5,8.2,70.0,Lee Sin,163,10.1,6.0,9.2,42.9,Camille,1855,8.2,5.2,4.9,76.9,0.0032774751514129
Happy Game 0923,Kindred,287,10.7,5.3,5.8,72.1,Nidalee,7,8.1,4.4,7.0,54.5,Vi,1773,5.9,5.7,9.3,60.0,0.0032768236375272
lI Leba Il,Rengar,454,11.4,6.2,5.8,54.9,Lee Sin,32,8.2,5.4,5.6,39.1,Sylas,150,9.4,5.3,6.1,55.6,0.0032703470973006
Tao Zi Nai Xi,Kindred,581,7.9,5.3,7.4,61.1,Vladimir,15,8.7,3.4,4.3,60.6,Graves,4,6.6,4.5,6.8,57.1,0.0032678740713628
hom1e,Kindred,349,6.3,4.2,6.9,60.6,Elise,12,6.0,3.7,7.1,54.9,Maokai,38,3.7,4.1,10.1,62.8,0.0032649822068355
FXRANDAL,Lee Sin,242,8.3,6.3,9.2,52.4,Sylas,62,9.4,6.6,7.3,53.5,Vi,39,5.2,5.4,10.4,60.7,0.0032584458900933
Script I feed,Jarvan IV,100,6.9,4.9,12.9,69.8,Lissandra,1024,5.3,5.0,8.3,58.3,Senna,3,4.9,4.6,9.9,80.0,0.0032556207839935
XIAOLONG PUMITA,Nidalee,140,11.4,5.7,6.9,59.6,Kindred,1461,7.3,5.4,5.9,42.9,Ezreal,1,7.0,7.0,7.0,100.0,0.0032538709359501
MUSKETOON,Lee Sin,519,7.3,3.5,8.3,62.5,Wukong,251,5.8,3.9,5.8,50.0,Lillia,1089,7.0,3.6,7.4,65.4,0.0032535957033815
GTCJR,Maokai,435,3.4,5.3,11.3,57.1,Lee Sin,430,5.6,6.0,7.9,41.7,Sejuani,1033,3.5,4.8,11.6,68.4,0.0032474528667147
마음이 피곤하다,Viego,201,6.8,5.1,5.6,57.8,Nidalee,24,7.4,4.5,5.7,51.4,Lee Sin,178,7.1,5.7,6.7,46.7,0.0032414120003929
반오십의 희망,Nidalee,242,7.7,3.8,7.1,55.8,Viego,96,6.5,4.5,7.9,63.0,Lee Sin,31,7.2,5.1,7.1,47.2,0.0032310812154928
Izateylon,Hecarim,503,6.8,4.5,8.2,54.9,Lee Sin,25,6.8,4.5,6.7,50.0,Veigar,140,4.3,5.3,4.6,44.1,0.0032291855366732
Izateylon,Hecarim,745,6.9,4.6,8.2,54.1,Lee Sin,31,6.7,4.6,6.6,48.7,Veigar,141,4.3,5.3,4.6,44.1,0.0032291855366732
Myrtle,Hecarim,130,9.0,5.9,7.2,52.2,Vi,1062,6.7,4.0,9.0,68.2,Viego,107,8.7,5.1,6.6,60.0,0.003215670177454
Father,Graves,434,6.7,5.1,7.4,54.3,Elise,53,7.3,5.3,7.7,50.0,Maokai,629,5.0,5.3,12.7,69.6,0.0032102775944833
hong Zhong,Nidalee,229,7.4,4.4,8.1,57.4,Lee Sin,91,6.8,4.7,7.8,60.0,Gragas,56,5.5,5.4,8.6,42.1,0.0032074176196058
Lost,Viego,101,6.6,3.9,5.6,54.1,Kha'Zix,1112,7.9,4.4,6.5,48.6,Ezreal,7,6.9,5.5,6.5,65.5,0.0032072286025211
Nye1,Varus,144,6.7,5.7,8.0,61.8,Sylas,67,10.1,6.9,7.4,50.0,Sejuani,1240,4.3,3.4,11.6,73.9,0.0031998919758494
Gryffinn1,Udyr,405,5.5,4.3,8.4,55.0,Graves,34,5.9,4.8,6.8,46.3,Evelynn,159,8.9,3.5,5.9,64.3,0.0031990977111524
Akira the Wild,Rengar,241,6.7,5.1,6.6,56.3,Diana,36,6.8,5.3,8.9,54.0,Jarvan IV,8,6.0,4.4,12.7,68.3,0.0031949098585291
Last summer,Kindred,52,7.2,4.8,7.4,66.7,Viego,4,7.0,5.2,7.6,57.1,Sejuani,31,5.0,3.0,12.3,70.6,0.003166291977669
dard,Maokai,386,3.5,3.6,10.3,62.8,Vi,57,5.2,3.9,8.4,56.8,Elise,75,8.5,3.5,7.3,65.7,0.0031638637073168
Izateylon,Hecarim,745,6.9,4.6,8.2,54.1,Lee Sin,31,6.7,4.6,6.6,48.7,Veigar,141,4.3,5.3,4.6,44.1,0.0031553797634202
Izateylon,Hecarim,503,6.8,4.5,8.2,54.9,Lee Sin,25,6.8,4.5,6.7,50.0,Veigar,140,4.3,5.3,4.6,44.1,0.0031553797634202
keainvren1,Graves,399,6.2,4.4,7.9,54.0,Sylas,32,6.7,5.0,7.6,56.8,Lee Sin,165,7.1,4.8,8.4,58.8,0.0031415912867342
cena,Lee Sin,130,7.9,3.9,8.3,58.0,Nidalee,70,7.6,3.6,7.9,56.1,Elise,103,6.8,4.0,7.2,52.2,0.0031299139233785
AdeZyZ,Nunu y Willump,140,4.9,4.6,14.3,64.4,Jarvan IV,133,7.0,6.7,12.7,51.9,Hecarim,15,9.9,8.1,6.8,37.0,0.0031294901098491
ok i care,Wukong,455,7.2,5.1,7.2,55.2,Jarvan IV,74,5.2,5.1,12.0,50.6,Kayn,126,8.5,4.8,5.5,46.8,0.0031261345475579
LookLikeGod,Lillia,86,7.1,3.0,10.0,69.6,Gragas,1422,6.6,4.9,8.6,57.9,Wukong,31,6.1,2.9,7.2,80.0,0.0031002575762572
寒塘冷月,Nunu y Willump,57,3.4,4.0,13.1,64.6,Kindred,1753,7.0,5.3,7.1,57.9,Hecarim,2,6.8,5.1,10.4,63.9,0.003095074410129
SevenArmy,Elise,707,7.7,4.7,8.0,59.4,Wukong,36,6.2,4.5,7.2,57.4,Nidalee,64,7.6,4.5,8.3,57.1,0.0030864529374902
PRlDE,Bel'Veth,195,8.9,3.6,7.2,69.2,Gragas,1847,4.4,4.3,5.7,50.0,Fiddlesticks,19,6.7,4.8,11.9,55.6,0.003076004679844
Cato Uticensis,Udyr,696,5.5,3.1,8.7,54.1,Maokai,66,3.8,2.8,8.3,55.8,Jarvan IV,68,4.4,4.7,13.0,65.7,0.0030638144224316
Empanadïta,Lillia,238,8.2,4.2,8.6,60.2,Twitch,44,10.1,7.0,7.1,51.2,Kalista,3,9.6,6.6,7.5,59.5,0.0030166837010171
Dongus Maximus69,Nunu y Willump,747,3.8,5.0,12.2,56.8,Sejuani,108,3.4,4.4,11.4,65.4,Jarvan IV,48,5.4,4.8,13.8,55.0,0.0030012836800596
Ziix Garguentua,Wukong,667,7.3,4.5,8.1,63.9,Jarvan IV,239,5.5,3.9,14.1,66.7,Udyr,222,7.1,3.8,7.7,65.5,0.0029618677024567
lDemexl,Bel'Veth,648,7.9,4.5,6.3,55.8,Pantheon,47,7.5,5.6,6.6,39.4,Maokai,686,4.1,5.9,7.8,25.0,0.0029494752652307
EMlNATR1X,Rengar,84,9.8,5.9,6.1,54.4,Twitch,2007,9.7,7.2,6.9,50.8,Gragas,15,5.3,6.1,8.0,45.7,0.0029341345838689
Turban,Kindred,55,8.1,4.9,6.3,53.7,Ekko,5,8.6,4.3,7.9,60.8,Jarvan IV,1,5.0,3.8,13.0,77.4,0.002931424964101
Tian Xia Gui Xin,Lee Sin,520,7.0,3.5,7.8,61.0,Jayce,512,5.3,5.7,5.4,63.2,Sylas,10,9.6,4.9,6.3,56.8,0.0029136657624711
barbiecacheada02,Lee Sin,646,8.1,4.4,9.2,68.2,Elise,24,7.7,4.7,8.1,70.0,Karma,170,2.1,5.9,11.5,41.2,0.0029098475319272
barbiecacheada02,Lee Sin,646,8.1,4.4,9.2,68.2,Elise,23,7.7,4.7,8.1,70.0,Karma,170,2.1,5.9,11.5,41.2,0.0029098475319272
barbiecacheada02,Lee Sin,646,8.1,4.4,9.2,68.2,Elise,23,7.7,4.7,8.1,70.0,Karma,170,2.1,5.9,11.5,41.2,0.0029067165129174
barbiecacheada02,Lee Sin,646,8.1,4.4,9.2,68.2,Elise,24,7.7,4.7,8.1,70.0,Karma,170,2.1,5.9,11.5,41.2,0.0029067165129174
Agiłity,Elise,188,7.9,3.0,7.7,58.8,Wukong,2020,10.5,4.3,8.9,66.7,Lee Sin,125,9.7,3.3,6.4,50.0,0.0028979314523607
Smile is on face,Evelynn,69,9.5,4.1,6.9,60.0,Diana,2,7.3,4.7,7.7,49.2,Qiyana,4,8.6,5.8,7.1,54.8,0.0028828767063609
토끼예나 예쁘다,Maokai,400,3.7,4.4,9.6,54.8,Wukong,323,5.2,4.1,7.0,56.1,Gragas,175,5.4,3.6,7.0,52.9,0.0028733633004563
Doaenel 1 Dantes,Hecarim,479,7.1,5.4,7.8,52.7,Diana,33,5.8,5.7,9.1,51.1,Bel'Veth,32,5.8,5.8,7.0,57.6,0.0028729398226528
