nombre_invocador,champ_1,regional_rank_1,kills_champ_1,deaths_champ_1,assists_champ_1,winrate_champ_1,champ_2,regional_rank_2,kills_champ_2,deaths_champ_2,assists_champ_2,winrate_champ_2,champ_3,regional_rank_3,kills_champ_3,deaths_champ_3,assists_champ_3,winrate_champ_3,score
앗싸 지렸다리,Aurelion Sol,18,6.0,3.5,6.5,67.0,K'Sante,4,4.2,4.5,6.6,58.1,Veigar,370,5.5,4.0,5.4,61.9,0.0109216962484367
the pob,Kassadin,64,7.9,3.2,3.9,56.4,Sylas,20,5.9,4.2,6.3,64.2,Jayce,4,6.1,6.0,6.2,48.8,0.0105388236637027
Tkk,Ahri,106,5.9,4.0,8.2,50.0,Aurelion Sol,73,5.7,4.5,7.2,56.4,Akali,75,7.2,5.1,4.8,56.8,0.0101055269051393
Jαvier,Syndra,24,6.7,3.8,6.9,55.3,Zoe,88,6.3,3.2,6.4,65.5,Seraphine,140,3.9,3.5,10.7,70.4,0.0099158160835172
DK Saint,Nidalee,20,8.4,4.9,7.8,57.6,Sylas,78,7.9,5.1,6.6,64.3,Lee Sin,10,8.0,5.6,7.7,53.7,0.0098055492494847
Titeito,Taliyah,119,8.1,6.4,9.3,63.5,Aurelion Sol,2,7.9,5.2,8.5,54.8,Jayce,17,7.6,7.9,7.4,52.9,0.0096734593483799
pizzaman007,Pyke,41,7.8,6.1,9.2,59.0,Qiyana,10,6.9,4.9,5.9,60.0,Zed,8,7.8,6.0,5.6,50.8,0.0095086612782404
Envy Carry,Yasuo,72,6.6,5.2,6.2,56.7,Gangplank,22,6.5,4.7,6.3,62.5,Kayn,20,10.1,4.4,7.3,56.5,0.0094894653538276
HVAC TECHNlCIAN,Orianna,29,5.3,5.0,8.6,51.2,Ryze,16,4.7,4.5,7.4,69.0,Jayce,4,4.8,5.7,6.0,66.7,0.0094058834621371
the inescapable,Aurelion Sol,16,6.3,4.7,6.1,63.5,Gangplank,7,6.4,6.1,6.4,65.9,Pantheon,97,8.3,5.8,6.6,70.6,0.0093636148131883
azek,Lee Sin,51,8.3,4.8,8.4,77.8,Sylas,97,8.5,5.7,8.7,61.5,Jayce,320,7.2,5.5,6.3,57.9,0.0092707815067489
jayce otpe,Jayce,125,8.7,6.9,6.4,54.3,Gragas,54,5.6,3.8,7.4,59.3,Azir,174,6.0,4.0,5.7,68.2,0.0090655568127878
wx NAtongtiandai,Neeko,39,4.9,3.6,5.1,59.6,Akshan,1,6.9,4.4,4.8,57.1,Cassiopeia,18,5.5,5.5,6.1,61.9,0.0089519319223568
sibal mute all,Sylas,10,6.7,5.0,6.4,64.7,Aurelion Sol,143,7.1,3.8,6.6,52.0,Yone,451,8.0,4.4,3.9,73.9,0.008950587534712
wo hao cai,Anivia,63,6.0,4.1,7.2,58.6,Aurelion Sol,53,8.1,5.2,9.1,72.7,Viktor,19,5.3,6.1,6.3,26.7,0.0088952805838661
CHF ABG,Jayce,5,7.6,4.6,6.1,66.7,Aatrox,18,7.3,4.4,4.4,50.0,Sylas,95,8.9,4.6,6.9,68.8,0.0088853407814844
Mid Witch,Aurelion Sol,65,6.7,4.6,7.1,62.0,Ahri,4,4.7,3.0,6.7,68.8,LeBlanc,205,6.5,4.7,5.1,40.0,0.0088765484240772
KBM Dioge7,Jayce,200,8.1,7.6,4.8,41.3,Tristana,124,9.8,6.0,5.6,67.9,Akali,78,7.9,5.5,3.1,55.6,0.0088654447573442
Aithusa 23,Irelia,155,7.5,7.6,4.6,52.5,Akali,163,8.7,6.1,5.5,62.2,Syndra,58,6.6,4.5,6.0,59.4,0.0088589874958047
agorinas,Ryze,90,5.7,4.2,6.4,50.0,Tristana,118,6.6,4.3,5.3,69.6,Jayce,179,5.0,5.2,5.8,56.5,0.0088317897583013
New Generation,LeBlanc,8,7.1,5.0,6.6,67.9,Gragas,1,9.5,5.3,9.0,62.5,Caitlyn,10,8.1,6.9,9.2,50.0,0.0086532327178191
KR tacokiller,Orianna,36,3.9,4.5,7.4,57.1,Syndra,5,4.9,4.7,5.9,61.3,Azir,5,3.4,4.4,5.6,51.1,0.0085051652366155
wegshsdfah,Sylas,127,10.0,5.4,5.3,63.3,Irelia,196,8.7,7.1,5.0,57.1,Akali,367,8.7,5.6,3.9,44.4,0.0083556138556979
BrightBehaviour,Zed,16,7.9,4.1,5.4,54.9,Kassadin,5,6.9,3.4,4.9,56.1,Akali,23,10.5,3.9,4.7,47.8,0.0083475111014512
German Shepherd,Lux,26,6.6,4.6,8.7,55.4,Zoe,12,7.9,4.8,6.3,50.7,Ahri,8,5.8,4.5,6.8,43.3,0.0082891313096487
BOBOPIPLUP,Akali,93,7.6,4.2,4.6,55.3,Sylas,70,5.5,3.5,5.4,42.1,Ryze,468,5.4,3.6,6.9,62.9,0.0081658945978415
Mandioguila,Karthus,78,7.9,6.9,8.2,64.3,Zilean,3,3.4,4.0,9.7,48.3,Orianna,22,4.9,5.1,8.8,54.8,0.0081512697757627
aimyon36,Jayce,2,6.0,4.7,5.3,62.5,Irelia,13,9.5,5.7,5.2,70.0,Akali,29,8.8,4.1,5.3,55.0,0.0081066284010198
ssavraa,Irelia,195,5.8,6.3,4.6,54.3,Tristana,95,6.9,5.4,4.4,59.8,Cassiopeia,22,5.2,5.1,6.0,55.8,0.0080604552478551
KY5EK4,Ryze,5,6.2,2.5,6.8,67.2,Yone,1,5.1,3.5,4.9,54.5,LeBlanc,768,7.4,2.5,6.0,60.0,0.0080281081605599
TTV AKASHI10,Irelia,8,6.1,5.5,6.0,51.0,Kassadin,41,8.0,4.0,6.5,53.7,Viktor,55,6.4,3.8,6.8,65.6,0.0080266002728447
4zr,Qiyana,213,6.8,5.1,5.0,57.1,Sylas,21,5.6,4.8,5.7,54.1,Viktor,91,5.5,4.2,7.2,66.7,0.0080185908712841
春はゆく,Yone,1,5.6,4.6,4.8,59.4,Yasuo,2,5.6,4.5,4.8,52.2,Lee Sin,2,9.6,4.2,6.5,67.8,0.0080009418331294
