nombre_invocador,champ_1,regional_rank_1,kills_champ_1,deaths_champ_1,assists_champ_1,winrate_champ_1,champ_2,regional_rank_2,kills_champ_2,deaths_champ_2,assists_champ_2,winrate_champ_2,champ_3,regional_rank_3,kills_champ_3,deaths_champ_3,assists_champ_3,winrate_champ_3,score
wx 499999953,Irelia,6,6.5,6.4,4.2,50.0,Syndra,21,7.4,5.4,6.3,55.6,Sylas,26,7.3,5.8,7.2,52.2,0.0079589043203829
PiMP DADDY1233,Qiyana,21,7.8,4.6,5.1,58.7,Kassadin,15,7.3,3.6,5.5,56.2,Sylas,32,6.1,4.7,6.1,49.6,0.0078669602084121
NNJ ShaunMaker,Rumble,7,8.0,2.8,6.3,53.6,Akali,30,8.5,3.3,4.3,64.9,Gnar,2,5.6,3.7,7.3,73.9,0.0078308485445695
Zayco,Yone,43,6.9,4.7,5.5,53.4,K'Sante,23,6.4,4.2,6.9,56.4,Sylas,11,7.5,5.1,6.6,50.6,0.0078052712487121
DARK WlNGS,Jayce,85,5.3,3.9,5.5,60.0,Azir,439,2.8,3.8,5.6,38.9,Zed,481,6.4,3.8,6.8,76.5,0.0077761138303214
Quad,Cassiopeia,24,5.6,3.8,6.9,60.0,Ryze,18,4.8,3.6,6.4,51.4,Ashe,779,2.1,3.9,11.9,61.8,0.0077542617761252
QUINDINHO,Katarina,183,10.0,6.0,4.9,52.3,Riven,42,8.1,5.9,4.4,65.6,Diana,88,10.5,5.9,6.0,64.7,0.0077353614186901
russin molejo,Tristana,96,6.5,5.5,5.2,50.0,Sylas,405,6.2,4.2,7.6,73.7,Lee Sin,243,6.7,6.2,6.7,61.1,0.0077239953651047
封弊者,Talon,7,10.3,3.3,5.6,68.1,Qiyana,1,10.4,4.0,5.1,73.1,Sylas,5,9.7,4.1,6.7,69.2,0.0077149721491167
ObsoIete,Viktor,11,6.4,3.5,5.3,61.1,Sylas,221,8.8,5.1,6.2,65.2,Aurelion Sol,1,7.5,4.5,8.2,51.6,0.0077082301387981
Likable,Akshan,117,9.2,5.5,5.4,54.9,Kassadin,19,8.0,4.6,5.2,50.0,Katarina,230,8.7,5.7,5.8,46.4,0.0075887538596658
Wind19,Rengar,1,8.2,4.7,5.8,60.0,Mordekaiser,3,7.8,3.9,5.7,60.7,Ryze,100,6.5,3.9,6.7,52.4,0.0075829259477029
Sleepy,Zoe,175,7.5,4.2,5.5,60.7,Akshan,76,9.3,5.3,5.8,61.5,Orianna,111,6.5,4.2,8.3,60.0,0.007514564297218
Xuchi,Karthus,3,8.2,4.8,8.8,67.0,Annie,16,7.0,4.7,11.0,80.4,Rengar,2,4.6,2.8,3.7,51.2,0.0074960712797919
SUPERSERIN,Aurelion Sol,50,8.1,5.0,6.2,53.8,Irelia,46,7.5,6.1,5.9,68.6,Gragas,151,6.1,4.0,6.3,50.0,0.0074795112795622
brast,Sylas,123,6.9,4.1,6.0,58.7,Akali,71,7.5,3.8,4.5,64.3,Jayce,109,4.8,5.5,5.2,62.5,0.0073699021067229
IIrrooGG,Sylas,32,8.5,4.8,7.3,65.0,Jayce,552,7.0,3.6,5.5,78.6,Akali,227,7.2,3.1,6.2,80.0,0.0073076108525537
Little Mandiocaa,Zilean,189,9.0,11.0,18.0,51.2,Karthus,16,7.0,2.0,6.0,47.9,Zyra,33,3.6,4.2,11.5,57.5,0.007303062358957
Polkα,Vladimir,171,5.7,4.2,6.1,54.0,Annie,49,4.9,4.6,10.3,64.5,Udyr,17,4.5,4.9,7.0,61.3,0.0072749197160087
Jerry Wooters,Jayce,99,7.1,6.6,6.8,64.7,Syndra,188,6.7,5.0,6.5,63.3,Ryze,353,8.2,5.3,8.4,61.5,0.0072640901931378
Besha,Orianna,10,6.4,3.4,10.6,74.4,Kassadin,2,8.7,4.4,6.7,61.1,Sylas,24,11.2,4.7,9.4,46.2,0.0071888624912774
broken mirror,Neeko,24,5.1,4.9,5.8,57.3,Syndra,2,5.7,5.5,5.4,60.2,Tristana,4,4.5,5.3,3.4,32.3,0.0071150668245471
Painfυl,Sylas,197,7.4,4.9,6.3,54.8,Syndra,95,7.4,4.3,5.4,59.6,Zed,50,8.6,4.8,6.9,58.7,0.0070512055505848
RIV Punga,Zoe,2,8.7,3.0,6.3,69.8,Akali,2,8.5,4.1,5.4,53.8,Renekton,72,6.8,5.0,5.3,55.3,0.0069012726020051
CINNAMON GlRL,Cassiopeia,30,8.6,5.2,6.0,66.7,Lux,9,6.3,3.6,10.4,60.0,Zoe,29,8.4,4.6,9.2,56.0,0.0068951706220632
BLADE ENMA,Yasuo,183,4.0,6.0,1.0,49.5,Yone,107,4.0,6.0,1.0,62.8,Zed,3,8.0,5.0,6.0,47.6,0.0068272889797504
SSUNSSUN,Syndra,64,4.6,5.9,7.1,55.6,Jinx,42,7.1,6.1,8.2,64.9,Viktor,43,5.6,5.4,6.0,52.9,0.0067901862005506
AsIfItsYourLast,Syndra,8,7.6,5.0,5.8,70.4,Cassiopeia,9,9.5,4.8,6.7,72.2,Lux,16,8.0,4.3,7.9,64.3,0.006672123719212
Alex Blais,Vex,109,6.4,4.3,6.7,57.8,Cho'Gath,3,6.1,3.4,5.4,59.0,Karma,1,2.1,2.6,10.2,58.8,0.0066568727603535
Nomanz,Aurelion Sol,229,7.9,4.4,7.7,60.5,Zeri,129,6.4,5.5,7.5,54.8,Ryze,630,5.3,4.1,4.8,48.4,0.0064901348622637
cikcik,Yone,115,5.9,5.6,5.0,58.1,Ryze,28,4.1,4.0,7.2,60.5,Aurelion Sol,37,6.5,4.2,6.4,56.3,0.0064408858678274
TF Honest,Sylas,261,6.9,5.3,6.7,56.1,Ryze,66,5.8,5.1,6.6,49.0,Ekko,47,9.2,3.7,5.1,66.7,0.0063396076385822
Adarladorri,Yone,156,6.3,2.9,5.0,62.5,Yasuo,2,5.7,3.3,5.3,59.3,Tristana,10,8.0,3.7,5.4,64.3,0.0063368158451721
Indexy,Akshan,35,6.9,4.0,5.5,57.1,Viego,36,5.8,4.8,5.7,47.5,Zoe,72,5.2,3.9,5.9,48.3,0.0063092772924294
이잉하지마세요,Swain,82,5.9,4.3,10.1,62.3,Cassiopeia,691,5.9,5.4,6.1,55.8,Vex,6,7.2,5.1,6.4,52.9,0.0063043356333455
belt ginger army,Zed,272,7.0,4.7,5.6,60.0,Zoe,402,8.7,3.3,6.4,67.9,Anivia,101,5.9,2.8,7.4,63.0,0.006285273949477
otamegane,Ekko,9,9.1,4.0,5.2,72.7,Twitch,1,8.1,4.5,5.1,62.9,Sylas,13,6.3,5.3,4.2,41.7,0.0062704031292876
NapoIeon Hill,Ryze,220,4.7,4.1,5.9,56.7,Syndra,380,4.9,4.6,7.2,70.4,Jayce,308,5.3,5.0,7.3,59.3,0.0062682565095773
clover7,Qiyana,226,8.3,5.1,6.1,60.7,Talon,308,8.3,4.6,4.8,53.6,Sylas,14,8.3,5.1,5.9,54.5,0.0062621225799093
Sebekx,Syndra,35,5.7,3.4,5.7,57.3,Tristana,38,6.7,3.1,5.4,65.0,Karma,7,2.3,3.4,11.2,47.4,0.0062210321969897
hysteria x0,Talon,5,10.0,4.5,6.0,62.3,Rengar,3,9.7,3.8,6.5,70.0,Sylas,72,5.9,4.9,5.5,42.9,0.006155686200079
ZaltHate,Tristana,84,8.2,6.2,4.8,71.1,Syndra,37,5.2,6.3,6.4,33.3,Irelia,921,6.7,7.6,5.2,51.7,0.0061407281603486
Tutsz,Syndra,14,7.6,4.2,5.6,47.8,Jayce,276,7.6,6.5,5.0,31.8,Akali,1137,10.3,4.3,6.3,61.9,0.0061167652813027
BilIy Butcher1,Akali,383,10.2,5.9,5.1,71.1,Jayce,46,9.7,6.8,6.7,77.1,Cassiopeia,51,5.9,6.6,5.4,62.1,0.0060592992402982
Wirko,Sett,43,6.5,4.8,6.3,64.3,Jayce,9,5.4,5.5,6.6,38.7,Sylas,2,6.4,5.5,8.4,50.0,0.00602477097331
nigs lungz,Zed,19,9.9,4.5,5.3,54.8,Riven,366,7.6,4.9,5.0,58.8,Fiora,10,7.3,5.5,3.4,66.7,0.0059919708515108
l º w º I,Udyr,162,4.9,5.2,8.1,67.5,Gragas,43,4.8,4.1,7.7,66.7,Aurelion Sol,237,5.1,4.6,6.7,61.1,0.0059739787899566
Nem9,Yasuo,200,4.7,4.1,5.3,60.5,Yone,67,4.4,4.1,4.2,51.6,Ryze,289,5.3,3.7,7.1,66.7,0.0059291693720746
TINIDOR KUTSARA,Xerath,23,8.7,2.3,7.1,61.3,Jinx,21,7.4,5.3,6.1,64.7,Nunu y Willump,60,6.1,5.3,9.7,60.0,0.0058830427068523
Washin,Pantheon,180,7.7,5.0,6.8,54.2,Karma,795,5.4,3.1,10.4,83.3,Ryze,622,5.7,3.4,7.2,53.3,0.005837109113639
Τoffe,Ziggs,209,5.4,4.0,6.9,70.4,Syndra,1,5.4,4.3,5.3,62.5,Varus,294,6.4,5.1,7.0,60.0,0.0057845991768768
FA Ramune,Lee Sin,12,6.4,5.1,8.0,54.2,Karma,48,2.5,5.1,13.7,71.4,Sylas,33,5.9,5.9,6.6,45.0,0.0057842165309025
lolfalcon02,Twitch,8,10.8,5.6,6.1,69.5,Kassadin,983,11.0,6.9,4.3,52.0,Gragas,3,9.7,5.0,7.2,56.3,0.0057713852702909
Spyware,Nasus,31,3.9,3.2,7.7,61.0,Graves,5,5.2,3.7,5.8,65.2,Veigar,81,4.4,4.7,9.4,70.0,0.0057438718113267
Ilyich Ulianov1,Kassadin,310,5.0,1.0,2.0,70.6,Talon,2,0.0,0.0,1.0,53.3,Ekko,214,16.0,0.0,3.0,68.4,0.0057144970415394
Grevzin,Azir,349,4.6,3.9,4.9,52.2,Jayce,94,5.7,4.4,5.1,63.6,Yone,242,5.6,4.3,5.1,61.1,0.0057112378718977
DlPLEX,Aurelion Sol,4,5.8,3.6,5.3,51.5,Jayce,189,6.2,5.3,4.9,59.4,Tristana,178,4.9,5.2,3.5,45.8,0.0056937261989304
nursena yener1,Sylas,52,8.0,4.1,7.0,72.4,Akali,83,9.5,4.9,4.5,47.4,Irelia,830,7.2,5.6,4.6,58.8,0.0056934896153698
WD NOMA,Zoe,214,6.7,3.3,7.7,62.1,Twisted Fate,5,3.8,2.6,9.8,47.1,Sylas,457,7.0,3.5,7.0,81.3,0.0056686682979811
VNR LUKA,Jayce,296,7.3,6.0,7.1,60.9,Syndra,53,5.0,3.8,6.4,65.5,Akali,477,8.3,5.7,5.5,51.9,0.0056116546024683
Copý,Sylas,12,5.9,4.3,7.1,66.7,Tristana,645,6.9,4.5,5.2,60.0,Yone,867,4.1,2.8,4.1,64.3,0.0055713876939088
Hauz,Jayce,135,6.7,6.2,6.1,48.4,Sylas,298,6.7,6.9,7.3,60.0,Akali,842,7.9,6.3,4.0,53.8,0.0055499436825256
Egzod,Akshan,54,10.9,6.1,6.0,72.5,Ekko,7,10.2,6.6,6.3,56.5,Irelia,417,8.8,7.0,4.1,56.3,0.0054551003642922
6두콩,Zeri,145,6.0,4.5,6.1,53.5,Kassadin,64,6.0,3.1,5.3,58.9,Akshan,96,5.7,5.0,5.7,67.5,0.005443398580345
MS IRREGULAR,Sylas,277,7.5,6.8,8.0,56.6,Akali,64,9.6,4.8,4.9,53.4,Gragas,61,5.3,5.5,6.1,55.8,0.0054413174552381
Mát,Gragas,54,3.7,3.5,8.4,69.4,Maokai,2,4.2,2.5,9.6,76.9,Ashe,1,4.9,4.1,9.9,65.8,0.005438086702731
제리ll,Zed,73,5.0,7.0,18.0,54.2,Orianna,38,6.1,4.7,5.5,50.0,Shen,26,3.4,4.0,8.7,53.4,0.0054277410491088
cứu Diễm My đi,Fiora,171,6.4,6.4,3.7,56.4,Viktor,96,5.6,5.5,7.8,67.9,Kalista,127,10.7,6.6,6.7,71.4,0.0054167487979157
LowKeySavagé,Jayce,247,6.3,4.6,7.2,68.2,LeBlanc,1,6.7,3.5,6.3,53.8,Ryze,28,5.0,3.6,6.7,60.0,0.0054070214868733
경기도광주이상민,Yone,150,7.0,4.1,5.0,65.8,Sylas,5,5.9,4.4,6.0,54.3,Ryze,763,5.7,4.1,7.0,62.1,0.0054062229670903
Firn,Zed,259,7.9,3.5,5.3,58.7,Twitch,9,9.9,5.0,6.8,58.0,Aurelion Sol,23,7.5,3.1,7.7,60.0,0.0053990845553465
Aloned2,Sylas,310,5.7,4.9,6.4,55.3,Zeri,66,6.1,4.0,6.2,59.1,Ryze,389,4.8,2.8,6.4,76.5,0.0053898975339151
jojongsa,Viktor,147,5.6,4.7,6.3,69.6,Azir,158,5.4,5.4,5.6,31.3,Ryze,461,5.2,3.7,4.3,50.0,0.0053897594334938
Nagito,Swain,103,5.0,4.9,11.8,73.1,Elise,25,9.0,5.3,6.4,70.0,Yone,33,7.4,6.7,4.8,55.6,0.0053834609940593
RISE nZ,Syndra,324,5.8,3.3,7.0,76.3,Sylas,3,6.3,4.1,7.6,61.9,Ahri,404,6.3,3.5,8.1,47.6,0.0053779978520113
バス乗りかっくん,Sylas,14,9.1,5.0,8.6,75.0,Annie,14,4.3,3.6,11.9,63.6,Syndra,44,6.3,4.7,8.1,70.0,0.0053725818623431
Meiyuuki,Akali,89,9.8,4.3,4.9,73.7,Irelia,26,8.9,5.3,3.8,83.3,Sylas,65,7.7,5.1,5.8,50.0,0.0053632808974111
II Dantz II,Ekko,228,7.6,4.6,4.7,52.3,Gangplank,45,5.6,5.4,5.8,53.5,Rakan,44,1.9,4.1,15.4,65.5,0.0053428372184504
Zelt,Irelia,145,7.2,4.4,5.1,57.1,Sylas,128,6.4,3.6,6.9,57.1,Akali,512,7.2,4.4,5.6,50.0,0.0053364080098203
woxiangdasini,Sylas,204,7.0,5.1,6.2,49.2,Jayce,158,6.6,5.9,6.2,73.5,Ryze,139,4.7,3.5,5.0,55.2,0.0053261087450486
Anahazanann,Jayce,330,6.3,6.8,5.3,53.1,Sylas,201,8.0,4.9,6.7,63.3,Tristana,148,6.5,6.4,3.5,52.6,0.0053154674621713
Ekkolyzer,Ekko,106,7.8,3.1,5.9,49.0,Ahri,18,6.2,3.0,8.6,57.1,Karma,72,1.9,3.3,13.8,53.3,0.0053120311780035
Minju,Lux,35,6.1,4.4,10.8,63.9,Seraphine,16,5.1,3.8,8.9,51.4,Sona,17,1.8,4.7,15.1,70.0,0.0053067186015198
Ylone,Ryze,299,5.3,3.1,6.6,55.8,Aurelion Sol,6,5.4,3.3,7.3,50.0,Galio,49,4.8,2.5,9.9,61.0,0.0053017023390557
就像夢一般的現實,Syndra,176,4.8,3.1,7.2,56.0,Sion,90,3.2,3.9,8.1,69.2,Malphite,141,4.3,3.8,8.8,58.3,0.005286240275253
Don Noway,Gangplank,57,6.8,6.4,6.2,63.7,Anivia,1044,4.5,3.7,6.3,52.9,Maokai,17,4.6,4.8,10.3,61.9,0.0052834051144313
Chela Enjoyer,Gragas,58,7.6,2.7,7.3,59.4,Akshan,5,6.8,3.6,5.1,66.7,K'Sante,108,5.1,2.3,7.9,60.0,0.0052802553572943
WilBR,Ryze,34,6.0,3.6,6.8,66.7,Aurelion Sol,104,7.7,3.5,5.8,63.6,Akali,429,7.5,4.0,5.4,50.0,0.0052571109068392
Ha4ayAnnAh,Lux,111,8.1,6.3,8.5,65.6,Sylas,50,9.3,6.8,8.8,70.0,Syndra,70,6.0,7.6,6.0,45.5,0.0052556924233314
titngo22,Taliyah,100,10.0,10.0,9.0,70.6,Vex,14,10.0,19.0,21.0,63.6,Karma,4,16.0,11.0,26.0,100.0,0.005254010548392
Litos,Qiyana,63,8.9,4.2,6.5,70.2,Sylas,78,7.2,6.0,6.3,44.8,Akali,1,4.9,5.8,6.8,43.8,0.0052325533234545
Logoet,Annie,364,5.9,3.1,9.0,66.7,Anivia,69,4.6,2.4,5.6,48.3,Vex,211,7.3,2.5,6.7,69.6,0.0052255228119237
Cotogod,Jayce,75,4.9,5.4,5.3,43.8,Akali,455,6.8,5.4,5.2,34.6,Lee Sin,1208,6.1,6.2,7.4,47.6,0.0052090550026434
El Capitàn Beto,LeBlanc,118,5.1,3.6,6.4,53.6,Irelia,285,5.4,5.4,5.9,43.6,Vi,4,4.4,3.3,7.8,52.8,0.005203098421547
Hindered Raven,Syndra,31,6.7,3.8,7.0,64.2,Viktor,1,4.9,4.5,5.9,36.4,Renekton,177,6.0,4.3,4.2,60.0,0.0051969831778529
gogumakimchi,Irelia,333,7.4,7.2,5.1,53.5,Caitlyn,79,7.4,5.3,7.1,75.0,Jayce,543,6.7,6.4,5.7,50.0,0.0051876775685154
THIAGUlNHO,Tristana,134,6.8,6.1,5.0,51.5,Anivia,25,6.5,4.5,7.9,67.4,Galio,3,3.7,5.6,11.3,59.0,0.0051846679129152
Lorlor,Karma,437,3.4,5.6,10.9,47.2,Cassiopeia,244,7.8,6.5,5.5,65.5,Senna,14,4.8,8.0,13.3,51.4,0.005181647388277
TWTV manubetter,Aurelion Sol,74,8.7,4.0,7.8,64.5,Jayce,49,6.3,3.5,5.6,66.7,Akali,33,7.5,4.7,4.7,50.0,0.0051745587155268
БЛYASUO,Twitch,22,7.9,5.8,5.7,45.8,Twisted Fate,167,4.6,5.7,10.3,54.2,Zed,10,7.9,4.4,6.8,87.5,0.005157855440023
邱記楊貴妃,Zoe,39,6.5,3.8,7.9,66.7,LeBlanc,117,6.4,2.7,5.1,65.6,Syndra,13,6.8,4.1,5.6,47.8,0.0051524353793928
ladder adjuster,Jayce,60,9.5,4.9,5.6,67.9,Lee Sin,50,10.9,5.1,5.6,75.0,Ryze,85,6.8,5.8,6.6,58.8,0.0051510491401407
拿手絕活,Lissandra,46,5.7,4.6,12.7,67.8,Sylas,1,7.1,5.4,7.7,52.8,Jayce,94,4.4,6.6,9.1,33.3,0.0051450727444912
qingxuzhishenQAQ,Jayce,179,5.8,4.8,7.1,55.3,Syndra,60,6.5,3.6,6.5,71.2,Sylas,1,6.1,3.7,6.5,56.4,0.0051393741186206
moon n back,Talon,198,8.2,5.1,5.1,54.4,Sylas,10,7.5,4.6,7.2,51.9,Jhin,299,7.6,4.1,8.9,63.2,0.0051377663851659
stuck in reverse,Ashe,30,4.9,7.0,13.0,56.0,Sylas,555,7.6,5.6,6.2,54.2,Akali,76,9.6,4.4,5.7,72.2,0.0051359834020945
vicki my queen,Yasuo,193,11.0,3.0,12.0,62.9,Yone,39,6.6,5.3,6.7,50.0,Vladimir,110,6.4,5.7,6.0,50.0,0.0051290294738061
TWTV Murillosama,Zed,45,8.8,4.4,5.1,59.0,LeBlanc,6,8.1,4.4,5.5,51.2,Orianna,11,5.5,3.9,9.4,57.9,0.0051279710116871
yuezhihuxiz,Talon,161,7.0,5.0,6.1,58.8,Pantheon,197,4.8,3.2,5.4,53.3,Akali,164,6.8,4.0,5.8,61.5,0.0051124550594364
T1 Sorrowful,Jayce,138,5.5,5.2,5.6,61.8,Tristana,24,5.8,3.3,3.7,72.2,Viktor,50,4.0,3.0,5.1,66.7,0.0051121709110779
Chońcc,Kassadin,78,8.8,3.2,4.8,62.5,Viktor,4,5.1,4.4,5.2,53.7,Diana,19,6.7,6.2,6.6,48.0,0.0051096564546715
Nim Chimpsky,Galio,315,2.0,6.0,3.0,59.5,Ornn,6,4.5,4.0,8.5,50.0,Gragas,274,2.8,3.5,7.0,54.5,0.0050979109674006
MessaRizz,Azir,366,3.5,4.7,6.8,45.8,Akali,199,7.2,4.3,4.7,47.6,Viktor,1013,6.2,4.7,7.0,63.2,0.0050904175062733
Molnigt,Yone,75,8.0,5.1,4.8,57.9,Yasuo,104,6.8,4.9,4.5,49.4,Zed,7,8.1,5.4,5.5,53.8,0.0050893762136218
Molnigt,Yone,73,8.0,5.1,4.8,57.9,Yasuo,104,6.8,4.9,4.5,49.4,Zed,7,8.1,5.4,5.5,53.8,0.0050893762136218
Deuz,Kled,33,7.2,3.8,6.7,66.0,Riven,1,6.1,5.3,4.5,44.0,Zed,17,7.8,5.9,5.4,50.0,0.005088730349876
Molnigt,Yone,75,8.0,5.1,4.8,57.9,Yasuo,104,6.8,4.9,4.5,49.4,Zed,7,8.1,5.4,5.5,53.8,0.0050885782758656
Molnigt,Yone,73,8.0,5.1,4.8,57.9,Yasuo,104,6.8,4.9,4.5,49.4,Zed,7,8.1,5.4,5.5,53.8,0.0050885782758656
Midbeast,Taliyah,41,6.1,6.2,8.5,65.7,Jayce,5,4.6,6.5,5.5,60.9,Syndra,34,3.9,4.5,4.7,61.9,0.005084236249269
GGodmaw,Kog'Maw,73,7.1,5.6,4.6,51.0,Fiddlesticks,4,6.8,6.4,7.9,58.9,Anivia,10,5.1,3.6,7.2,68.6,0.0050759692956026
k mid1,LeBlanc,101,7.9,4.2,6.8,56.5,Kassadin,5,10.1,4.3,6.7,63.3,Karthus,5,8.4,7.6,10.7,40.0,0.0050496882085351
sopjsafjp,Akali,106,8.4,4.4,5.4,63.3,Varus,86,6.1,5.4,6.6,44.4,Zed,764,6.7,4.8,4.5,50.0,0.0050469068598556
eat,Talon,46,9.8,5.3,7.6,69.4,Lee Sin,11,9.0,5.8,8.4,63.2,Zed,231,8.5,5.8,7.5,52.9,0.0050460648279668
Carnivore Diet 2,Tryndamere,79,5.0,6.0,0.0,52.1,Sion,3,11.0,8.0,7.0,48.1,Gragas,184,4.0,2.0,4.0,100.0,0.0050309106646986
Fox Noir,Lux,31,7.7,4.5,10.6,58.7,Zilean,662,2.8,2.9,14.8,60.7,Poppy,17,6.1,4.9,9.2,64.7,0.0050250742414235
tempfcbblucglfya,Yone,226,6.6,4.7,4.4,56.5,Viktor,96,6.1,4.8,7.1,55.6,Sylas,197,9.9,6.9,7.8,50.0,0.0050238518697032
é o sleepy,Zoe,272,9.1,4.2,6.4,62.1,Akshan,1,9.0,5.9,5.5,60.3,Aurelion Sol,3,8.2,5.4,7.2,70.0,0.0050218569862199
21st,Katarina,121,9.2,3.7,6.5,61.9,Zed,295,7.1,4.3,5.9,65.0,Irelia,13,6.3,5.1,6.9,70.0,0.005021335505873
Greyrat,Lux,95,4.7,2.9,8.5,55.1,Akshan,4,7.5,5.0,5.9,59.1,Zoe,11,6.1,3.2,6.6,67.6,0.005019101270905
Mňau,Vladimir,99,5.2,3.0,5.5,65.8,Syndra,5,5.9,5.0,7.2,58.8,Viktor,613,4.6,5.2,6.1,52.9,0.0050076485686231
Incandescence33,Syndra,334,5.0,4.4,8.0,62.5,Orianna,130,5.6,3.7,9.2,66.7,Azir,69,5.2,4.0,6.4,60.0,0.0050072917153018
sh0dy,Yasuo,86,9.0,6.0,16.0,59.2,Zed,11,2.0,2.0,5.0,70.0,Kha'Zix,270,7.4,5.8,6.2,55.0,0.0050052630836219
L9 Mikusik11,Diana,69,8.1,5.5,5.6,54.5,Kayle,221,6.1,5.5,5.1,64.0,Kassadin,127,9.3,3.8,5.8,81.8,0.0050036796561912
Ariendel,Ryze,351,5.2,4.6,7.1,48.6,LeBlanc,29,5.5,4.1,7.2,50.0,Sylas,34,5.8,5.3,6.5,42.9,0.0049988566451399
子夜輝煌,Ryze,165,5.5,5.1,7.5,64.4,Akali,1,6.9,6.7,4.6,48.1,Galio,123,3.3,5.7,10.5,50.0,0.0049859341262428
一心憧憬的小孤獨,Irelia,141,6.0,4.8,4.4,51.8,Akali,65,8.6,3.5,4.3,43.8,Xayah,16,10.0,4.4,6.0,52.2,0.0049807999314886
boxbox,Ryze,39,5.6,3.9,6.2,64.7,Sylas,25,9.6,6.0,5.1,52.9,Akali,349,7.3,4.9,3.5,42.9,0.0049783937728261
DBpYcEy8rZ6lbzr4,Akali,325,7.1,4.8,4.6,64.7,Jayce,354,8.3,6.8,8.6,75.0,Tristana,381,7.8,4.5,5.6,75.0,0.0049732147521339
나라카일,Ryze,187,5.3,3.8,6.7,60.3,Jayce,8,6.8,5.0,6.1,66.1,Ahri,9,6.3,3.6,8.9,71.4,0.0049682539009951
真的不能這麼爛欸,Irelia,162,8.4,5.9,4.5,60.0,Yasuo,4,7.0,5.7,4.9,53.3,Ekko,11,10.1,5.3,5.5,66.7,0.0049670492687614
Đừng dịu dàng,Syndra,34,7.8,3.1,7.6,76.9,Diana,146,6.5,3.1,5.1,72.7,LeBlanc,320,8.0,3.4,8.3,50.0,0.0049662307554109
UEH Gia Qui,Aurelion Sol,44,8.6,3.9,7.9,64.5,Azir,81,4.5,4.1,6.7,44.4,Annie,173,9.1,5.4,7.2,71.4,0.0049653178353838
Τreasure Hunter,Irelia,459,6.4,7.6,5.6,45.8,Talon,174,7.5,5.1,6.0,43.8,Yone,204,7.4,5.6,6.0,72.7,0.0049577127452077
Megalia,Udyr,251,4.7,4.4,6.5,54.1,Pantheon,25,6.3,4.0,5.7,55.1,Akshan,17,6.4,4.6,5.8,61.9,0.0049558301845651
asdfasdfasds,Jayce,303,5.0,5.2,4.5,50.0,Lee Sin,107,6.4,5.8,6.2,56.4,Sylas,83,4.3,6.1,6.8,61.1,0.0049506071430623
iybc9o2 q,Vex,302,6.7,4.8,7.3,62.2,Yone,19,4.5,4.6,4.9,60.9,Sylas,333,7.2,4.5,6.6,65.0,0.0049503601266921
てっこおおおおお,Akshan,47,6.9,5.2,5.5,56.5,Aurelion Sol,59,7.1,4.8,8.6,56.3,Vex,43,7.0,4.6,6.0,57.1,0.0049484506055361
Amfer,Qiyana,142,10.1,5.4,4.2,58.6,Gragas,3,6.1,3.8,7.9,61.3,Miss Fortune,48,3.0,4.8,13.3,52.9,0.0049258950867116
Ri Co Le Mo,Katarina,140,11.1,6.3,6.0,62.9,Sylas,266,8.4,6.5,9.4,51.9,Malzahar,28,5.4,4.7,9.0,59.1,0.0049230978545839
LncL,Akshan,154,10.9,6.7,6.3,65.7,Vladimir,105,7.6,5.0,6.5,61.3,Kassadin,6,9.0,2.6,4.1,100.0,0.0049187540240433
will improve,Taliyah,353,6.7,4.4,7.6,63.9,Yone,56,6.4,4.6,5.3,56.7,Ryze,689,4.6,4.1,7.1,51.9,0.004917478756277
Molnigt,Yone,73,8.0,5.1,4.8,57.9,Yasuo,104,6.8,4.9,4.5,49.4,Zed,7,8.1,5.4,5.5,53.8,0.0049038712717195
Molnigt,Yone,75,8.0,5.1,4.8,57.9,Yasuo,104,6.8,4.9,4.5,49.4,Zed,7,8.1,5.4,5.5,53.8,0.0049038712717195
Molnigt,Yone,73,8.0,5.1,4.8,57.9,Yasuo,104,6.8,4.9,4.5,49.4,Zed,7,8.1,5.4,5.5,53.8,0.0049032162463266
Molnigt,Yone,75,8.0,5.1,4.8,57.9,Yasuo,104,6.8,4.9,4.5,49.4,Zed,7,8.1,5.4,5.5,53.8,0.0049032162463266
Kvotheee,Kassadin,101,10.2,4.0,6.5,73.1,Tristana,1,8.2,4.7,6.1,55.6,LeBlanc,361,8.3,3.3,6.1,60.0,0.0048945962558099
沒有什麼難的,Yasuo,94,3.0,6.0,1.0,55.1,Yone,5,12.0,10.0,12.0,57.1,Talon,34,6.2,5.7,6.1,46.7,0.004889203242592
kyeahoo,Ryze,224,3.9,3.5,5.5,55.4,Syndra,41,4.6,3.4,6.3,65.4,Azir,3,4.1,3.9,5.9,55.8,0.0048891826602336
apple joy,Viktor,47,6.0,6.3,6.6,51.3,Lissandra,2,7.1,6.3,9.0,65.9,Hecarim,1,7.8,7.6,7.9,37.9,0.0048872936925997
120パーセント,Varus,49,8.1,5.6,7.7,61.0,Lee Sin,7,7.7,5.7,6.4,68.0,Yone,18,5.2,6.0,4.8,43.5,0.0048842004122496
bancan shat,Gragas,261,5.5,3.7,7.9,71.4,Akali,133,6.4,3.3,4.3,53.3,Sylas,864,8.9,5.4,7.4,64.3,0.0048802337310922
GGarizz,Lee Sin,54,5.2,4.7,7.5,46.2,Ahri,70,4.0,2.0,8.0,81.8,Tristana,2,4.3,3.6,5.2,47.6,0.0048778279486418
