,nombre_invocador,region,liga,lps,ranking_mundial,winrate_total,kills_player_kda,deaths_player_kda,assists_player_kda,score,FNC Hylissang,TL Honda CoreJJ,Vulcan 01,역천괴,school phobia,mersa777,Targamas,KC Leona,Zaunite Mylo
187,Chebi,RU,Challenger,701,1530,52.9,5.9,5.6,9.7,0.0032429478909333,0.0005726136733916,0.0005081885340232,0.0004655948619319,0.0001641468855997,0.0003935033875011,0.0002197863717861,0.000538458582749,0.0003269664682485,5.368912570183008e-05
188,AMT,EUW,Challenger,803,1098,51.1,3.8,5.7,10.8,0.0032408604466947,0.0005642612934556,0.0005009106035402,0.0005185920594485,0.0001550740443433,0.000394845453599,0.0002216658252576,0.0005378560566047,0.0002935353238218,5.411978662370482e-05
189,SEN Ezmoou,LAS,Challenger,556,2252,51.1,3.5,7.2,12.9,0.0032177077081132,0.0004498771389437,0.0005014521589633,0.0004063151140256,0.0001936047945897,0.0003986847557095,0.0002366208506329,0.0004236019560267,0.0005550592076997,5.24917315216919e-05
190,鵝鵝小騎士,TW,Challenger,688,1562,53.0,2.9,6.5,11.8,0.0032141251898876,0.0005894509299234,0.0004912091142704,0.0004403116514388,0.0001655893532004,0.0003800414291488,0.0002233263875662,0.0005475550117669,0.0003230064185446,5.363489402782303e-05
191,dampiro98,LAS,Challenger,631,1853,58.4,2.8,3.8,13.0,0.0032126456066435,0.0006208386764206,0.0005003959363474,0.0003392064353769,0.0001719420119073,0.0003818068578765,0.0002236693958114,0.0005723822755818,0.0003511897197269,5.1214297594327424e-05
192,Señorita,LAN,Challenger,651,1733,55.3,4.2,6.6,11.9,0.0032115713882141,0.0006125693904492,0.0004911309244767,0.000391365053105,0.0001686146460771,0.0003771184204329,0.000219188892326,0.0005655968641426,0.0003331442264925,5.284297071164746e-05
193,ACP 5231,EUNE,Challenger,615,1948,58.1,2.4,4.6,14.0,0.003183278386606,0.0005834562200053,0.0005026858423841,0.000347278680034,0.0001765296957656,0.0003829670628835,0.0002273482177811,0.0005379292168146,0.000373682105329,5.14013456084161e-05
194,xrzs,KR,Challenger,635,1817,53.5,2.1,4.0,12.1,0.0031830337906817,0.0006317679690502,0.0004813155666566,0.0003314534200562,0.0001696518806404,0.0003784804719847,0.0002182370185191,0.0005755189869748,0.0003453600627245,5.124841407493535e-05
195,Lire,PH,Challenger,629,1865,61.7,5.6,5.2,11.1,0.0031763669865341,0.0006007071478641,0.0004911115304043,0.0003652532825482,0.0001712876284656,0.0003775229457161,0.0002184141424582,0.0005534460243101,0.0003464469083753,5.217737639176851e-05
196,EXPERT VELKOZ,TR,Challenger,626,1881,67.7,5.6,4.5,9.1,0.003175782442383,0.0006014316080737,0.0004961304166874,0.000346568583578,0.0001708401237549,0.0003834033859317,0.0002170545883645,0.0005567114320788,0.0003521330614886,5.1509242425238125e-05
197,ƒïnn,LAN,Challenger,619,1925,55.4,6.2,4.9,10.3,0.0031526771700783,0.0006019129878646,0.0004855957715667,0.0003370017628003,0.0001721862849611,0.0003779161419822,0.0002162018690297,0.0005550161989508,0.0003554307665493,5.141538637307128e-05
198,Gakseong,KR,Challenger,678,1601,58.0,2.5,4.3,11.4,0.0031371616860201,0.0003010141501235,0.0004449706397234,0.0004728224106016,0.0001784802058786,0.0004370702173614,0.0002622322921032,0.0002941387768069,0.000694714893652,5.1718099769145055e-05
199,PCG PhantomDeath,JP,Challenger,622,1915,56.9,1.6,5.2,13.1,0.0031339249155415,0.0006072807519209,0.0004796155701551,0.0003307712990315,0.0001707481146095,0.0003735343059424,0.0002159101030054,0.0005595430963557,0.0003452638701636,5.125780435702215e-05
200,Giselle,TR,Challenger,624,1890,52.6,2.0,3.3,13.0,0.0031298942502143,0.0005919030402825,0.000472149182104,0.0003688515484721,0.0001716804613696,0.000368097814093,0.0002170453613357,0.0005446280741468,0.000342912364544,5.262640386623842e-05
201,Pagorex,LAS,Challenger,1424,33,58.0,3.6,4.1,11.6,0.0031267003159849,0.0005650379455379,0.0004834053543928,0.0004562831202841,0.0001331420172075,0.0004188036652477,0.0002125954621357,0.0005704419107191,0.0002343483247648,5.264251569498153e-05
202,Ahriana Grande,TR,Challenger,608,1986,55.6,4.3,5.4,11.9,0.0030817885088976,0.0005728163342104,0.0004760650373285,0.0003330710217083,0.0001730586167293,0.0003722769513626,0.000215639565932,0.0005315758470163,0.0003559156872015,5.1369447408343896e-05
203,Ryejin,TR,Challenger,620,1912,55.6,5.6,6.6,12.4,0.0030787900305367,0.0005940331991886,0.0004612169337463,0.0003349581755182,0.0001703666616867,0.0003664587442298,0.0002141429620813,0.0005442374776067,0.0003416626327454,5.171324373333167e-05
204,AMG,SG,Challenger,608,1987,57.3,2.5,4.1,13.6,0.0030703569742592,0.0005725121358647,0.0004691452872633,0.0003405143155697,0.0001733801620642,0.0003656685701743,0.0002165440941608,0.0005311678720958,0.0003496597361941,5.176480087185435e-05
205,CaryKung,TW,Challenger,634,1827,56.5,2.9,4.6,12.7,0.0030657559404147,0.0005569121319473,0.0004620073543212,0.0003965935754282,0.0001705021720719,0.0003607239761884,0.0002175490741064,0.0005165273027343,0.0003315439702999,5.339638331675729e-05
206,ttvElcariwea,LAS,Challenger,583,2134,62.9,3.9,4.2,12.0,0.0030549254084717,0.0005286726337335,0.0004736312400977,0.0003459383760666,0.000179671241782,0.0003734195136348,0.0002176016124845,0.0004903789937357,0.0003938168872118,5.179490972468454e-05
207,Nag7,BR,GrandMaster,826,2738,55.6,3.7,5.6,13.3,0.0030407794175349,0.0003320262067565,0.0003923790972677,0.0004140795851565,0.0002075939075917,0.0003491438853488,0.0002183676999909,0.0003197136963528,0.000753155153311,5.4320185758591006e-05
208,グレイラースＺＺ,JP,Challenger,599,2051,49.5,2.7,6.9,10.5,0.0030186092460068,0.000564456042338,0.0004544238308582,0.0003240064313088,0.0001738712131138,0.0003616979921296,0.0002136032179843,0.0005212195821285,0.0003539011619621,5.1429774183272325e-05
209,Doveee,PH,Challenger,595,2074,56.3,2.6,5.9,14.0,0.0030067104897664,0.0005594494346572,0.0004527124731401,0.0003236874141509,0.0001748392081126,0.0003590287465744,0.0002138083295146,0.0005171099600959,0.0003546053972767,5.1469526243779006e-05
210,Redentor,BR,GrandMaster,920,2640,52.7,3.5,5.7,12.1,0.0030027313444149,0.0003802705407104,0.0004248251909324,0.0003605235891702,0.0001982859284902,0.0003720731752251,0.000214371943134,0.0003632912707643,0.0006364892161708,5.260048981706754e-05
211,暖 冬,JP,Challenger,588,2111,52.7,3.0,4.9,11.5,0.003002531473296,0.000536707583712,0.0004595119737011,0.000333944470491,0.0001773518927122,0.0003612188001245,0.0002168600385792,0.0004990522709833,0.0003662205672783,5.166387571413221e-05
212,Hero arc,LAS,Challenger,576,2168,53.3,2.8,4.8,11.5,0.0029950462895784,0.0005283861198014,0.0004548401883137,0.0003318669214462,0.0001799046585949,0.0003605400780304,0.0002171133647115,0.0004903846020138,0.0003803283787172,5.168197794892776e-05
213,Camilo,EUNE,Challenger,608,1981,53.1,7.0,6.8,7.7,0.0029908568391047,0.0005298342306286,0.0004463922744145,0.0003808594947425,0.0001746934075166,0.0003523145550243,0.0002159423509336,0.0004939724497152,0.0003434477474154,5.340032871359142e-05
214,百鬼丸,JP,Challenger,592,2094,56.7,3.0,5.7,11.9,0.0029840176702014,0.0005368085383119,0.0004556542381097,0.0003288538267388,0.0001761406639314,0.000358925970054,0.0002159258655805,0.0005009149795786,0.0003592619901186,5.153159777736333e-05
215,morale support,VN,Challenger,510,2524,57.4,2.8,5.4,12.8,0.0029772276051817,0.0004095948575845,0.0004365211378391,0.0003628094499981,0.0001968392310126,0.000363051840513,0.0002199498564588,0.0003874755461099,0.0005484343529257,5.255133273967486e-05
216,callate boludito,LAS,Challenger,582,2137,53.4,3.4,4.0,11.2,0.0029713711274687,0.0005180659009972,0.0004445819832376,0.0003629804402404,0.0001788194631649,0.0003527164586901,0.000214704476794,0.0004814908517211,0.0003650522006623,5.29593519606271e-05
217,Loggan Double G,LAS,Challenger,537,2344,53.8,3.0,4.1,10.2,0.0029652543893165,0.0004349551105749,0.0004544539238483,0.0003535066174043,0.0001849379490062,0.0003804835545989,0.0002094356697814,0.0004116820692081,0.0004837905156484,5.200897924556596e-05
218,never one,BR,Challenger,1126,222,56.0,4.5,5.2,12.1,0.0029590916500032,0.0005139581453379,0.0004470676805241,0.0004684808069294,0.0001361533043719,0.0003800871973526,0.0002118871245471,0.0005116260507011,0.0002363109126524,5.352042758640879e-05
219,1Pasha,LAS,Challenger,596,2066,53.8,2.6,5.3,12.2,0.0029523261163351,0.0005196004958362,0.0004371496862704,0.0003707003117277,0.0001768054982981,0.0003468517422944,0.0002153516706846,0.0004837715744946,0.0003487522884032,5.334284832560776e-05
220,WindüChaser,TW,Challenger,581,2144,52.7,3.0,4.5,11.7,0.0029480650248167,0.0005295042037891,0.0004403890633741,0.0003383808598967,0.0001778226702996,0.0003487120891151,0.0002144223591113,0.0004907955718645,0.0003557809603513,5.225724701465488e-05
221,GSE Azazel,PH,Challenger,566,2211,55.8,2.7,4.5,14.0,0.0029457103786565,0.0005104768265418,0.0004480637449007,0.0003302236994189,0.0001796335028102,0.0003574263227001,0.0002138160762922,0.000475147884649,0.0003792143216393,5.170799970409714e-05
222,Veignorem,EUW,GrandMaster,780,2857,52.2,2.6,5.0,12.5,0.0029412497081208,0.0002994680701173,0.0003560084985627,0.0003461050191477,0.0002023189010235,0.0003361452094515,0.0002012403564521,0.0002901404911812,0.0008566295281839,5.319363400053048e-05
223,Pandorá,PH,Challenger,587,2116,58.7,2.9,6.4,13.0,0.0029205512092261,0.0004775846247713,0.0004333968902031,0.0003968018449332,0.0001833007354951,0.0003395310154423,0.0002286973713101,0.0004479961399877,0.0003593474008447,5.389518623813668e-05
224,DuDu111,KR,Challenger,805,1093,57.5,2.6,5.8,12.9,0.0029203937329591,0.0003256361045656,0.0004727059828381,0.0004196079682492,0.0001509512286269,0.0005462023347979,0.0002029418194051,0.0003217777202646,0.0004298805965014,5.068997771000321e-05
225,maestro tomberi,LAS,Challenger,560,2238,57.3,4.6,5.8,11.3,0.0029191836410782,0.0005050662433954,0.0004399685302784,0.000325739213286,0.0001802981106164,0.0003532777864694,0.0002122103747947,0.0004711025763974,0.0003797897543422,5.173105149800599e-05
226,maestro tomberi,LAS,Challenger,560,2238,57.3,4.6,5.8,11.3,0.0029191836410782,0.0005050332473548,0.0004399421196618,0.0003257331975491,0.0001803065174289,0.0003532598805982,0.0002122100306878,0.0004710697339655,0.0003798118961998,5.173152747750952e-05
227,maestro tomberi,LAS,Challenger,560,2238,57.3,4.6,5.8,11.3,0.0029190981509237,0.0005050662433954,0.0004399685302784,0.000325739213286,0.0001802981106164,0.0003532777864694,0.0002122103747947,0.0004711025763974,0.0003797897543422,5.173105149800599e-05
228,maestro tomberi,LAS,Challenger,560,2238,57.3,4.6,5.8,11.3,0.0029190981509237,0.0005050332473548,0.0004399421196618,0.0003257331975491,0.0001803065174289,0.0003532598805982,0.0002122100306878,0.0004710697339655,0.0003798118961998,5.173152747750952e-05
229,enpad,PH,Challenger,536,2351,62.0,4.0,5.7,13.1,0.0029172117617408,0.000458716384299,0.0004442862749822,0.0003426024725214,0.0001849119146191,0.000362046812664,0.0002126211311545,0.0004318434514758,0.0004281468194697,5.203650055484644e-05
230,Arecent,SG,Challenger,561,2232,51.5,3.8,4.7,10.5,0.0029147978500883,0.000508312463708,0.0004389323839028,0.0003257016333589,0.0001797213739212,0.0003507870570356,0.0002133762278523,0.0004740347063583,0.0003721891021045,5.174290184635117e-05
231,im a cυte girl,EUW,GrandMaster,732,3019,55.1,3.6,4.8,11.1,0.0029105536846185,0.0002911883467323,0.0003408294587374,0.0003567836651381,0.0002135802326065,0.0003156066061691,0.000204395435014,0.0002816280302298,0.0008522839063149,5.425800367602136e-05
232,Zimba1,EUW,GrandMaster,766,2901,57.7,2.0,3.9,12.3,0.0029101489536504,0.0003488191988611,0.0003819751176111,0.0003466221434377,0.0002276451581225,0.0003208078695968,0.0002432407224443,0.0003325612599974,0.0006553088001134,5.316868346571868e-05
233,Tiago Rodrigues,EUW,GrandMaster,943,2634,55.0,2.7,5.1,13.4,0.0029063197510548,0.0004136984717264,0.0004231106331057,0.000340300181979,0.0001965312569283,0.000358936814626,0.0002152344031885,0.0003920324495131,0.0005141273278337,5.234821215372018e-05
234,BIade Runner2049,EUW,Challenger,870,863,55.4,2.3,6.4,12.7,0.0028982500518806,0.0002962457983963,0.0004580029606095,0.0004362334436948,0.0001569570770112,0.0005004765817094,0.0002575770591062,0.0002926757062967,0.0004498880662055,5.0193358850736776e-05
235,Its me ZEON,VN,Challenger,524,2414,57.7,3.0,5.2,11.7,0.0028981211546658,0.0004530238486552,0.0004309624758376,0.0003340445517159,0.0001963202620436,0.0003407903255875,0.0002371865164203,0.0004241385038653,0.0004296855976293,5.196907291085351e-05
236,batman vermelho,BR,GrandMaster,936,2636,66.3,2.7,6.1,15.0,0.0028902896229509,0.0004065517258123,0.0004166473196533,0.0003565003725573,0.0002076945307007,0.0003386141369399,0.0002393563949145,0.0003849697636475,0.000486976801937,5.297857678811599e-05
237,กระเบน,TH,Challenger,569,2201,54.4,2.3,5.5,14.6,0.0028881982935616,0.000513249288333,0.0004328953307336,0.0003193742125752,0.0001777964108399,0.0003454601916264,0.0002124409935509,0.0004788912913003,0.0003564626475659,5.162792703604165e-05
238,TTV White Lotus,EUW,Challenger,773,1202,52.1,2.2,4.5,13.4,0.0028871741836742,0.0003477900228812,0.0004652581110971,0.000398131600637,0.0001514297507446,0.0005204940078672,0.0001954219304515,0.0003412263571484,0.0004164724225522,5.09499802945922e-05
239,messi sup acc,EUW,Challenger,1009,418,54.4,3.0,5.4,13.2,0.0028685593982274,0.000335155765707,0.0004034956023538,0.0003343550709547,0.0001579345504102,0.0003382940484495,0.0006421727156833,0.0003299958537254,0.0002778048110443,4.935097989881017e-05
240,Bailando Alistar,EUW,GrandMaster,691,3253,53.6,4.7,6.4,11.6,0.0028684774572976,0.000226486644838,0.0002753496441482,0.000291878697029,0.0002605120687605,0.0002583284073116,0.0002584929382538,0.000220798272907,0.0010235744512869,5.305633276219144e-05
241,Parlak Pasif Gay,TR,Challenger,539,2330,54.3,2.3,4.6,13.0,0.0028664741538093,0.0004798329926666,0.0004298106787843,0.0003262916266344,0.0001839117255838,0.0003450350539712,0.0002145630831653,0.0004489126890796,0.0003862137128463,5.190259107758352e-05
242,舒華寶,TW,Challenger,554,2261,55.3,3.5,4.4,12.0,0.0028659023246662,0.0005047083140526,0.0004240893045493,0.0003202907879322,0.0001800902364349,0.0003405623339982,0.0002118634426141,0.0004702626581851,0.0003621199727945,5.191527410501905e-05
243,la cariñosaa,LAS,Challenger,586,2118,54.1,2.6,5.3,13.4,0.0028654368280414,0.0004843439998625,0.0004197038269172,0.0003800426830446,0.0001782713268774,0.0003359596520787,0.0002141896326619,0.0004535859707083,0.0003454012414183,5.393849447221214e-05
244,PsYcraw,EUW,GrandMaster,745,2955,54.5,2.3,4.5,12.8,0.0028629288054087,0.00033840406084,0.0003728297714692,0.0003357432675096,0.0002124801076981,0.0003286944651403,0.0002112341404787,0.0003240893929542,0.0006863876087034,5.3065990614913945e-05
245,jiazzzzz,TW,Challenger,543,2305,56.4,1.9,3.9,13.1,0.0028549782126072,0.0004863207190603,0.0004202506459012,0.0003373978414529,0.0001842867624769,0.0003351680321948,0.0002165115688096,0.0004534901464539,0.0003689173521382,5.26351441190662e-05
246,Hoketo,EUW,GrandMaster,815,2777,57.4,2.9,5.9,12.5,0.0028548765160905,0.0003880133366401,0.0004002631239204,0.0003338790242313,0.00021147106412,0.0003326478546318,0.0002308404001539,0.0003678443486977,0.0005373619325236,5.255543117136826e-05
247,Try again later,LAS,Challenger,771,1215,54.2,2.7,4.1,12.5,0.0028542836233852,0.0004665356855212,0.000417799037028,0.0004793525229837,0.0001546956305675,0.0003432586747058,0.0002135498717918,0.000448780733358,0.000275191498328,5.511996910093378e-05
248,insung,EUW,GrandMaster,705,3151,54.1,4.1,5.8,9.8,0.0028436054420654,0.0003191264576515,0.0003518201451375,0.0003313332352137,0.0002342705071808,0.0003042676698014,0.0002278251147906,0.000305895550457,0.0007155471082609,5.351965357156985e-05
249,LFL SUPPKING,EUW,GrandMaster,752,2940,54.0,2.3,4.0,13.2,0.0028432633151252,0.0003259663068318,0.0003646688115455,0.0003285067807507,0.000207517795893,0.0003302454399463,0.0002042686752268,0.0003131608962964,0.0007160821432849,5.2846465349515536e-05
250,Enchanters xd,EUW,GrandMaster,834,2724,53.2,2.5,5.1,13.3,0.0028390514541421,0.0003736553012291,0.0003986255455967,0.0003406157856648,0.000195564402346,0.0003530403983233,0.0002033218994311,0.0003567288662258,0.0005647932178799,5.270603744500576e-05
251,tuna6666,SG,Challenger,562,2228,55.6,2.7,4.8,12.9,0.0028341008551337,0.0004799713737312,0.0004154336643407,0.0003569574035775,0.0001803235336843,0.0003328675963366,0.0002131573061931,0.0004508461255667,0.0003511407050459,5.340314665744698e-05
252,RED Stoneses,BR,GrandMaster,746,2951,53.3,3.1,6.1,13.4,0.002830149569509,0.0003535033688663,0.0003756405556446,0.0003454509475095,0.0002231434961906,0.000316742310854,0.0002301909912802,0.000336876036228,0.0005950383134063,5.356354952918887e-05
253,Davion,TH,Challenger,543,2310,57.5,2.6,3.8,11.8,0.0028183415550312,0.000483128526878,0.0004151568133223,0.0003297279739601,0.0001818907389342,0.0003329335960492,0.0002122438509735,0.0004515955548092,0.000359200359036,5.246414106840823e-05
254,SmashSCY,TH,Challenger,546,2293,63.0,4.5,5.0,11.1,0.0028164721720518,0.0004866575400169,0.0004168743330527,0.0003219019104842,0.0001806609825792,0.0003344579946312,0.0002118249629776,0.0004549158199281,0.0003571013654062,5.207726297532529e-05
255,winplease123,EUW,GrandMaster,729,3030,52.3,2.9,5.1,13.6,0.0028119142245931,0.0003263873090352,0.000358241597678,0.0003281067048667,0.0002137070620514,0.0003199563892547,0.0002064418214222,0.0003129604212874,0.0006928902402794,5.322267871765085e-05
256,Morgenstern,TH,Challenger,536,2349,56.7,2.4,5.3,13.2,0.00280010939283,0.0004776860498826,0.0004115336357023,0.0003236297237336,0.0001825143862383,0.0003316891064848,0.0002110519258518,0.0004471217922788,0.0003625712679129,5.2311504744525975e-05
257,eustachian,EUW,GrandMaster,865,2677,62.5,2.8,3.7,11.7,0.0027980514066243,0.0004091355483362,0.0004058785569275,0.0003262744760677,0.0001941631311639,0.0003447714072731,0.0002080498021212,0.0003883504397119,0.000469103936742,5.232410828057975e-05
258,RLPKVNCVLLR,PH,Challenger,521,2438,52.4,6.2,5.2,9.5,0.0027951703806453,0.0004550339801568,0.0004104574181095,0.0003268143699966,0.0001897446582608,0.0003288591389997,0.0002192490859117,0.0004267407906364,0.0003859049762088,5.236596236458425e-05
259,bae lú lú,VN,Challenger,539,2329,61.0,5.3,4.8,11.3,0.0027950422305206,0.0004235718542878,0.0004055086676516,0.0004005428257246,0.0001848158726381,0.0003330844160514,0.0002106203050114,0.0004007866444896,0.0003814779301629,5.463371450271981e-05
260,SIGMA MENTALlTY,EUW,GrandMaster,744,2958,52.9,2.5,5.0,11.5,0.0027900157279816,0.0003465540175231,0.0003691002966271,0.0003256720464471,0.0002115666151141,0.0003236087508954,0.0002095813422774,0.0003307830953816,0.0006201740234305,5.297554028494324e-05
261,Billy,EUW,GrandMaster,708,3129,54.5,2.2,6.0,14.1,0.0027731593217794,0.0002599394801551,0.0003073589660679,0.0003063330121902,0.0002084385579695,0.0002981224220828,0.0001938598969568,0.0002528664576714,0.000893130886473,5.3109642212339415e-05
262,Farketmez1256,TR,Challenger,530,2386,52.8,3.4,5.7,14.2,0.0027680753035421,0.0004752923127966,0.0004039568171708,0.0003079899504347,0.0001829738171496,0.0003283060435042,0.0002096932207534,0.0004440206341578,0.000364010659523,5.183184805163124e-05
263,Farketmez1256,TR,Challenger,530,2386,52.8,3.4,5.7,14.2,0.0027680753035421,0.0004752255244993,0.0004038499002044,0.0003079431317325,0.0001829860727963,0.0003282459762439,0.0002096527861605,0.0004439522692122,0.0003640160209785,5.183348444131818e-05
264,Farketmez1256,TR,Challenger,530,2386,52.8,3.4,5.7,14.2,0.0027677051662692,0.0004752923127966,0.0004039568171708,0.0003079899504347,0.0001829738171496,0.0003283060435042,0.0002096932207534,0.0004440206341578,0.000364010659523,5.183184805163124e-05
265,Farketmez1256,TR,Challenger,530,2386,52.8,3.4,5.7,14.2,0.0027677051662692,0.0004752255244993,0.0004038499002044,0.0003079431317325,0.0001829860727963,0.0003282459762439,0.0002096527861605,0.0004439522692122,0.0003640160209785,5.183348444131818e-05
266,Carrry,EUW,GrandMaster,748,2947,54.8,2.7,4.6,12.2,0.0027663608099315,0.0003601543800914,0.0003722595594662,0.0003214485327729,0.0002206373881921,0.0003136497355656,0.0002282121483801,0.0003422975898176,0.0005548810489583,5.282042668707025e-05
267,TSK Milfhunter,VN,Challenger,528,2395,52.8,1.7,4.8,12.6,0.0027657677953811,0.0004740910462863,0.0004024120793803,0.0003084678482533,0.0001831141761606,0.0003281747260503,0.000209655287903,0.0004419452799617,0.0003660229714496,5.188437993556688e-05
268,天竺葵,JP,Challenger,529,2390,52.5,1.6,4.0,13.2,0.0027648258917867,0.0004698313435492,0.000406010331883,0.0003101202258128,0.000182970609087,0.0003290115355088,0.0002100300327032,0.0004408264275848,0.00036417598514,5.184940051763991e-05
269,天竺葵,JP,Challenger,529,2390,52.5,1.6,4.0,13.2,0.0027648258917867,0.0004698005817249,0.0004060190029253,0.0003101505574659,0.0001829115308038,0.000329032111891,0.0002100196498891,0.000440829212948,0.0003639770616706,5.184867155588235e-05
270,天竺葵,JP,Challenger,529,2390,52.5,1.6,4.0,13.2,0.0027645883808747,0.0004698313435492,0.000406010331883,0.0003101202258128,0.000182970609087,0.0003290115355088,0.0002100300327032,0.0004408264275848,0.00036417598514,5.184940051763991e-05
271,天竺葵,JP,Challenger,529,2390,52.5,1.6,4.0,13.2,0.0027645883808747,0.0004698005817249,0.0004060190029253,0.0003101505574659,0.0001829115308038,0.000329032111891,0.0002100196498891,0.000440829212948,0.0003639770616706,5.184867155588235e-05
272,ayekasia,EUW,Challenger,906,741,55.3,2.1,4.3,12.8,0.00275932071593,0.0002736838696622,0.0003710979672821,0.0003652001322489,0.0001673152393319,0.0003393568600449,0.0005835721628613,0.0002697986521372,0.0003392632001006,5.003263226055372e-05
273,megx ª,EUW,GrandMaster,746,2948,52.9,2.0,5.0,13.3,0.0027581353927171,0.0003614106006269,0.0003723601902049,0.000318388627344,0.0002134639654752,0.0003192710990782,0.0002162818635677,0.0003439773739957,0.0005602538436415,5.272782878271902e-05
274,bulecha,BR,GrandMaster,847,2701,52.5,3.4,4.7,11.5,0.0027553221553721,0.000416962432828,0.0003934122183653,0.0003194584451101,0.000201040016902,0.0003243444849577,0.0002207577715212,0.0003937870179158,0.0004330598928818,5.2499874889964776e-05
275,do better,PH,Challenger,524,2418,55.9,3.6,5.9,9.5,0.0027403408599037,0.000463774322351,0.0004002577253176,0.0003071032002865,0.0001834745945774,0.0003255603851141,0.0002091937959146,0.0004357296285608,0.000363392683493,5.185452428843791e-05
276,Wekin Poof,EUW,GrandMaster,659,3434,53.4,3.3,5.2,10.9,0.0027360875462693,0.0002817047974567,0.0003128002146482,0.0003007576000223,0.0002341610915045,0.0002846767390272,0.0002035248823351,0.000271838422135,0.0007930545373066,5.356926183325595e-05
277,Juppiterx,EUW,GrandMaster,675,3322,56.5,2.7,4.9,10.8,0.0027345292029874,0.0002858964980116,0.000319758349263,0.0003063796381117,0.0002253502982645,0.0002924973189081,0.0002006663187431,0.0002760478351618,0.0007744489312996,5.348401522371668e-05
278,Chalis,EUW,GrandMaster,837,2723,57.5,1.9,4.1,13.1,0.0027316607186179,0.0003888703176564,0.000379324461164,0.0003387135826148,0.0002147117302764,0.0003079120622831,0.0002453888011515,0.0003678051613697,0.0004354690356973,5.3465566404309695e-05
279,Omiss,VN,Challenger,672,1634,56.4,3.1,6.0,12.9,0.00272946052989,0.0004032550648697,0.0003887002581493,0.0004936940950717,0.0001636989468226,0.0003267484753048,0.0002093133910322,0.0003887042629542,0.000299149585617,5.6196450068143936e-05
280,4th June,EUW,GrandMaster,739,2978,53.5,2.5,4.5,12.4,0.0027282821337851,0.000356090122708,0.0003664665748312,0.0003236311974944,0.0002123125365573,0.0003161507157603,0.0002105753097281,0.000339083008829,0.0005507797032514,5.3192964625064886e-05
281,sweetie today,TH,Challenger,521,2437,57.9,4.0,4.9,11.7,0.0027257134298178,0.0004571976661751,0.0003986301775504,0.0003072313571617,0.000183944230723,0.0003242802058948,0.0002093565813948,0.0004293649276773,0.0003638453777144,5.186290552596358e-05
282,藍雙布偶,TW,Challenger,545,2297,59.0,2.9,3.5,9.9,0.0027255263738378,0.0004283809145047,0.0003902926810329,0.0003799684105763,0.0001854532313255,0.0003153041734212,0.0002172774853286,0.0004050950906087,0.0003491105384379,5.46438486015948e-05
283,라면이 맛있다,KR,GrandMaster,789,2838,65.9,4.7,5.1,11.3,0.0027220621152892,0.0003870265441509,0.0003824462039084,0.0003252714412474,0.0002024242441947,0.0003238192042915,0.0002100497445021,0.000367231854533,0.0004708514630796,5.294141538130021e-05
284,xxiixxiixx,VN,Challenger,517,2470,56.7,2.3,5.1,13.1,0.0027127072213682,0.0004505548033925,0.0003947384945512,0.0003066806714603,0.00018640649117,0.0003206570955783,0.0002112955726613,0.0004232476498348,0.0003671808313973,5.194561132206758e-05
285,Billy Butcher,EUW,GrandMaster,816,2774,53.0,3.6,7.5,13.5,0.0027124616972277,0.0002478690728676,0.0003062095458897,0.0004447431293202,0.0002160221012797,0.0002898462498408,0.0002282730881186,0.0002416382389486,0.0006810491865927,5.681108436943998e-05
286,69Chaz420,PH,Challenger,503,2577,52.5,3.7,6.0,12.1,0.0027069075289138,0.00043379615436,0.0003904610191546,0.0003083574579768,0.0001890532712541,0.0003234651500105,0.0002070958346974,0.0004077085102455,0.0003948641053039,5.210602591084043e-05
287,Narcissisticc,TH,Challenger,517,2466,60.8,6.7,4.3,10.0,0.0027027279398754,0.000451968259198,0.0003928034332802,0.0003054873210889,0.0001845689175495,0.0003203181429784,0.0002086486023166,0.0004251722978479,0.0003618036019114,5.195736370419749e-05
288,HadiHadi,EUW,GrandMaster,873,2662,53.9,3.6,5.4,9.5,0.0026994023013523,0.0004297145702241,0.0003864471379694,0.00030638104072,0.0001911462221692,0.0003240650805943,0.0002067098819157,0.0004048707228685,0.0003978250135627,5.224263132818759e-05
289,High Mental,TR,Challenger,513,2496,50.9,4.9,5.2,9.9,0.002694837143571,0.0004514045150697,0.0003885534483635,0.0003030316758526,0.000185412070005,0.000318834253622,0.000207463162526,0.0004224598846916,0.0003656838627246,5.199427071568016e-05
290,Tarmi,TR,Challenger,510,2521,54.0,2.4,6.8,14.6,0.002690819503356,0.0004467025932248,0.0003875736955289,0.000302459354145,0.0001863659789665,0.0003186502317573,0.0002073181955064,0.0004194977316712,0.0003702598937006,5.199182885488514e-05
291,TOURO REPRODÜTOR,BR,GrandMaster,844,2703,57.0,2.7,5.5,13.0,0.0026834713751379,0.0004179079071592,0.0003829919766627,0.0003060628870834,0.0001968125321618,0.0003167365789378,0.0002146931168433,0.0003951362667875,0.0004008689216599,5.226118784202376e-05
292,bIessIess,EUW,GrandMaster,934,2640,65.6,3.6,4.4,13.7,0.0026676733102301,0.0002717279633694,0.0003361812725434,0.0003694187906453,0.0001868671729351,0.0003353526068257,0.000192192399298,0.0002656201150384,0.0006564151089746,5.389788059969833e-05
