nombre_invocador,champ_1,regional_rank_1,kills_champ_1,deaths_champ_1,assists_champ_1,winrate_champ_1,champ_2,regional_rank_2,kills_champ_2,deaths_champ_2,assists_champ_2,winrate_champ_2,champ_3,regional_rank_3,kills_champ_3,deaths_champ_3,assists_champ_3,winrate_champ_3,score
Mαrth,Xayah,227,6.2,3.5,6.2,61.3,Orianna,174,6.0,3.9,6.6,50.0,Ashe,51,4.3,3.5,9.6,45.5,0.0045224422571016
WUDZOEMJUB,Zeri,85,7.2,3.6,6.1,58.3,Xayah,297,6.9,3.6,6.3,73.1,Caitlyn,551,6.2,4.3,6.5,63.6,0.0045186056634936
Wayyyyy,Kai'Sa,49,9.1,5.0,5.6,58.0,Samira,338,8.8,5.6,5.4,50.6,Xayah,22,8.8,5.0,6.3,56.7,0.0044897713150342
chico,Zeri,20,6.9,5.3,7.6,60.9,Varus,1,6.0,6.4,8.0,57.1,Jhin,39,5.6,4.3,9.2,73.3,0.0044826204086357
Aggyá kétezret,Caitlyn,63,6.5,4.3,7.6,63.4,Twitch,52,8.4,5.7,8.2,66.7,Varus,243,6.5,4.7,7.2,71.4,0.0044093281451592
Croquette,Varus,131,8.6,4.8,9.8,71.0,Zeri,283,8.0,4.2,7.1,64.0,Samira,364,11.4,4.6,7.0,71.4,0.0043979329945705
OneZang,Twitch,154,6.1,5.5,8.4,65.1,Draven,4,6.0,4.1,4.7,48.0,Varus,95,3.9,4.0,5.4,48.8,0.0043975796389689
Gentleman Kra,Thresh,17,2.2,5.4,16.1,60.0,Kai'Sa,2,6.7,4.1,5.9,64.9,Ashe,21,3.1,6.6,12.2,54.3,0.0043873072432266
Kími1,Ezreal,44,7.5,4.1,6.3,63.5,Varus,657,7.5,4.3,7.8,55.9,Zeri,6,7.0,3.3,5.5,51.5,0.004385380103651
Corvo Attano,Jhin,21,7.7,3.6,8.1,64.0,Xayah,361,6.9,4.3,7.6,66.7,Ezreal,66,10.8,4.1,6.7,77.3,0.0043825495384872
NSK BlastSoul,Caitlyn,99,6.2,3.2,6.9,72.1,Ezreal,187,8.6,4.1,6.7,65.0,Aphelios,6,6.5,5.4,6.3,23.1,0.0043343338188679
qasdzxcvewz,Caitlyn,219,7.1,4.9,6.4,57.1,Draven,28,8.0,5.7,6.8,39.5,Zeri,430,7.2,4.2,5.4,61.5,0.0042763508189899
baozaopiqi,Varus,197,6.6,6.5,7.5,56.9,Samira,61,9.7,5.5,5.8,60.0,Zeri,23,6.5,6.4,6.5,56.5,0.0042757288287362
Jasinto,Xayah,292,6.7,4.8,6.2,61.8,Kai'Sa,491,7.8,6.2,5.5,52.9,Ezreal,8,7.3,5.4,7.1,46.8,0.0042419481741649
Jasinto,Xayah,288,6.7,4.8,6.2,61.8,Kai'Sa,485,7.8,6.2,5.5,52.9,Ezreal,8,7.3,5.4,7.1,46.8,0.0042419481741649
USC Inferno,Varus,263,6.7,3.9,6.7,67.6,Xayah,47,5.6,3.4,7.1,62.5,Zeri,1245,5.9,2.8,5.7,57.1,0.0042387315159767
Jasinto,Xayah,292,6.7,4.8,6.2,61.8,Kai'Sa,491,7.8,6.2,5.5,52.9,Ezreal,8,7.3,5.4,7.1,46.8,0.004230991375241
Jasinto,Xayah,288,6.7,4.8,6.2,61.8,Kai'Sa,485,7.8,6.2,5.5,52.9,Ezreal,8,7.3,5.4,7.1,46.8,0.004230991375241
Hold On,Karma,11,2.6,6.5,15.7,58.2,Caitlyn,1002,6.8,5.2,7.3,49.1,Kai'Sa,2,9.1,5.2,6.4,65.4,0.0042298321851819
xuue,Kai'Sa,229,6.8,4.5,6.4,59.6,Xayah,37,4.9,3.9,5.8,58.8,Jhin,1260,4.5,3.2,7.7,73.3,0.0042289472153223
DimSumGirl,Caitlyn,246,5.9,4.9,6.5,51.4,Varus,97,6.3,5.0,6.9,53.2,Zeri,193,8.1,4.6,5.8,59.5,0.0042173116836419
Perfect XVII,Draven,30,7.5,6.9,5.9,58.2,Rengar,436,8.4,6.5,7.0,59.5,Blitzcrank,8,1.3,7.4,13.7,66.7,0.0042063384904206
vxin1585410146,Xayah,46,6.9,3.6,6.6,73.3,Ezreal,12,6.6,3.0,7.0,68.8,Varus,92,5.4,4.9,7.8,62.5,0.0041901387502888
Luckyy089,Kai'Sa,172,9.4,5.9,7.9,62.5,Xayah,8,7.4,4.7,6.7,65.0,Caitlyn,236,5.8,5.6,7.3,68.8,0.0041860951534214
bababaabam,Varus,132,6.1,4.2,6.8,50.9,Jhin,222,7.1,3.6,9.3,57.1,Ezreal,27,5.4,4.2,7.1,52.9,0.0041763023777737
ego lol player,Zeri,292,7.0,4.6,6.7,54.9,Caitlyn,24,6.1,6.1,7.6,50.0,Tristana,1077,6.5,4.0,6.8,68.0,0.0041440068892972
Seba chan,Draven,64,9.1,5.8,5.9,69.2,Ezreal,34,6.7,6.0,8.7,50.0,Karthus,4,7.6,8.0,7.6,20.0,0.0041369129076508
FLYING GEORGE 69,Draven,85,11.0,5.1,7.0,72.3,Karthus,12,7.6,6.2,8.9,55.6,Caitlyn,5,6.5,4.7,7.4,51.9,0.0041340183242131
羊村舵主ü慢羊羊,Aphelios,53,6.1,4.7,6.1,72.5,Xayah,282,6.8,4.2,6.9,67.7,Samira,1,7.3,5.2,5.7,47.4,0.0040729582913904
LukášKril Studio,Kai'Sa,114,8.3,5.1,5.0,59.3,Caitlyn,16,6.5,6.0,5.1,52.8,Xayah,311,5.6,4.4,4.7,50.0,0.0040535101295608
lmperial,Tristana,216,7.7,4.6,5.9,59.9,Xayah,13,6.1,4.5,6.1,62.3,Kai'Sa,20,8.6,5.4,5.9,47.9,0.0040489853804128
v1nboiz12345,Zeri,15,7.4,4.4,5.6,54.8,Varus,299,8.5,4.0,9.1,88.2,Aphelios,50,5.5,4.6,4.3,47.1,0.0040015238662114
Chifre 14,Varus,171,7.7,5.4,7.3,62.1,Ezreal,120,7.8,6.0,8.4,66.7,Jhin,364,8.6,3.7,8.5,47.4,0.003959471954395
October 23,Caitlyn,296,5.7,4.7,7.1,58.0,Tristana,12,5.8,3.8,4.9,56.0,Xayah,406,6.6,4.8,6.8,55.0,0.0039477681121816
FMC ZekheN,Xayah,113,8.0,5.3,7.1,56.4,Ezreal,920,7.6,4.4,6.8,61.0,Tristana,19,10.2,5.7,6.1,57.7,0.0039428292363
Quesito Jr,Xayah,130,8.1,6.2,7.0,55.5,Pyke,145,8.5,7.5,7.5,51.4,Akali,26,7.4,5.4,5.7,59.1,0.003942625425704
129480,Varus,167,7.1,4.9,6.8,43.2,Draven,315,6.7,4.9,6.8,47.2,Caitlyn,91,5.2,3.7,5.7,55.2,0.003935905613378
Kral Toxic10,Lucian,50,7.2,5.3,7.8,63.6,Samira,67,8.0,5.3,7.3,68.8,Ezreal,588,8.5,5.2,9.8,66.7,0.003916611606925
GB2 BufonRi,Xayah,71,7.3,5.2,8.1,43.8,Samira,944,7.9,5.9,7.5,76.9,Ashe,324,5.9,4.9,11.7,72.7,0.003911336157095
ชาซอน,Kai'Sa,4,8.9,5.1,5.7,62.3,Aphelios,977,7.3,5.0,7.8,61.4,Ezreal,2,7.8,5.3,6.5,59.4,0.0038913127267709
모하숑,Varus,129,9.8,5.2,7.0,60.0,Ezreal,1311,8.2,4.1,6.2,66.7,Zeri,758,6.9,4.6,6.9,62.5,0.0038606602005084
Just stay apart,Caitlyn,295,6.6,3.9,6.6,68.6,Kai'Sa,986,8.6,5.0,6.9,50.0,Xayah,110,7.3,4.0,7.1,56.0,0.0038474126591576
China Ping,Twitch,28,8.1,4.9,5.8,50.8,Tristana,78,3.9,3.8,3.9,33.3,Xerath,324,3.8,3.9,6.5,43.3,0.0038332925200209
Whymesodiao,Xayah,218,10.8,3.9,6.5,90.9,Ezreal,563,7.1,4.8,10.3,81.8,Samira,1038,11.8,4.6,7.5,90.0,0.003823881130708
AEZAKMI 1337,Karma,43,3.0,3.3,13.8,56.5,Kai'Sa,42,7.6,3.9,4.9,51.1,Caitlyn,109,6.6,4.1,6.1,54.2,0.0038211132987417
h1a2d3e4s5,Draven,27,9.3,5.1,7.7,77.3,Caitlyn,61,8.1,5.2,6.8,80.0,Lucian,240,10.8,6.0,6.9,77.8,0.0038118058585583
mauricio39,Kog'Maw,149,8.0,5.9,6.5,57.1,Xayah,1294,8.5,6.2,6.9,56.4,Varus,6,9.2,7.3,6.7,58.1,0.0037832709386227
문영화,Varus,175,5.9,4.8,7.4,54.0,Ezreal,129,6.8,4.4,6.8,66.7,Kai'Sa,240,8.0,4.0,7.1,73.1,0.0037744437555236
Autumn Tree,Zeri,101,9.8,5.3,5.8,63.6,Draven,283,9.8,5.8,6.8,72.2,Caitlyn,321,6.5,6.0,7.1,64.3,0.003771263926563
ME VERY POSITIVE,Draven,49,8.0,4.5,6.2,69.0,Zeri,118,7.7,4.6,6.0,57.1,Ezreal,19,5.8,4.3,5.8,56.3,0.0037415881736003
Plain Jane,Wukong,40,7.7,4.3,8.5,60.7,Samira,72,8.5,5.5,6.2,50.0,Kai'Sa,22,7.0,4.8,6.2,60.9,0.003730393983913
中国,Kai'Sa,262,8.2,6.2,7.0,53.1,Xayah,494,8.3,4.5,6.2,52.9,Zeri,1637,7.5,5.3,7.1,42.9,0.0037229998539076
Raviool,Ezreal,97,7.8,5.4,6.8,60.2,Caitlyn,8,6.0,5.7,6.0,44.9,Kai'Sa,50,8.4,5.8,6.3,52.9,0.0037229245506391
Soonchang,Ezreal,433,6.7,4.0,7.1,51.4,Kai'Sa,248,8.9,5.4,7.4,62.1,Varus,456,7.8,5.4,7.2,37.0,0.0037073494523282
lckeria,Varus,217,7.2,4.6,7.1,60.0,Samira,19,10.2,5.0,6.0,68.0,Yasuo,910,5.2,4.0,5.9,63.2,0.0036938960318959
After Rain,Kai'Sa,48,8.6,6.1,5.5,52.4,Ashe,25,3.6,5.8,13.1,63.0,Jhin,16,5.9,4.4,8.8,66.7,0.003680660807766
fazetwistzz,Varus,282,6.6,4.1,7.6,58.8,Draven,535,7.3,3.9,5.6,53.1,Pyke,427,4.4,4.8,8.7,69.6,0.0036498884300469
Unique,Xayah,168,9.7,6.4,7.3,64.3,Twitch,4,8.2,7.5,9.4,61.1,Seraphine,410,3.4,5.8,9.4,64.3,0.0036433995135137
TTV bparamount,Samira,191,8.8,5.2,6.4,51.4,Draven,192,5.8,3.8,5.9,55.9,Xayah,118,7.2,4.9,6.9,57.6,0.0036409972104325
Alex1thymia,Xayah,47,7.2,5.6,6.4,57.9,Elise,20,9.3,4.4,9.6,86.4,Kai'Sa,50,9.1,6.0,7.5,64.7,0.003637010561504
trzrq,Ezreal,118,6.1,4.9,5.5,54.7,Jinx,14,8.9,5.6,7.3,62.1,Kai'Sa,64,8.2,4.7,5.7,69.2,0.0035929494776454
XL ADBRO,Draven,61,7.9,5.2,5.3,56.5,Samira,1371,12.4,5.7,6.3,75.0,Zeri,431,8.6,3.6,6.4,52.6,0.0035833260686167
tired of you,Sylas,60,10.0,6.4,8.8,66.7,Caitlyn,4,8.2,4.6,5.7,70.0,Lucian,68,11.7,6.3,5.2,57.9,0.0035479309864851
Formuler,Draven,75,7.8,3.1,5.6,59.4,Ezreal,5,6.2,2.9,5.9,50.9,Zeri,11,5.5,2.8,5.1,45.0,0.0035296878353188
Fiinisterra,Yasuo,133,1.0,8.0,5.0,60.0,Viktor,8,8.0,6.0,3.0,56.3,Yone,364,6.0,2.0,15.0,41.7,0.0035145505226721
Cat Ass Trophe,Xayah,85,9.0,5.3,6.6,48.8,Samira,860,10.9,6.3,7.6,56.3,Zeri,63,7.6,4.8,7.6,60.0,0.0034956631940033
TWlTCH FATURETOO,Cassiopeia,71,7.9,7.0,6.9,56.3,Twitch,9,10.9,10.0,9.1,57.1,Soraka,867,0.4,5.9,11.5,36.4,0.0034871607690391
NATAQAQ,Lucian,269,7.6,4.6,6.3,56.5,Lux,437,3.9,5.1,15.5,73.7,Zeri,462,9.2,4.6,6.5,50.0,0.0034789335481357
lara4,Xayah,134,7.6,5.2,6.3,56.2,Jinx,16,7.9,6.8,7.2,52.0,Ezreal,379,4.7,6.3,6.7,61.1,0.0034736960404949
undercover bob,Kai'Sa,15,8.1,4.8,6.0,56.4,Xayah,1501,7.9,5.0,6.1,48.1,Varus,32,7.0,5.5,8.3,65.2,0.003442733267114
태리곰곰,Varus,125,7.4,5.2,8.2,68.1,Zeri,10,6.6,4.2,5.9,52.6,Ezreal,220,7.4,5.0,5.5,50.0,0.0034402527910902
aviney pig,Samira,222,9.5,5.8,6.2,63.0,Pyke,19,7.7,5.2,7.6,53.2,Jinx,8,7.8,5.5,6.3,56.7,0.0034236508024903
aviney pig,Samira,207,9.6,5.8,6.2,64.2,Pyke,27,7.7,5.2,7.6,53.2,Jinx,8,7.7,5.5,6.4,54.8,0.0034236508024903
aviney pig,Samira,207,9.6,5.8,6.2,64.2,Pyke,27,7.7,5.2,7.6,53.2,Jinx,8,7.7,5.5,6.4,54.8,0.003422843676102
aviney pig,Samira,222,9.5,5.8,6.2,63.0,Pyke,19,7.7,5.2,7.6,53.2,Jinx,8,7.8,5.5,6.3,56.7,0.003422843676102
viper3,Caitlyn,14,6.5,4.5,7.4,70.5,Varus,8,8.3,4.8,7.5,54.5,Zeri,881,6.8,4.9,5.3,53.1,0.0034221346908345
viper3,Varus,93,7.5,5.4,8.9,57.9,Senna,192,7.2,4.7,13.4,73.3,Ezreal,83,8.5,4.7,7.9,66.7,0.0034221346908345
jusaka,Varus,176,6.5,6.1,7.5,56.1,Zeri,71,7.3,4.9,7.0,58.5,Caitlyn,105,7.4,5.6,6.5,44.1,0.0034045101139527
viper3,Varus,93,7.5,5.4,8.9,57.9,Senna,192,7.2,4.7,13.4,73.3,Ezreal,83,8.5,4.7,7.9,66.7,0.0033920956921886
viper3,Caitlyn,14,6.5,4.5,7.4,70.5,Varus,8,8.3,4.8,7.5,54.5,Zeri,881,6.8,4.9,5.3,53.1,0.0033920956921886
daoxinwengu1,Zeri,72,9.1,4.1,6.6,70.6,Aphelios,1,6.4,5.3,5.7,50.0,Caitlyn,303,7.0,6.2,6.9,53.8,0.0033816410718364
DIGWIN,Zeri,206,6.8,4.0,6.2,61.3,Caitlyn,558,4.5,4.3,4.8,52.6,Varus,2283,7.5,4.5,8.1,70.6,0.0033571899353192
Allen,Aphelios,138,6.4,4.7,6.3,58.9,Jhin,1,6.7,4.0,8.7,50.0,Ezreal,460,7.1,5.6,9.0,54.5,0.0033438947154685
zedqiyanna JP,Ezreal,21,6.5,5.0,6.5,45.0,Varus,9,8.5,5.4,7.4,60.0,Kai'Sa,3,9.5,5.1,6.0,50.0,0.0033171782661528
傲嬌拉克絲小姐姐,Irelia,67,6.9,5.3,3.5,50.0,Samira,931,7.7,6.0,6.5,60.7,Kai'Sa,383,7.3,4.9,4.2,50.0,0.0033153279960808
fix uu,Ezreal,148,7.3,4.4,7.4,54.0,Xayah,16,7.4,3.8,7.9,76.0,Tristana,92,8.1,4.5,5.1,62.5,0.0033117354640495
Reivak,Varus,77,4.6,4.4,5.7,39.6,Caitlyn,34,5.4,3.5,6.2,58.3,Ziggs,65,4.8,3.7,7.4,71.4,0.0033051526750791
Tactical0,Varus,131,8.8,4.0,7.6,72.2,Zeri,281,7.2,5.2,6.8,52.9,Caitlyn,791,5.9,4.1,7.1,52.9,0.0033030715584061
Yutorimoyashi,Jhin,31,7.7,4.6,9.5,69.2,Heimerdinger,5,3.4,7.1,10.5,56.7,Karma,14,2.3,7.0,13.8,56.3,0.0033000411276564
xJinxBB,Kai'Sa,78,7.4,3.4,6.5,68.8,Xayah,4,5.4,4.1,6.3,47.2,Ezreal,201,5.5,3.2,6.0,57.6,0.0032947977335888
viper3,Varus,93,7.5,5.4,8.9,57.9,Senna,192,7.2,4.7,13.4,73.3,Ezreal,83,8.5,4.7,7.9,66.7,0.003287102747092
viper3,Caitlyn,14,6.5,4.5,7.4,70.5,Varus,8,8.3,4.8,7.5,54.5,Zeri,881,6.8,4.9,5.3,53.1,0.003287102747092
How to play adc,Aphelios,17,8.2,5.5,6.1,51.5,Zeri,75,7.5,4.0,6.7,53.3,Kai'Sa,7,9.9,5.6,6.9,66.7,0.0032846746168684
viper3,Caitlyn,14,6.5,4.5,7.4,70.5,Varus,8,8.3,4.8,7.5,54.5,Zeri,881,6.8,4.9,5.3,53.1,0.0032698214636949
viper3,Varus,93,7.5,5.4,8.9,57.9,Senna,192,7.2,4.7,13.4,73.3,Ezreal,83,8.5,4.7,7.9,66.7,0.0032698214636949
d1sapp01ntment,Draven,62,9.6,6.0,6.0,59.7,Lucian,5,12.3,6.1,8.4,62.5,Kai'Sa,249,11.8,4.7,5.9,68.8,0.0032608312175051
Rye,Caitlyn,72,7.4,4.7,7.1,63.3,Ezreal,1336,6.2,5.0,7.1,50.0,Lissandra,4,5.2,4.8,9.8,40.0,0.0032138156397184
Anakin390,Xayah,130,8.0,6.0,6.8,55.8,Kai'Sa,785,8.6,5.6,5.5,50.0,Samira,45,8.0,5.8,5.9,56.1,0.0032109554442682
Cloud Jr,Jhin,234,5.8,3.8,8.2,65.2,Xerath,2,3.9,4.5,11.3,64.9,Varus,13,6.7,4.7,7.6,48.3,0.0031873586620848
Mëruem,Caitlyn,161,6.6,4.5,6.3,55.7,Twisted Fate,7,4.3,4.6,7.5,54.2,Tristana,43,6.6,4.9,4.8,41.2,0.0031837676742303
Docta,Samira,149,10.5,6.6,6.1,47.5,Xerath,18,6.2,4.9,9.4,63.8,Syndra,1,6.1,7.0,7.6,66.7,0.0031630937667527
yzPingoo,Kai'Sa,143,8.5,5.2,5.9,64.6,Xayah,4,6.9,5.5,7.1,54.8,Zeri,121,7.7,4.9,6.4,50.0,0.0031609071111169
milan,Draven,23,8.4,5.9,5.9,62.5,Kai'Sa,1710,8.5,4.1,7.2,63.3,Ezreal,206,7.8,4.0,7.1,61.5,0.0031583047951775
ないな,Caitlyn,36,6.9,4.1,7.9,61.9,Jhin,52,5.1,4.4,6.9,46.7,Ezreal,467,4.9,4.6,6.4,57.1,0.0031317356144996
mig23c,Zeri,136,8.8,3.9,6.4,66.3,Xayah,9,6.6,3.3,5.2,61.1,Sivir,2475,5.5,3.9,9.1,58.8,0.0031095296362
US MCR,Zeri,52,7.4,3.1,5.6,57.9,Miss Fortune,186,8.2,4.8,7.5,60.0,Caitlyn,62,7.5,4.1,6.5,59.1,0.0030953567291561
Ninomae Ina,Kai'Sa,146,7.9,4.7,7.0,57.0,Xayah,11,8.2,4.5,7.3,66.7,Ezreal,224,5.6,6.1,5.2,44.4,0.0030914002789404
으끄으끄,Caitlyn,190,6.7,5.1,5.5,46.2,Varus,859,7.8,6.4,6.8,36.8,Ezreal,1841,7.5,5.4,7.7,61.8,0.0030893763809586
MGE Gothboii,Draven,49,7.2,4.8,5.6,58.2,Aphelios,1672,6.4,6.1,7.1,42.9,Ekko,14,6.9,4.8,7.0,57.1,0.0030865595457803
GranjeroHumilde,Xayah,176,11.1,5.0,8.1,58.3,Aphelios,42,8.9,4.0,5.6,70.6,Jhin,94,7.7,4.3,8.3,50.0,0.0030811012117311
EFFECT1,Varus,296,6.5,4.7,6.6,50.5,Caitlyn,192,5.4,4.4,6.4,48.9,Ezreal,312,6.6,3.9,6.2,54.8,0.003071455962725
EFFECT1,Varus,544,6.5,4.7,6.6,50.5,Caitlyn,195,5.4,4.4,6.4,48.9,Ezreal,314,6.6,3.9,6.2,54.8,0.003071455962725
I am crying,Kai'Sa,107,7.3,5.1,6.3,55.4,Mordekaiser,17,6.5,3.8,5.6,62.1,Kindred,55,8.5,7.5,8.6,50.0,0.0030704390909959
쪼잔하게 굴거야,Xayah,224,7.4,3.3,7.3,69.6,Sivir,724,7.1,3.9,7.9,60.9,Zeri,205,5.7,4.0,5.9,47.4,0.0030540780822323
Faily,Jhin,116,7.0,3.6,7.6,57.6,Ezreal,13,6.1,4.6,6.4,64.1,Caitlyn,31,6.5,4.7,6.6,59.5,0.0030509160979432
babygirl hunter,Xayah,70,7.5,4.2,6.6,73.7,Twitch,92,9.4,5.3,9.1,87.5,Draven,50,6.7,5.0,5.4,46.2,0.0030350975759085
SeDash,Ezreal,120,6.3,5.2,6.1,52.5,Tristana,20,8.2,5.0,5.4,47.7,Kai'Sa,17,7.5,4.8,4.8,55.0,0.0030304633509864
qweasdqweasdqw,Ziggs,166,5.9,5.1,8.3,51.7,Caitlyn,103,6.8,4.3,5.6,53.6,Varus,1421,7.9,4.7,5.5,51.9,0.0030273931278606
EFFECT1,Varus,296,6.5,4.7,6.6,50.5,Caitlyn,192,5.4,4.4,6.4,48.9,Ezreal,312,6.6,3.9,6.2,54.8,0.0030164454920683
EFFECT1,Varus,544,6.5,4.7,6.6,50.5,Caitlyn,195,5.4,4.4,6.4,48.9,Ezreal,314,6.6,3.9,6.2,54.8,0.0030164454920683
pàràmörë Chill,Ezreal,48,8.0,3.7,7.5,59.3,Caitlyn,1295,6.5,4.5,5.7,48.0,Kai'Sa,141,8.8,5.2,5.8,42.1,0.0030058780571843
China king,Caitlyn,23,4.1,4.6,4.7,29.7,Xerath,1343,2.6,3.1,4.8,26.7,Ezreal,1549,4.5,3.5,4.1,43.3,0.0029815018772865
ARRAY123,Caitlyn,195,5.6,4.9,6.8,53.1,Kai'Sa,530,8.0,5.1,8.3,70.6,Xayah,726,7.5,5.4,8.2,46.7,0.002963368958094
Alluka,Caitlyn,33,6.5,4.4,6.3,54.5,Xayah,200,7.8,4.6,6.6,50.0,Kai'Sa,51,9.8,5.0,6.4,56.3,0.0029519358585939
C 0 C 0 N U T,Jhin,9,7.8,4.0,9.3,66.7,Caitlyn,10,8.5,3.8,8.6,76.5,Xayah,14,8.5,4.6,8.4,75.0,0.002948403255828
Polio,Varus,212,5.7,4.9,7.6,54.1,Xayah,6,5.9,3.8,6.8,51.7,Jhin,22,5.9,4.4,8.3,51.0,0.0029465950726612
Polio,Varus,215,5.7,4.9,7.6,54.1,Xayah,6,5.9,3.8,6.8,51.7,Jhin,22,5.9,4.4,8.3,51.0,0.0029465950726612
Polio,Varus,215,5.7,4.9,7.6,54.1,Xayah,6,5.9,3.8,6.8,51.7,Jhin,22,5.9,4.4,8.3,51.0,0.0029465762114531
Polio,Varus,212,5.7,4.9,7.6,54.1,Xayah,6,5.9,3.8,6.8,51.7,Jhin,22,5.9,4.4,8.3,51.0,0.0029465762114531
Rose DK,Xayah,187,7.3,6.6,6.0,52.4,Draven,522,7.5,6.2,6.3,45.0,Tristana,459,9.8,6.1,5.3,75.0,0.0029448721339341
Genichiro,Yone,143,6.3,4.1,5.8,63.0,Yasuo,238,6.4,4.3,5.8,61.0,Xayah,22,7.3,4.1,6.8,65.2,0.0029361620804208
STanos,Jhin,72,8.5,4.6,8.5,57.2,Lux,662,5.3,4.9,7.6,52.6,Aurelion Sol,3,8.1,4.4,8.2,78.6,0.0029276578076325
fapek,Kog'Maw,82,8.7,7.6,7.2,60.4,Zeri,1446,9.4,5.9,8.5,72.7,Twitch,8,8.2,7.0,7.4,61.9,0.0029244473110968
Synnotic,Ezreal,206,7.8,5.5,6.4,64.1,Varus,2,8.2,6.3,5.3,72.2,Jinx,73,8.2,4.7,6.2,66.7,0.0029080590742707
ICUT LOBOTOMY,Draven,43,8.8,5.2,5.2,58.0,Karthus,3,9.5,6.5,8.5,62.7,Jhin,1,8.7,3.7,9.0,72.7,0.0028651554884246
Martin,Tristana,64,7.7,5.6,6.5,59.2,Jhin,2,7.2,5.5,8.3,49.6,Sivir,11,5.0,5.3,7.8,45.2,0.0028634332919914
Allocer,Caitlyn,41,10.0,6.2,8.4,65.7,Kai'Sa,3,11.4,6.9,7.1,50.0,Ezreal,51,8.2,5.2,6.0,53.8,0.0028600542471713
Rayffen,Kai'Sa,213,10.1,6.0,5.9,57.7,Kalista,258,7.3,6.2,5.6,64.9,Zeri,16,7.8,6.1,6.4,38.9,0.0028592909508316
Rayffen,Kai'Sa,211,10.1,6.0,5.9,57.7,Kalista,260,7.3,6.2,5.6,64.9,Zeri,16,7.8,6.1,6.4,38.9,0.0028592909508316
Rayffen,Kai'Sa,211,10.1,6.0,5.9,57.7,Kalista,260,7.3,6.2,5.6,64.9,Zeri,16,7.8,6.1,6.4,38.9,0.0028591161829792
Rayffen,Kai'Sa,213,10.1,6.0,5.9,57.7,Kalista,258,7.3,6.2,5.6,64.9,Zeri,16,7.8,6.1,6.4,38.9,0.0028591161829792
ŞAHBET GETİR LAN,Draven,83,8.0,6.9,6.2,58.5,Twitch,186,9.5,6.8,7.7,58.1,Ezreal,8,6.8,6.8,7.3,46.4,0.0028340810801875
KÖRPEE,Zeri,85,10.0,4.2,6.5,78.0,Samira,2,9.9,6.3,6.1,60.7,Jinx,231,8.6,5.5,8.1,56.3,0.0028303131994108
피그차이나,Ezreal,178,6.6,4.4,7.2,56.7,Varus,976,5.3,4.6,5.8,48.3,Caitlyn,2054,5.5,4.3,7.8,50.0,0.0028220904314788
xJotape,Kai'Sa,98,8.7,5.9,6.2,58.6,Jax,1119,5.6,6.1,3.5,55.6,Fiora,9,6.8,6.8,4.6,53.8,0.0028195582820646
Sira,Kai'Sa,71,8.9,4.1,6.7,61.0,Ezreal,325,6.9,3.3,6.7,62.2,Aphelios,121,10.2,4.6,6.9,62.5,0.0027678265680708
Dabli,Kai'Sa,108,8.2,5.7,5.0,55.8,Xayah,1540,7.0,5.1,6.1,60.5,Twitch,54,10.7,6.0,6.6,69.0,0.0027648784215498
Thomas Foucou,Ezreal,78,6.5,3.6,7.4,57.9,Kai'Sa,1656,8.4,3.7,5.8,58.1,Varus,49,7.0,4.0,6.8,58.6,0.0027627337170661
Hatziven,Jhin,181,7.3,3.4,9.1,60.0,Aurelion Sol,503,6.4,4.2,6.9,45.5,Caitlyn,1179,6.4,3.6,4.6,75.0,0.0027487634913852
Hanna der Meow,Cassiopeia,166,5.8,5.2,5.9,56.7,Ezreal,30,5.7,4.4,4.4,57.1,Nidalee,452,8.0,3.9,7.5,61.5,0.0027413017279991
stargazer,Yasuo,150,4.8,4.0,6.7,61.1,Samira,2001,7.5,4.0,5.8,58.7,Lucian,7,7.1,4.8,7.3,68.6,0.0027371207333864
Súbditos,Fiddlesticks,183,6.6,4.5,8.9,61.5,Xayah,4,5.9,4.7,6.3,52.6,Caitlyn,20,6.4,5.2,6.2,47.8,0.0027367082414763
Amadeus22,Xayah,180,7.9,4.0,5.9,64.5,Zeri,424,6.1,4.0,6.0,43.5,Varus,91,9.3,4.4,7.6,61.1,0.0027291447882908
EU Red,Caitlyn,222,7.1,4.6,5.1,65.0,Varus,1026,6.3,4.9,5.7,43.8,Zeri,2510,8.8,4.2,5.9,60.0,0.0027226959095472
SHABU USER 420,Jhin,84,8.2,5.7,8.1,57.9,Miss Fortune,1477,10.7,6.2,8.7,60.0,Ezreal,275,8.0,6.1,7.2,50.0,0.0027106274093494
0131,Samira,163,9.0,4.2,5.4,65.7,Zeri,590,7.3,4.4,6.2,60.0,Lucian,39,7.7,4.8,6.7,52.6,0.0026953000369071
Renji,Xayah,102,9.5,5.1,8.1,58.8,Nilah,7,6.3,5.0,6.3,62.8,Draven,4,7.2,5.2,5.7,43.8,0.0026823687816108
SKY,Varus,198,6.2,6.0,7.8,48.5,Zeri,26,8.3,4.6,6.7,57.1,Caitlyn,56,6.6,5.8,7.5,56.8,0.0026662913878099
이기고싶댜아,Varus,91,7.5,5.2,6.1,56.4,Zeri,391,7.8,4.4,6.7,70.0,Caitlyn,133,4.9,4.2,5.6,54.5,0.0026649210539279
DTN RainBoy,Kai'Sa,106,9.5,6.2,6.4,51.8,Irelia,558,8.4,7.1,4.8,55.4,Jinx,257,9.7,6.1,9.2,66.7,0.0026577779576889
