nombre_invocador,champ_1,regional_rank_1,kills_champ_1,deaths_champ_1,assists_champ_1,winrate_champ_1,champ_2,regional_rank_2,kills_champ_2,deaths_champ_2,assists_champ_2,winrate_champ_2,champ_3,regional_rank_3,kills_champ_3,deaths_champ_3,assists_champ_3,winrate_champ_3,score
HealthandAhn,Varus,70,6.6,6.2,7.9,51.4,Draven,162,7.5,5.7,6.4,57.4,Zeri,35,8.5,5.5,6.9,57.7,0.0072321149188057
BDS xMatty,Zeri,19,7.6,4.6,6.0,60.9,Varus,47,8.1,5.4,6.2,58.6,Kai'Sa,36,8.3,4.5,6.4,58.5,0.0072270168352666
Upset03,Zeri,135,8.0,3.9,6.4,55.8,Caitlyn,73,6.8,5.2,7.3,53.8,Lucian,102,8.2,4.4,6.5,67.2,0.0072109070423244
We lost on Sep14,Zeri,436,6.1,3.7,4.9,56.3,Caitlyn,20,7.1,4.8,6.0,52.3,Aphelios,66,5.9,4.8,5.7,52.5,0.0071894927079591
viper3,Caitlyn,14,6.5,4.5,7.4,70.5,Varus,8,8.3,4.8,7.5,54.5,Zeri,881,6.8,4.9,5.3,53.1,0.0071443290824769
viper3,Varus,93,7.5,5.4,8.9,57.9,Senna,192,7.2,4.7,13.4,73.3,Ezreal,83,8.5,4.7,7.9,66.7,0.0071443290824769
Hxssx,Varus,159,7.8,5.4,6.5,52.7,Kai'Sa,24,8.0,4.8,7.5,51.4,Lucian,281,8.0,4.9,7.4,55.6,0.0071148057171487
I am Súnlight,Darius,37,6.1,4.1,5.5,57.9,Garen,10,5.9,3.3,4.1,53.6,Aurelion Sol,6,4.8,3.1,6.1,60.9,0.0070529119786951
ANDARlEL,Zeri,45,9.5,5.3,6.4,63.4,Caitlyn,23,8.0,6.0,5.9,59.4,Kalista,755,11.1,5.5,6.2,64.5,0.0070006544674897
school phobiia,Caitlyn,39,5.8,4.8,6.2,55.7,Zeri,33,7.9,4.8,6.6,52.3,Lucian,103,6.3,5.1,5.7,50.0,0.0069599975185291
sanghyxxn,Ashe,37,4.0,5.6,13.9,61.5,Varus,16,7.0,4.7,8.6,60.4,Lucian,35,9.6,6.6,6.4,63.6,0.0069538602650934
ninjakiwi123,Lucian,30,9.9,6.4,6.5,64.4,Sivir,9,7.1,5.6,8.2,71.0,Caitlyn,23,5.1,5.0,6.6,60.0,0.0069509599463136
micaO 2023,Zeri,53,7.4,3.9,6.0,61.1,Caitlyn,19,6.5,4.5,6.0,53.8,Varus,40,7.0,5.3,6.5,45.8,0.0069372463115595
Neøø,Zeri,120,5.7,4.2,5.2,45.2,Xayah,166,6.8,3.8,5.8,71.9,Ezreal,123,6.1,4.4,6.3,57.7,0.0068914120975756
Piękny Świat,Aphelios,117,5.6,5.1,5.2,56.1,Caitlyn,10,6.6,5.1,6.2,58.5,Zeri,31,7.5,5.0,5.9,54.0,0.0068723334122639
미안srywodegomen,Varus,63,7.5,4.7,5.8,54.3,Draven,96,7.3,5.2,5.7,56.0,Caitlyn,33,6.2,4.9,6.1,52.3,0.0068187013651045
LastDanceDF,Lucian,97,7.4,5.4,6.0,64.7,Jhin,33,5.7,3.0,6.6,57.6,Ezreal,244,5.9,3.7,7.0,78.1,0.006809285740536
i want be best,Zeri,8,9.0,0.0,3.0,66.7,Twitch,5,6.0,6.0,10.0,72.2,Xerath,388,9.2,3.1,6.4,76.5,0.0067721121871417
낭만닥터 이준민,Varus,71,5.0,4.8,6.6,51.7,Ezreal,184,5.4,3.5,5.9,57.4,Zeri,84,6.1,3.6,6.3,61.4,0.0067653836444537
Kang Myunggu,Varus,169,7.2,7.3,8.1,63.0,Draven,11,8.4,7.6,6.4,55.7,Zeri,108,6.9,8.9,6.8,41.5,0.0067593317760773
O TRATOR1,Varus,220,6.1,5.4,6.8,50.8,Zeri,30,5.9,4.9,5.8,41.2,Kai'Sa,130,7.2,5.0,6.3,58.0,0.0067512978274274
Shogolol,Caitlyn,126,7.4,5.9,5.0,59.0,Xayah,145,7.2,5.1,5.8,69.2,Varus,73,8.7,5.8,5.6,48.5,0.0067397309251223
5kid,Samira,3,11.2,4.7,5.0,63.3,Jhin,149,9.3,4.0,9.8,59.3,Varus,506,7.1,4.7,8.8,65.2,0.0067383179044758
Auto,Lucian,162,6.0,6.1,6.6,53.8,Ezreal,11,6.1,5.1,7.2,55.9,Kai'Sa,28,6.8,5.5,5.9,43.8,0.0067224588109689
lubheart,Varus,138,8.2,5.5,8.0,58.7,Zeri,33,8.4,4.3,7.0,73.3,Xayah,52,7.5,4.8,7.6,74.1,0.0067066547488595
Eyer,Caitlyn,26,6.2,5.7,5.8,46.3,Xayah,105,9.7,4.8,7.1,68.0,Ezreal,3,6.5,5.6,7.6,63.6,0.0066337339422858
Moyuのトリス侍,Tristana,8,9.2,6.2,5.7,58.8,Xayah,2,8.4,5.3,6.4,49.2,Kayn,8,11.4,5.0,7.2,65.6,0.0066321015876641
전설의 방귀,Caitlyn,74,6.6,4.6,5.5,49.3,Varus,131,7.5,4.6,6.1,60.0,Zeri,19,6.5,4.0,5.6,51.9,0.0065992101321542
Wózkowy Kamil,Draven,16,7.6,4.6,5.1,64.3,Jax,45,9.3,4.7,5.2,77.8,Karthus,57,8.1,6.7,12.4,66.7,0.0065906395971763
Gigachad SamD,Xayah,7,9.2,3.9,7.1,76.5,Caitlyn,399,6.9,5.1,6.6,70.6,Kai'Sa,696,7.5,4.1,4.9,78.6,0.0065871122391114
TakeSet sama,Caitlyn,9,6.9,4.4,6.8,54.0,Zeri,221,6.7,3.3,5.6,56.1,Jhin,218,6.6,2.9,9.1,65.0,0.0065509888063809
김빵덕1,Varus,7,6.4,4.7,7.5,59.5,Ashe,30,4.3,5.9,13.1,66.7,Jhin,23,6.2,3.8,9.0,60.9,0.0065503357669667
tt vuc7777,Zeri,36,9.4,5.2,6.6,58.8,Ezreal,65,8.5,5.1,7.0,65.9,Senna,49,5.3,6.4,14.5,47.6,0.0065177478620578
supaaaaaaaaaaaaa,Ezreal,12,8.1,5.2,7.4,57.7,Zeri,53,7.7,4.9,6.7,61.1,Caitlyn,36,7.0,4.8,6.2,55.6,0.0064966577533412
blazar3,Zeri,144,7.3,6.0,5.8,46.3,Sivir,212,6.8,5.4,7.9,69.7,Ezreal,36,6.2,5.1,4.7,58.3,0.0064723589921272
vA1U3,Ezreal,125,6.1,3.9,6.5,51.9,Jhin,94,6.4,3.2,7.6,69.3,Twitch,1,7.2,5.1,6.8,54.4,0.0064328633695024
FUN k3y,Zeri,78,8.6,4.0,8.0,64.5,Caitlyn,332,7.5,6.3,7.6,61.3,Ezreal,829,9.9,4.6,7.4,66.7,0.0064109234649686
hellcat13,Caitlyn,156,6.0,4.8,7.2,57.9,Ezreal,34,6.3,4.4,6.8,59.7,Varus,31,5.8,5.1,6.6,50.0,0.0063552760865392
FA Kingdom,Varus,97,6.9,4.4,6.8,57.1,Ezreal,46,6.5,4.6,6.7,55.8,Caitlyn,82,6.8,4.2,6.3,49.5,0.0063323964202373
C9 Lost,Caitlyn,6,8.4,3.8,6.8,67.6,Xayah,73,9.3,4.1,6.4,62.5,Zeri,247,7.0,4.5,6.2,57.1,0.0062850970812282
China first,Ezreal,3,5.4,4.2,4.7,50.0,Viktor,134,4.4,4.0,5.3,61.9,Zeri,134,3.7,3.5,4.4,31.6,0.006226134703743
この人より他なし,Gragas,4,6.4,4.0,8.4,57.6,Xayah,8,7.8,4.3,6.7,58.6,Blitzcrank,39,2.3,5.4,12.9,48.1,0.0062213715774281
練英帳號,Samira,13,8.9,5.2,5.5,56.6,Xayah,11,7.7,5.9,6.5,54.5,Nautilus,39,1.0,5.6,11.3,48.7,0.0061916402076211
Gnetîc,Lucian,17,10.2,4.3,7.2,81.0,Jhin,17,8.3,3.1,10.0,64.3,Draven,1020,8.1,4.9,5.9,61.5,0.0061888090378144
Tomo99,Ezreal,33,6.4,4.9,6.1,68.2,Jhin,362,7.8,4.7,8.8,61.9,Aphelios,1288,6.6,6.2,6.2,38.1,0.0061834473681933
Kaeden,Karma,6,2.6,4.8,15.6,62.8,Kai'Sa,7,11.2,4.7,6.1,64.9,Ashe,7,4.0,5.5,13.3,48.5,0.006168780696398
TitaN,Varus,11,8.6,6.0,7.5,50.0,Jhin,634,8.6,5.7,9.8,57.9,Caitlyn,980,8.2,4.6,7.6,68.8,0.0061468512971981
Insomniaa,Kai'Sa,89,7.4,4.8,5.9,55.0,Xayah,52,6.4,4.7,6.2,60.0,Tristana,27,6.8,4.8,6.0,60.4,0.0061334270867186
DK Rahel,Caitlyn,11,5.0,3.4,5.7,65.3,Varus,5,7.4,5.2,7.4,54.8,Kai'Sa,309,8.0,3.4,6.7,69.6,0.0060890662579219
Rayro,Samira,102,8.4,5.3,5.6,53.6,Kalista,13,8.6,5.0,8.8,63.6,Alistar,127,0.4,6.4,8.6,37.5,0.0060661019104572
Mαster Oogwαy,Zeri,27,7.6,4.0,6.5,66.0,Caitlyn,29,7.2,4.9,6.5,58.1,Ezreal,1024,7.0,4.0,6.6,59.3,0.0060262927899493
Rey Santiz,Caitlyn,116,5.5,4.1,6.6,52.8,Ezreal,23,5.7,4.0,6.9,54.3,Sivir,13,6.2,4.5,7.3,65.0,0.0060082777195527
Dyaa,Ezreal,198,9.3,5.2,7.0,65.2,Zeri,2,9.1,4.9,6.3,61.4,Kai'Sa,8,9.4,5.4,5.3,50.0,0.0059747782442074
9277,Kai'Sa,160,9.4,5.6,5.8,57.7,Varus,45,6.0,6.7,6.9,50.5,Zeri,173,6.9,5.7,5.8,52.1,0.0059588383666278
Kaiii,Kai'Sa,3,10.1,4.8,5.9,60.9,Jinx,19,8.0,4.6,7.9,60.4,Samira,4,12.0,6.0,6.3,65.2,0.0059503815957391
Good Boi,Xayah,168,7.7,4.6,8.8,63.4,Lucian,80,7.0,6.1,6.6,41.7,Jhin,186,7.3,5.8,10.1,50.0,0.0059355616287218
WNY Wind 队长,Yasuo,12,7.3,5.4,6.6,52.2,Nilah,3,7.7,5.2,6.1,63.2,Yone,1,6.8,5.1,5.6,58.8,0.0059298518051719
RED Morttheus,Zeri,12,7.6,3.8,5.4,44.4,Lucian,401,10.2,4.7,7.0,72.0,Varus,88,10.4,5.2,7.6,64.0,0.0058627681729112
The parlero,Xayah,34,8.4,4.8,6.4,62.3,Ezreal,2,7.2,4.2,6.7,57.9,Jhin,167,7.1,4.4,8.5,55.6,0.0058596885458847
da xi gua,Kai'Sa,330,7.9,4.9,6.1,54.4,Tristana,45,6.8,3.5,4.6,60.4,Xayah,52,7.8,4.9,7.6,59.5,0.005754199763118
WPE Azeved02,Caitlyn,17,6.0,4.1,7.4,60.3,Varus,1,5.3,4.6,8.2,57.5,Jhin,17,4.3,3.1,7.1,54.2,0.0057485309474024
twitch faturetoo,Cassiopeia,100,7.1,6.6,6.0,52.8,Soraka,10,0.7,5.1,15.2,61.7,Amumu,5,2.6,7.8,10.1,25.0,0.0057413356064195
Enzoronovich,Karthus,10,8.8,6.8,10.8,59.6,Akshan,368,9.1,4.8,5.9,73.1,Viego,1,7.4,5.3,5.8,68.0,0.0057396147230285
is me bro,Zeri,7,10.8,8.3,6.3,53.1,Caitlyn,56,8.2,8.5,7.2,52.7,Lucian,57,11.2,7.6,7.7,77.1,0.0057031324608836
AHº,Twitch,188,9.0,5.5,8.0,59.3,Draven,439,6.9,5.2,7.1,49.2,Kai'Sa,26,9.2,4.8,7.2,46.9,0.0057012432561455
DRI1,Varus,23,6.5,5.2,7.7,70.0,Xayah,6,6.1,5.4,7.9,66.7,Kai'Sa,48,8.7,4.8,6.1,78.3,0.0056804399281792
Avril,Zeri,41,7.3,4.5,6.4,63.8,Nilah,112,8.9,4.8,6.4,66.7,Xayah,7,7.1,5.3,6.7,55.0,0.0056520628466055
Quakee,Ezreal,1,8.0,5.3,7.2,63.2,Lee Sin,33,8.1,5.0,8.8,50.0,Nidalee,63,9.8,4.8,10.7,60.0,0.0056287607429041
Alisa Pauder,Caitlyn,8,7.5,4.1,6.7,51.5,Ezreal,475,7.2,3.8,6.5,54.3,Xayah,11,6.6,3.5,6.9,65.5,0.0056260858882167
FA Heartbreak,Seraphine,205,2.7,3.8,10.0,65.1,Caitlyn,1,4.7,5.0,7.3,53.1,Zeri,62,5.5,5.0,7.4,56.0,0.0055711094761584
3333m,Aphelios,33,7.3,4.1,6.4,51.7,Kai'Sa,367,8.8,3.7,6.3,64.5,Ezreal,4,6.4,4.5,8.0,52.4,0.0055451244846093
firestórm,Kai'Sa,42,7.3,5.6,8.0,64.3,Jhin,141,7.7,4.8,9.1,63.2,Caitlyn,631,6.9,5.9,7.0,52.6,0.0055337493862925
Iogic,Tristana,309,7.5,5.0,5.0,57.3,Caitlyn,24,7.0,6.3,6.0,36.5,Zeri,244,8.3,4.9,7.3,58.6,0.0055333175529866
Test ADC 10,Zeri,246,6.1,4.0,7.1,60.0,Varus,147,5.9,4.7,8.6,53.6,Lucian,422,6.6,5.8,6.5,51.9,0.0055261052042786
ZEN sant,Lucian,4,8.4,6.4,8.3,64.1,Varus,5,7.3,6.4,8.0,44.1,Caitlyn,58,6.2,6.4,8.5,50.0,0.005467712066278
deafened,Ashe,22,3.8,5.1,13.3,59.3,Aphelios,29,7.2,5.4,7.9,72.7,Senna,6,8.3,6.1,13.4,68.4,0.005466076073419
geveze,Ezreal,50,6.9,3.5,6.3,61.6,Varus,4,7.0,4.1,7.6,53.1,Zeri,61,6.7,4.8,6.1,54.8,0.0054254858533787
Bvoy3,Caitlyn,22,8.0,4.2,9.0,80.0,Lucian,116,11.1,6.1,9.4,70.6,Ezreal,214,9.3,5.7,7.8,64.7,0.0054237025484859
포기를 포기할게,Caitlyn,6,7.2,5.4,7.1,60.9,Zeri,65,9.1,4.6,5.9,70.0,Ezreal,135,8.6,5.1,6.8,60.0,0.0054096471432282
Lauer,Jhin,63,5.9,4.6,7.8,58.1,Xayah,11,6.7,5.4,7.0,50.0,Draven,33,7.5,5.2,6.0,63.9,0.0054087875056411
proper wasteman,Sylas,19,6.9,6.0,5.8,59.1,Varus,51,9.8,5.6,10.4,75.0,Kai'Sa,109,9.5,4.9,6.2,56.3,0.0053738060105928
wxRio887288,Caitlyn,35,6.4,5.7,5.9,53.1,Xayah,21,8.7,6.1,6.0,52.4,Tristana,26,6.9,4.5,4.3,47.2,0.0053654070757337
Velcrox,Kai'Sa,14,7.0,3.7,5.2,49.0,Varus,20,9.5,4.3,7.4,66.7,Caitlyn,3,7.5,3.7,5.3,57.1,0.0053177382979486
And l will,Draven,39,7.9,3.4,5.9,65.5,Ezreal,51,7.6,3.7,7.3,61.9,Lucian,203,9.5,3.3,6.7,68.4,0.0052454507000202
big dacko,Varus,114,7.2,5.4,8.2,55.3,Jhin,15,7.2,4.5,9.0,46.9,Xayah,1176,5.7,5.7,6.9,52.0,0.0052397457237764
rolË,Ezreal,26,8.3,4.2,6.6,69.8,Sivir,491,8.5,4.5,9.6,80.5,Caitlyn,10,7.9,5.3,6.4,57.5,0.005234632737753
Noodlz,Lucian,277,8.5,5.4,6.2,51.4,Draven,82,5.8,4.8,5.7,54.5,Ezreal,263,5.0,3.9,5.3,45.5,0.0051749040738449
iu nt,Lucian,8,10.1,4.1,7.1,83.9,Tristana,6,9.8,3.3,6.2,72.4,Kai'Sa,9,7.8,3.5,6.0,85.7,0.0051748283763893
Zeratul,Draven,24,8.0,4.5,5.8,51.5,Zeri,28,7.8,4.5,7.2,57.7,Xayah,24,8.9,3.6,5.9,64.3,0.0051199721742791
저 높은 곳으로,Kai'Sa,199,7.2,3.9,5.5,54.3,Zeri,84,6.2,4.0,4.7,52.6,Sivir,67,5.6,3.7,7.5,53.8,0.0051107644019936
Augensternn,Zeri,37,8.2,4.1,6.3,61.1,Varus,13,7.8,4.0,7.1,69.4,Kai'Sa,8,9.9,3.9,6.8,62.1,0.0050932281828529
Reinerr Braun,Caitlyn,56,8.6,3.2,7.2,63.6,Lee Sin,33,9.7,3.7,10.5,50.0,Jax,78,6.4,3.6,3.6,52.9,0.0050386226030891
星若黯然,Kai'Sa,23,8.1,4.4,5.6,56.4,Caitlyn,500,7.0,5.8,7.9,61.3,Leona,46,1.2,4.5,11.0,47.5,0.0050386188206485
Cody Pog,Tristana,214,8.1,2.8,5.3,61.7,Xayah,16,6.2,3.3,5.8,66.7,Caitlyn,140,6.9,4.3,7.2,52.6,0.0050076089429281
OŠIRłS,Jinx,199,8.2,6.3,9.1,57.1,Jhin,30,6.3,5.2,8.8,50.0,Kai'Sa,387,8.7,6.2,6.9,51.6,0.005007233010016
enryu,Nilah,260,6.7,4.4,5.7,58.7,Nautilus,3,1.4,4.9,11.3,53.6,Soraka,284,1.1,4.5,14.6,66.7,0.0049538703055799
Song Ha Young,Kai'Sa,7,9.6,3.9,6.4,56.7,Jax,92,7.7,5.3,4.4,50.0,Xayah,23,6.9,4.9,7.8,58.3,0.0049296187233543
mei shu chu,Varus,68,7.7,4.5,7.7,58.9,Ezreal,29,8.3,4.2,7.3,69.4,Samira,133,9.6,5.9,4.9,47.1,0.004924528330504
YT搜尋Breeze微風,Zeri,25,8.2,5.0,6.7,61.0,Ezreal,56,7.5,5.0,7.0,67.9,Sivir,83,9.2,5.4,7.5,72.7,0.004885520007168
Jolyne Cujoh,Zeri,32,7.9,3.9,6.6,62.5,Varus,4,6.9,4.6,6.4,48.4,Lucian,35,8.5,5.0,6.5,54.2,0.004867966237632
RODMAN AD,Zeri,154,6.7,4.8,5.1,48.0,Xayah,45,5.8,5.4,5.8,50.0,Caitlyn,1365,6.7,4.5,6.1,65.2,0.0048406315665875
SUPERKAORI,Zeri,124,8.4,5.5,6.4,50.0,Caitlyn,149,7.3,4.5,6.7,58.3,Samira,64,10.1,7.2,5.7,44.1,0.0047867021344124
Nuggles,Varus,79,8.4,5.2,7.3,50.0,Kai'Sa,58,10.3,4.7,8.3,63.3,Ezreal,87,6.8,4.8,8.0,60.0,0.0047838589897082
Berzerk,Caitlyn,53,6.0,4.3,7.2,54.2,Viktor,399,6.4,4.4,6.2,62.5,Jinx,185,8.0,4.2,7.8,80.0,0.0047370634742903
ViV NEXT ADKING,Zeri,5,7.9,3.7,5.5,67.9,Varus,5,7.4,5.4,5.9,56.0,Caitlyn,1508,8.5,4.3,6.4,70.8,0.0047315498382182
Chott,Kai'Sa,15,10.5,4.0,6.2,73.3,Caitlyn,52,9.1,6.3,9.8,90.0,Varus,10,4.6,6.6,7.2,40.0,0.0047243898431104
KDF 태윤,Varus,141,6.7,5.3,7.1,53.2,Caitlyn,198,6.1,5.3,7.1,64.3,Zeri,104,7.1,3.6,6.3,63.2,0.0047176489949807
Rayito,Varus,216,5.4,5.7,8.8,55.6,Sivir,566,4.5,4.2,8.2,60.0,Zeri,77,5.1,4.9,6.3,48.4,0.0047042339086107
DØgman,Jhin,38,6.4,4.4,7.9,54.5,Sivir,1,6.5,4.4,8.0,68.9,Kai'Sa,1,8.9,4.6,6.6,60.0,0.0046846459470561
Aphelios to r1,Aphelios,20,8.5,6.1,5.6,70.6,K'Sante,38,2.1,6.9,5.6,35.7,Gangplank,2,3.5,7.9,4.7,30.8,0.0046673818507801
Noah7,Zeri,1,10.0,5.5,7.5,66.0,Lucian,17,10.4,6.1,7.9,66.7,Ezreal,2,8.4,5.0,6.6,59.2,0.0046398962053582
Iinks,Caitlyn,81,6.1,4.7,7.1,59.3,Lucian,555,7.8,5.6,5.9,59.1,Varus,220,8.8,5.8,8.4,45.0,0.0046259002532744
Enthralled,Vayne,248,8.7,5.4,6.2,58.1,Kai'Sa,152,8.0,5.5,6.6,62.5,Zeri,11,8.1,5.5,6.0,50.0,0.004608099687688
Sora,Lucian,29,9.2,5.2,6.8,56.3,Rumble,6,9.5,2.5,7.4,63.8,Akali,4,11.0,3.4,5.2,75.0,0.0045828967508826
Doding,Ezreal,42,7.1,4.4,5.4,60.7,Tristana,33,8.8,5.8,5.0,59.1,Gragas,43,8.5,4.0,5.5,50.0,0.0045789669071501
Renshy,Caitlyn,102,6.9,5.1,6.4,53.0,Varus,24,5.2,3.6,6.7,57.6,Xayah,46,7.2,4.3,6.7,69.0,0.0045769720934086
Bazz B,Jhin,38,6.4,2.9,8.8,57.8,Vladimir,538,5.9,2.8,6.8,46.2,Twitch,14,13.5,6.3,10.8,25.0,0.0045278222290606
소년가장 원딜,Caitlyn,283,7.3,4.9,6.9,53.1,Ezreal,81,6.1,4.0,6.6,62.2,Varus,62,5.8,5.0,6.6,51.1,0.0045255529090547
