nombre_invocador,champ_1,regional_rank_1,kills_champ_1,deaths_champ_1,assists_champ_1,winrate_champ_1,champ_2,regional_rank_2,kills_champ_2,deaths_champ_2,assists_champ_2,winrate_champ_2,champ_3,regional_rank_3,kills_champ_3,deaths_champ_3,assists_champ_3,winrate_champ_3,score
Protos,Heimerdinger,293,4.1,5.2,8.6,69.6,Zoe,2,3.1,5.0,8.5,39.1,Senna,475,3.1,4.7,11.5,54.5,0.0024885083414263
abagnale1,Nautilus,575,1.6,6.7,14.5,50.0,Ashe,109,2.9,6.1,15.6,60.8,Karma,19,2.3,5.2,15.1,55.9,0.0024849249887701
Hiccup1357,Nami,321,1.9,4.8,12.9,53.6,Lulu,15,1.2,4.3,14.3,61.9,Karma,5,2.2,4.6,13.8,57.8,0.0024822700275827
Tenaka Khan,Maokai,32,3.7,3.8,11.1,61.9,Sejuani,52,3.3,3.1,13.9,61.1,Ezreal,22,4.1,4.2,6.1,47.1,0.0024812850437396
LaisMax v2,Pyke,652,4.6,6.1,8.8,56.1,Rakan,52,1.5,4.2,13.8,65.6,Thresh,305,1.6,5.2,13.7,63.0,0.0024807153006732
Linkz,Annie,553,3.3,4.7,14.3,85.3,Karma,32,1.8,4.4,13.6,44.0,Maokai,3121,2.6,3.9,10.4,59.1,0.0024715448792408
Nightmares,Ashe,710,3.0,5.7,12.8,53.5,Karma,218,1.8,3.9,14.8,62.2,Xerath,273,5.0,3.7,10.8,46.7,0.0024668328543585
Loop,Ashe,398,3.1,6.3,14.0,57.4,Pyke,23,5.3,6.5,7.5,42.9,Annie,587,3.6,5.4,14.7,69.2,0.0024648473865374
Adrizera1,Lulu,464,1.0,7.0,0.0,54.0,Karma,13,4.0,4.0,12.0,42.4,Soraka,84,1.0,8.0,14.0,53.3,0.0024629813689869
Batuuu,Karma,519,1.9,5.2,11.3,42.1,Heimerdinger,359,3.6,5.3,10.9,64.6,Nautilus,20,1.3,6.6,14.8,68.6,0.0024542588046957
Palacsinta2,Janna,587,1.2,4.5,14.1,59.7,Ashe,21,2.2,7.8,13.8,50.0,Heimerdinger,212,3.4,6.4,8.8,50.0,0.0024541725779292
Ameericle,Ashe,394,3.2,4.7,14.3,64.3,Caitlyn,33,7.2,5.3,7.2,56.7,Nautilus,475,1.6,4.7,13.4,65.0,0.0024513966089853
flesh n blood,Janna,351,0.9,2.9,14.7,59.1,Ahri,1163,6.5,4.7,7.7,51.5,Evelynn,22,9.6,5.6,7.6,54.5,0.0024499855124448
O My Money,Karma,424,1.7,3.8,10.6,53.2,Ashe,58,3.0,5.1,12.5,63.6,Nautilus,367,1.4,4.5,11.9,58.8,0.0024476801016167
ΒΑTMAN,Twitch,527,9.6,5.7,5.7,59.6,Ashe,34,2.9,6.1,12.3,44.0,Xerath,194,5.7,4.0,8.7,50.0,0.002445067927054
NAMInha Casa,Nami,363,1.6,3.8,16.2,58.5,Bardo,16,2.2,4.1,14.0,51.5,Senna,85,3.4,5.2,12.5,62.1,0.0024442900866167
Kerline,Soraka,518,1.2,4.3,14.3,57.6,Sona,10,2.3,4.9,14.3,50.0,Nami,180,1.7,4.8,12.9,53.3,0.0024433645014744
GG Prismal,Twitch,469,9.2,7.8,8.6,58.3,Thresh,518,2.2,6.9,11.7,37.5,Lux,2372,3.8,7.1,14.1,53.3,0.0024430334937993
Opção Número 2,Rell,240,1.7,5.9,14.4,62.7,Soraka,2,1.0,5.6,13.3,53.1,Seraphine,27,2.7,5.6,11.3,56.0,0.0024396568999021
skétch,Karma,466,2.0,3.3,15.6,77.8,Ashe,154,2.8,5.4,13.4,64.7,Pyke,636,6.1,5.1,8.8,53.8,0.0024282351929126
zimba int acc,Ashe,363,3.3,4.0,14.2,65.2,Karma,686,2.1,3.8,13.3,45.0,Renata Glasc,3101,1.4,3.8,16.1,66.7,0.0024238816428109
BLG 온,Ashe,195,2.3,5.6,10.7,61.1,Heimerdinger,3231,4.3,6.3,11.0,66.7,Vi,1168,6.3,4.7,7.9,58.3,0.0024196255099452
NvldR,Alistar,124,1.6,5.4,16.0,58.6,Rakan,1956,0.7,4.1,13.9,66.7,Nautilus,31,0.8,4.4,10.9,72.0,0.0024162885340226
Nujabes Luvsic,Pyke,425,6.7,4.8,8.6,73.7,Ashe,185,2.6,4.9,12.4,64.7,Senna,627,5.5,3.3,13.8,71.4,0.0024114948259507
5word,Pyke,407,4.9,5.2,8.0,50.0,Rakan,493,2.0,4.2,16.7,65.0,Ashe,317,3.4,6.5,12.8,64.7,0.0024057055669931
keriamingberyl1,Karma,468,3.2,5.3,14.8,54.1,Ashe,92,3.2,6.3,13.3,46.6,Nautilus,156,2.2,6.0,14.8,58.3,0.0024048029944494
IlIIIlIlIlIlllI,Rakan,493,1.9,4.4,13.4,59.9,Thresh,18,1.9,5.0,13.3,60.0,Nautilus,404,1.4,5.2,10.1,35.3,0.0024014916242614
Bombshell Blonde,Renata Glasc,751,1.6,4.0,14.7,65.5,Lux,95,2.3,4.5,13.4,55.6,Rell,1600,1.2,5.5,14.5,66.7,0.0023877100198741
Calmsky,Rell,159,1.6,4.5,15.0,75.7,Lux,32,5.4,5.0,11.7,44.0,Sona,4962,1.6,3.3,12.8,75.0,0.0023876180418937
PCS Kolios,Leona,835,1.7,6.6,14.1,55.6,Rakan,45,2.2,4.6,14.7,77.8,Karma,556,2.6,4.9,16.3,66.7,0.0023783436299394
SCCP joseph,Ashe,529,2.5,5.0,12.7,67.6,Thresh,323,1.3,5.2,15.1,57.1,Nautilus,51,1.7,6.4,11.5,43.5,0.0023782418681203
t d,Sona,240,1.8,4.1,14.0,51.5,Ashe,151,2.5,4.6,13.3,53.1,Senna,387,3.3,3.5,13.3,83.3,0.0023769815427438
Pyku,Pyke,58,3.0,7.0,6.0,54.9,Blitzcrank,3,5.4,6.0,9.2,50.0,Thresh,27,1.5,6.2,12.3,30.8,0.0023735992535685
Swordblue,Karma,412,2.0,4.5,14.3,56.4,Sona,614,2.3,5.3,14.4,65.6,Ashe,36,2.7,5.5,13.7,56.7,0.0023601199852419
Lóvely,Sona,418,2.3,3.5,14.0,54.3,Nami,14,1.9,2.6,14.0,47.6,Janna,1361,1.4,3.3,15.0,58.8,0.0023582983389462
AST Rylle,Pyke,582,7.2,6.6,9.2,59.5,Annie,27,3.6,4.6,13.1,76.5,Lux,393,5.4,5.3,10.1,66.7,0.0023521104927344
悠悠虹旗Á,Zac,152,3.3,4.3,11.2,57.4,Nautilus,2281,1.3,6.0,12.8,58.3,Karma,25,1.1,3.8,10.0,50.0,0.0023488897175801
배빵빵 재훈이,Pyke,340,6.0,4.6,8.7,50.0,Ashe,1532,3.0,5.4,13.5,69.6,Heimerdinger,605,3.1,3.5,9.8,65.0,0.0023395456668922
KroMAX,Nami,749,1.5,4.6,15.5,58.1,Heimerdinger,732,2.4,5.7,9.1,54.8,Lulu,315,1.3,5.3,17.1,76.2,0.0023377280676111
Avuhlie,Ashe,612,3.5,5.9,12.6,52.4,Yuumi,128,1.0,3.4,15.0,54.3,Annie,12,2.4,5.0,14.1,66.7,0.0023348409669778
TF TF,Nautilus,71,2.6,6.0,16.4,54.5,Pyke,2350,4.9,6.9,11.6,69.2,Ashe,30,3.5,5.8,16.6,73.3,0.0023342851016307
pcxcxq,Nautilus,334,1.6,4.4,12.1,61.8,Ashe,228,2.0,5.2,14.4,58.8,Leona,400,1.6,5.2,14.0,64.0,0.0023307467330628
Kongo TV Dzicz,Karma,836,2.7,4.8,13.9,55.7,Nautilus,116,1.8,6.1,13.3,53.1,Annie,508,3.2,5.6,15.0,62.1,0.0023188902189529
PHTOM,Rakan,70,1.3,3.5,13.7,63.6,Nami,2975,1.8,3.7,17.8,68.4,Pyke,10,8.8,7.3,13.1,33.3,0.0023126838886278
1v1 me labrov,Nautilus,767,1.4,6.6,13.4,56.3,Ashe,98,2.3,5.2,13.8,53.7,Karma,241,1.7,4.0,13.0,47.8,0.0023103991777607
bgvc,Ashe,386,3.0,4.7,10.7,53.7,Annie,260,2.4,4.4,12.8,67.5,Nautilus,57,1.4,4.2,11.7,43.3,0.0023075802284083
FNTSY Pandá,Maokai,134,3.5,6.7,14.9,72.5,Karma,2102,2.5,5.2,13.5,50.0,Lux,4,3.1,5.0,12.2,50.0,0.0023028608335568
3uphoria,Bardo,397,2.2,4.2,13.4,55.4,Nautilus,25,1.8,4.6,12.3,60.9,Amumu,7,1.9,5.4,12.3,68.2,0.0022998222755165
DRX B2ryL,Ashe,314,2.8,5.6,13.1,59.1,Heimerdinger,1557,4.2,4.6,9.5,70.6,Twitch,572,9.1,9.3,10.5,52.9,0.0022968539835249
Skýlinè,Pantheon,284,4.7,8.1,8.9,48.1,Wukong,45,7.1,4.6,6.9,61.4,Pyke,17,3.5,9.3,9.5,46.2,0.0022877098293233
rwta th mana s,Ashe,747,2.1,6.2,11.3,57.4,Thresh,117,1.7,5.9,17.6,71.1,Nautilus,107,2.2,6.3,14.0,56.7,0.002284925857602
BEST POUTlNE QC,Rakan,416,1.3,4.1,14.5,60.4,Karma,25,2.2,3.5,13.6,67.7,Blitzcrank,92,1.7,5.1,14.1,60.9,0.0022784264501114
Loc Emiel,Soraka,845,0.9,4.6,13.9,60.0,Zilean,7,1.1,4.8,14.0,52.4,Rakan,113,1.5,5.1,13.3,55.0,0.00227837328945
Canbe,Rakan,895,1.8,4.2,13.9,52.8,Blitzcrank,115,1.7,4.8,13.5,60.6,Bardo,19,2.0,3.9,10.2,50.0,0.0022775257678702
뭐너가어쩔건데,Blitzcrank,399,2.0,5.4,15.2,58.3,Karma,429,2.1,4.6,15.9,51.5,Annie,737,3.1,4.1,14.2,75.0,0.0022764526182103
fix ur FKIN game,Rakan,561,1.2,4.6,15.8,53.8,Nautilus,354,2.1,6.1,11.7,30.4,Karma,1799,2.3,5.3,15.1,65.0,0.0022690049119312
유징쓰,Yasuo,295,5.6,5.1,6.3,56.0,Karma,3293,2.7,4.3,17.1,73.3,Heimerdinger,811,3.6,4.8,12.6,69.2,0.0022687910261026
유징쓰,Yasuo,506,5.6,5.1,6.3,56.0,Karma,3330,2.8,4.5,16.7,68.8,Heimerdinger,1043,3.6,4.4,12.5,71.4,0.0022687910261026
Nausicääa,Ashe,539,2.5,5.3,12.8,69.7,Thresh,71,1.7,4.9,12.3,50.0,Bardo,754,2.7,4.5,14.4,56.5,0.0022599666903694
Shinomiya Kaguya,Ashe,792,2.9,7.0,13.9,52.9,Karma,87,1.8,5.8,13.4,59.0,Nautilus,329,1.6,7.1,13.2,37.8,0.0022552921827094
Aymmy,Annie,450,2.3,5.4,13.1,45.5,Ashe,612,2.7,6.3,14.5,70.8,Karma,306,1.6,5.2,8.8,42.9,0.0022419911964295
Sυng Jin Woø,Rakan,923,2.0,4.8,15.8,56.0,Renata Glasc,89,1.2,5.2,15.6,61.5,Nami,185,1.9,5.0,18.3,52.2,0.0022419315543503
Sυng Jin Woø,Rakan,859,2.0,4.8,15.8,56.1,Renata Glasc,87,1.2,5.2,15.6,61.5,Nami,182,1.9,5.0,18.3,52.2,0.0022419315543503
Let me sup,Thresh,356,2.1,3.3,13.5,67.6,Rakan,117,1.5,3.6,15.3,71.4,Braum,392,1.4,3.8,14.1,68.8,0.0022402326714706
스트레스로돌연사,Lux,417,3.3,6.6,12.5,60.0,Blitzcrank,13,1.4,5.8,14.3,60.7,Rakan,1222,1.5,5.3,14.2,60.7,0.002238446812172
스트레스로돌연사,Lux,421,3.3,6.6,12.5,60.0,Blitzcrank,13,1.4,5.8,14.3,60.7,Rakan,1218,1.5,5.3,14.2,60.7,0.002238446812172
스트레스로돌연사,Lux,417,3.3,6.6,12.5,60.0,Blitzcrank,13,1.4,5.8,14.3,60.7,Rakan,1222,1.5,5.3,14.2,60.7,0.0022370950937938
스트레스로돌연사,Lux,421,3.3,6.6,12.5,60.0,Blitzcrank,13,1.4,5.8,14.3,60.7,Rakan,1218,1.5,5.3,14.2,60.7,0.0022370950937938
crawling soul,Thresh,474,2.2,6.3,14.5,53.3,Twitch,28,7.2,7.6,10.4,50.0,Annie,53,4.2,6.8,14.2,63.2,0.0022353113460224
Prymari,Rakan,516,2.0,4.1,15.6,58.3,Nami,137,2.1,4.5,14.6,54.5,Janna,196,0.8,3.4,14.0,70.0,0.0022325115042387
Sυng Jin Woø,Rakan,859,2.0,4.8,15.8,56.1,Renata Glasc,87,1.2,5.2,15.6,61.5,Nami,182,1.9,5.0,18.3,52.2,0.0022301823244128
Sυng Jin Woø,Rakan,923,2.0,4.8,15.8,56.0,Renata Glasc,89,1.2,5.2,15.6,61.5,Nami,185,1.9,5.0,18.3,52.2,0.0022301823244128
Lord Garza,Nautilus,537,1.5,4.8,11.8,57.1,Karma,123,1.4,3.1,9.9,57.1,Ashe,248,2.6,4.5,10.7,50.0,0.0022296716653568
Lord Garza,Nautilus,579,1.5,4.8,11.8,57.1,Karma,121,1.4,3.1,9.9,57.1,Ashe,254,2.6,4.5,10.7,50.0,0.0022296716653568
Lord Garza,Nautilus,537,1.5,4.8,11.8,57.1,Karma,123,1.4,3.1,9.9,57.1,Ashe,248,2.6,4.5,10.7,50.0,0.0022291772682035
Lord Garza,Nautilus,579,1.5,4.8,11.8,57.1,Karma,121,1.4,3.1,9.9,57.1,Ashe,254,2.6,4.5,10.7,50.0,0.0022291772682035
유징쓰,Yasuo,295,5.6,5.1,6.3,56.0,Karma,3293,2.7,4.3,17.1,73.3,Heimerdinger,811,3.6,4.8,12.6,69.2,0.0022198315509561
유징쓰,Yasuo,506,5.6,5.1,6.3,56.0,Karma,3330,2.8,4.5,16.7,68.8,Heimerdinger,1043,3.6,4.4,12.5,71.4,0.0022198315509561
PederseNN,Seraphine,882,2.3,4.6,12.1,63.4,Karma,57,2.8,4.6,13.3,63.9,Rakan,348,1.4,4.7,16.5,64.0,0.0022012773096717
kurulean,Nautilus,533,1.7,5.7,13.3,55.2,Karma,38,2.1,5.1,11.5,42.5,Thresh,277,1.6,5.7,15.2,58.6,0.0021977884654074
S0 Am i,Thresh,170,2.0,5.1,15.4,60.0,Rakan,2442,1.9,5.1,14.0,45.0,Renata Glasc,25,2.1,5.0,15.0,69.7,0.0021953605176016
YourMomIn4,Brand,222,5.2,7.0,9.9,58.5,Karma,2,2.4,5.5,14.3,61.8,Kai'Sa,28,9.3,6.2,7.6,61.5,0.002192462519854
Etheryan,Lulu,412,1.8,3.2,14.5,68.0,Karma,651,2.0,3.9,12.9,50.0,Annie,127,2.9,4.4,13.9,78.6,0.002191111433355
MOONGIRL7,Rakan,567,1.9,3.0,14.2,60.0,Thresh,261,2.1,3.2,14.3,73.9,Nautilus,148,2.0,3.9,14.8,70.0,0.0021815079877856
MOONGIRL7,Rakan,629,1.9,3.0,14.2,60.0,Thresh,268,2.2,3.2,14.3,70.8,Nautilus,168,2.0,3.9,14.8,70.0,0.0021815079877856
MOONGIRL7,Rakan,567,1.9,3.0,14.2,60.0,Thresh,261,2.1,3.2,14.3,73.9,Nautilus,148,2.0,3.9,14.8,70.0,0.0021815069426475
MOONGIRL7,Rakan,629,1.9,3.0,14.2,60.0,Thresh,268,2.2,3.2,14.3,70.8,Nautilus,168,2.0,3.9,14.8,70.0,0.0021815069426475
Laguna R,Bardo,627,2.4,4.5,13.3,52.7,Zilean,57,2.6,5.2,17.4,75.0,Lux,1,4.0,5.7,11.2,58.6,0.0021802107043168
Abu Andrew Tate,Zyra,56,3.3,4.6,9.8,55.4,Swain,2,6.1,4.5,10.0,62.8,Azir,2,3.6,3.4,7.0,56.0,0.0021778480305671
13another,Kai'Sa,91,8.0,6.0,6.8,66.7,Sett,3118,2.5,4.7,12.5,72.7,Ekko,1781,5.3,3.3,5.8,55.6,0.00217612507384
귀여워서 죄송합니다,Varus,359,6.4,3.6,7.8,52.7,Karma,102,2.4,4.5,13.2,51.9,Kai'Sa,77,6.2,3.9,5.3,54.5,0.0021569260097559
Mamacitalul,Ashe,570,2.7,5.3,13.3,64.4,Karma,10,1.8,4.3,12.1,61.5,Rakan,278,1.1,4.7,11.5,44.4,0.0021549640473842
UZI HIGHLIGHTS,Karma,573,2.6,5.2,13.4,50.0,Ashe,42,4.8,5.5,13.8,64.2,Senna,3,5.7,7.1,13.2,61.1,0.0021490453666133
Paolocannone,Karma,717,2.8,4.9,12.4,53.6,Morgana,2088,3.0,5.4,14.4,68.5,Blitzcrank,151,2.2,4.6,13.1,56.6,0.0021372587455457
TWTV 1KIND,Karthus,71,6.6,11.1,12.0,55.7,Ivern,3,1.2,5.9,14.3,52.6,Twitch,3,7.9,8.1,9.5,58.2,0.0021323989596654
Moonsea,Nami,552,1.9,4.5,14.5,54.2,Lulu,1666,1.2,4.7,16.0,58.8,Sona,61,2.8,5.5,15.4,64.7,0.0021274837717174
융 션,Blitzcrank,206,1.4,4.3,11.4,63.7,Nautilus,20,1.1,4.9,12.9,66.7,Karma,443,1.8,4.7,12.8,42.9,0.0021268036149393
Ducky x,Janna,939,1.0,4.3,14.2,53.8,Ashe,73,3.0,5.8,13.9,54.5,Nautilus,154,1.5,5.7,12.6,50.0,0.0021216206003614
Ducky x,Janna,989,1.0,4.3,14.2,53.8,Ashe,75,3.0,5.8,13.9,54.5,Nautilus,154,1.5,5.7,12.6,50.0,0.0021216206003614
Ducky x,Janna,939,1.0,4.3,14.2,53.8,Ashe,73,3.0,5.8,13.9,54.5,Nautilus,154,1.5,5.7,12.6,50.0,0.002116890924343
Ducky x,Janna,989,1.0,4.3,14.2,53.8,Ashe,75,3.0,5.8,13.9,54.5,Nautilus,154,1.5,5.7,12.6,50.0,0.002116890924343
Bot Aurelion,Rell,151,2.4,4.8,15.4,63.1,Sona,1313,2.1,4.4,15.9,53.6,Aurelion Sol,2,6.2,4.0,8.7,38.1,0.0021079497264607
pwvx hxx1063,Nautilus,395,2.1,4.4,12.9,58.5,Thresh,11,2.0,4.7,15.1,62.2,Ashe,41,2.4,6.6,10.9,37.5,0.0021062005827509
escοX,Nautilus,964,1.6,5.5,12.5,49.1,Rakan,114,1.5,4.5,16.6,63.5,Ashe,17,2.0,5.2,13.2,54.8,0.0021043261477576
escοX,Nautilus,918,1.6,5.5,12.5,49.1,Rakan,112,1.5,4.5,16.6,63.5,Ashe,18,2.0,5.2,13.2,54.8,0.0021043261477576
졸려졸려,Rakan,488,1.2,3.1,13.7,59.6,Karma,29,1.1,3.0,10.9,48.3,Nautilus,1292,1.5,4.6,10.8,48.0,0.0021039131427862
escοX,Nautilus,918,1.6,5.5,12.5,49.1,Rakan,112,1.5,4.5,16.6,63.5,Ashe,18,2.0,5.2,13.2,54.8,0.0021001344643375
escοX,Nautilus,964,1.6,5.5,12.5,49.1,Rakan,114,1.5,4.5,16.6,63.5,Ashe,17,2.0,5.2,13.2,54.8,0.0021001344643375
JKG Pandora,Lulu,668,1.4,4.5,14.5,55.6,Karma,11,1.7,4.1,14.1,53.8,Nami,23,1.8,4.8,16.9,56.5,0.0020993596925282
JKG Pandora,Lulu,607,1.4,4.5,14.5,55.6,Karma,11,1.7,4.1,14.1,53.8,Nami,23,1.8,4.8,16.9,56.5,0.0020993596925282
na onda do pó,Bardo,500,2.4,4.7,14.4,52.9,Karma,10,1.8,5.1,13.1,44.7,Veigar,99,4.7,5.6,7.0,51.5,0.0020992500751531
JKG Pandora,Lulu,607,1.4,4.5,14.5,55.6,Karma,11,1.7,4.1,14.1,53.8,Nami,23,1.8,4.8,16.9,56.5,0.0020953501702888
JKG Pandora,Lulu,668,1.4,4.5,14.5,55.6,Karma,11,1.7,4.1,14.1,53.8,Nami,23,1.8,4.8,16.9,56.5,0.0020953501702888
its Barlo,Karma,577,2.1,3.9,10.9,51.2,Ashe,121,2.0,5.2,13.2,54.1,Lux,145,3.9,4.6,10.2,48.6,0.0020883300570713
its Barlo,Karma,636,2.1,3.9,10.9,51.2,Ashe,121,2.0,5.2,13.2,54.1,Lux,146,3.9,4.6,10.2,48.6,0.0020883300570713
RLB Brother Luis,Karma,632,2.2,4.8,12.7,61.3,Thresh,538,2.0,5.8,15.5,72.4,Nautilus,318,1.6,6.0,10.1,25.9,0.0020864347437392
its Barlo,Karma,636,2.1,3.9,10.9,51.2,Ashe,121,2.0,5.2,13.2,54.1,Lux,146,3.9,4.6,10.2,48.6,0.0020863939270206
its Barlo,Karma,577,2.1,3.9,10.9,51.2,Ashe,121,2.0,5.2,13.2,54.1,Lux,145,3.9,4.6,10.2,48.6,0.0020863939270206
Dammit Rakan,Rakan,181,1.9,3.5,16.1,62.1,Kayn,3238,9.0,5.9,8.9,53.3,Yone,11,6.6,5.1,4.9,51.7,0.0020841684235643
JKG Werpp,Rakan,504,2.1,4.0,16.3,60.7,Annie,8,3.3,4.7,12.3,43.2,Ashe,229,3.8,5.3,12.2,56.5,0.0020760047127183
Sasiki,Ashe,625,2.6,5.8,13.2,60.0,Lux,11,3.4,5.7,11.1,50.0,Lulu,405,1.2,5.3,14.7,59.1,0.0020758331290099
Sasiki,Ashe,620,2.6,5.8,13.2,60.0,Lux,12,3.4,5.7,11.1,50.0,Lulu,403,1.2,5.3,14.7,59.1,0.0020758331290099
Sasiki,Ashe,625,2.6,5.8,13.2,60.0,Lux,11,3.4,5.7,11.1,50.0,Lulu,405,1.2,5.3,14.7,59.1,0.0020748315933211
Sasiki,Ashe,620,2.6,5.8,13.2,60.0,Lux,12,3.4,5.7,11.1,50.0,Lulu,403,1.2,5.3,14.7,59.1,0.0020748315933211
ClickJJ,Ashe,795,3.0,6.4,12.3,50.0,Annie,455,3.4,6.1,15.1,65.5,Twitch,241,7.9,7.8,9.6,47.4,0.0020712699306117
TianXinSup01,Nautilus,331,1.7,4.7,12.0,66.0,Rakan,4,1.5,4.5,14.3,69.6,Rell,17,1.1,5.3,14.4,67.9,0.0020689992599377
앞에총노리쇠후퇴,Blitzcrank,420,1.9,4.8,12.6,65.0,Ezreal,125,6.3,4.8,6.4,52.2,Ashe,3130,2.1,4.6,13.0,68.2,0.0020686970995124
Shinki,Ashe,73,2.5,3.8,12.8,59.1,Karma,52,3.1,3.4,13.3,73.3,Nautilus,25,1.6,4.3,14.5,75.0,0.002067756495649
SKT Keriaa,Seraphine,96,3.6,3.4,11.1,58.9,Lux,143,5.0,4.4,10.4,53.7,Nami,1,1.7,3.7,16.3,62.9,0.0020628657940976
UnReformedDragon,Karma,258,3.3,4.4,14.4,73.8,Lulu,4,2.6,5.6,13.6,57.1,Morgana,865,3.7,6.1,15.6,61.1,0.0020578406260757
UnReformedDragon,Karma,258,3.3,4.4,14.4,73.8,Lulu,4,2.6,5.6,13.6,57.1,Morgana,862,3.7,6.1,15.6,61.1,0.0020578406260757
UnReformedDragon,Karma,258,3.3,4.4,14.4,73.8,Lulu,4,2.6,5.6,13.6,57.1,Morgana,865,3.7,6.1,15.6,61.1,0.002057060372535
UnReformedDragon,Karma,258,3.3,4.4,14.4,73.8,Lulu,4,2.6,5.6,13.6,57.1,Morgana,862,3.7,6.1,15.6,61.1,0.002057060372535
Falta de querer,Thresh,724,1.5,5.8,14.2,50.0,Ashe,983,3.3,4.6,12.7,66.7,Caitlyn,553,4.2,5.9,8.5,52.9,0.002053585746583
Falta de querer,Thresh,721,1.5,5.8,14.2,50.0,Ashe,965,3.3,4.6,12.7,66.7,Caitlyn,550,4.2,5.9,8.5,52.9,0.002053585746583
Falta de querer,Thresh,724,1.5,5.8,14.2,50.0,Ashe,983,3.3,4.6,12.7,66.7,Caitlyn,553,4.2,5.9,8.5,52.9,0.0020496206020749
Falta de querer,Thresh,721,1.5,5.8,14.2,50.0,Ashe,965,3.3,4.6,12.7,66.7,Caitlyn,550,4.2,5.9,8.5,52.9,0.0020496206020749
ycx,Ashe,379,2.3,5.2,13.5,62.9,Nautilus,242,1.8,5.9,13.3,58.1,Karma,487,1.7,5.1,12.5,42.3,0.0020413723467558
Kita1,Ashe,615,2.7,7.0,13.8,44.7,Thresh,97,1.2,5.9,15.4,56.8,Nautilus,115,1.6,6.9,14.5,52.8,0.0020387537474224
lf good girI,Lulu,600,0.9,3.7,13.9,45.9,Nami,179,1.0,3.7,16.4,61.3,Janna,234,0.4,2.7,16.0,54.2,0.0020268677224052
lf good girI,Lulu,597,0.9,3.7,13.9,45.9,Nami,180,1.0,3.7,16.4,61.3,Janna,234,0.4,2.7,16.0,54.2,0.0020268677224052
lf good girI,Lulu,600,0.9,3.7,13.9,45.9,Nami,179,1.0,3.7,16.4,61.3,Janna,234,0.4,2.7,16.0,54.2,0.0020264035531476
lf good girI,Lulu,597,0.9,3.7,13.9,45.9,Nami,180,1.0,3.7,16.4,61.3,Janna,234,0.4,2.7,16.0,54.2,0.0020264035531476
sofik,Nami,284,2.0,5.1,15.8,65.5,Karma,1,2.3,4.7,14.0,50.0,Ashe,585,2.9,6.4,15.1,45.5,0.0020244579263094
sofik,Nami,282,2.0,5.1,15.8,65.5,Karma,1,2.3,4.7,14.0,50.0,Ashe,584,2.9,6.4,15.1,45.5,0.0020244579263094
Raiden Ei Shogun,Soraka,226,0.8,4.3,14.3,60.0,Rakan,10,1.2,3.7,14.7,76.1,Syndra,2,5.2,4.7,6.8,61.3,0.0020208669780505
Raiden Ei Shogun,Soraka,225,0.8,4.3,14.3,60.0,Rakan,9,1.2,3.7,14.7,76.1,Syndra,2,5.2,4.7,6.8,61.3,0.0020208669780505
Raiden Ei Shogun,Soraka,225,0.8,4.3,14.3,60.0,Rakan,9,1.2,3.7,14.7,76.1,Syndra,2,5.2,4.7,6.8,61.3,0.0020208129961013
Raiden Ei Shogun,Soraka,226,0.8,4.3,14.3,60.0,Rakan,10,1.2,3.7,14.7,76.1,Syndra,2,5.2,4.7,6.8,61.3,0.0020208129961013
Wanted Charlove,Twitch,683,8.3,5.6,8.6,63.1,Zilean,940,2.3,3.7,14.1,58.6,Soraka,11,0.9,3.8,13.1,50.0,0.0020207256454985
sofik,Nami,282,2.0,5.1,15.8,65.5,Karma,1,2.3,4.7,14.0,50.0,Ashe,584,2.9,6.4,15.1,45.5,0.0020196793317083
sofik,Nami,284,2.0,5.1,15.8,65.5,Karma,1,2.3,4.7,14.0,50.0,Ashe,585,2.9,6.4,15.1,45.5,0.0020196793317083
xGmoFelix,Rakan,782,2.0,4.2,14.0,56.7,Blitzcrank,30,2.0,4.9,13.4,62.5,Pyke,121,6.7,5.6,7.4,38.5,0.0020168208804868
xGmoFelix,Rakan,628,2.0,4.2,14.4,57.4,Blitzcrank,28,2.0,4.9,13.4,62.5,Pyke,122,6.7,5.6,7.4,38.5,0.0020168208804868
Kronisk Skeptisk,Karma,661,1.9,3.6,14.7,60.7,Nautilus,18,1.7,4.9,12.3,45.9,Amumu,144,1.5,5.1,13.6,47.4,0.0020166306241855
lunardeli,Lulu,507,1.2,5.1,14.3,46.6,Karma,49,2.3,5.3,13.1,44.9,Nami,130,1.2,4.4,15.2,59.0,0.0020117744495378
xGmoFelix,Rakan,782,2.0,4.2,14.0,56.7,Blitzcrank,30,2.0,4.9,13.4,62.5,Pyke,121,6.7,5.6,7.4,38.5,0.0020075627134992
xGmoFelix,Rakan,628,2.0,4.2,14.4,57.4,Blitzcrank,28,2.0,4.9,13.4,62.5,Pyke,122,6.7,5.6,7.4,38.5,0.0020075627134992
Trymmo,Zyra,340,4.2,8.4,11.4,54.4,Alistar,3098,1.8,7.0,15.9,65.0,Pyke,3,7.7,7.5,8.9,65.4,0.002006294063159
Trymmo,Zyra,236,4.2,8.4,11.4,55.1,Alistar,3153,1.8,7.0,15.9,65.0,Blitzcrank,3,2.4,6.7,15.5,65.4,0.002006294063159
dridro,Senna,937,4.0,4.7,11.6,51.1,Karma,51,1.9,3.2,13.8,56.0,Soraka,47,0.5,3.5,14.1,57.3,0.0020058540684767
