nombre_invocador,region,liga,lps,ranking_mundial,winrate_total,kills_player_kda,deaths_player_kda,assists_player_kda,score
Neit Ackerman,VN,Challenger,551,2265,53.6,6.3,4.3,5.5,0.0014993579280036
Emperor penguin1,KR,Challenger,716,1449,52.1,4.7,4.7,4.7,0.0014987838524233
No longer love,KR,Challenger,722,1414,54.8,5.6,5.0,6.6,0.0014986746614474
ubORŃaya,RU,Challenger,694,1548,61.9,3.9,3.3,8.2,0.0014974001285861
Vizícsacsi,EUW,GrandMaster,636,3604,57.3,5.3,5.0,5.5,0.0014953920300732
ILikeTheTrueDMG,LAS,GrandMaster,536,4616,56.7,6.3,6.9,4.6,0.0014926611843472
woo walk,TR,Challenger,696,1541,53.8,6.2,4.9,5.6,0.0014921500541758
sr egg in sag,EUNE,Challenger,655,1708,61.1,4.9,3.8,5.4,0.0014911192977802
半夏微凉,SG,Challenger,692,1550,51.4,6.4,5.9,5.2,0.0014907569801575
すまん,JP,Challenger,673,1622,52.5,6.8,5.5,5.5,0.0014904359186721
Denathor,EUW,GrandMaster,703,3167,53.1,5.5,4.3,5.2,0.0014884872194434
SAVALLAHTROX,TR,Challenger,657,1701,58.8,7.6,5.6,6.9,0.0014883295627288
중졸히키아싸씹덕,KR,GrandMaster,620,3720,52.8,5.1,4.7,4.3,0.0014874711931212
WhiteKnight108,EUW,GrandMaster,601,3942,53.9,4.3,3.8,6.0,0.0014852824682765
더기 김경덕,KR,Challenger,666,1655,53.1,5.2,4.6,5.3,0.0014844812824778
송창근SONG,KR,GrandMaster,611,3821,53.0,4.4,4.0,4.7,0.0014844504759057
Coniy,TR,Challenger,507,2548,53.0,6.6,6.2,5.7,0.001482648231849
Dodosu,EUNE,Challenger,602,2023,58.2,6.3,4.9,5.7,0.0014813282364477
Federals1,EUNE,Challenger,669,1640,53.5,6.6,5.7,4.3,0.0014812940419778
百無聊賴小鯨魚,TW,Challenger,655,1709,56.8,6.6,6.1,5.2,0.0014810000714396
sgssrdbn,LAS,Challenger,613,1953,56.4,5.0,4.8,5.9,0.0014791890847033
Cerillito Casti,LAN,Challenger,694,1546,50.2,6.0,5.9,5.8,0.0014780052543717
PeladoHunter69,BR,GrandMaster,806,2801,54.2,5.8,5.4,5.3,0.0014759280089029
Kikulot1,VN,Challenger,501,2603,56.9,4.7,4.9,5.6,0.0014751335172565
지응성,KR,GrandMaster,543,4517,53.1,5.7,5.4,5.3,0.0014751092129799
지응성,KR,GrandMaster,543,4517,53.1,5.7,5.4,5.3,0.0014740896182124
Cowfan,EUW,GrandMaster,540,4555,51.5,4.8,4.4,5.3,0.001473734896252
Ágni Kái,RU,Challenger,647,1764,56.0,5.2,6.0,9.1,0.0014737053527122
movie trip,BR,GrandMaster,775,2867,56.2,5.6,4.6,6.7,0.0014728637182387
Cowfan,EUW,GrandMaster,540,4555,51.5,4.8,4.4,5.3,0.0014717250761367
Rivens feet,LAN,Challenger,644,1769,56.4,4.9,5.2,5.9,0.0014682327621763
GE Diezly,LAN,Challenger,642,1782,53.4,7.4,5.8,5.1,0.0014679456527346
Senmary,JP,Challenger,629,1861,57.2,4.1,3.4,5.3,0.0014660992025039
PCL,EUW,GrandMaster,618,3740,52.5,5.3,6.2,5.3,0.0014660937673636
cczxzas1,KR,Challenger,803,1101,62.8,5.4,4.2,5.4,0.0014644963066823
LDD1,TW,Challenger,640,1799,54.8,4.4,3.6,6.0,0.0014633420755681
El Chicø Sigma,LAN,GrandMaster,621,3728,60.9,6.9,4.0,5.3,0.0014625272517216
ech diu quai,VN,Challenger,641,1791,55.2,5.4,5.1,6.1,0.0014622203878907
E GIRL KEFFIR,RU,Challenger,628,1870,56.5,6.3,6.0,4.5,0.0014587707444744
aqwe,VN,Challenger,572,2181,54.2,5.0,5.1,5.9,0.001457254014438
Terrør,EUW,GrandMaster,767,2891,53.4,5.3,6.1,5.4,0.0014570552906401
Yeet so Huge,TR,Challenger,518,2461,57.9,7.1,5.8,7.1,0.0014550576826721
Risace,PH,Challenger,616,1943,55.4,5.4,5.6,8.5,0.0014543737256164
LFT Yuno,LAN,GrandMaster,568,4270,54.4,7.1,5.9,5.9,0.0014532500714733
LFT Yuno,LAN,GrandMaster,568,4270,54.4,7.1,5.9,5.9,0.0014504704150746
속고만살았나보다,KR,Challenger,662,1681,52.2,4.4,4.5,5.0,0.0014500424339885
HAALLOWEEN,EUW,GrandMaster,531,4659,51.7,4.4,4.0,6.1,0.0014498977837597
Shadowest,EUNE,Challenger,604,2006,55.8,6.2,5.5,6.4,0.001449392650173
Mini Cowboy,LAN,Challenger,633,1831,51.7,4.6,4.4,6.6,0.0014491809144057
Blazejoo,EUNE,GrandMaster,545,4498,53.7,3.8,5.3,6.1,0.0014491273297935
NNJ Flynn,PH,Challenger,623,1908,54.5,6.3,5.4,4.7,0.0014459162420674
TTV Solitified,EUW,GrandMaster,636,3599,51.1,4.8,5.0,5.1,0.001444521924987
skygge kriger,EUW,GrandMaster,735,3008,54.0,5.6,3.9,4.3,0.0014437632088556
Orithkeeper,LAN,Challenger,710,1479,51.2,8.0,7.2,6.7,0.001443449223485
Lyfaenia,BR,GrandMaster,655,3461,56.3,5.3,4.3,7.9,0.0014423401394865
Teda98,BR,GrandMaster,703,3163,52.5,6.0,4.7,4.9,0.0014408263163105
114477852,BR,GrandMaster,695,3210,60.2,5.0,3.7,5.5,0.0014398025351386
lanedom is back,TR,Challenger,692,1554,64.3,7.5,4.6,7.0,0.0014391313309671
FUT StarScreen,EUW,GrandMaster,850,2693,52.7,5.4,5.4,6.0,0.0014357021823766
Yöung Pablö,LAN,GrandMaster,555,4409,65.4,6.6,3.9,5.0,0.0014351909106525
Ben Zen,LAN,Challenger,634,1825,51.5,4.5,4.7,7.7,0.0014347847068038
Zero To 100,PH,Challenger,512,2513,57.7,5.5,4.2,7.3,0.001433873544555
Tepeu,BR,GrandMaster,800,2820,57.3,3.4,3.8,7.3,0.0014333527946388
TwiTv Fefes01,EUW,GrandMaster,617,3757,52.8,3.6,4.8,4.8,0.0014332623485245
ArchΦiend,EUNE,Challenger,597,2067,59.7,7.7,6.2,6.9,0.0014324437317475
Blazejoo,EUNE,GrandMaster,545,4498,53.7,3.8,5.3,6.1,0.0014321886184082
Thomâs Shêlby2,EUW,GrandMaster,780,2853,52.5,6.5,5.9,5.5,0.0014317286096718
Zeri Agatsuma,BR,GrandMaster,603,3901,52.1,5.0,5.2,7.1,0.001431217002939
istealurkneecaps,PH,Challenger,576,2166,52.9,4.4,5.1,6.7,0.0014276725541647
istealurkneecaps,PH,Challenger,576,2166,52.9,4.4,5.1,6.7,0.00142749699611
Ghost7,TW,Challenger,581,2146,53.8,4.2,4.5,7.8,0.0014258506545518
mqxsowhatt,BR,GrandMaster,872,2664,51.4,5.3,6.3,5.6,0.001423532873044
UF Trollzelda,EUW,GrandMaster,666,3372,52.4,4.9,5.5,5.7,0.0014228064772431
WanBieJi,EUW,GrandMaster,720,3074,55.2,5.3,5.0,5.1,0.0014219699603576
Thermodynamics,LAS,Challenger,545,2292,59.4,5.9,3.1,5.6,0.0014214253897976
Thermodynamics,LAS,Challenger,545,2292,59.4,5.9,3.1,5.6,0.0014214129880931
garo2,BR,GrandMaster,693,3224,52.7,4.8,6.0,5.6,0.0014213659106197
Decøy,EUW,GrandMaster,765,2900,51.8,4.8,5.0,6.0,0.0014209475750996
Venour,EUW,GrandMaster,639,3563,52.5,5.8,6.4,5.5,0.0014207820275414
54267,BR,GrandMaster,676,3333,51.9,3.4,3.6,5.1,0.0014202606259934
二十一世紀太公望,TW,Challenger,534,2356,54.0,5.1,5.7,5.3,0.0014198917844737
hymenbuster73,SG,Challenger,570,2193,60.2,8.7,5.5,7.1,0.0014187460279089
TheNumberIs7,LAN,GrandMaster,627,3673,53.8,5.9,5.6,7.9,0.0014187150529878
LFT SHIHAN5,EUW,GrandMaster,657,3432,51.8,5.7,4.8,4.2,0.0014177220416741
小熊度甫,TW,Challenger,541,2318,57.0,5.1,4.0,5.4,0.0014170191147038
RED Beta32,BR,GrandMaster,816,2773,52.2,5.3,5.7,4.5,0.0014163720995335
Another Love1,EUW,GrandMaster,507,4940,51.6,4.8,5.5,4.4,0.0014162456909006
tomasino,OCE,GrandMaster,589,4066,52.3,6.4,5.4,5.8,0.0014156675269808
EYŞÂŃ,TR,Challenger,524,2417,51.9,5.2,4.5,8.5,0.0014126790835122
KazeWind,TW,Challenger,538,2337,55.0,4.6,3.9,5.4,0.0014115792839499
Årcueid,LAS,GrandMaster,570,4259,51.4,6.3,4.7,4.3,0.0014105109884759
DON BARON,KR,GrandMaster,617,3747,54.0,6.1,5.4,4.9,0.0014103785612461
nongbook2,TH,Challenger,555,2256,54.1,5.9,6.7,7.0,0.0014091090673998
shetoldme,TH,Challenger,513,2500,53.5,6.6,6.2,7.0,0.0014077300154528
Rikako,TH,Challenger,505,2563,57.9,5.1,5.0,8.4,0.0014071652493822
TTV KERBEROS LOL,EUW,GrandMaster,598,3971,51.4,5.1,5.4,4.4,0.001406951085778
bodaZZZ,EUW,GrandMaster,673,3333,51.6,6.9,7.0,5.5,0.001406762394935
KazeWind,TW,Challenger,538,2337,55.0,4.6,3.9,5.4,0.0014067588383503
BOBtimer,EUW,GrandMaster,559,4354,53.0,4.2,4.6,7.7,0.0014061445678699
YouShouldKnowMe,KR,GrandMaster,576,4181,52.1,4.7,5.2,4.7,0.0014054218002234
xiao xin nv ren,EUW,GrandMaster,646,3504,54.7,5.2,4.7,5.5,0.0014037332586345
ZouSenpai,JP,GrandMaster,565,4294,56.5,3.5,3.6,7.8,0.0014036406194553
ZouSenpai,JP,GrandMaster,565,4294,56.5,3.5,3.6,7.8,0.0014033694559575
balkanzacc29,EUW,GrandMaster,821,2750,53.8,5.3,6.4,5.3,0.0014033131908138
CRINGE GAMER,BR,GrandMaster,618,3742,56.5,6.4,6.7,7.1,0.0014031873451227
IMT Revenge,EUW,Challenger,941,600,59.6,6.1,4.7,5.5,0.0014031036899343
BurritoTopKing,EUW,GrandMaster,639,3564,51.3,4.4,4.9,5.0,0.0014017140762415
CRINGE GAMER,BR,GrandMaster,618,3742,56.5,6.4,6.7,7.1,0.0014012110247489
千鶴千鶴千鶴千鶴,TW,Challenger,532,2368,55.1,7.2,6.9,5.2,0.0014003790270043
White Snow,EUW,GrandMaster,660,3425,52.8,5.3,4.6,5.4,0.0013990806525736
unplayable,EUW,GrandMaster,638,3575,53.0,5.1,4.7,4.5,0.0013987453573812
King Chup4pinga,LAN,GrandMaster,618,3752,60.7,7.6,4.8,8.0,0.0013962950124869
Kęii,EUW,GrandMaster,680,3313,52.0,6.2,6.8,4.2,0.001395217370605
GO Ragner,EUW,Challenger,1104,252,53.7,5.5,4.5,6.0,0.0013944286622588
Rival,OCE,GrandMaster,643,3538,52.4,6.4,4.5,4.7,0.0013887609281112
DLPW S1425713161,OCE,GrandMaster,551,4455,53.5,7.1,6.6,5.6,0.0013863247994
DLPW S1425713161,OCE,GrandMaster,551,4455,53.5,7.1,6.6,5.6,0.001385539308334
Xiaolaoshuzzz,KR,GrandMaster,546,4481,52.8,5.0,5.1,4.5,0.0013830738756979
Xiaolaoshuzzz,KR,GrandMaster,546,4481,52.8,5.0,5.1,4.5,0.0013828301822556
Darkdeka,LAN,GrandMaster,534,4640,52.3,5.7,5.5,4.4,0.0013807771011705
TTV zDevost,LAN,Challenger,1081,281,57.3,8.0,4.5,5.1,0.0013806031193059
Sk8er Boi,VN,Challenger,579,2157,55.2,3.4,4.5,7.1,0.0013768180334445
MaruchanHabanero,EUW,GrandMaster,518,4793,52.1,4.5,4.8,5.1,0.0013758685939751
terankoman1,EUNE,Challenger,664,1671,53.1,5.3,6.2,5.8,0.001375558981069
MaruchanHabanero,EUW,GrandMaster,518,4793,52.1,4.5,4.8,5.1,0.001375268313617
Diavolo,OCE,GrandMaster,590,4061,51.7,5.1,4.2,5.3,0.0013750293026979
Perma Ban Kayle,EUNE,GrandMaster,588,4078,57.8,5.1,4.2,8.5,0.0013739434462683
spiritual state,BR,GrandMaster,586,4100,51.5,4.2,6.4,5.8,0.0013725723197496
spiritual state,BR,GrandMaster,586,4100,51.5,4.2,6.4,5.8,0.0013701672554214
HARDFIST,EUW,GrandMaster,563,4318,50.8,6.2,6.4,4.9,0.0013684649674844
HARDFIST,EUW,GrandMaster,563,4318,50.8,6.2,6.4,4.9,0.0013677755123985
Masterian,TR,Challenger,515,2482,54.1,6.5,5.5,6.7,0.0013651243540021
panda zzz,OCE,GrandMaster,579,4166,51.5,6.3,5.5,4.9,0.0013637743016249
panda zzz,OCE,GrandMaster,579,4166,51.5,6.3,5.5,4.9,0.0013633623093714
HiKaRi Yone36,VN,Challenger,577,2162,58.6,6.6,4.4,5.2,0.0013627169118143
BROK3N123,RU,GrandMaster,525,4727,49.7,4.0,5.6,6.6,0.0013600408843751
BROK3N123,RU,GrandMaster,525,4727,49.7,4.0,5.6,6.6,0.0013593488977517
FixDiff,LAS,Challenger,602,2026,67.4,4.8,5.3,9.1,0.0013591621124578
Anya Starlight,LAN,GrandMaster,551,4456,57.4,4.3,4.5,6.5,0.0013562066425657
Anya Starlight,LAN,GrandMaster,551,4456,57.4,4.3,4.5,6.5,0.0013553056657509
pzxctqw,EUW,GrandMaster,610,3824,52.0,4.4,3.5,5.1,0.0013518162366504
Hanna 2K4,VN,Challenger,501,2604,67.4,8.7,5.3,8.4,0.0013505724787621
bie yi han,EUW,GrandMaster,570,4258,54.3,5.2,4.6,5.6,0.0013471294842604
bie yi han,EUW,GrandMaster,570,4258,54.3,5.2,4.6,5.6,0.001345601091737
Yoda Sansky,LAN,GrandMaster,530,4674,55.3,4.9,5.3,7.1,0.0013443996922207
ΤΟR,EUNE,GrandMaster,547,4480,53.5,5.8,4.8,8.0,0.0013440298715082
ΤΟR,EUNE,GrandMaster,547,4480,53.5,5.8,4.8,8.0,0.0013435486727559
Venhamin,LAS,GrandMaster,540,4566,52.6,5.2,5.9,4.9,0.0013342196730704
Venhamin,LAS,GrandMaster,540,4566,52.6,5.2,5.9,4.9,0.0013338177554977
Senkı,LAS,Challenger,580,2150,54.9,9.0,7.6,4.5,0.0013336275674202
Besso,EUW,GrandMaster,541,4549,52.0,4.9,4.5,6.9,0.0013324740144682
Besso,EUW,GrandMaster,541,4549,52.0,4.9,4.5,6.9,0.0013296496911265
little Aatrox,EUW,GrandMaster,555,4400,52.8,5.2,4.8,4.5,0.0013295141396224
rainy days,SG,GrandMaster,526,4706,54.1,7.1,5.3,7.0,0.0013262743051201
rainy days,SG,GrandMaster,526,4706,54.1,7.1,5.3,7.0,0.0013260263127909
ARAM,EUNE,Challenger,625,1885,56.8,5.2,5.1,7.1,0.0013246044788011
Expelles,EUW,GrandMaster,536,4598,52.9,4.5,4.9,6.8,0.0013226754091365
o temido bagre,BR,GrandMaster,552,4442,53.4,4.8,4.3,7.2,0.0013170197962473
o temido bagre,BR,GrandMaster,552,4442,53.4,4.8,4.3,7.2,0.001316781725754
Soy Vegeta,LAN,Challenger,618,1934,52.4,6.5,6.6,6.9,0.0013113431904851
Split Push,JP,GrandMaster,539,4573,52.5,4.2,5.4,4.6,0.0013063966121792
Split Push,JP,GrandMaster,539,4573,52.5,4.2,5.4,4.6,0.0013063386298247
なつめです,JP,GrandMaster,532,4658,55.6,4.4,4.9,7.2,0.0013002245396337
WindLoL,EUW,GrandMaster,788,2835,55.9,6.9,4.9,4.7,0.001299888926911
Waku Waku Week,EUW,GrandMaster,521,4755,52.8,5.0,4.6,5.3,0.0012970005890341
Waku Waku Week,EUW,GrandMaster,521,4755,52.8,5.0,4.6,5.3,0.001296595961308
wlzz,EUW,GrandMaster,554,4417,52.7,4.1,4.4,5.5,0.0012961128240862
Solarbacca,EUW,Challenger,996,470,53.5,6.5,5.5,6.4,0.0012954307812888
Kirov,LAS,Challenger,801,1109,52.3,5.5,5.3,6.4,0.0012948380608541
BeteIgeuse,EUW,Challenger,922,665,66.2,6.8,5.1,5.2,0.0012946075958484
wlzz,EUW,GrandMaster,554,4417,52.7,4.1,4.4,5.5,0.0012940975259282
Find Team,KR,GrandMaster,452,5623,52.7,4.4,3.7,5.5,0.0012803437739007
Pichu,LAN,GrandMaster,510,4900,51.0,4.0,6.7,8.9,0.0012740484698178
Helcrank,LAN,GrandMaster,573,4236,57.3,7.0,5.7,4.5,0.0012660266127221
어쩌라고맞짱뜰까,KR,Challenger,791,1149,58.7,4.4,4.7,4.9,0.0012656545709082
Shrek,EUNE,GrandMaster,518,4789,55.8,4.8,6.0,8.1,0.0012550359601954
한국화약 황사장,KR,Challenger,920,673,63.2,5.6,4.6,5.0,0.0012529051714491
Shrek,EUNE,GrandMaster,518,4789,55.8,4.8,6.0,8.1,0.00124980138796
Geiger,EUW,GrandMaster,520,4772,53.2,4.4,4.3,6.9,0.0012435630092767
Geiger,EUW,GrandMaster,520,4772,53.2,4.4,4.3,6.9,0.0012375389383049
SappyMaskSalesmn,EUW,GrandMaster,482,5239,50.4,4.3,4.8,5.4,0.0012359127627384
SappyMaskSalesmn,EUW,GrandMaster,482,5239,50.4,4.3,4.8,5.4,0.0012328629673913
摳腳JO太郎,TW,Challenger,604,2001,55.4,4.8,3.7,6.7,0.0012306302579624
台服蠻王教科書1,TW,Challenger,580,2152,55.7,5.9,5.2,5.9,0.0012301935618989
Divinetheon,EUNE,Challenger,626,1877,53.8,9.3,6.5,6.9,0.0012301883822576
0NSUZ UCURUM,TR,Challenger,627,1874,68.3,6.0,4.4,8.4,0.0012288451225083
recep ivedik OTP,TR,Challenger,525,2413,54.8,9.0,6.2,5.5,0.001224209589965
OtpRiku,LAN,GrandMaster,518,4797,55.3,7.0,6.0,6.3,0.0012239820718678
OtpRiku,LAN,GrandMaster,518,4797,55.3,7.0,6.0,6.3,0.001222690067374
Dương Phạm 15 HP,VN,Challenger,591,2101,59.9,6.9,4.7,5.6,0.0012187566189075
GARENK1NG,KR,Challenger,720,1433,53.3,5.7,3.6,3.8,0.0012181922549496
siornn,TH,Challenger,506,2555,60.9,6.0,5.2,6.7,0.0012167661879345
Haka,LAN,GrandMaster,543,4537,53.8,7.7,6.9,4.8,0.0012077594518211
Riven king,RU,Challenger,1203,141,56.4,6.6,5.8,6.0,0.0012024925443267
ni lai wo siii,KR,GrandMaster,673,3346,61.4,4.8,4.5,5.6,0.0011997491649682
Δ Desperate,EUNE,Challenger,1158,177,58.4,6.4,3.4,4.4,0.0011980404428641
SK JENAX,EUW,GrandMaster,714,3103,52.5,5.4,4.5,6.4,0.0011929479503373
Gantim,TW,Challenger,728,1404,55.6,5.8,3.9,6.1,0.0011814160956111
ZRUXKNFNGI,EUW,GrandMaster,672,3341,60.3,8.1,5.8,4.7,0.0011769216928576
Thago,BR,GrandMaster,637,3585,51.7,5.2,4.8,5.6,0.0011737062760223
Trùm top,VN,Challenger,541,2322,58.8,8.4,5.4,5.0,0.0011700810379795
b d l n,VN,Challenger,547,2279,56.5,5.9,4.8,5.7,0.0011626456587904
EIated,EUW,Challenger,769,1223,53.5,5.0,4.6,6.1,0.0011415734431544
mewinnersqueue,EUW,GrandMaster,737,2990,52.9,5.6,5.7,4.8,0.0011356313288783
Kem Bông,VN,Challenger,702,1525,63.2,6.2,3.9,8.1,0.0011352681949155
Cylainius,EUW,GrandMaster,654,3457,52.1,4.2,4.2,6.1,0.0011319866248132
chunkyfart123,EUW,GrandMaster,530,4672,53.6,3.6,4.8,6.5,0.0010995123792938
chunkyfart123,EUW,GrandMaster,530,4672,53.6,3.6,4.8,6.5,0.0010968897351977
lExiledBladel,LAN,Challenger,702,1522,52.1,4.9,5.2,6.2,0.0010839816731822
速與我擊劍,TW,Challenger,631,1846,52.4,6.4,5.0,5.7,0.0010818744717498
Pákó Dlayer,EUNE,GrandMaster,526,4709,52.5,7.7,6.8,4.5,0.0010773215738522
Pákó Dlayer,EUNE,GrandMaster,526,4709,52.5,7.7,6.8,4.5,0.0010723349228684
TwTv KoKooPuffs,EUW,Challenger,1182,154,54.0,4.3,4.5,6.5,0.0010663945159872
NOVO Lobellan,EUW,GrandMaster,586,4094,53.1,4.7,5.2,7.3,0.0010663577681479
NOVO Lobellan,EUW,GrandMaster,586,4094,53.1,4.7,5.2,7.3,0.0010531531955393
Riven Pidona,BR,GrandMaster,647,3498,52.3,7.1,6.3,5.8,0.0010530639804009
김민교만나면던짐,KR,Challenger,685,1571,56.6,6.4,5.5,5.4,0.001041494380041
Sssuperset,EUW,GrandMaster,639,3558,53.0,5.7,4.2,4.0,0.0010312152621003
shogun123,VN,Challenger,821,1035,58.2,5.9,5.3,6.6,0.0010195206153134
Desha,LAN,GrandMaster,515,4834,54.3,6.2,5.8,5.3,0.0010179841112736
Легкий,RU,GrandMaster,558,4370,59.0,7.8,4.7,5.9,0.0010169612175851
Tekken 8,BR,GrandMaster,577,4191,56.0,5.3,5.0,4.9,0.0010164465907875
Desha,LAN,GrandMaster,515,4834,54.3,6.2,5.8,5.3,0.0010162372145687
草太先生,TW,Challenger,758,1276,57.5,4.7,3.6,6.1,0.0010023417719434
cRa 11,BR,Challenger,915,693,53.8,6.1,4.6,5.6,0.0009713651868393
Vortum,EUW,Challenger,843,962,55.7,6.3,5.1,5.7,0.0009704344462591
Samuel Kim,EUW,GrandMaster,698,3194,53.7,5.3,4.4,5.7,0.00096103089465
VlaDzukill,LAS,Challenger,575,2169,50.2,6.3,6.3,4.7,0.0009589102578148
Samuel Kim,EUW,GrandMaster,698,3194,53.7,5.3,4.4,5.7,0.0009577070396448
Cosmic Clown,EUNE,Challenger,599,2052,54.2,6.7,6.1,6.8,0.0009542317483802
地上最暖男,TW,Challenger,533,2367,61.2,5.0,4.0,5.6,0.0009483503187949
살퀸레,KR,Challenger,800,1107,53.2,4.6,3.9,4.5,0.0009441504800913
NazZarusiek,EUNE,GrandMaster,521,4761,56.4,5.3,5.4,6.0,0.0009346614627548
半糖還是不甜,TW,GrandMaster,494,5097,56.2,4.3,4.1,5.7,0.000931706287114
NazZarusiek,EUNE,GrandMaster,521,4761,56.4,5.3,5.4,6.0,0.0009273722639265
Müneccîm,TR,Challenger,512,2512,55.4,6.7,6.6,8.3,0.0009231235237029
DUDA LINDA DMS,BR,GrandMaster,867,2666,55.7,6.4,5.9,4.8,0.0009095908692067
PaoPaoPW YuJian,EUW,Challenger,967,529,56.8,6.0,4.8,5.2,0.0009083168691115
Yutaa,PH,Challenger,552,2262,54.9,5.4,4.8,5.9,0.0008991181164615
lunacia,EUW,Challenger,999,462,58.4,6.0,4.1,4.3,0.000898650829881
我想當你的姬姬,TW,Challenger,614,1954,59.5,3.6,3.7,8.2,0.000885292683647
Pengunini,EUNE,GrandMaster,543,4537,53.7,7.1,6.3,6.4,0.000882304066172
ICON K chø,LAN,GrandMaster,621,3722,54.1,7.0,5.4,5.3,0.0008766147235788
TOPKING,PH,Challenger,506,2553,70.9,8.6,4.5,6.2,0.0008734835207748
Hiuu2 x Tmar,VN,Challenger,509,2533,54.6,6.4,4.9,6.9,0.0008582811780496
Pengunini,EUNE,GrandMaster,543,4537,53.7,7.1,6.3,6.4,0.0008498497140496
The amazin spidy,EUW,GrandMaster,675,3322,61.6,6.7,4.2,4.8,0.0008441551263573
Trusts Me,VN,Challenger,592,2094,56.7,7.7,6.1,5.9,0.000843932532444
Allorim,EUW,Challenger,938,608,53.6,4.2,3.4,6.4,0.0008369219329245
oOYi一JiangOo2,TW,Challenger,576,2169,54.5,5.8,4.7,3.9,0.0008349356992967
Azhy,KR,GrandMaster,467,5461,55.1,5.3,4.4,4.4,0.0008334148503977
Panghi,EUW,GrandMaster,627,3670,53.8,5.5,4.9,6.9,0.000824373024097
You are Mine tea,BR,GrandMaster,596,3999,51.4,4.2,5.8,5.7,0.0008208727435682
MegaJ,EUNE,Challenger,603,2013,54.4,3.4,4.3,6.4,0.0008190928973562
Ascendant,LAN,Challenger,969,528,57.3,6.2,5.5,5.9,0.000808946821472
Calcetin Sucio,LAN,Challenger,633,1834,53.7,6.1,5.4,7.5,0.0008069371985816
GuizorPET,BR,GrandMaster,818,2758,51.5,6.8,7.3,5.7,0.0008031180814124
Random 752937,BR,GrandMaster,768,2892,50.0,6.2,6.5,4.8,0.0007984117071117
Laines,TR,Challenger,629,1858,52.8,6.5,5.7,4.5,0.0007938902669487
6R Elokrix,LAN,Challenger,638,1812,52.8,6.7,4.6,4.3,0.0007895585892736
SRY TOP GAP 15FF,VN,Challenger,519,2449,62.3,6.3,6.4,7.9,0.0007833364468892
Aruø,TW,Challenger,600,2051,59.5,3.7,2.9,5.3,0.0007781521100153
Jeche,LAN,GrandMaster,569,4264,53.0,5.6,5.2,5.7,0.0007685486293892
Jeche,LAN,GrandMaster,569,4264,53.0,5.6,5.2,5.7,0.0007672021583785
Deathmaśter,EUNE,Challenger,617,1940,58.1,6.8,5.3,9.0,0.0007617399489564
YOUSEEBIGGIRL123,BR,GrandMaster,693,3229,55.2,5.9,6.0,5.8,0.0007586705141105
Ruì,OCE,GrandMaster,531,4661,52.4,6.3,6.0,6.7,0.0007570729501482
Onaldash,EUW,GrandMaster,557,4387,66.1,6.2,4.5,6.0,0.00075184173666
Onaldash,EUW,GrandMaster,557,4387,66.1,6.2,4.5,6.0,0.0007495412775446
PCS Misanthiel,EUW,GrandMaster,687,3273,54.3,6.4,4.9,4.9,0.0007488447301055
T21 Kedeck,EUW,GrandMaster,700,3188,61.7,4.4,5.0,6.3,0.000727002050829
Weakside Chump,EUW,GrandMaster,627,3674,53.3,4.7,4.4,4.5,0.0007132596807381
ZEN Miyahara,BR,GrandMaster,690,3250,54.4,6.7,5.8,6.1,0.0007126379825688
B4nny,BR,GrandMaster,629,3644,55.2,4.0,3.5,6.2,0.0006664639727385
socorromcorro,EUW,Challenger,777,1196,57.3,2.2,4.5,14.8,0.0006302880596699
Permaban12368903,KR,Challenger,773,1206,56.1,4.7,5.1,5.6,0.0006204665217362
Shién,LAN,GrandMaster,464,5484,49.9,5.1,4.9,6.2,0.0005946710094051
Shién,LAN,GrandMaster,464,5484,49.9,5.1,4.9,6.2,0.0005930485185071
No1 Proga,VN,Challenger,512,2510,58.9,4.6,5.2,6.3,0.0005579271882303
PapiTeero,EUW,Challenger,902,750,52.5,4.7,4.6,4.7,0.000512708374581
Octobonus,EUW,GrandMaster,590,4051,52.7,5.9,5.7,5.6,0.0005121290440907
WANGZAI QQT,EUW,GrandMaster,632,3644,54.8,4.4,4.1,5.7,0.0004703251771649
WANGZAI QQT,EUW,GrandMaster,632,3644,54.8,4.4,4.1,5.7,0.0004669578259015
zjoaomegaferapvp,BR,GrandMaster,624,3703,55.0,4.8,4.7,4.1,0.0004471681888446
Isshin Ashina,BR,GrandMaster,601,3929,52.3,4.6,4.5,5.1,0.0004232714666783
kocourek kolofou,EUNE,Challenger,676,1612,54.2,6.8,7.3,8.5,0.0003967383341186
Zacarvis,TR,Challenger,516,2474,54.5,6.5,6.2,8.1,0.0003882965477437
Isshin Ashina,BR,GrandMaster,601,3929,52.3,4.6,4.5,5.1,0.0003882194900203
Wufo9,EUW,GrandMaster,783,2847,52.9,5.2,5.2,5.0,0.000376177741633
果醬同學,TW,Challenger,539,2326,51.6,4.8,4.8,6.4,0.0003712675731126
l3R0K3N,EUNE,Challenger,651,1735,62.5,7.1,6.3,6.0,0.0003683165741438
anibalon3,LAS,Challenger,592,2095,52.6,5.4,5.7,6.3,0.0003419366772485
TPAA IhY0,EUW,GrandMaster,722,3064,51.1,6.1,4.9,4.9,0.0003366402007069
Saymonela,BR,GrandMaster,644,3526,51.9,4.9,5.5,4.0,0.0003360093074447
Saymonela,BR,GrandMaster,644,3526,51.9,4.9,5.5,4.0,0.0003310905257181
