,nombre_invocador,region,liga,lps,ranking_mundial,winrate_total,kills_player_kda,deaths_player_kda,assists_player_kda,score,Hide on bush,pleroma chronou,Wesley Warren Jr,GOOD GAME GG EZ,Jænsen,dajor25,Percy Magic,M1dLaoBan,Disabled Chattt,boiat nastana
822,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040723978141234,0.0005232299240076,0.0010589225652771,0.0002920606685003,0.0002331660622979,0.0007172158064826,0.0004712326779682,0.0002645316722031,0.0002965992328172,0.0001462738764491,0.0002710116881993
823,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040723978141234,0.0005229053212712,0.0010553168886663,0.0002921262298766,0.0002330993848059,0.0007180172033962,0.0004708966643749,0.0002645537460766,0.000296604165822,0.0001462811733528,0.0002710443273757
824,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040723978141234,0.0005226356452418,0.0010555001945251,0.0002918970423389,0.0002331182362758,0.0007168120183072,0.0004709738796598,0.0002644154298632,0.0002964295532634,0.000146259756364,0.0002709217354382
825,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040723978141234,0.0005223121467988,0.0010519292595439,0.0002919624935498,0.0002330515997966,0.0007176120606035,0.0004706384190656,0.0002644374746449,0.0002964344778058,0.0001462670511545,0.0002709543421182
826,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040723978141234,0.0005954509748622,0.0011131820572272,0.0002580450130903,0.0002139892023533,0.0005666994477141,0.0004297890015102,0.000236339565424,0.0002608003304194,0.0001568264702963,0.0002412757512258
827,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040723978141234,0.000594972648214,0.0011089952469331,0.0002580902266168,0.0002139376581445,0.0005670944662302,0.0004295340387978,0.0002363553063978,0.0002608036839933,0.0001568354633223,0.0002412987808559
828,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040723978141234,0.0005945754598985,0.0011092079882732,0.0002579321413477,0.000213952231747,0.0005665002268306,0.0004295926368623,0.0002362566593906,0.0002606849551167,0.0001568090686519,0.0002412122732016
829,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040723978141234,0.0005256774567602,0.0006263542926166,0.0003016488273038,0.0002346358435251,0.0009299360013042,0.00045743790416,0.0002697574364402,0.0002939711431454,0.0001452494921679,0.000278845216502
830,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040723978141234,0.0005940992387874,0.0011050657088704,0.000257977295554,0.0002139007142446,0.0005668948285227,0.0004293380233,0.0002362723838024,0.0002606883042413,0.0001568180586843,0.0002412352846564
831,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040723978141234,0.0005250748074345,0.0006256440978642,0.0003014685594667,0.0002345871074823,0.0009290561571234,0.000457201167055,0.0002696341706864,0.0002938059321373,0.0001452356666533,0.00027874723801
832,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040723978141234,0.0005990660936853,0.0006370382278486,0.0002645864779853,0.0002151236261581,0.0006556383609576,0.00041924640978,0.0002400438885107,0.000259008292674,0.0001555659628458,0.0002467534644297
833,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040723978141234,0.0005981745560835,0.0006362911033246,0.0002644648061764,0.0002150860645117,0.0006553298783713,0.0004190641397296,0.0002399570238379,0.0002588952785773,0.0001555489774161,0.0002466855649173
834,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040723978141234,0.0005232299240076,0.0010589225652771,0.0002920606685003,0.0002331660622979,0.0007172158064826,0.0004712326779682,0.0002645316722031,0.0002965992328172,0.0001462738764491,0.0002710116881993
835,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040723978141234,0.0005229053212712,0.0010553168886663,0.0002921262298766,0.0002330993848059,0.0007180172033962,0.0004708966643749,0.0002645537460766,0.000296604165822,0.0001462811733528,0.0002710443273757
836,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040723978141234,0.0005226356452418,0.0010555001945251,0.0002918970423389,0.0002331182362758,0.0007168120183072,0.0004709738796598,0.0002644154298632,0.0002964295532634,0.000146259756364,0.0002709217354382
837,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040723978141234,0.0005223121467988,0.0010519292595439,0.0002919624935498,0.0002330515997966,0.0007176120606035,0.0004706384190656,0.0002644374746449,0.0002964344778058,0.0001462670511545,0.0002709543421182
838,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040723978141234,0.0005954509748622,0.0011131820572272,0.0002580450130903,0.0002139892023533,0.0005666994477141,0.0004297890015102,0.000236339565424,0.0002608003304194,0.0001568264702963,0.0002412757512258
839,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040723978141234,0.000594972648214,0.0011089952469331,0.0002580902266168,0.0002139376581445,0.0005670944662302,0.0004295340387978,0.0002363553063978,0.0002608036839933,0.0001568354633223,0.0002412987808559
840,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040723978141234,0.0005945754598985,0.0011092079882732,0.0002579321413477,0.000213952231747,0.0005665002268306,0.0004295926368623,0.0002362566593906,0.0002606849551167,0.0001568090686519,0.0002412122732016
841,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040723978141234,0.0005256774567602,0.0006263542926166,0.0003016488273038,0.0002346358435251,0.0009299360013042,0.00045743790416,0.0002697574364402,0.0002939711431454,0.0001452494921679,0.000278845216502
842,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040723978141234,0.0005940992387874,0.0011050657088704,0.000257977295554,0.0002139007142446,0.0005668948285227,0.0004293380233,0.0002362723838024,0.0002606883042413,0.0001568180586843,0.0002412352846564
843,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040723978141234,0.0005250748074345,0.0006256440978642,0.0003014685594667,0.0002345871074823,0.0009290561571234,0.000457201167055,0.0002696341706864,0.0002938059321373,0.0001452356666533,0.00027874723801
844,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040723978141234,0.0005990660936853,0.0006370382278486,0.0002645864779853,0.0002151236261581,0.0006556383609576,0.00041924640978,0.0002400438885107,0.000259008292674,0.0001555659628458,0.0002467534644297
845,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040723978141234,0.0005981745560835,0.0006362911033246,0.0002644648061764,0.0002150860645117,0.0006553298783713,0.0004190641397296,0.0002399570238379,0.0002588952785773,0.0001555489774161,0.0002466855649173
846,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040679175195061,0.0005232299240076,0.0010589225652771,0.0002920606685003,0.0002331660622979,0.0007172158064826,0.0004712326779682,0.0002645316722031,0.0002965992328172,0.0001462738764491,0.0002710116881993
847,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040679175195061,0.0005229053212712,0.0010553168886663,0.0002921262298766,0.0002330993848059,0.0007180172033962,0.0004708966643749,0.0002645537460766,0.000296604165822,0.0001462811733528,0.0002710443273757
848,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040679175195061,0.0005226356452418,0.0010555001945251,0.0002918970423389,0.0002331182362758,0.0007168120183072,0.0004709738796598,0.0002644154298632,0.0002964295532634,0.000146259756364,0.0002709217354382
849,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040679175195061,0.0005223121467988,0.0010519292595439,0.0002919624935498,0.0002330515997966,0.0007176120606035,0.0004706384190656,0.0002644374746449,0.0002964344778058,0.0001462670511545,0.0002709543421182
850,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040679175195061,0.0005954509748622,0.0011131820572272,0.0002580450130903,0.0002139892023533,0.0005666994477141,0.0004297890015102,0.000236339565424,0.0002608003304194,0.0001568264702963,0.0002412757512258
851,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040679175195061,0.000594972648214,0.0011089952469331,0.0002580902266168,0.0002139376581445,0.0005670944662302,0.0004295340387978,0.0002363553063978,0.0002608036839933,0.0001568354633223,0.0002412987808559
852,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040679175195061,0.0005945754598985,0.0011092079882732,0.0002579321413477,0.000213952231747,0.0005665002268306,0.0004295926368623,0.0002362566593906,0.0002606849551167,0.0001568090686519,0.0002412122732016
853,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040679175195061,0.0005256774567602,0.0006263542926166,0.0003016488273038,0.0002346358435251,0.0009299360013042,0.00045743790416,0.0002697574364402,0.0002939711431454,0.0001452494921679,0.000278845216502
854,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040679175195061,0.0005940992387874,0.0011050657088704,0.000257977295554,0.0002139007142446,0.0005668948285227,0.0004293380233,0.0002362723838024,0.0002606883042413,0.0001568180586843,0.0002412352846564
855,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040679175195061,0.0005250748074345,0.0006256440978642,0.0003014685594667,0.0002345871074823,0.0009290561571234,0.000457201167055,0.0002696341706864,0.0002938059321373,0.0001452356666533,0.00027874723801
856,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040679175195061,0.0005990660936853,0.0006370382278486,0.0002645864779853,0.0002151236261581,0.0006556383609576,0.00041924640978,0.0002400438885107,0.000259008292674,0.0001555659628458,0.0002467534644297
857,Cupic,EUW,GrandMaster,634,3613,58.3,5.6,3.7,8.7,0.0040679175195061,0.0005981745560835,0.0006362911033246,0.0002644648061764,0.0002150860645117,0.0006553298783713,0.0004190641397296,0.0002399570238379,0.0002588952785773,0.0001555489774161,0.0002466855649173
858,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040679175195061,0.0005232299240076,0.0010589225652771,0.0002920606685003,0.0002331660622979,0.0007172158064826,0.0004712326779682,0.0002645316722031,0.0002965992328172,0.0001462738764491,0.0002710116881993
859,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040679175195061,0.0005229053212712,0.0010553168886663,0.0002921262298766,0.0002330993848059,0.0007180172033962,0.0004708966643749,0.0002645537460766,0.000296604165822,0.0001462811733528,0.0002710443273757
860,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040679175195061,0.0005226356452418,0.0010555001945251,0.0002918970423389,0.0002331182362758,0.0007168120183072,0.0004709738796598,0.0002644154298632,0.0002964295532634,0.000146259756364,0.0002709217354382
861,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040679175195061,0.0005223121467988,0.0010519292595439,0.0002919624935498,0.0002330515997966,0.0007176120606035,0.0004706384190656,0.0002644374746449,0.0002964344778058,0.0001462670511545,0.0002709543421182
862,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040679175195061,0.0005954509748622,0.0011131820572272,0.0002580450130903,0.0002139892023533,0.0005666994477141,0.0004297890015102,0.000236339565424,0.0002608003304194,0.0001568264702963,0.0002412757512258
863,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040679175195061,0.000594972648214,0.0011089952469331,0.0002580902266168,0.0002139376581445,0.0005670944662302,0.0004295340387978,0.0002363553063978,0.0002608036839933,0.0001568354633223,0.0002412987808559
864,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040679175195061,0.0005945754598985,0.0011092079882732,0.0002579321413477,0.000213952231747,0.0005665002268306,0.0004295926368623,0.0002362566593906,0.0002606849551167,0.0001568090686519,0.0002412122732016
865,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040679175195061,0.0005256774567602,0.0006263542926166,0.0003016488273038,0.0002346358435251,0.0009299360013042,0.00045743790416,0.0002697574364402,0.0002939711431454,0.0001452494921679,0.000278845216502
866,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040679175195061,0.0005940992387874,0.0011050657088704,0.000257977295554,0.0002139007142446,0.0005668948285227,0.0004293380233,0.0002362723838024,0.0002606883042413,0.0001568180586843,0.0002412352846564
867,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040679175195061,0.0005250748074345,0.0006256440978642,0.0003014685594667,0.0002345871074823,0.0009290561571234,0.000457201167055,0.0002696341706864,0.0002938059321373,0.0001452356666533,0.00027874723801
868,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040679175195061,0.0005990660936853,0.0006370382278486,0.0002645864779853,0.0002151236261581,0.0006556383609576,0.00041924640978,0.0002400438885107,0.000259008292674,0.0001555659628458,0.0002467534644297
869,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040679175195061,0.0005981745560835,0.0006362911033246,0.0002644648061764,0.0002150860645117,0.0006553298783713,0.0004190641397296,0.0002399570238379,0.0002588952785773,0.0001555489774161,0.0002466855649173
870,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040679175195061,0.0005232299240076,0.0010589225652771,0.0002920606685003,0.0002331660622979,0.0007172158064826,0.0004712326779682,0.0002645316722031,0.0002965992328172,0.0001462738764491,0.0002710116881993
871,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040679175195061,0.0005229053212712,0.0010553168886663,0.0002921262298766,0.0002330993848059,0.0007180172033962,0.0004708966643749,0.0002645537460766,0.000296604165822,0.0001462811733528,0.0002710443273757
872,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040679175195061,0.0005226356452418,0.0010555001945251,0.0002918970423389,0.0002331182362758,0.0007168120183072,0.0004709738796598,0.0002644154298632,0.0002964295532634,0.000146259756364,0.0002709217354382
873,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040679175195061,0.0005223121467988,0.0010519292595439,0.0002919624935498,0.0002330515997966,0.0007176120606035,0.0004706384190656,0.0002644374746449,0.0002964344778058,0.0001462670511545,0.0002709543421182
874,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040679175195061,0.0005954509748622,0.0011131820572272,0.0002580450130903,0.0002139892023533,0.0005666994477141,0.0004297890015102,0.000236339565424,0.0002608003304194,0.0001568264702963,0.0002412757512258
875,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040679175195061,0.000594972648214,0.0011089952469331,0.0002580902266168,0.0002139376581445,0.0005670944662302,0.0004295340387978,0.0002363553063978,0.0002608036839933,0.0001568354633223,0.0002412987808559
876,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040679175195061,0.0005945754598985,0.0011092079882732,0.0002579321413477,0.000213952231747,0.0005665002268306,0.0004295926368623,0.0002362566593906,0.0002606849551167,0.0001568090686519,0.0002412122732016
877,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040679175195061,0.0005256774567602,0.0006263542926166,0.0003016488273038,0.0002346358435251,0.0009299360013042,0.00045743790416,0.0002697574364402,0.0002939711431454,0.0001452494921679,0.000278845216502
878,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040679175195061,0.0005940992387874,0.0011050657088704,0.000257977295554,0.0002139007142446,0.0005668948285227,0.0004293380233,0.0002362723838024,0.0002606883042413,0.0001568180586843,0.0002412352846564
879,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040679175195061,0.0005250748074345,0.0006256440978642,0.0003014685594667,0.0002345871074823,0.0009290561571234,0.000457201167055,0.0002696341706864,0.0002938059321373,0.0001452356666533,0.00027874723801
880,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040679175195061,0.0005990660936853,0.0006370382278486,0.0002645864779853,0.0002151236261581,0.0006556383609576,0.00041924640978,0.0002400438885107,0.000259008292674,0.0001555659628458,0.0002467534644297
881,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040679175195061,0.0005981745560835,0.0006362911033246,0.0002644648061764,0.0002150860645117,0.0006553298783713,0.0004190641397296,0.0002399570238379,0.0002588952785773,0.0001555489774161,0.0002466855649173
882,Cupic,BR,GrandMaster,588,4082,55.4,5.6,3.7,8.7,0.0040679175195061,0.0005232299240076,0.0010589225652771,0.0002920606685003,0.0002331660622979,0.0007172158064826,0.0004712326779682,0.0002645316722031,0.0002965992328172,0.0001462738764491,0.0002710116881993
883,Cupic,BR,GrandMaster,588,4082,55.4,5.6,3.7,8.7,0.0040679175195061,0.0005229053212712,0.0010553168886663,0.0002921262298766,0.0002330993848059,0.0007180172033962,0.0004708966643749,0.0002645537460766,0.000296604165822,0.0001462811733528,0.0002710443273757
884,Cupic,BR,GrandMaster,588,4082,55.4,5.6,3.7,8.7,0.0040679175195061,0.0005226356452418,0.0010555001945251,0.0002918970423389,0.0002331182362758,0.0007168120183072,0.0004709738796598,0.0002644154298632,0.0002964295532634,0.000146259756364,0.0002709217354382
885,Cupic,BR,GrandMaster,588,4082,55.4,5.6,3.7,8.7,0.0040679175195061,0.0005223121467988,0.0010519292595439,0.0002919624935498,0.0002330515997966,0.0007176120606035,0.0004706384190656,0.0002644374746449,0.0002964344778058,0.0001462670511545,0.0002709543421182
886,Cupic,BR,GrandMaster,588,4082,55.4,5.6,3.7,8.7,0.0040679175195061,0.0005954509748622,0.0011131820572272,0.0002580450130903,0.0002139892023533,0.0005666994477141,0.0004297890015102,0.000236339565424,0.0002608003304194,0.0001568264702963,0.0002412757512258
887,Cupic,BR,GrandMaster,588,4082,55.4,5.6,3.7,8.7,0.0040679175195061,0.000594972648214,0.0011089952469331,0.0002580902266168,0.0002139376581445,0.0005670944662302,0.0004295340387978,0.0002363553063978,0.0002608036839933,0.0001568354633223,0.0002412987808559
888,Cupic,BR,GrandMaster,588,4082,55.4,5.6,3.7,8.7,0.0040679175195061,0.0005945754598985,0.0011092079882732,0.0002579321413477,0.000213952231747,0.0005665002268306,0.0004295926368623,0.0002362566593906,0.0002606849551167,0.0001568090686519,0.0002412122732016
889,Cupic,BR,GrandMaster,588,4082,55.4,5.6,3.7,8.7,0.0040679175195061,0.0005256774567602,0.0006263542926166,0.0003016488273038,0.0002346358435251,0.0009299360013042,0.00045743790416,0.0002697574364402,0.0002939711431454,0.0001452494921679,0.000278845216502
890,Cupic,BR,GrandMaster,588,4082,55.4,5.6,3.7,8.7,0.0040679175195061,0.0005940992387874,0.0011050657088704,0.000257977295554,0.0002139007142446,0.0005668948285227,0.0004293380233,0.0002362723838024,0.0002606883042413,0.0001568180586843,0.0002412352846564
891,Cupic,BR,GrandMaster,588,4082,55.4,5.6,3.7,8.7,0.0040679175195061,0.0005250748074345,0.0006256440978642,0.0003014685594667,0.0002345871074823,0.0009290561571234,0.000457201167055,0.0002696341706864,0.0002938059321373,0.0001452356666533,0.00027874723801
892,Cupic,BR,GrandMaster,588,4082,55.4,5.6,3.7,8.7,0.0040679175195061,0.0005990660936853,0.0006370382278486,0.0002645864779853,0.0002151236261581,0.0006556383609576,0.00041924640978,0.0002400438885107,0.000259008292674,0.0001555659628458,0.0002467534644297
893,Cupic,BR,GrandMaster,588,4082,55.4,5.6,3.7,8.7,0.0040679175195061,0.0005981745560835,0.0006362911033246,0.0002644648061764,0.0002150860645117,0.0006553298783713,0.0004190641397296,0.0002399570238379,0.0002588952785773,0.0001555489774161,0.0002466855649173
894,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040667236413205,0.0005232299240076,0.0010589225652771,0.0002920606685003,0.0002331660622979,0.0007172158064826,0.0004712326779682,0.0002645316722031,0.0002965992328172,0.0001462738764491,0.0002710116881993
895,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040667236413205,0.0005229053212712,0.0010553168886663,0.0002921262298766,0.0002330993848059,0.0007180172033962,0.0004708966643749,0.0002645537460766,0.000296604165822,0.0001462811733528,0.0002710443273757
896,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040667236413205,0.0005226356452418,0.0010555001945251,0.0002918970423389,0.0002331182362758,0.0007168120183072,0.0004709738796598,0.0002644154298632,0.0002964295532634,0.000146259756364,0.0002709217354382
897,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040667236413205,0.0005223121467988,0.0010519292595439,0.0002919624935498,0.0002330515997966,0.0007176120606035,0.0004706384190656,0.0002644374746449,0.0002964344778058,0.0001462670511545,0.0002709543421182
898,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040667236413205,0.0005954509748622,0.0011131820572272,0.0002580450130903,0.0002139892023533,0.0005666994477141,0.0004297890015102,0.000236339565424,0.0002608003304194,0.0001568264702963,0.0002412757512258
899,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040667236413205,0.000594972648214,0.0011089952469331,0.0002580902266168,0.0002139376581445,0.0005670944662302,0.0004295340387978,0.0002363553063978,0.0002608036839933,0.0001568354633223,0.0002412987808559
900,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040667236413205,0.0005945754598985,0.0011092079882732,0.0002579321413477,0.000213952231747,0.0005665002268306,0.0004295926368623,0.0002362566593906,0.0002606849551167,0.0001568090686519,0.0002412122732016
901,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040667236413205,0.0005256774567602,0.0006263542926166,0.0003016488273038,0.0002346358435251,0.0009299360013042,0.00045743790416,0.0002697574364402,0.0002939711431454,0.0001452494921679,0.000278845216502
902,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040667236413205,0.0005940992387874,0.0011050657088704,0.000257977295554,0.0002139007142446,0.0005668948285227,0.0004293380233,0.0002362723838024,0.0002606883042413,0.0001568180586843,0.0002412352846564
903,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040667236413205,0.0005250748074345,0.0006256440978642,0.0003014685594667,0.0002345871074823,0.0009290561571234,0.000457201167055,0.0002696341706864,0.0002938059321373,0.0001452356666533,0.00027874723801
904,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040667236413205,0.0005990660936853,0.0006370382278486,0.0002645864779853,0.0002151236261581,0.0006556383609576,0.00041924640978,0.0002400438885107,0.000259008292674,0.0001555659628458,0.0002467534644297
905,Cupic,EUW,GrandMaster,634,3613,58.3,5.5,4.7,10.1,0.0040667236413205,0.0005981745560835,0.0006362911033246,0.0002644648061764,0.0002150860645117,0.0006553298783713,0.0004190641397296,0.0002399570238379,0.0002588952785773,0.0001555489774161,0.0002466855649173
906,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040667236413205,0.0005232299240076,0.0010589225652771,0.0002920606685003,0.0002331660622979,0.0007172158064826,0.0004712326779682,0.0002645316722031,0.0002965992328172,0.0001462738764491,0.0002710116881993
907,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040667236413205,0.0005229053212712,0.0010553168886663,0.0002921262298766,0.0002330993848059,0.0007180172033962,0.0004708966643749,0.0002645537460766,0.000296604165822,0.0001462811733528,0.0002710443273757
908,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040667236413205,0.0005226356452418,0.0010555001945251,0.0002918970423389,0.0002331182362758,0.0007168120183072,0.0004709738796598,0.0002644154298632,0.0002964295532634,0.000146259756364,0.0002709217354382
909,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040667236413205,0.0005223121467988,0.0010519292595439,0.0002919624935498,0.0002330515997966,0.0007176120606035,0.0004706384190656,0.0002644374746449,0.0002964344778058,0.0001462670511545,0.0002709543421182
910,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040667236413205,0.0005954509748622,0.0011131820572272,0.0002580450130903,0.0002139892023533,0.0005666994477141,0.0004297890015102,0.000236339565424,0.0002608003304194,0.0001568264702963,0.0002412757512258
911,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040667236413205,0.000594972648214,0.0011089952469331,0.0002580902266168,0.0002139376581445,0.0005670944662302,0.0004295340387978,0.0002363553063978,0.0002608036839933,0.0001568354633223,0.0002412987808559
912,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040667236413205,0.0005945754598985,0.0011092079882732,0.0002579321413477,0.000213952231747,0.0005665002268306,0.0004295926368623,0.0002362566593906,0.0002606849551167,0.0001568090686519,0.0002412122732016
913,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040667236413205,0.0005256774567602,0.0006263542926166,0.0003016488273038,0.0002346358435251,0.0009299360013042,0.00045743790416,0.0002697574364402,0.0002939711431454,0.0001452494921679,0.000278845216502
914,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040667236413205,0.0005940992387874,0.0011050657088704,0.000257977295554,0.0002139007142446,0.0005668948285227,0.0004293380233,0.0002362723838024,0.0002606883042413,0.0001568180586843,0.0002412352846564
915,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040667236413205,0.0005250748074345,0.0006256440978642,0.0003014685594667,0.0002345871074823,0.0009290561571234,0.000457201167055,0.0002696341706864,0.0002938059321373,0.0001452356666533,0.00027874723801
916,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040667236413205,0.0005990660936853,0.0006370382278486,0.0002645864779853,0.0002151236261581,0.0006556383609576,0.00041924640978,0.0002400438885107,0.000259008292674,0.0001555659628458,0.0002467534644297
917,Cupic,BR,GrandMaster,588,4082,55.4,5.5,4.7,10.1,0.0040667236413205,0.0005981745560835,0.0006362911033246,0.0002644648061764,0.0002150860645117,0.0006553298783713,0.0004190641397296,0.0002399570238379,0.0002588952785773,0.0001555489774161,0.0002466855649173
918,Cupic,BR,GrandMaster,588,4082,55.4,5.6,3.7,8.7,0.0040667236413205,0.0005232299240076,0.0010589225652771,0.0002920606685003,0.0002331660622979,0.0007172158064826,0.0004712326779682,0.0002645316722031,0.0002965992328172,0.0001462738764491,0.0002710116881993
919,Cupic,BR,GrandMaster,588,4082,55.4,5.6,3.7,8.7,0.0040667236413205,0.0005229053212712,0.0010553168886663,0.0002921262298766,0.0002330993848059,0.0007180172033962,0.0004708966643749,0.0002645537460766,0.000296604165822,0.0001462811733528,0.0002710443273757
920,Cupic,BR,GrandMaster,588,4082,55.4,5.6,3.7,8.7,0.0040667236413205,0.0005226356452418,0.0010555001945251,0.0002918970423389,0.0002331182362758,0.0007168120183072,0.0004709738796598,0.0002644154298632,0.0002964295532634,0.000146259756364,0.0002709217354382
921,Cupic,BR,GrandMaster,588,4082,55.4,5.6,3.7,8.7,0.0040667236413205,0.0005223121467988,0.0010519292595439,0.0002919624935498,0.0002330515997966,0.0007176120606035,0.0004706384190656,0.0002644374746449,0.0002964344778058,0.0001462670511545,0.0002709543421182
922,Cupic,BR,GrandMaster,588,4082,55.4,5.6,3.7,8.7,0.0040667236413205,0.0005954509748622,0.0011131820572272,0.0002580450130903,0.0002139892023533,0.0005666994477141,0.0004297890015102,0.000236339565424,0.0002608003304194,0.0001568264702963,0.0002412757512258
