,nombre_invocador,region,liga,lps,ranking_mundial,winrate_total,kills_player_kda,deaths_player_kda,assists_player_kda,score,Hide on bush,pleroma chronou,Wesley Warren Jr,GOOD GAME GG EZ,Jænsen,dajor25,Percy Magic,M1dLaoBan,Disabled Chattt,boiat nastana
391,Molnigt,RU,GrandMaster,516,4815,53.8,7.5,5.4,5.0,0.0029939546253069,0.0003652621446866,0.0004704783885209,0.000408461010438,0.0002582690854415,0.0017379349073467,0.0004353878210524,0.0003479024456503,0.0003900633015342,0.0001290480642846,0.0003610641027639
392,Molnigt,RU,GrandMaster,516,4815,53.8,7.5,5.4,5.0,0.0029939546253069,0.000365219252438,0.0004703190597702,0.0004084584197882,0.000258270050425,0.0017375354046748,0.0004353339959331,0.0003479074163197,0.0003900628265667,0.0001290405378607,0.0003610692825497
393,Molnigt,RU,GrandMaster,516,4815,53.8,7.5,5.4,5.0,0.0029939546253069,0.0005178156983321,0.0005003459678583,0.0002239963825157,0.0001835824910051,0.0004347177721023,0.0003324627778438,0.0002059261461089,0.0002199418343074,0.0001720957307367,0.0002092302102456
394,Molnigt,RU,GrandMaster,516,4815,53.8,7.5,5.4,5.0,0.0029939546253069,0.0005176934960075,0.0005001543348156,0.0002239959553439,0.0001835828375526,0.0004347115259114,0.0003324388130261,0.0002059271767541,0.0002199417491723,0.0001720778809265,0.000209231218012
395,Molnigt,RU,GrandMaster,516,4815,53.8,7.5,5.4,5.0,0.0029939546253069,0.0005169335362162,0.0004983335411611,0.0002241377033851,0.0001835251004937,0.000432267857114,0.0003317511976658,0.0002060164384725,0.0002200700503102,0.0001720772487923,0.0002091987853203
396,Molnigt,RU,GrandMaster,516,4815,53.8,7.5,5.4,5.0,0.0029939546253069,0.0005168119573486,0.0004981442106232,0.0002241372754041,0.0001835254467163,0.0004322617159466,0.0003317273864028,0.0002060174704741,0.0002200699650261,0.0001720594047321,0.0002091997926326
397,Molnigt,EUW,GrandMaster,805,2805,53.8,7.5,5.4,5.0,0.0029939546253069,0.0003655729122106,0.0004721707002481,0.0004076074364318,0.000258429116131,0.0019214955522303,0.0004370002187668,0.0003474680844119,0.0003893505691798,0.0001290558586807,0.0003612257653305
398,Molnigt,EUW,GrandMaster,805,2805,53.8,7.5,5.4,5.0,0.0029939546253069,0.0003655299103893,0.0004720096463051,0.0004076048619914,0.0002584300829097,0.001920955564587,0.000436945793416,0.0003474730364843,0.0003893500968114,0.0001290483308929,0.000361230952078
399,Molnigt,EUW,GrandMaster,805,2805,53.8,7.5,5.4,5.0,0.0029939546253069,0.0003652621446866,0.0004704783885209,0.000408461010438,0.0002582690854415,0.0017379349073467,0.0004353878210524,0.0003479024456503,0.0003900633015342,0.0001290480642846,0.0003610641027639
400,Molnigt,EUW,GrandMaster,805,2805,53.8,7.5,5.4,5.0,0.0029939546253069,0.000365219252438,0.0004703190597702,0.0004084584197882,0.000258270050425,0.0017375354046748,0.0004353339959331,0.0003479074163197,0.0003900628265667,0.0001290405378607,0.0003610692825497
401,Molnigt,EUW,GrandMaster,805,2805,53.8,7.5,5.4,5.0,0.0029939546253069,0.0005178156983321,0.0005003459678583,0.0002239963825157,0.0001835824910051,0.0004347177721023,0.0003324627778438,0.0002059261461089,0.0002199418343074,0.0001720957307367,0.0002092302102456
402,Molnigt,EUW,GrandMaster,805,2805,53.8,7.5,5.4,5.0,0.0029939546253069,0.0005176934960075,0.0005001543348156,0.0002239959553439,0.0001835828375526,0.0004347115259114,0.0003324388130261,0.0002059271767541,0.0002199417491723,0.0001720778809265,0.000209231218012
403,Molnigt,EUW,GrandMaster,805,2805,53.8,7.5,5.4,5.0,0.0029939546253069,0.0005169335362162,0.0004983335411611,0.0002241377033851,0.0001835251004937,0.000432267857114,0.0003317511976658,0.0002060164384725,0.0002200700503102,0.0001720772487923,0.0002091987853203
404,Molnigt,EUW,GrandMaster,805,2805,53.8,7.5,5.4,5.0,0.0029939546253069,0.0005168119573486,0.0004981442106232,0.0002241372754041,0.0001835254467163,0.0004322617159466,0.0003317273864028,0.0002060174704741,0.0002200699650261,0.0001720594047321,0.0002091997926326
405,Molnigt,RU,GrandMaster,516,4815,53.8,5.7,4.0,5.6,0.0029939546253069,0.0003655729122106,0.0004721707002481,0.0004076074364318,0.000258429116131,0.0019214955522303,0.0004370002187668,0.0003474680844119,0.0003893505691798,0.0001290558586807,0.0003612257653305
406,Molnigt,RU,GrandMaster,516,4815,53.8,5.7,4.0,5.6,0.0029939546253069,0.0003655299103893,0.0004720096463051,0.0004076048619914,0.0002584300829097,0.001920955564587,0.000436945793416,0.0003474730364843,0.0003893500968114,0.0001290483308929,0.000361230952078
407,Molnigt,RU,GrandMaster,516,4815,53.8,5.7,4.0,5.6,0.0029939546253069,0.0003652621446866,0.0004704783885209,0.000408461010438,0.0002582690854415,0.0017379349073467,0.0004353878210524,0.0003479024456503,0.0003900633015342,0.0001290480642846,0.0003610641027639
408,Molnigt,RU,GrandMaster,516,4815,53.8,5.7,4.0,5.6,0.0029939546253069,0.000365219252438,0.0004703190597702,0.0004084584197882,0.000258270050425,0.0017375354046748,0.0004353339959331,0.0003479074163197,0.0003900628265667,0.0001290405378607,0.0003610692825497
409,Molnigt,RU,GrandMaster,516,4815,53.8,5.7,4.0,5.6,0.0029939546253069,0.0005178156983321,0.0005003459678583,0.0002239963825157,0.0001835824910051,0.0004347177721023,0.0003324627778438,0.0002059261461089,0.0002199418343074,0.0001720957307367,0.0002092302102456
410,Molnigt,RU,GrandMaster,516,4815,53.8,5.7,4.0,5.6,0.0029939546253069,0.0005176934960075,0.0005001543348156,0.0002239959553439,0.0001835828375526,0.0004347115259114,0.0003324388130261,0.0002059271767541,0.0002199417491723,0.0001720778809265,0.000209231218012
411,Molnigt,RU,GrandMaster,516,4815,53.8,5.7,4.0,5.6,0.0029939546253069,0.0005169335362162,0.0004983335411611,0.0002241377033851,0.0001835251004937,0.000432267857114,0.0003317511976658,0.0002060164384725,0.0002200700503102,0.0001720772487923,0.0002091987853203
412,Molnigt,RU,GrandMaster,516,4815,53.8,5.7,4.0,5.6,0.0029939546253069,0.0005168119573486,0.0004981442106232,0.0002241372754041,0.0001835254467163,0.0004322617159466,0.0003317273864028,0.0002060174704741,0.0002200699650261,0.0001720594047321,0.0002091997926326
413,Deuz,PH,Challenger,719,1439,57.6,6.8,4.4,5.9,0.005088730349876,0.0002653212124625,0.0003241828740627,0.0008771258356779,0.0003293810533529,0.0007826604066386,0.0003758850405236,0.000607436544522,0.0007375826326968,0.0001101051424033,0.0006790496075353
414,Midbeast,OCE,Challenger,731,1389,54.6,4.9,5.9,7.6,0.005084236249269,0.0002598149869792,0.0003186825629262,0.0008880489582397,0.0003244635493197,0.0007620830816587,0.0003692556975709,0.0006161728731956,0.000743351119787,0.0001094739050273,0.0006928895145644
415,GGodmaw,LAN,Challenger,727,1406,53.1,6.5,5.8,6.2,0.0050759692956026,0.0002602218177421,0.0003197868749769,0.0008985511797222,0.0003210253750919,0.0007511385687916,0.0003670753711462,0.000615299056507,0.0007511062764264,0.0001097452524951,0.0006820195227027
416,k mid1,TR,Challenger,524,2421,57.2,8.3,4.7,7.5,0.0050496882085351,0.0003406546141202,0.0004292740833101,0.0004708032161874,0.0002797205747147,0.0017290304754084,0.0004379532489342,0.0003879210146054,0.0004424010643422,0.0001233923687095,0.0004085375482026
417,sopjsafjp,EUW,Challenger,918,676,57.9,6.0,4.4,6.0,0.0050469068598556,0.0002427740840087,0.0002788552050304,0.0006718436239014,0.0006935408408696,0.0004334798242763,0.0003937237860992,0.0007251345386677,0.000717114597113,0.0001012860769362,0.0007891542829525
418,eat,LAS,Challenger,712,1462,55.3,7.2,5.4,7.8,0.0050460648279668,0.0002841392850125,0.0003409140039423,0.000736200589116,0.0003930371724026,0.0007940972654235,0.0004323998136332,0.0005917753172847,0.0006926648938452,0.0001104388545988,0.0006703976327075
419,Carnivore Diet 2,LAS,Challenger,713,1461,52.1,5.0,4.6,4.3,0.0050309106646986,0.0002649709922934,0.0003274196139555,0.0008492687289597,0.0003247815942552,0.0007691039824785,0.0003868789345991,0.0006137452781639,0.000722392015268,0.0001103955592662,0.0006619539654587
420,Fox Noir,PH,Challenger,754,1297,55.4,6.1,4.5,10.0,0.0050250742414235,0.0002526919910532,0.000329280932862,0.0008324377212895,0.0003209537260494,0.0006431973835311,0.0003529122549403,0.0006012803672494,0.0009202427158842,0.0001084545978405,0.0006636225507234
421,tempfcbblucglfya,TW,Challenger,549,2272,54.9,7.1,5.8,6.9,0.0050238518697032,0.0003625773162775,0.0004555955383937,0.00047929685573,0.0003258599511135,0.0014517799920515,0.0005170320614365,0.0004080010552386,0.0004680104128467,0.0001216954955675,0.0004340031910473
422,é o sleepy,BR,GrandMaster,757,2921,55.6,7.3,5.1,6.8,0.0050218569862199,0.000443569784435,0.0005350914088612,0.0003744801778143,0.0002804775580106,0.0017147396833808,0.0005021336207484,0.0003288562586974,0.0003654622386675,0.0001318267909152,0.0003452194646889
423,21st,TR,Challenger,511,2517,53.7,6.3,4.1,6.6,0.005021335505873,0.0003571568582632,0.0004796189610513,0.0004461044945501,0.0002793088031651,0.001679873968607,0.0004508004206909,0.000373205531285,0.000437655023818,0.0001251090365538,0.0003925024078882
424,Greyrat,LAS,Challenger,715,1456,51.7,5.1,4.1,8.1,0.005019101270905,0.0002632816276196,0.0003238344730645,0.0008748755213729,0.0003181172536291,0.000775148572131,0.0003698683851251,0.0005993145407003,0.0007256431546678,0.0001104045739137,0.0006586131686804
425,Mňau,EUNE,Challenger,706,1502,52.8,4.6,4.8,6.6,0.0050076485686231,0.0002926731720928,0.0003520441130709,0.0006878581374784,0.0004224998671439,0.0007398837295905,0.0004989295988773,0.0006031896294023,0.0006609488717667,0.0001109132229582,0.0006387082262416
426,Incandescence33,EUW,GrandMaster,768,2892,54.1,5.6,4.5,7.2,0.0050072917153018,0.0003878594388897,0.00052286819373,0.0003926105568026,0.0002578406810752,0.0017876146381286,0.000459871265753,0.0003381527377517,0.0003791387473534,0.0001315819784308,0.0003497534773863
427,sh0dy,EUNE,Challenger,677,1611,58.9,7.8,5.4,6.6,0.0050052630836219,0.0002902941790786,0.0003558731277655,0.0007016015781229,0.0003615121806997,0.0009103290281722,0.0004444117149318,0.0005610571385555,0.0006517624316045,0.0001123759850852,0.0006160457196056
428,L9 Mikusik11,EUNE,Challenger,680,1595,62.3,8.2,5.6,5.7,0.0050036796561912,0.0002861053065065,0.0003598360834248,0.0007146649584688,0.0003494248548269,0.0009032814364444,0.0004184207254324,0.0005521621659873,0.0006939828988972,0.0001122367885997,0.0006135644376026
429,Ariendel,EUW,GrandMaster,769,2881,51.5,5.3,4.8,7.6,0.0049988566451399,0.0004069193214,0.0005201971154689,0.0003939771704239,0.0002674124162555,0.0017328171597818,0.0004747526222645,0.0003397052279007,0.0003789948610546,0.0001315071585532,0.0003525735920364
430,子夜輝煌,TW,Challenger,536,2348,55.5,5.4,6.3,7.7,0.0049859341262428,0.0003329183003046,0.0004246102453111,0.0004857471907855,0.0002821725856495,0.0016151035158845,0.0004471450318832,0.0004009117630289,0.0004545800468849,0.0001224405375648,0.0004203049089455
431,一心憧憬的小孤獨,TW,Challenger,547,2282,54.7,7.8,4.2,5.9,0.0049807999314886,0.00032829787925,0.0004184455690471,0.0005020548672081,0.0002857092318041,0.0015834595125573,0.0004320681936888,0.0004073634764877,0.0004706196949077,0.0001214839850449,0.0004312975214924
432,boxbox,RU,Challenger,666,1663,54.5,7.1,5.6,6.0,0.0049783937728261,0.000290606100148,0.0003596279744825,0.0006872133961018,0.0003496004197321,0.0009387053290699,0.0004503298418504,0.0005544787687036,0.0006383709260012,0.0001128738808675,0.0005965871358686
433,DBpYcEy8rZ6lbzr4,EUW,GrandMaster,740,2983,61.7,7.0,5.3,7.0,0.0049732147521339,0.0004500155245634,0.0006577516946486,0.0003677344996763,0.0002748093746146,0.0014898212339556,0.000568685882838,0.0003271784137356,0.0003665938577481,0.0001332303664642,0.0003373939038891
434,나라카일,KR,Challenger,703,1517,56.4,5.6,4.3,6.7,0.0049682539009951,0.0002693058826112,0.0003341739302053,0.0008085635983194,0.0003197682156324,0.0008300730823057,0.0003805057147227,0.0005768943029226,0.0007000459306736,0.0001113794058831,0.0006375438377186
435,真的不能這麼爛欸,TW,Challenger,591,2098,58.0,7.9,5.7,5.0,0.0049670492687614,0.0003158262968364,0.0003976999884332,0.0005507313097433,0.0002994581983775,0.0014321906429661,0.0004298493706321,0.0004397792530131,0.0005112368079575,0.0001189355279199,0.000471341872882
436,Đừng dịu dàng,VN,Challenger,652,1729,61.3,6.0,3.7,8.9,0.0049662307554109,0.0003018108678057,0.0003762911042254,0.0006413953680502,0.0003596012276924,0.0009852049423578,0.0004660854756827,0.0005274441371351,0.0006232845110608,0.0001137765183117,0.0005713366030887
437,UEH Gia Qui,VN,Challenger,607,1990,58.8,7.6,4.3,7.0,0.0049653178353838,0.0003114643724526,0.0003930184292058,0.0005822368498681,0.0003149350405402,0.0012840457962955,0.0004469769398843,0.000468524170112,0.0005479667324368,0.0001171942861193,0.0004989552184687
438,Τreasure Hunter,EUW,GrandMaster,819,2763,52.3,6.8,6.0,5.7,0.0049577127452077,0.0003763307461781,0.0005219642079001,0.00041104744033,0.0002649277511835,0.0016629682064913,0.0004777366626216,0.0003531720507301,0.0003959425313027,0.0001297538560648,0.000363869292405
439,Megalia,KR,Challenger,701,1528,55.4,5.2,4.3,6.4,0.0049558301845651,0.000270648421605,0.0003376701348831,0.0008010696352958,0.0003196639846099,0.0008279336556859,0.000383199704098,0.0005737307344831,0.0006985432744783,0.0001116718330999,0.0006316988063258
440,asdfasdfasds,EUW,Challenger,761,1265,52.7,5.5,5.5,5.7,0.0049506071430623,0.0002753111895526,0.0003292967697484,0.000733306456393,0.0004286704314627,0.0006437433011144,0.000403755125946,0.0005960688509073,0.0007343775267343,0.0001085907192492,0.0006974867719538
441,iybc9o2 q,EUW,GrandMaster,718,3081,56.2,5.8,4.7,6.4,0.0049503601266921,0.0004790413541374,0.0006014586665506,0.0003576494122915,0.0002741872173455,0.0015262294322035,0.0005787309124466,0.000319426997595,0.0003489458407377,0.0001347899218875,0.0003299003714963
442,てっこおおおおお,JP,Challenger,556,2251,57.1,5.4,5.0,7.2,0.0049484506055361,0.0003220863478247,0.0004083165775784,0.0005059699517039,0.0002855296312067,0.001557143335542,0.0004282067189799,0.0004109508060219,0.0004732913950308,0.0001206741965689,0.0004362816450785
443,Amfer,LAS,Challenger,603,2009,51.2,7.0,5.0,5.8,0.0049258950867116,0.0003163532924386,0.000392151450737,0.0005807811106407,0.0003161905084661,0.0012653809805093,0.0004394125089212,0.0004623764124532,0.000540097684655,0.00011774854618,0.0004954025917099
444,Ri Co Le Mo,LAN,Challenger,653,1727,53.9,7.5,5.9,7.8,0.0049230978545839,0.0002980978043952,0.0003786548469003,0.0006558966424333,0.0003424590137756,0.0009843573502896,0.0004234647693392,0.0005117010553574,0.0006481691843612,0.0001141261994609,0.0005661709882707
445,LncL,EUNE,Challenger,610,1968,64.3,8.9,6.1,6.5,0.0049187540240433,0.0003089824741145,0.0003917756983619,0.0005861125520126,0.0003115495077115,0.0012635882800666,0.0004262099600963,0.0004616373429925,0.0005515172802883,0.0001172158060042,0.0005001651223946
446,will improve,EUW,GrandMaster,828,2742,55.6,5.9,4.5,6.9,0.004917478756277,0.000445376795806,0.0005652476539521,0.0003930410509703,0.0003141975061896,0.0012140662066046,0.0007453241126992,0.0003585760531112,0.0003871775815648,0.0001288247182533,0.0003656470771255
447,Kvotheee,LAN,Challenger,668,1647,57.5,8.3,4.5,6.1,0.0048945962558099,0.000281621716409,0.0003515619953064,0.0007136181237569,0.0003289040429802,0.000891754044548,0.0004296125979547,0.000558778331999,0.0006356861452432,0.000112727732668,0.000590331524944
448,沒有什麼難的,TW,Challenger,593,2083,54.3,6.3,5.7,5.9,0.004889203242592,0.0003127538481544,0.0003911800951449,0.0005607500708775,0.0002990801094911,0.001340872597465,0.0004272309234456,0.0004461639295803,0.0005167020603463,0.0001185406158523,0.000475928992234
449,kyeahoo,KR,Challenger,682,1581,53.7,4.2,3.7,6.1,0.0048891826602336,0.000272169427041,0.0003407442802693,0.0007811583607561,0.0003128611688023,0.0008408595652806,0.0003815802440368,0.0005590618790807,0.0006819473742934,0.0001122729108611,0.0006065274498118
450,apple joy,SG,Challenger,545,2295,49.2,6.5,6.7,7.2,0.0048872936925997,0.000322663503457,0.000405898275696,0.0004976966562282,0.0002804302596635,0.0015396747962467,0.0004227497187777,0.0004052428309366,0.000463457937704,0.0001212983863283,0.0004281813275612
451,120パーセント,JP,Challenger,582,2137,52.5,6.7,5.9,6.5,0.0048842004122496,0.0003135307953259,0.0003920027021342,0.0005450001634196,0.0002920416867634,0.0013996134971583,0.0004218319942625,0.0004353414509866,0.0005025676429251,0.0001191190667308,0.0004631514125426
452,bancan shat,BR,GrandMaster,844,2704,57.4,6.5,4.3,6.4,0.0048802337310922,0.0004332635864338,0.0005597400343738,0.0003925055105577,0.0003183323178493,0.0011174861697417,0.0008123134924277,0.0003623870554662,0.0003892376034534,0.0001276863009025,0.0003672816598856
453,GGarizz,JP,Challenger,578,2159,53.7,4.4,3.6,6.7,0.0048778279486418,0.0003136354698128,0.0003970468627005,0.0005321677677395,0.0002885593413641,0.0014335083925821,0.000418073339331,0.0004260670351764,0.000495473157767,0.0001194297176458,0.0004538668645219
454,GGarizz,JP,Challenger,578,2159,53.7,4.4,3.6,6.7,0.0048778279486418,0.0003135865817951,0.0003969983115079,0.0005321704066105,0.0002885023369804,0.0014326404035165,0.0004179908662829,0.000426055312856,0.0004954486378817,0.0001194290353261,0.0004538373565344
455,GGarizz,JP,Challenger,578,2159,53.7,4.4,3.6,6.7,0.004876659249292,0.0003136354698128,0.0003970468627005,0.0005321677677395,0.0002885593413641,0.0014335083925821,0.000418073339331,0.0004260670351764,0.000495473157767,0.0001194297176458,0.0004538668645219
456,GGarizz,JP,Challenger,578,2159,53.7,4.4,3.6,6.7,0.004876659249292,0.0003135865817951,0.0003969983115079,0.0005321704066105,0.0002885023369804,0.0014326404035165,0.0004179908662829,0.000426055312856,0.0004954486378817,0.0001194290353261,0.0004538373565344
457,K B,TW,Challenger,584,2131,61.7,4.3,3.9,9.0,0.004868332494247,0.0003114436330516,0.000394648522091,0.0005427582089891,0.0002899393114846,0.0013957560048735,0.0004192071604336,0.0004324961883751,0.0005023176850672,0.000119108729445,0.0004606570504359
458,Chocolate Avelã,BR,GrandMaster,737,2994,53.6,4.6,4.2,9.4,0.0048655545336981,0.0004617051886926,0.0005688822544399,0.0003626872790692,0.0002768630522527,0.0015422755194294,0.0005097399746042,0.0003196128072296,0.0003552893739475,0.0001334322100509,0.0003350668739815
459,Conveying,EUW,GrandMaster,739,2980,53.5,5.6,4.9,6.8,0.0048653357373448,0.0004226652400817,0.0005420969571719,0.0003769086614561,0.0002623020393624,0.0016224723829028,0.0004768585669676,0.0003265202540124,0.0003625908257305,0.0001335204963814,0.0003394003132777
460,XDXD123,RU,Challenger,643,1780,56.7,4.9,4.8,6.9,0.0048611194017217,0.0002926214004181,0.0003606552248706,0.0006413038702792,0.0003227676886983,0.0010772525036189,0.0004115504668609,0.0004993507454674,0.0005901273885535,0.0001143641660768,0.0005511259468775
461,Acuarelas,LAN,Challenger,685,1573,65.8,7.1,4.5,6.5,0.0048579809004113,0.0002708668693038,0.0003352704635704,0.0007637099774285,0.0003142631165451,0.0008624908613255,0.0003792416507502,0.0005513786965696,0.0006613315968598,0.0001118007205045,0.0006076269475535
462,왕 자,KR,Challenger,670,1633,55.0,6.4,5.4,5.7,0.0048527698451426,0.0002760110449362,0.0003454788390368,0.0007492995263561,0.00031163431048,0.0008770034771991,0.000389284585667,0.0005460034213085,0.0006530856156911,0.0001129424389495,0.0005920265855178
463,Daddy,RU,Challenger,682,1584,58.2,7.7,3.1,6.0,0.0048521414152717,0.00027055977864,0.0003398099345684,0.0007508143520656,0.0003119628623697,0.0008632206331756,0.0003780969560424,0.0005459973115936,0.0006764293222507,0.0001118233835876,0.0006034268809775
464,Dept,TH,Challenger,562,2227,54.4,5.7,5.3,7.3,0.0048416975835326,0.0003160088305521,0.0003969869964134,0.0005153810666321,0.0002830248737471,0.0014585279381172,0.0004187225722282,0.0004157877372827,0.0004766736529278,0.0001202112287024,0.0004403726869294
465,Yassuo,EUW,Challenger,736,1372,52.3,6.0,6.8,6.6,0.004841264878646,0.0002826871327337,0.0003371665915082,0.0006953947347361,0.0004156064024922,0.0006814829014908,0.000417207203775,0.0005695459687548,0.000676761433274,0.0001099306512929,0.0006554818585877
466,rinnetensei,TW,Challenger,550,2271,52.9,6.8,3.7,5.9,0.0048405465992717,0.0003217205800009,0.0004161935365114,0.0005028539651865,0.0002804910685787,0.0014639683142716,0.0004222459424926,0.0004073270139412,0.0004738709878264,0.0001212739633936,0.0004306012270683
467,Wenelinfo,EUW,GrandMaster,752,2933,56.6,6.5,3.9,7.3,0.0048380184508274,0.0003986502084204,0.0005224699102775,0.0003855785854144,0.0002586102062385,0.00161235331388,0.0004807511664749,0.0003345306838843,0.0003682006078923,0.0001324619596024,0.0003444118087425
468,campamidplease,BR,GrandMaster,747,2948,51.5,5.7,6.0,6.2,0.0048365268442669,0.0004249806856799,0.0005512531678461,0.0003826558271853,0.0002677326167049,0.0015154396203273,0.0005139554701203,0.0003345578780452,0.0003688173661177,0.0001328838850996,0.0003442503271401
469,헤이스트,KR,Challenger,699,1527,52.7,4.9,4.6,8.0,0.004826260073515,0.0002682803604679,0.0003325751533559,0.0008010636983944,0.0003155288429841,0.0007309970387943,0.0003726234443151,0.0005742617918169,0.0007082485860307,0.0001114610726976,0.0006112200846577
470,baba is a sheep,LAS,Challenger,584,2132,63.1,10.0,4.6,8.0,0.0048238430435864,0.0003111831156007,0.0003938820406479,0.0005360504369376,0.0002886573542057,0.0013727649181994,0.0004219381615885,0.0004301111475564,0.0004930698306659,0.000119309595494,0.0004568764426897
471,eYa Beaupere,EUW,GrandMaster,727,3043,56.1,5.0,3.9,7.3,0.0048209864923904,0.0004284071606858,0.0005654615190179,0.0003651537500427,0.0002586418480963,0.0015686728375863,0.0004960272085628,0.0003200735068125,0.0003524906986208,0.0001347682333009,0.000331289729664
472,Wotah,SG,Challenger,595,2079,57.8,6.1,5.6,9.6,0.0048207984254347,0.0003069415403535,0.0003838596876077,0.0005479978866047,0.000293656791834,0.0013388385405249,0.0004158713803474,0.0004390025921108,0.0005068801038829,0.0001182083922869,0.0004695415098814
473,Meowies uωu,EUW,GrandMaster,824,2754,56.6,5.9,4.5,8.9,0.0048164468693562,0.0003826400444847,0.0004954566469188,0.0004135055165086,0.0002748358068617,0.0014623583604606,0.0005304740378226,0.0003635035911973,0.000395779614139,0.0001286482787409,0.0003692449722214
474,Braigtzoul,LAN,Challenger,656,1704,52.5,8.8,5.4,6.0,0.0048163413832146,0.0002808444307201,0.0003577878735044,0.0006980430007191,0.0003086952709611,0.0009402251508793,0.0003920453426598,0.0005194391365207,0.0006391938140972,0.0001137406401032,0.0005663267230493
475,pulga asesina,LAN,Challenger,628,1869,54.4,5.7,4.3,8.1,0.0048150965988271,0.0003174514014676,0.0003849796263338,0.0005788097667324,0.0003517992247156,0.0010710593578635,0.0004527765358628,0.0004712323314243,0.0005507145990208,0.0001159220125691,0.0005203517428367
476,ksiaze balagan I,EUNE,Challenger,601,2036,57.0,6.2,4.4,7.3,0.0048141900221632,0.0003064025001741,0.0003897505732859,0.0005682493043398,0.0002981197000237,0.0012342008917702,0.0004387053287485,0.000457398121482,0.0005213428931586,0.0001180120596244,0.0004820086495555
477,Nadyel,LAN,Challenger,624,1898,53.9,6.0,5.4,5.9,0.0048129713053888,0.0002956263421741,0.0003704022155028,0.000618136944773,0.0003030194500822,0.0011486056889441,0.0004082716545039,0.000477812532726,0.0005600954708384,0.0001161382155248,0.0005148627903191
478,red pepper tuna,EUW,Challenger,965,539,61.0,5.7,4.7,6.4,0.004807565240818,0.0002350990091207,0.0002682016079878,0.0006225906815556,0.0007190531474365,0.000406065275174,0.0003588802417549,0.0006585334938655,0.0006857871694671,9.987919339697028e-05,0.0007534754210585
479,JoacoFutbol1,LAS,Challenger,635,1824,53.4,6.9,6.3,5.9,0.0048075213871851,0.0003204732449274,0.0003842823383225,0.0005760859922755,0.0003795632208458,0.0009687183577635,0.0004893669569979,0.0004860896615394,0.0005568664137525,0.0001150603145795,0.0005310148861808
480,DN4HP,BR,GrandMaster,752,2933,52.8,6.8,5.6,4.8,0.0048031237886725,0.0003929577955808,0.0005096366351349,0.000385878303446,0.0002563240907829,0.0016277427068788,0.0004529300288394,0.0003319759963816,0.000369352576406,0.0001322327742798,0.0003440928809418
481,트빅카,KR,Challenger,629,1854,60.3,4.8,4.0,7.1,0.0048027736495126,0.0003187524279193,0.0003908263139467,0.0005758906035162,0.0003571513799825,0.0010317868572569,0.0004608056125753,0.0004732060203526,0.0005572892952526,0.0001159322667325,0.0005211328719774
482,암낫디온리원,KR,Challenger,643,1770,52.1,4.8,5.2,6.9,0.0048027701523341,0.0002976419079579,0.0003721530114671,0.0006685684077781,0.0003336251698149,0.0008617667521343,0.000453665753845,0.0005354271534875,0.0006139182747593,0.000114789351078,0.0005512143700116
483,Bornecaster,RU,Challenger,684,1576,52.8,6.0,5.7,8.4,0.0048003980970632,0.0002691613299043,0.0003408372706709,0.0007631368466062,0.0003099153635616,0.0007609601295954,0.000371991011054,0.0005566439875531,0.000721127716378,0.0001117413362299,0.0005948831055093
484,kirakiraluna,TH,Challenger,591,2097,58.8,8.0,5.8,8.1,0.0047997582715842,0.0003065331371335,0.0003834851205565,0.0005524164351591,0.0002899104653052,0.0013216538046696,0.0004122803602056,0.0004395893517549,0.000508048094636,0.0001184401657792,0.0004674013363841
485,Thumper,BR,GrandMaster,738,2990,54.5,5.4,3.1,6.9,0.0047968620371206,0.0004137920992162,0.0005339004786225,0.0003760702337889,0.0002579873862162,0.0015929643259757,0.000465001203668,0.0003251549961782,0.0003607808504721,0.0001337023173847,0.0003375081455976
486,DKB Mittelmäßig,EUW,GrandMaster,737,2993,53.2,6.5,4.5,6.5,0.0047964675372191,0.0004934792512343,0.0006792841126115,0.0003582760468537,0.0002876034837483,0.0012173938250314,0.0006113349823819,0.0003225896518177,0.0003590546987606,0.0001338567585503,0.0003335947262291
487,Envy Me diff,LAN,Challenger,653,1726,54.5,6.3,5.3,7.5,0.0047958610066783,0.0003046286664636,0.0003701464198772,0.0006145334418169,0.0003628103068344,0.0009498976463595,0.0004322409801456,0.0004949852289215,0.0005960087701748,0.0001139321306048,0.0005566774154795
488,twitch AKEN47,EUW,GrandMaster,806,2789,58.5,6.9,5.4,6.5,0.0047948005066254,0.0003753428948535,0.0004980947579119,0.0004090452144548,0.0002617158532145,0.0015661763109826,0.0004521140166689,0.0003490955839477,0.0003916608739811,0.0001299625657853,0.0003615924348246
489,Ryuin,EUW,GrandMaster,754,2929,60.5,6.6,4.7,8.1,0.0047886324191221,0.0004727713805918,0.0006476511424542,0.0003629434536616,0.0002953452655615,0.0010751792817649,0.0007692149792362,0.0003334334233995,0.000361488193779,0.0001320849656577,0.0003385203330153
490,Eeee boyyyy,RU,Challenger,640,1805,56.9,10.3,5.8,6.2,0.0047863324627146,0.0002866848559119,0.0003591719737398,0.0006547145152051,0.0003047490476877,0.0010415695614084,0.0003960090098373,0.0004963251458058,0.000592977942098,0.0001146454095531,0.0005394850014669
491,Lotus,TR,Challenger,571,2188,49.6,6.4,4.0,7.4,0.0047708260328567,0.0003437893097918,0.0004296433160215,0.0005013503162487,0.0003310494741968,0.0010809763337648,0.0005955503812576,0.000441829987142,0.0004790544058438,0.0001197269013531,0.0004478556072363
